,PID,practice,run,trial,item_id,stimulus,path,outcome,iti,isi,response,response_acc,response_rt,long_iti,simulation,version,level_0,index,block,no_response
0,46835,1,0,1,prac1,NaN,Stimuli/Practice_stims/Outcome_learning/nizar-albusaidy-B2r2SWAf5CE-unsplash.jpg,gain,1500,1000,NaN,0,NaN,0,7,4,,,0,1
1,46835,1,0,2,prac2,NaN,Stimuli/Practice_stims/Outcome_learning/randy-fath-epf1tdtIIkM-unsplash.jpg,no-gain,1000,1500,NaN,0,NaN,0,7,4,,,0,1
2,46835,1,0,3,prac2,NaN,Stimuli/Practice_stims/Outcome_learning/randy-fath-epf1tdtIIkM-unsplash.jpg,no-gain,2000,1000,NaN,0,NaN,0,7,4,,,0,1
3,46835,1,0,4,prac1,NaN,Stimuli/Practice_stims/Outcome_learning/nizar-albusaidy-B2r2SWAf5CE-unsplash.jpg,gain,1000,2000,NaN,0,NaN,0,7,4,,,0,1
4,46835,0,1,5,K,34,Stimuli/Experimental_stims/body_parts/wagner-santos-mBWMvIuVnso-unsplash.jpg,no_gain,1100,1300,NaN,0,NaN,0,7,4,0.0,4.0,1,1
5,46835,0,1,6,B,5,Stimuli/Experimental_stims/outdoor_scenes/jeff-king-bJHWJeiHfHc-unsplash.jpg,gain,1300,2100,NaN,0,NaN,0,7,4,1.0,5.0,1,1
6,46835,0,1,7,J,15,Stimuli/Experimental_stims/faces/erik-lucatero-d2MSDujJl2g-unsplash.jpg,no_gain,1400,1900,NaN,0,NaN,0,7,4,2.0,6.0,1,1
7,46835,0,1,8,D,46,Stimuli/Experimental_stims/objects/mockup-graphics-PNsj6RiHAF4-unsplash.jpg,gain,1200,1500,NaN,0,NaN,0,7,4,3.0,7.0,1,1
8,46835,0,1,9,C,0,Stimuli/Experimental_stims/outdoor_scenes/aleksandra-boguslawska-MS7KD9Ti7FQ-unsplash.jpg,no_gain,1900,2600,NaN,0,NaN,0,7,4,4.0,8.0,1,1
9,46835,0,1,10,E,42,Stimuli/Experimental_stims/objects/jess-bailey-nOeVi8DsN8U-unsplash.jpg,no_gain,1100,3400,NaN,0,NaN,0,7,4,5.0,9.0,1,1
10,46835,0,1,11,I,27,Stimuli/Experimental_stims/body_parts/heike-mintel-i_Gns0ELnLw-unsplash.jpg,gain,2400,1700,NaN,0,NaN,0,7,4,6.0,10.0,1,1
11,46835,0,1,12,H,18,Stimuli/Experimental_stims/faces/jessica-radanavong-mrYkTuAesKE-unsplash.jpg,gain,4500,2100,NaN,0,NaN,1,7,4,7.0,11.0,1,1
12,46835,0,1,13,L,28,Stimuli/Experimental_stims/body_parts/ira-vishnevskaya-8DQAvdCby1I-unsplash.jpg,gain,1900,2100,NaN,0,NaN,0,7,4,8.0,12.0,1,1
13,46835,0,1,14,F,23,Stimuli/Experimental_stims/faces/rikonavt-HQjfrvdTfak-unsplash.jpg,no_gain,1900,3100,NaN,0,NaN,0,7,4,9.0,13.0,1,1
14,46835,0,1,15,G,38,Stimuli/Experimental_stims/objects/art-lasovsky-8XddFc6NkBY-unsplash.jpg,gain,1200,1400,NaN,0,NaN,0,7,4,10.0,14.0,1,1
15,46835,0,1,16,A,11,Stimuli/Experimental_stims/outdoor_scenes/stephen-leonardi-gyIRjKPXupE-unsplash.jpg,no_gain,1200,1500,NaN,0,NaN,0,7,4,11.0,15.0,1,1
16,46835,0,1,17,H,18,Stimuli/Experimental_stims/faces/jessica-radanavong-mrYkTuAesKE-unsplash.jpg,gain,4000,2400,NaN,0,NaN,1,7,4,12.0,16.0,2,1
17,46835,0,1,18,A,11,Stimuli/Experimental_stims/outdoor_scenes/stephen-leonardi-gyIRjKPXupE-unsplash.jpg,no_gain,1100,1300,NaN,0,NaN,0,7,4,13.0,17.0,2,1
18,46835,0,1,19,I,27,Stimuli/Experimental_stims/body_parts/heike-mintel-i_Gns0ELnLw-unsplash.jpg,gain,2000,1200,NaN,0,NaN,0,7,4,14.0,18.0,2,1
19,46835,0,1,20,J,15,Stimuli/Experimental_stims/faces/erik-lucatero-d2MSDujJl2g-unsplash.jpg,no_gain,1100,1900,NaN,0,NaN,0,7,4,15.0,19.0,2,1
20,46835,0,1,21,E,42,Stimuli/Experimental_stims/objects/jess-bailey-nOeVi8DsN8U-unsplash.jpg,no_gain,2200,2700,NaN,0,NaN,0,7,4,16.0,20.0,2,1
21,46835,0,1,22,F,23,Stimuli/Experimental_stims/faces/rikonavt-HQjfrvdTfak-unsplash.jpg,no_gain,3700,2200,NaN,0,NaN,1,7,4,17.0,21.0,2,1
22,46835,0,1,23,K,34,Stimuli/Experimental_stims/body_parts/wagner-santos-mBWMvIuVnso-unsplash.jpg,no_gain,1300,1100,NaN,0,NaN,0,7,4,18.0,22.0,2,1
