,PID,practice,run,trial,item_id,stimulus,path,outcome,iti,isi,response,response_acc,response_rt,long_iti,simulation,version,level_0,index,block,no_response
0,29646,1,0,1,prac1,NaN,Stimuli/Practice_stims/Outcome_learning/nizar-albusaidy-B2r2SWAf5CE-unsplash.jpg,gain,1500,1000,gain,1,172,0,20,3,,,0,0
1,29646,1,0,2,prac2,NaN,Stimuli/Practice_stims/Outcome_learning/randy-fath-epf1tdtIIkM-unsplash.jpg,no-gain,1000,1500,no_gain,0,449,0,20,3,,,0,0
2,29646,1,0,3,prac2,NaN,Stimuli/Practice_stims/Outcome_learning/randy-fath-epf1tdtIIkM-unsplash.jpg,no-gain,2000,1000,gain,0,338,0,20,3,,,0,0
3,29646,1,0,4,prac1,NaN,Stimuli/Practice_stims/Outcome_learning/nizar-albusaidy-B2r2SWAf5CE-unsplash.jpg,gain,1000,2000,no_gain,0,667,0,20,3,,,0,0
4,29646,0,1,5,K,44,Stimuli/Experimental_stims/objects/kuiye-chen-NuOGFo4PudE-unsplash.jpg,gain,1800,1900,no_gain,0,498,0,20,3,0.0,4.0,1,0
5,29646,0,1,6,B,19,Stimuli/Experimental_stims/faces/joel-mott-LaK153ghdig-unsplash.jpg,no_gain,1200,1600,gain,0,507,0,20,3,1.0,5.0,1,0
6,29646,0,1,7,J,21,Stimuli/Experimental_stims/faces/leilani-angel-K84vnnzxmTQ-unsplash.jpg,gain,1100,1800,no_gain,0,435,0,20,3,2.0,6.0,1,0
7,29646,0,1,8,D,15,Stimuli/Experimental_stims/faces/erik-lucatero-d2MSDujJl2g-unsplash.jpg,gain,1700,1800,no_response,0,NaN,0,20,3,3.0,7.0,1,1
8,29646,0,1,9,C,10,Stimuli/Experimental_stims/outdoor_scenes/shannon-kunkle-dM8INmkyDas-unsplash.jpg,no_gain,3300,1000,no_response,0,NaN,1,20,3,4.0,8.0,1,1
9,29646,0,1,10,E,46,Stimuli/Experimental_stims/objects/mockup-graphics-PNsj6RiHAF4-unsplash.jpg,gain,1900,1100,no_response,0,NaN,0,20,3,5.0,9.0,1,1
10,29646,0,1,11,I,4,Stimuli/Experimental_stims/outdoor_scenes/jarrett-kow-1ZOyYPOBn7I-unsplash.jpg,no_gain,2500,1300,no_response,0,NaN,0,20,3,6.0,10.0,1,1
11,29646,0,1,12,H,1,Stimuli/Experimental_stims/outdoor_scenes/ashim-d-silva-S2Q5mdOrrVc-unsplash.jpg,gain,1100,1900,no_response,0,NaN,0,20,3,7.0,11.0,1,1
12,29646,0,1,13,L,32,Stimuli/Experimental_stims/body_parts/towfiqu-barbhuiya-3AsiVDsZnHg-unsplash.jpg,gain,1800,3100,no_response,0,NaN,0,20,3,8.0,12.0,1,1
13,29646,0,1,14,F,18,Stimuli/Experimental_stims/faces/jessica-radanavong-mrYkTuAesKE-unsplash.jpg,no_gain,1200,3500,no_response,0,NaN,0,20,3,9.0,13.0,1,1
14,29646,0,1,15,G,43,Stimuli/Experimental_stims/objects/jonathan-greenaway-Y4hGgeiFn3s-unsplash.jpg,no_gain,3000,1900,no_response,0,NaN,1,20,3,10.0,14.0,1,1
15,29646,0,1,16,A,45,Stimuli/Experimental_stims/objects/leohoho-rngTKHXumy0-unsplash.jpg,no_gain,2100,1600,no_response,0,NaN,0,20,3,11.0,15.0,1,1
16,29646,0,1,17,H,1,Stimuli/Experimental_stims/outdoor_scenes/ashim-d-silva-S2Q5mdOrrVc-unsplash.jpg,gain,2000,1500,no_response,0,NaN,0,20,3,12.0,16.0,2,1
17,29646,0,1,18,A,45,Stimuli/Experimental_stims/objects/leohoho-rngTKHXumy0-unsplash.jpg,no_gain,1800,2700,no_response,0,NaN,0,20,3,13.0,17.0,2,1
18,29646,0,1,19,I,4,Stimuli/Experimental_stims/outdoor_scenes/jarrett-kow-1ZOyYPOBn7I-unsplash.jpg,no_gain,1500,3300,no_response,0,NaN,0,20,3,14.0,18.0,2,1
19,29646,0,1,20,J,21,Stimuli/Experimental_stims/faces/leilani-angel-K84vnnzxmTQ-unsplash.jpg,gain,1100,1400,no_response,0,NaN,0,20,3,15.0,19.0,2,1
20,29646,0,1,21,E,46,Stimuli/Experimental_stims/objects/mockup-graphics-PNsj6RiHAF4-unsplash.jpg,gain,1700,2200,no_response,0,NaN,0,20,3,16.0,20.0,2,1
21,29646,0,1,22,F,18,Stimuli/Experimental_stims/faces/jessica-radanavong-mrYkTuAesKE-unsplash.jpg,no_gain,1900,1400,no_response,0,NaN,0,20,3,17.0,21.0,2,1
22,29646,0,1,23,K,44,Stimuli/Experimental_stims/objects/kuiye-chen-NuOGFo4PudE-unsplash.jpg,gain,4600,1900,no_response,0,NaN,1,20,3,18.0,22.0,2,1
23,29646,0,1,24,D,15,Stimuli/Experimental_stims/faces/erik-lucatero-d2MSDujJl2g-unsplash.jpg,gain,1200,2200,no_response,0,NaN,0,20,3,19.0,23.0,2,1
