,PID,practice,run,trial,item_id,stimulus,path,outcome,iti,isi,response,response_acc,response_rt,long_iti,simulation,version,level_0,index,block,no_response
0,53808,1,0,1,prac1,NaN,Stimuli/Practice_stims/Outcome_learning/nizar-albusaidy-B2r2SWAf5CE-unsplash.jpg,gain,1500,1000,gain,1,578,0,19,1,,,0,0
1,53808,1,0,2,prac2,NaN,Stimuli/Practice_stims/Outcome_learning/randy-fath-epf1tdtIIkM-unsplash.jpg,no-gain,1000,1500,no_gain,0,682,0,19,1,,,0,0
2,53808,1,0,3,prac2,NaN,Stimuli/Practice_stims/Outcome_learning/randy-fath-epf1tdtIIkM-unsplash.jpg,no-gain,2000,1000,no_gain,0,623,0,19,1,,,0,0
3,53808,1,0,4,prac1,NaN,Stimuli/Practice_stims/Outcome_learning/nizar-albusaidy-B2r2SWAf5CE-unsplash.jpg,gain,1000,2000,gain,1,423,0,19,1,,,0,0
4,53808,0,1,5,K,25,Stimuli/Experimental_stims/body_parts/engin-akyurt-Q2rfH3GW39c-unsplash.jpg,no_gain,3200,1200,no_gain,1,488,1,19,1,0.0,4.0,1,0
5,53808,0,1,6,B,0,Stimuli/Experimental_stims/outdoor_scenes/aleksandra-boguslawska-MS7KD9Ti7FQ-unsplash.jpg,gain,1300,2800,gain,1,427,0,19,1,1.0,5.0,1,0
6,53808,0,1,7,J,22,Stimuli/Experimental_stims/faces/ravi-patel-VMGAbeeJTKo-unsplash.jpg,no_gain,1200,1500,no_gain,1,550,0,19,1,2.0,6.0,1,0
7,53808,0,1,8,D,43,Stimuli/Experimental_stims/objects/jonathan-greenaway-Y4hGgeiFn3s-unsplash.jpg,gain,1400,1300,gain,1,465,0,19,1,3.0,7.0,1,0
8,53808,0,1,9,C,3,Stimuli/Experimental_stims/outdoor_scenes/henry-be-NLF6hTe4PAg-unsplash.jpg,no_gain,1400,1000,gain,0,446,0,19,1,4.0,8.0,1,0
9,53808,0,1,10,E,46,Stimuli/Experimental_stims/objects/mockup-graphics-PNsj6RiHAF4-unsplash.jpg,no_gain,1200,1700,no_gain,1,515,0,19,1,5.0,9.0,1,0
10,53808,0,1,11,I,30,Stimuli/Experimental_stims/body_parts/mika-korhonen-Xodzxosar18-unsplash.jpg,gain,1200,1700,gain,1,711,0,19,1,6.0,10.0,1,0
