,PID,practice,run,trial,item_id,stimulus,path,outcome,iti,isi,response,response_acc,response_rt,long_iti,simulation,version,level_0,index,block,no_response
0,19377,1,0,1,prac1,NaN,Stimuli/Practice_stims/Outcome_learning/nizar-albusaidy-B2r2SWAf5CE-unsplash.jpg,gain,1500,1000,NaN,0,NaN,0,3,2,,,0,1
1,19377,1,0,2,prac2,NaN,Stimuli/Practice_stims/Outcome_learning/randy-fath-epf1tdtIIkM-unsplash.jpg,no-gain,1000,1500,NaN,0,NaN,0,3,2,,,0,1
2,19377,1,0,3,prac2,NaN,Stimuli/Practice_stims/Outcome_learning/randy-fath-epf1tdtIIkM-unsplash.jpg,no-gain,2000,1000,NaN,0,NaN,0,3,2,,,0,1
3,19377,1,0,4,prac1,NaN,Stimuli/Practice_stims/Outcome_learning/nizar-albusaidy-B2r2SWAf5CE-unsplash.jpg,gain,1000,2000,NaN,0,NaN,0,3,2,,,0,1
4,19377,0,1,5,K,33,Stimuli/Experimental_stims/body_parts/tucker-good-36skLT5jZcc-unsplash.jpg,no_gain,4200,1800,NaN,0,NaN,1,3,2,0.0,4.0,1,1
5,19377,0,1,6,B,9,Stimuli/Experimental_stims/outdoor_scenes/sergey-pesterev-y-b_FOmJXdg-unsplash.jpg,gain,1200,2100,NaN,0,NaN,0,3,2,1.0,5.0,1,1
6,19377,0,1,7,J,15,Stimuli/Experimental_stims/faces/erik-lucatero-d2MSDujJl2g-unsplash.jpg,no_gain,1100,1900,NaN,0,NaN,0,3,2,2.0,6.0,1,1
7,19377,0,1,8,D,41,Stimuli/Experimental_stims/objects/insung-yoon-w2JtIQQXoRU-unsplash.jpg,gain,1000,1100,NaN,0,NaN,0,3,2,3.0,7.0,1,1
8,19377,0,1,9,C,3,Stimuli/Experimental_stims/outdoor_scenes/henry-be-NLF6hTe4PAg-unsplash.jpg,no_gain,2100,1400,NaN,0,NaN,0,3,2,4.0,8.0,1,1
9,19377,0,1,10,E,44,Stimuli/Experimental_stims/objects/kuiye-chen-NuOGFo4PudE-unsplash.jpg,no_gain,2000,2000,NaN,0,NaN,0,3,2,5.0,9.0,1,1
10,19377,0,1,11,I,34,Stimuli/Experimental_stims/body_parts/wagner-santos-mBWMvIuVnso-unsplash.jpg,gain,1300,2900,NaN,0,NaN,0,3,2,6.0,10.0,1,1
11,19377,0,1,12,H,12,Stimuli/Experimental_stims/faces/aiony-haust-jmATI5Q_YgY-unsplash.jpg,gain,1100,1900,NaN,0,NaN,0,3,2,7.0,11.0,1,1
12,19377,0,1,13,L,32,Stimuli/Experimental_stims/body_parts/towfiqu-barbhuiya-3AsiVDsZnHg-unsplash.jpg,gain,1100,1100,NaN,0,NaN,0,3,2,8.0,12.0,1,1
13,19377,0,1,14,F,16,Stimuli/Experimental_stims/faces/freddy-kearney-o-ioeoATbIM-unsplash.jpg,no_gain,4200,3200,NaN,0,NaN,1,3,2,9.0,13.0,1,1
14,19377,0,1,15,G,39,Stimuli/Experimental_stims/objects/charlesdeluvio-1-nx1QR5dTE-unsplash.jpg,gain,2700,1000,NaN,0,NaN,0,3,2,10.0,14.0,1,1
15,19377,0,1,16,A,5,Stimuli/Experimental_stims/outdoor_scenes/jeff-king-bJHWJeiHfHc-unsplash.jpg,no_gain,1600,1700,NaN,0,NaN,0,3,2,11.0,15.0,1,1
16,19377,0,1,17,H,12,Stimuli/Experimental_stims/faces/aiony-haust-jmATI5Q_YgY-unsplash.jpg,gain,1000,1500,NaN,0,NaN,0,3,2,12.0,16.0,2,1
17,19377,0,1,18,A,5,Stimuli/Experimental_stims/outdoor_scenes/jeff-king-bJHWJeiHfHc-unsplash.jpg,no_gain,2700,1700,NaN,0,NaN,0,3,2,13.0,17.0,2,1
18,19377,0,1,19,I,34,Stimuli/Experimental_stims/body_parts/wagner-santos-mBWMvIuVnso-unsplash.jpg,gain,1600,1500,NaN,0,NaN,0,3,2,14.0,18.0,2,1
19,19377,0,1,20,J,15,Stimuli/Experimental_stims/faces/erik-lucatero-d2MSDujJl2g-unsplash.jpg,no_gain,1100,2100,NaN,0,NaN,0,3,2,15.0,19.0,2,1
