,PID,practice,run,trial,item_id,stimulus,path,outcome,iti,isi,response,response_acc,response_rt,long_iti,simulation,version,level_0,index,block
0,22695,1,0,1,prac1,NaN,Stimuli/Practice_stims/Outcome_learning/nizar-albusaidy-B2r2SWAf5CE-unsplash.jpg,gain,1500,1000,NaN,NaN,NaN,0,7,4,,,0
1,22695,1,0,2,prac2,NaN,Stimuli/Practice_stims/Outcome_learning/randy-fath-epf1tdtIIkM-unsplash.jpg,no-gain,1000,1500,NaN,NaN,NaN,0,7,4,,,0
2,22695,1,0,3,prac2,NaN,Stimuli/Practice_stims/Outcome_learning/randy-fath-epf1tdtIIkM-unsplash.jpg,no-gain,2000,1000,NaN,NaN,NaN,0,7,4,,,0
3,22695,1,0,4,prac1,NaN,Stimuli/Practice_stims/Outcome_learning/nizar-albusaidy-B2r2SWAf5CE-unsplash.jpg,gain,1000,2000,NaN,NaN,NaN,0,7,4,,,0
4,22695,0,1,5,K,,,no_gain,1100,1300,NaN,NaN,NaN,0,7,4,0.0,4.0,1
5,22695,0,1,6,B,14,Stimuli/Experimental_stims/faces/david-siglin-UuW4psOb388-unsplash.jpg,no_gain,1300,2100,NaN,NaN,NaN,0,7,4,1.0,5.0,1
6,22695,0,1,7,J,41,Stimuli/Experimental_stims/objects/insung-yoon-w2JtIQQXoRU-unsplash.jpg,gain,1400,1900,NaN,NaN,NaN,0,7,4,2.0,6.0,1
7,22695,0,1,8,D,,,gain,1200,1500,NaN,NaN,NaN,0,7,4,3.0,7.0,1
8,22695,0,1,9,C,5,Stimuli/Experimental_stims/outdoor_scenes/jeff-king-bJHWJeiHfHc-unsplash.jpg,gain,1900,2600,NaN,NaN,NaN,0,7,4,4.0,8.0,1
9,22695,0,1,10,E,42,Stimuli/Experimental_stims/objects/jess-bailey-nOeVi8DsN8U-unsplash.jpg,no_gain,1100,3400,NaN,NaN,NaN,0,7,4,5.0,9.0,1
10,22695,0,1,11,I,6,Stimuli/Experimental_stims/outdoor_scenes/meng-ji-8BH_M-53CyA-unsplash.jpg,no_gain,2400,1700,NaN,NaN,NaN,0,7,4,6.0,10.0,1
11,22695,0,1,12,H,,,gain,4500,2100,NaN,NaN,NaN,1,7,4,7.0,11.0,1
12,22695,0,1,13,L,32,Stimuli/Experimental_stims/body_parts/towfiqu-barbhuiya-3AsiVDsZnHg-unsplash.jpg,gain,1900,2100,NaN,NaN,NaN,0,7,4,8.0,12.0,1
13,22695,0,1,14,F,18,Stimuli/Experimental_stims/faces/jessica-radanavong-mrYkTuAesKE-unsplash.jpg,gain,1900,3100,NaN,NaN,NaN,0,7,4,9.0,13.0,1
14,22695,0,1,15,G,,,no_gain,1200,1400,NaN,NaN,NaN,0,7,4,10.0,14.0,1
15,22695,0,1,16,A,0,Stimuli/Experimental_stims/outdoor_scenes/aleksandra-boguslawska-MS7KD9Ti7FQ-unsplash.jpg,no_gain,1200,1500,NaN,NaN,NaN,0,7,4,11.0,15.0,1
16,22695,0,1,17,H,,,gain,4000,2400,NaN,NaN,NaN,1,7,4,12.0,16.0,2
17,22695,0,1,18,A,0,Stimuli/Experimental_stims/outdoor_scenes/aleksandra-boguslawska-MS7KD9Ti7FQ-unsplash.jpg,no_gain,1100,1300,NaN,NaN,NaN,0,7,4,13.0,17.0,2
18,22695,0,1,19,I,6,Stimuli/Experimental_stims/outdoor_scenes/meng-ji-8BH_M-53CyA-unsplash.jpg,no_gain,2000,1200,NaN,NaN,NaN,0,7,4,14.0,18.0,2
19,22695,0,1,20,J,41,Stimuli/Experimental_stims/objects/insung-yoon-w2JtIQQXoRU-unsplash.jpg,gain,1100,1900,NaN,NaN,NaN,0,7,4,15.0,19.0,2
20,22695,0,1,21,E,42,Stimuli/Experimental_stims/objects/jess-bailey-nOeVi8DsN8U-unsplash.jpg,no_gain,2200,2700,NaN,NaN,NaN,0,7,4,16.0,20.0,2
21,22695,0,1,22,F,18,Stimuli/Experimental_stims/faces/jessica-radanavong-mrYkTuAesKE-unsplash.jpg,gain,3700,2200,NaN,NaN,NaN,1,7,4,17.0,21.0,2
22,22695,0,1,23,K,,,no_gain,1300,1100,NaN,NaN,NaN,0,7,4,18.0,22.0,2
23,22695,0,1,24,D,,,gain,1300,1000,NaN,NaN,NaN,0,7,4,19.0,23.0,2
24,22695,0,1,25,B,14,Stimuli/Experimental_stims/faces/david-siglin-UuW4psOb388-unsplash.jpg,no_gain,2400,2800,NaN,NaN,NaN,0,7,4,20.0,24.0,2
25,22695,0,1,26,L,32,Stimuli/Experimental_stims/body_parts/towfiqu-barbhuiya-3AsiVDsZnHg-unsplash.jpg,gain,1400,1400,NaN,NaN,NaN,0,7,4,21.0,25.0,2
