,PID,practice,run,trial,item_id,stimulus,path,outcome,iti,isi,response,response_acc,response_rt,long_iti,simulation,version,level_0,index,block,no_response
0,59186,1,0,1,prac1,NaN,Stimuli/Practice_stims/Outcome_learning/nizar-albusaidy-B2r2SWAf5CE-unsplash.jpg,gain,1500,1000,gain,1,922,0,20,3,,,0,0
1,59186,1,0,2,prac2,NaN,Stimuli/Practice_stims/Outcome_learning/randy-fath-epf1tdtIIkM-unsplash.jpg,no-gain,1000,1500,no_gain,0,690,0,20,3,,,0,0
2,59186,1,0,3,prac2,NaN,Stimuli/Practice_stims/Outcome_learning/randy-fath-epf1tdtIIkM-unsplash.jpg,no-gain,2000,1000,no_gain,0,515,0,20,3,,,0,0
3,59186,1,0,4,prac1,NaN,Stimuli/Practice_stims/Outcome_learning/nizar-albusaidy-B2r2SWAf5CE-unsplash.jpg,gain,1000,2000,gain,1,552,0,20,3,,,0,0
4,59186,0,1,5,K,29,Stimuli/Experimental_stims/body_parts/manuel-schinner-ZwjFuJ7ebpk-unsplash.jpg,gain,1800,1900,gain,1,770,0,20,3,0.0,4.0,1,0
5,59186,0,1,6,B,11,Stimuli/Experimental_stims/outdoor_scenes/stephen-leonardi-gyIRjKPXupE-unsplash.jpg,no_gain,1200,1600,no_gain,1,1078,0,20,3,1.0,5.0,1,0
6,59186,0,1,7,J,23,Stimuli/Experimental_stims/faces/rikonavt-HQjfrvdTfak-unsplash.jpg,no_gain,1100,1800,no_gain,1,450,0,20,3,2.0,6.0,1,0
7,59186,0,1,8,D,16,Stimuli/Experimental_stims/faces/freddy-kearney-o-ioeoATbIM-unsplash.jpg,gain,1700,1800,gain,1,612,0,20,3,3.0,7.0,1,0
8,59186,0,1,9,C,9,Stimuli/Experimental_stims/outdoor_scenes/sergey-pesterev-y-b_FOmJXdg-unsplash.jpg,gain,3300,1000,gain,1,678,1,20,3,4.0,8.0,1,0
9,59186,0,1,10,E,34,Stimuli/Experimental_stims/body_parts/wagner-santos-mBWMvIuVnso-unsplash.jpg,gain,1900,1100,gain,1,494,0,20,3,5.0,9.0,1,0
