,PID,practice,run,trial,item_id,stimulus,path,outcome,iti,isi,response,response_acc,response_rt,long_iti,simulation,version,level_0,index,block
0,82292,1,0,1,prac1,NaN,Stimuli/Practice_stims/Outcome_learning/nizar-albusaidy-B2r2SWAf5CE-unsplash.jpg,gain,1500,1000,NaN,NaN,NaN,0,19,1,,,0
1,82292,1,0,2,prac2,NaN,Stimuli/Practice_stims/Outcome_learning/randy-fath-epf1tdtIIkM-unsplash.jpg,no-gain,1000,1500,NaN,NaN,NaN,0,19,1,,,0
2,82292,1,0,3,prac2,NaN,Stimuli/Practice_stims/Outcome_learning/randy-fath-epf1tdtIIkM-unsplash.jpg,no-gain,2000,1000,NaN,NaN,NaN,0,19,1,,,0
3,82292,1,0,4,prac1,NaN,Stimuli/Practice_stims/Outcome_learning/nizar-albusaidy-B2r2SWAf5CE-unsplash.jpg,gain,1000,2000,NaN,NaN,NaN,0,19,1,,,0
4,82292,0,1,5,K,30,Stimuli/Experimental_stims/body_parts/mika-korhonen-Xodzxosar18-unsplash.jpg,no_gain,3200,1200,NaN,NaN,NaN,1,19,1,0.0,4.0,1
5,82292,0,1,6,B,5,Stimuli/Experimental_stims/outdoor_scenes/jeff-king-bJHWJeiHfHc-unsplash.jpg,gain,1300,2800,NaN,NaN,NaN,0,19,1,1.0,5.0,1
6,82292,0,1,7,J,13,Stimuli/Experimental_stims/faces/daniel-rigdon-dXmXKPP2L4E-unsplash.jpg,no_gain,1200,1500,NaN,NaN,NaN,0,19,1,2.0,6.0,1
7,82292,0,1,8,D,37,Stimuli/Experimental_stims/objects/alexander-andrews-VLGWE_SumrA-unsplash.jpg,gain,1400,1300,NaN,NaN,NaN,0,19,1,3.0,7.0,1
8,82292,0,1,9,C,6,Stimuli/Experimental_stims/outdoor_scenes/meng-ji-8BH_M-53CyA-unsplash.jpg,no_gain,1400,1000,NaN,NaN,NaN,0,19,1,4.0,8.0,1
9,82292,0,1,10,E,45,Stimuli/Experimental_stims/objects/leohoho-rngTKHXumy0-unsplash.jpg,no_gain,1200,1700,NaN,NaN,NaN,0,19,1,5.0,9.0,1
10,82292,0,1,11,I,24,Stimuli/Experimental_stims/body_parts/clay-banks-LjqARJaJotc-unsplash.jpg,gain,1200,1700,NaN,NaN,NaN,0,19,1,6.0,10.0,1
11,82292,0,1,12,H,18,Stimuli/Experimental_stims/faces/jessica-radanavong-mrYkTuAesKE-unsplash.jpg,gain,1100,2200,NaN,NaN,NaN,0,19,1,7.0,11.0,1
12,82292,0,1,13,L,27,Stimuli/Experimental_stims/body_parts/heike-mintel-i_Gns0ELnLw-unsplash.jpg,gain,1200,1800,NaN,NaN,NaN,0,19,1,8.0,12.0,1
13,82292,0,1,14,F,17,Stimuli/Experimental_stims/faces/good-faces-xmSWVeGEnJw-unsplash.jpg,no_gain,3700,1600,NaN,NaN,NaN,1,19,1,9.0,13.0,1
14,82292,0,1,15,G,38,Stimuli/Experimental_stims/objects/art-lasovsky-8XddFc6NkBY-unsplash.jpg,gain,2300,1200,NaN,NaN,NaN,0,19,1,10.0,14.0,1
15,82292,0,1,16,A,1,Stimuli/Experimental_stims/outdoor_scenes/ashim-d-silva-S2Q5mdOrrVc-unsplash.jpg,no_gain,1400,3500,NaN,NaN,NaN,0,19,1,11.0,15.0,1
16,82292,0,1,17,H,18,Stimuli/Experimental_stims/faces/jessica-radanavong-mrYkTuAesKE-unsplash.jpg,gain,1900,1100,NaN,NaN,NaN,0,19,1,12.0,16.0,2
17,82292,0,1,18,A,1,Stimuli/Experimental_stims/outdoor_scenes/ashim-d-silva-S2Q5mdOrrVc-unsplash.jpg,no_gain,1700,1700,NaN,NaN,NaN,0,19,1,13.0,17.0,2
18,82292,0,1,19,I,24,Stimuli/Experimental_stims/body_parts/clay-banks-LjqARJaJotc-unsplash.jpg,gain,1000,2400,NaN,NaN,NaN,0,19,1,14.0,18.0,2
19,82292,0,1,20,J,13,Stimuli/Experimental_stims/faces/daniel-rigdon-dXmXKPP2L4E-unsplash.jpg,no_gain,5400,1200,NaN,NaN,NaN,1,19,1,15.0,19.0,2
20,82292,0,1,21,E,45,Stimuli/Experimental_stims/objects/leohoho-rngTKHXumy0-unsplash.jpg,no_gain,2500,2700,NaN,NaN,NaN,0,19,1,16.0,20.0,2
21,82292,0,1,22,F,17,Stimuli/Experimental_stims/faces/good-faces-xmSWVeGEnJw-unsplash.jpg,no_gain,1600,1400,NaN,NaN,NaN,0,19,1,17.0,21.0,2
22,82292,0,1,23,K,30,Stimuli/Experimental_stims/body_parts/mika-korhonen-Xodzxosar18-unsplash.jpg,no_gain,1100,2000,NaN,NaN,NaN,0,19,1,18.0,22.0,2
23,82292,0,1,24,D,37,Stimuli/Experimental_stims/objects/alexander-andrews-VLGWE_SumrA-unsplash.jpg,gain,1800,1200,NaN,NaN,NaN,0,19,1,19.0,23.0,2
24,82292,0,1,25,B,5,Stimuli/Experimental_stims/outdoor_scenes/jeff-king-bJHWJeiHfHc-unsplash.jpg,gain,1500,2100,NaN,NaN,NaN,0,19,1,20.0,24.0,2
25,82292,0,1,26,L,27,Stimuli/Experimental_stims/body_parts/heike-mintel-i_Gns0ELnLw-unsplash.jpg,gain,2300,1100,NaN,NaN,NaN,0,19,1,21.0,25.0,2
26,82292,0,1,27,C,6,Stimuli/Experimental_stims/outdoor_scenes/meng-ji-8BH_M-53CyA-unsplash.jpg,no_gain,3600,1900,NaN,NaN,NaN,1,19,1,22.0,26.0,2
27,82292,0,1,28,G,38,Stimuli/Experimental_stims/objects/art-lasovsky-8XddFc6NkBY-unsplash.jpg,gain,1900,1500,NaN,NaN,NaN,0,19,1,23.0,27.0,2
28,82292,0,1,29,C,6,Stimuli/Experimental_stims/outdoor_scenes/meng-ji-8BH_M-53CyA-unsplash.jpg,no_gain,1700,2700,NaN,NaN,NaN,0,19,1,24.0,28.0,3
29,82292,0,1,30,A,1,Stimuli/Experimental_stims/outdoor_scenes/ashim-d-silva-S2Q5mdOrrVc-unsplash.jpg,no_gain,1700,1900,NaN,NaN,NaN,0,19,1,25.0,29.0,3
30,82292,0,1,31,G,38,Stimuli/Experimental_stims/objects/art-lasovsky-8XddFc6NkBY-unsplash.jpg,gain,2300,2900,NaN,NaN,NaN,0,19,1,26.0,30.0,3
31,82292,0,1,32,F,17,Stimuli/Experimental_stims/faces/good-faces-xmSWVeGEnJw-unsplash.jpg,no_gain,1500,3100,NaN,NaN,NaN,0,19,1,27.0,31.0,3
32,82292,0,1,33,I,24,Stimuli/Experimental_stims/body_parts/clay-banks-LjqARJaJotc-unsplash.jpg,gain,3800,2700,NaN,NaN,NaN,1,19,1,28.0,32.0,3
33,82292,0,1,34,H,18,Stimuli/Experimental_stims/faces/jessica-radanavong-mrYkTuAesKE-unsplash.jpg,gain,1800,2300,NaN,NaN,NaN,0,19,1,29.0,33.0,3
34,82292,0,1,35,B,5,Stimuli/Experimental_stims/outdoor_scenes/jeff-king-bJHWJeiHfHc-unsplash.jpg,gain,1500,1600,NaN,NaN,NaN,0,19,1,30.0,34.0,3
35,82292,0,1,36,E,45,Stimuli/Experimental_stims/objects/leohoho-rngTKHXumy0-unsplash.jpg,no_gain,2700,3300,NaN,NaN,NaN,0,19,1,31.0,35.0,3
36,82292,0,1,37,L,27,Stimuli/Experimental_stims/body_parts/heike-mintel-i_Gns0ELnLw-unsplash.jpg,gain,2100,1100,NaN,NaN,NaN,0,19,1,32.0,36.0,3
