,PID,practice,run,trial,item_id,stimulus,path,outcome,iti,isi,response,response_acc,response_rt,long_iti,simulation,version,level_0,index,block,no_response
0,67183,1,0,1,prac1,NaN,Stimuli/Practice_stims/Outcome_learning/nizar-albusaidy-B2r2SWAf5CE-unsplash.jpg,gain,1500,1000,NaN,0,NaN,0,7,4,,,0,1
1,67183,1,0,2,prac2,NaN,Stimuli/Practice_stims/Outcome_learning/randy-fath-epf1tdtIIkM-unsplash.jpg,no-gain,1000,1500,NaN,0,NaN,0,7,4,,,0,1
2,67183,1,0,3,prac2,NaN,Stimuli/Practice_stims/Outcome_learning/randy-fath-epf1tdtIIkM-unsplash.jpg,no-gain,2000,1000,NaN,0,NaN,0,7,4,,,0,1
3,67183,1,0,4,prac1,NaN,Stimuli/Practice_stims/Outcome_learning/nizar-albusaidy-B2r2SWAf5CE-unsplash.jpg,gain,1000,2000,NaN,0,NaN,0,7,4,,,0,1
4,67183,0,1,5,K,34,Stimuli/Experimental_stims/body_parts/wagner-santos-mBWMvIuVnso-unsplash.jpg,no_gain,1100,1300,NaN,0,NaN,0,7,4,0.0,4.0,1,1
5,67183,0,1,6,B,11,Stimuli/Experimental_stims/outdoor_scenes/stephen-leonardi-gyIRjKPXupE-unsplash.jpg,gain,1300,2100,NaN,0,NaN,0,7,4,1.0,5.0,1,1
6,67183,0,1,7,J,14,Stimuli/Experimental_stims/faces/david-siglin-UuW4psOb388-unsplash.jpg,no_gain,1400,1900,NaN,0,NaN,0,7,4,2.0,6.0,1,1
7,67183,0,1,8,D,42,Stimuli/Experimental_stims/objects/jess-bailey-nOeVi8DsN8U-unsplash.jpg,gain,1200,1500,NaN,0,NaN,0,7,4,3.0,7.0,1,1
8,67183,0,1,9,C,7,Stimuli/Experimental_stims/outdoor_scenes/petr-vysohlid-9fqwGqGLUxc-unsplash.jpg,no_gain,1900,2600,NaN,0,NaN,0,7,4,4.0,8.0,1,1
9,67183,0,1,10,E,38,Stimuli/Experimental_stims/objects/art-lasovsky-8XddFc6NkBY-unsplash.jpg,no_gain,1100,3400,NaN,0,NaN,0,7,4,5.0,9.0,1,1
10,67183,0,1,11,I,26,Stimuli/Experimental_stims/body_parts/engin-akyurt-x_3gyC42btc-unsplash.jpg,gain,2400,1700,NaN,0,NaN,0,7,4,6.0,10.0,1,1
