,PID,practice,run,trial,item_id,stimulus,path,outcome,iti,isi,response,response_acc,response_rt,long_iti,simulation,version,level_0,index,block
0,90291,1,0,1,prac1,NaN,Stimuli/Practice_stims/Outcome_learning/nizar-albusaidy-B2r2SWAf5CE-unsplash.jpg,gain,1500,1000,NaN,NaN,NaN,0,7,4,,,0
1,90291,1,0,2,prac2,NaN,Stimuli/Practice_stims/Outcome_learning/randy-fath-epf1tdtIIkM-unsplash.jpg,no-gain,1000,1500,NaN,NaN,NaN,0,7,4,,,0
2,90291,1,0,3,prac2,NaN,Stimuli/Practice_stims/Outcome_learning/randy-fath-epf1tdtIIkM-unsplash.jpg,no-gain,2000,1000,NaN,NaN,NaN,0,7,4,,,0
3,90291,1,0,4,prac1,NaN,Stimuli/Practice_stims/Outcome_learning/nizar-albusaidy-B2r2SWAf5CE-unsplash.jpg,gain,1000,2000,NaN,NaN,NaN,0,7,4,,,0
4,90291,0,1,5,K,32,Stimuli/Experimental_stims/body_parts/towfiqu-barbhuiya-3AsiVDsZnHg-unsplash.jpg,no_gain,1100,1300,NaN,NaN,NaN,0,7,4,0.0,4.0,1
5,90291,0,1,6,B,2,Stimuli/Experimental_stims/outdoor_scenes/bruno-van-der-kraan-qez8mNJ3ilU-unsplash.jpg,gain,1300,2100,NaN,NaN,NaN,0,7,4,1.0,5.0,1
6,90291,0,1,7,J,17,Stimuli/Experimental_stims/faces/good-faces-xmSWVeGEnJw-unsplash.jpg,no_gain,1400,1900,NaN,NaN,NaN,0,7,4,2.0,6.0,1
7,90291,0,1,8,D,41,Stimuli/Experimental_stims/objects/insung-yoon-w2JtIQQXoRU-unsplash.jpg,gain,1200,1500,NaN,NaN,NaN,0,7,4,3.0,7.0,1
8,90291,0,1,9,C,11,Stimuli/Experimental_stims/outdoor_scenes/stephen-leonardi-gyIRjKPXupE-unsplash.jpg,no_gain,1900,2600,NaN,NaN,NaN,0,7,4,4.0,8.0,1
9,90291,0,1,10,E,43,Stimuli/Experimental_stims/objects/jonathan-greenaway-Y4hGgeiFn3s-unsplash.jpg,no_gain,1100,3400,NaN,NaN,NaN,0,7,4,5.0,9.0,1
10,90291,0,1,11,I,27,Stimuli/Experimental_stims/body_parts/heike-mintel-i_Gns0ELnLw-unsplash.jpg,gain,2400,1700,NaN,NaN,NaN,0,7,4,6.0,10.0,1
11,90291,0,1,12,H,23,Stimuli/Experimental_stims/faces/rikonavt-HQjfrvdTfak-unsplash.jpg,gain,4500,2100,NaN,NaN,NaN,1,7,4,7.0,11.0,1
12,90291,0,1,13,L,28,Stimuli/Experimental_stims/body_parts/ira-vishnevskaya-8DQAvdCby1I-unsplash.jpg,gain,1900,2100,NaN,NaN,NaN,0,7,4,8.0,12.0,1
13,90291,0,1,14,F,22,Stimuli/Experimental_stims/faces/ravi-patel-VMGAbeeJTKo-unsplash.jpg,no_gain,1900,3100,NaN,NaN,NaN,0,7,4,9.0,13.0,1
14,90291,0,1,15,G,42,Stimuli/Experimental_stims/objects/jess-bailey-nOeVi8DsN8U-unsplash.jpg,gain,1200,1400,NaN,NaN,NaN,0,7,4,10.0,14.0,1
15,90291,0,1,16,A,0,Stimuli/Experimental_stims/outdoor_scenes/aleksandra-boguslawska-MS7KD9Ti7FQ-unsplash.jpg,no_gain,1200,1500,NaN,NaN,NaN,0,7,4,11.0,15.0,1
16,90291,0,1,17,H,23,Stimuli/Experimental_stims/faces/rikonavt-HQjfrvdTfak-unsplash.jpg,gain,4000,2400,NaN,NaN,NaN,1,7,4,12.0,16.0,2
17,90291,0,1,18,A,0,Stimuli/Experimental_stims/outdoor_scenes/aleksandra-boguslawska-MS7KD9Ti7FQ-unsplash.jpg,no_gain,1100,1300,NaN,NaN,NaN,0,7,4,13.0,17.0,2
18,90291,0,1,19,I,27,Stimuli/Experimental_stims/body_parts/heike-mintel-i_Gns0ELnLw-unsplash.jpg,gain,2000,1200,NaN,NaN,NaN,0,7,4,14.0,18.0,2
19,90291,0,1,20,J,17,Stimuli/Experimental_stims/faces/good-faces-xmSWVeGEnJw-unsplash.jpg,no_gain,1100,1900,NaN,NaN,NaN,0,7,4,15.0,19.0,2
20,90291,0,1,21,E,43,Stimuli/Experimental_stims/objects/jonathan-greenaway-Y4hGgeiFn3s-unsplash.jpg,no_gain,2200,2700,NaN,NaN,NaN,0,7,4,16.0,20.0,2
21,90291,0,1,22,F,22,Stimuli/Experimental_stims/faces/ravi-patel-VMGAbeeJTKo-unsplash.jpg,no_gain,3700,2200,NaN,NaN,NaN,1,7,4,17.0,21.0,2
22,90291,0,1,23,K,32,Stimuli/Experimental_stims/body_parts/towfiqu-barbhuiya-3AsiVDsZnHg-unsplash.jpg,no_gain,1300,1100,NaN,NaN,NaN,0,7,4,18.0,22.0,2
23,90291,0,1,24,D,41,Stimuli/Experimental_stims/objects/insung-yoon-w2JtIQQXoRU-unsplash.jpg,gain,1300,1000,NaN,NaN,NaN,0,7,4,19.0,23.0,2
24,90291,0,1,25,B,2,Stimuli/Experimental_stims/outdoor_scenes/bruno-van-der-kraan-qez8mNJ3ilU-unsplash.jpg,gain,2400,2800,NaN,NaN,NaN,0,7,4,20.0,24.0,2
25,90291,0,1,26,L,28,Stimuli/Experimental_stims/body_parts/ira-vishnevskaya-8DQAvdCby1I-unsplash.jpg,gain,1400,1400,NaN,NaN,NaN,0,7,4,21.0,25.0,2
26,90291,0,1,27,C,11,Stimuli/Experimental_stims/outdoor_scenes/stephen-leonardi-gyIRjKPXupE-unsplash.jpg,no_gain,1200,3200,NaN,NaN,NaN,0,7,4,22.0,26.0,2
27,90291,0,1,28,G,42,Stimuli/Experimental_stims/objects/jess-bailey-nOeVi8DsN8U-unsplash.jpg,gain,1500,2000,NaN,NaN,NaN,0,7,4,23.0,27.0,2
28,90291,0,1,29,C,11,Stimuli/Experimental_stims/outdoor_scenes/stephen-leonardi-gyIRjKPXupE-unsplash.jpg,no_gain,3300,1800,NaN,NaN,NaN,1,7,4,24.0,28.0,3
29,90291,0,1,30,A,0,Stimuli/Experimental_stims/outdoor_scenes/aleksandra-boguslawska-MS7KD9Ti7FQ-unsplash.jpg,no_gain,2700,2000,NaN,NaN,NaN,0,7,4,25.0,29.0,3
30,90291,0,1,31,G,42,Stimuli/Experimental_stims/objects/jess-bailey-nOeVi8DsN8U-unsplash.jpg,gain,1400,2400,NaN,NaN,NaN,0,7,4,26.0,30.0,3
31,90291,0,1,32,F,22,Stimuli/Experimental_stims/faces/ravi-patel-VMGAbeeJTKo-unsplash.jpg,no_gain,1500,1700,NaN,NaN,NaN,0,7,4,27.0,31.0,3
