,PID,practice,run,trial,item_id,stimulus,path,outcome,iti,isi,response,response_acc,response_rt,long_iti,simulation,version,level_0,index,block,no_response
0,51659,1,0,1,prac1,NaN,Stimuli/Practice_stims/Outcome_learning/nizar-albusaidy-B2r2SWAf5CE-unsplash.jpg,gain,1500,1000,gain,1,829,0,7,4,,,0,0
1,51659,1,0,2,prac2,NaN,Stimuli/Practice_stims/Outcome_learning/randy-fath-epf1tdtIIkM-unsplash.jpg,no-gain,1000,1500,no_gain,0,596,0,7,4,,,0,0
2,51659,1,0,3,prac2,NaN,Stimuli/Practice_stims/Outcome_learning/randy-fath-epf1tdtIIkM-unsplash.jpg,no-gain,2000,1000,no_gain,0,729,0,7,4,,,0,0
3,51659,1,0,4,prac1,NaN,Stimuli/Practice_stims/Outcome_learning/nizar-albusaidy-B2r2SWAf5CE-unsplash.jpg,gain,1000,2000,gain,1,623,0,7,4,,,0,0
4,51659,0,1,5,K,44,Stimuli/Experimental_stims/objects/kuiye-chen-NuOGFo4PudE-unsplash.jpg,no_gain,1100,1300,no_gain,1,659,0,7,4,0.0,4.0,1,0
5,51659,0,1,6,B,3,Stimuli/Experimental_stims/outdoor_scenes/henry-be-NLF6hTe4PAg-unsplash.jpg,gain,1300,2100,gain,1,400,0,7,4,1.0,5.0,1,0
6,51659,0,1,7,J,38,Stimuli/Experimental_stims/objects/art-lasovsky-8XddFc6NkBY-unsplash.jpg,gain,1400,1900,gain,1,362,0,7,4,2.0,6.0,1,0
7,51659,0,1,8,D,36,Stimuli/Experimental_stims/objects/alexander-andrews-JYGnB9gTCls-unsplash.jpg,no_gain,1200,1500,gain,0,333,0,7,4,3.0,7.0,1,0
8,51659,0,1,9,C,9,Stimuli/Experimental_stims/outdoor_scenes/sergey-pesterev-y-b_FOmJXdg-unsplash.jpg,no_gain,1900,2600,no_gain,1,592,0,7,4,4.0,8.0,1,0
9,51659,0,1,10,E,31,Stimuli/Experimental_stims/body_parts/sincerely-media-VN6DbKajo5s-unsplash.jpg,gain,1100,3400,gain,1,450,0,7,4,5.0,9.0,1,0
10,51659,0,1,11,I,28,Stimuli/Experimental_stims/body_parts/ira-vishnevskaya-8DQAvdCby1I-unsplash.jpg,gain,2400,1700,gain,1,652,0,7,4,6.0,10.0,1,0
11,51659,0,1,12,H,4,Stimuli/Experimental_stims/outdoor_scenes/jarrett-kow-1ZOyYPOBn7I-unsplash.jpg,no_gain,4500,2100,no_gain,1,568,1,7,4,7.0,11.0,1,0
12,51659,0,1,13,L,35,Stimuli/Experimental_stims/body_parts/wc-so-KH4AAPjb-tI-unsplash.jpg,no_gain,1900,2100,no_gain,1,562,0,7,4,8.0,12.0,1,0
13,51659,0,1,14,F,24,Stimuli/Experimental_stims/body_parts/clay-banks-LjqARJaJotc-unsplash.jpg,no_gain,1900,3100,no_gain,1,656,0,7,4,9.0,13.0,1,0
14,51659,0,1,15,G,6,Stimuli/Experimental_stims/outdoor_scenes/meng-ji-8BH_M-53CyA-unsplash.jpg,gain,1200,1400,gain,1,521,0,7,4,10.0,14.0,1,0
15,51659,0,1,16,A,42,Stimuli/Experimental_stims/objects/jess-bailey-nOeVi8DsN8U-unsplash.jpg,gain,1200,1500,gain,1,767,0,7,4,11.0,15.0,1,0
16,51659,0,1,17,H,4,Stimuli/Experimental_stims/outdoor_scenes/jarrett-kow-1ZOyYPOBn7I-unsplash.jpg,no_gain,4000,2400,no_gain,1,491,1,7,4,12.0,16.0,2,0
17,51659,0,1,18,A,42,Stimuli/Experimental_stims/objects/jess-bailey-nOeVi8DsN8U-unsplash.jpg,gain,1100,1300,gain,1,463,0,7,4,13.0,17.0,2,0
18,51659,0,1,19,I,28,Stimuli/Experimental_stims/body_parts/ira-vishnevskaya-8DQAvdCby1I-unsplash.jpg,gain,2000,1200,gain,1,390,0,7,4,14.0,18.0,2,0
19,51659,0,1,20,J,38,Stimuli/Experimental_stims/objects/art-lasovsky-8XddFc6NkBY-unsplash.jpg,gain,1100,1900,gain,1,221,0,7,4,15.0,19.0,2,0
20,51659,0,1,21,E,31,Stimuli/Experimental_stims/body_parts/sincerely-media-VN6DbKajo5s-unsplash.jpg,gain,2200,2700,gain,1,264,0,7,4,16.0,20.0,2,0
21,51659,0,1,22,F,24,Stimuli/Experimental_stims/body_parts/clay-banks-LjqARJaJotc-unsplash.jpg,no_gain,3700,2200,no_gain,1,463,1,7,4,17.0,21.0,2,0
22,51659,0,1,23,K,44,Stimuli/Experimental_stims/objects/kuiye-chen-NuOGFo4PudE-unsplash.jpg,no_gain,1300,1100,no_gain,1,914,0,7,4,18.0,22.0,2,0
23,51659,0,1,24,D,36,Stimuli/Experimental_stims/objects/alexander-andrews-JYGnB9gTCls-unsplash.jpg,no_gain,1300,1000,gain,0,269,0,7,4,19.0,23.0,2,0
24,51659,0,1,25,B,3,Stimuli/Experimental_stims/outdoor_scenes/henry-be-NLF6hTe4PAg-unsplash.jpg,gain,2400,2800,gain,1,815,0,7,4,20.0,24.0,2,0
25,51659,0,1,26,L,35,Stimuli/Experimental_stims/body_parts/wc-so-KH4AAPjb-tI-unsplash.jpg,no_gain,1400,1400,no_gain,1,294,0,7,4,21.0,25.0,2,0
26,51659,0,1,27,C,9,Stimuli/Experimental_stims/outdoor_scenes/sergey-pesterev-y-b_FOmJXdg-unsplash.jpg,no_gain,1200,3200,no_gain,1,417,0,7,4,22.0,26.0,2,0
27,51659,0,1,28,G,6,Stimuli/Experimental_stims/outdoor_scenes/meng-ji-8BH_M-53CyA-unsplash.jpg,gain,1500,2000,gain,1,410,0,7,4,23.0,27.0,2,0
28,51659,0,1,29,C,9,Stimuli/Experimental_stims/outdoor_scenes/sergey-pesterev-y-b_FOmJXdg-unsplash.jpg,no_gain,3300,1800,no_gain,1,246,1,7,4,24.0,28.0,3,0
29,51659,0,1,30,A,42,Stimuli/Experimental_stims/objects/jess-bailey-nOeVi8DsN8U-unsplash.jpg,gain,2700,2000,gain,1,565,0,7,4,25.0,29.0,3,0
30,51659,0,1,31,G,6,Stimuli/Experimental_stims/outdoor_scenes/meng-ji-8BH_M-53CyA-unsplash.jpg,gain,1400,2400,gain,1,245,0,7,4,26.0,30.0,3,0
31,51659,0,1,32,F,24,Stimuli/Experimental_stims/body_parts/clay-banks-LjqARJaJotc-unsplash.jpg,no_gain,1500,1700,no_gain,1,296,0,7,4,27.0,31.0,3,0
32,51659,0,1,33,I,28,Stimuli/Experimental_stims/body_parts/ira-vishnevskaya-8DQAvdCby1I-unsplash.jpg,gain,1900,1100,gain,1,502,0,7,4,28.0,32.0,3,0
33,51659,0,1,34,H,4,Stimuli/Experimental_stims/outdoor_scenes/jarrett-kow-1ZOyYPOBn7I-unsplash.jpg,no_gain,2900,1900,no_gain,1,490,0,7,4,29.0,33.0,3,0
34,51659,0,1,35,B,3,Stimuli/Experimental_stims/outdoor_scenes/henry-be-NLF6hTe4PAg-unsplash.jpg,gain,4300,1400,gain,1,315,1,7,4,30.0,34.0,3,0
35,51659,0,1,36,E,31,Stimuli/Experimental_stims/body_parts/sincerely-media-VN6DbKajo5s-unsplash.jpg,gain,1200,2900,gain,1,974,0,7,4,31.0,35.0,3,0
