,PID,practice,run,trial,item_id,stimulus,path,outcome,iti,isi,response,response_acc,response_rt,long_iti,simulation,version,level_0,index,block,no_response
0,71512,1,0,1,prac1,NaN,Stimuli/Practice_stims/Outcome_learning/nizar-albusaidy-B2r2SWAf5CE-unsplash.jpg,gain,1500,1000,NaN,0,NaN,0,19,1,,,0,1
1,71512,1,0,2,prac2,NaN,Stimuli/Practice_stims/Outcome_learning/randy-fath-epf1tdtIIkM-unsplash.jpg,no-gain,1000,1500,NaN,0,NaN,0,19,1,,,0,1
2,71512,1,0,3,prac2,NaN,Stimuli/Practice_stims/Outcome_learning/randy-fath-epf1tdtIIkM-unsplash.jpg,no-gain,2000,1000,NaN,0,NaN,0,19,1,,,0,1
3,71512,1,0,4,prac1,NaN,Stimuli/Practice_stims/Outcome_learning/nizar-albusaidy-B2r2SWAf5CE-unsplash.jpg,gain,1000,2000,NaN,0,NaN,0,19,1,,,0,1
4,71512,0,1,5,K,26,Stimuli/Experimental_stims/body_parts/engin-akyurt-x_3gyC42btc-unsplash.jpg,no_gain,3200,1200,NaN,0,NaN,1,19,1,0.0,4.0,1,1
5,71512,0,1,6,B,11,Stimuli/Experimental_stims/outdoor_scenes/stephen-leonardi-gyIRjKPXupE-unsplash.jpg,gain,1300,2800,NaN,0,NaN,0,19,1,1.0,5.0,1,1
6,71512,0,1,7,J,14,Stimuli/Experimental_stims/faces/david-siglin-UuW4psOb388-unsplash.jpg,no_gain,1200,1500,NaN,0,NaN,0,19,1,2.0,6.0,1,1
7,71512,0,1,8,D,45,Stimuli/Experimental_stims/objects/leohoho-rngTKHXumy0-unsplash.jpg,gain,1400,1300,gain,1,15,0,19,1,3.0,7.0,1,0
8,71512,0,1,9,C,0,Stimuli/Experimental_stims/outdoor_scenes/aleksandra-boguslawska-MS7KD9Ti7FQ-unsplash.jpg,no_gain,1400,1000,NaN,0,NaN,0,19,1,4.0,8.0,1,1
9,71512,0,1,10,E,42,Stimuli/Experimental_stims/objects/jess-bailey-nOeVi8DsN8U-unsplash.jpg,no_gain,1200,1700,gain,0,46,0,19,1,5.0,9.0,1,0
10,71512,0,1,11,I,35,Stimuli/Experimental_stims/body_parts/wc-so-KH4AAPjb-tI-unsplash.jpg,gain,1200,1700,NaN,0,NaN,0,19,1,6.0,10.0,1,1
11,71512,0,1,12,H,15,Stimuli/Experimental_stims/faces/erik-lucatero-d2MSDujJl2g-unsplash.jpg,gain,1100,2200,gain,1,98,0,19,1,7.0,11.0,1,0
12,71512,0,1,13,L,31,Stimuli/Experimental_stims/body_parts/sincerely-media-VN6DbKajo5s-unsplash.jpg,gain,1200,1800,gain,1,42,0,19,1,8.0,12.0,1,0
13,71512,0,1,14,F,23,Stimuli/Experimental_stims/faces/rikonavt-HQjfrvdTfak-unsplash.jpg,no_gain,3700,1600,NaN,0,NaN,1,19,1,9.0,13.0,1,1
14,71512,0,1,15,G,40,Stimuli/Experimental_stims/objects/fabian-blank-pElSkGRA2NU-unsplash.jpg,gain,2300,1200,gain,1,65,0,19,1,10.0,14.0,1,0
