,PID,practice,run,trial,item_id,stimulus,path,outcome,iti,isi,response,response_acc,response_rt,long_iti,simulation,version,level_0,index,block,no_response
0,21859,1,0,1,prac1,NaN,Stimuli/Practice_stims/Outcome_learning/nizar-albusaidy-B2r2SWAf5CE-unsplash.jpg,gain,1500,1000,gain,1,170,0,7,4,,,0,0
1,21859,1,0,2,prac2,NaN,Stimuli/Practice_stims/Outcome_learning/randy-fath-epf1tdtIIkM-unsplash.jpg,no-gain,1000,1500,no_gain,0,23,0,7,4,,,0,0
2,21859,1,0,3,prac2,NaN,Stimuli/Practice_stims/Outcome_learning/randy-fath-epf1tdtIIkM-unsplash.jpg,no-gain,2000,1000,gain,0,78,0,7,4,,,0,0
3,21859,1,0,4,prac1,NaN,Stimuli/Practice_stims/Outcome_learning/nizar-albusaidy-B2r2SWAf5CE-unsplash.jpg,gain,1000,2000,gain,1,6,0,7,4,,,0,0
4,21859,0,1,5,K,24,Stimuli/Experimental_stims/body_parts/clay-banks-LjqARJaJotc-unsplash.jpg,gain,1100,1300,gain,1,67,0,7,4,0.0,4.0,1,0
5,21859,0,1,6,B,1,Stimuli/Experimental_stims/outdoor_scenes/ashim-d-silva-S2Q5mdOrrVc-unsplash.jpg,gain,1300,2100,gain,1,63,0,7,4,1.0,5.0,1,0
6,21859,0,1,7,J,47,Stimuli/Experimental_stims/objects/ronaldo-arthur-vidal-Cdz_lvnl37k-unsplash.jpg,gain,1400,1900,no_gain,0,101,0,7,4,2.0,6.0,1,0
7,21859,0,1,8,D,43,Stimuli/Experimental_stims/objects/jonathan-greenaway-Y4hGgeiFn3s-unsplash.jpg,no_gain,1200,1500,no_gain,1,139,0,7,4,3.0,7.0,1,0
8,21859,0,1,9,C,30,Stimuli/Experimental_stims/body_parts/mika-korhonen-Xodzxosar18-unsplash.jpg,gain,1900,2600,no_gain,0,207,0,7,4,4.0,8.0,1,0
9,21859,0,1,10,E,36,Stimuli/Experimental_stims/objects/alexander-andrews-JYGnB9gTCls-unsplash.jpg,gain,1100,3400,gain,1,64,0,7,4,5.0,9.0,1,0
10,21859,0,1,11,I,27,Stimuli/Experimental_stims/body_parts/heike-mintel-i_Gns0ELnLw-unsplash.jpg,no_gain,2400,1700,gain,0,28,0,7,4,6.0,10.0,1,0
11,21859,0,1,12,H,11,Stimuli/Experimental_stims/outdoor_scenes/stephen-leonardi-gyIRjKPXupE-unsplash.jpg,no_gain,4500,2100,no_gain,1,202,1,7,4,7.0,11.0,1,0
12,21859,0,1,13,L,33,Stimuli/Experimental_stims/body_parts/tucker-good-36skLT5jZcc-unsplash.jpg,no_gain,1900,2100,no_gain,1,37,0,7,4,8.0,12.0,1,0
13,21859,0,1,14,F,20,Stimuli/Experimental_stims/faces/justin-chen-J7Cf1Gch49E-unsplash.jpg,gain,1900,3100,no_gain,0,100,0,7,4,9.0,13.0,1,0
14,21859,0,1,15,G,40,Stimuli/Experimental_stims/objects/fabian-blank-pElSkGRA2NU-unsplash.jpg,no_gain,1200,1400,no_gain,1,39,0,7,4,10.0,14.0,1,0
15,21859,0,1,16,A,6,Stimuli/Experimental_stims/outdoor_scenes/meng-ji-8BH_M-53CyA-unsplash.jpg,no_gain,1200,1500,gain,0,232,0,7,4,11.0,15.0,1,0
16,21859,0,1,17,H,11,Stimuli/Experimental_stims/outdoor_scenes/stephen-leonardi-gyIRjKPXupE-unsplash.jpg,no_gain,4000,2400,no_gain,1,374,1,7,4,12.0,16.0,2,0
17,21859,0,1,18,A,6,Stimuli/Experimental_stims/outdoor_scenes/meng-ji-8BH_M-53CyA-unsplash.jpg,no_gain,1100,1300,gain,0,122,0,7,4,13.0,17.0,2,0
