"success","ttype","start_time","trial_type","trial_index","time_elapsed","internal_node_id","warning","missed_checkup","PID","stim_type","view_history","rt","responses","category","repeat_instructions","key_press","response","stimulus_id","painting","index","stimulus_left","stimulus_right","explain_trial","reward_type","rating_left","rating_right","painting_left","painting_right","block","left_chosen","chosen_obj","unchosen_obj","explain_response","reward_amount","see_reward_rt","register_reward_response","register_reward_rt","deliberation_reward_tally","stimulus_left_deliberation_ind","stimulus_right_deliberation_ind","chosen_trial","gain_left","higher_outcome_chosen","old_pair","chosen_object","rt_pairs","left_object_chosen","rt_object","old_response","new_rating","deliberated_stim","initial_rating","outcome_eval_rt","outcome_eval_response","outcome_eval_gain","outcome_eval_acc","preamble","outcome_eval_confidence","outcome_eval_confidence_rt","total_reward_tally"
"true","full_screen","d01182023hr1932","fullscreen","0","12732","0.0-0.0","0","0","AxP3Q","People","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating_instructions","","instructions","1","43332","0.0-1.0-0.0","0","0","AxP3Q","People","[{""page_index"":0,""viewing_time"":27895},{""page_index"":1,""viewing_time"":2690}]","30588","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","survey-multi-choice","2","48648","0.0-1.0-1.0","0","0","AxP3Q","People","","5303","{""Q0"":""True"",""Q1"":""Mouse""}","rating_comprehension_check","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","start_phase","","html-keyboard-response","3","50674","0.0-2.0","0","0","AxP3Q","People","","2016","","","","78","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","4","56029","0.0-3.0","0","0","AxP3Q","People","","5334","","","","","78","24","joel-mott-LaK153ghdig-unsplash.jpg","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","5","60070","0.0-4.0","0","0","AxP3Q","People","","4030","","","","","63","8","bruce-dixon-3M9WJQVHzog-unsplash.jpg","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","6","72626","0.0-5.0","0","0","AxP3Q","People","","12544","","","","","64","37","pavel-anoshin-d0peGya6R5Y-unsplash.jpg","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","7","80923","0.0-6.0","0","0","AxP3Q","People","","8273","","","","","67","9","carlos-andres-gomez-vJuk8Y86mRw-unsplash.jpg","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","8","97795","0.0-7.0","0","0","AxP3Q","People","","16859","","","","","68","12","daniel-rigdon-dXmXKPP2L4E-unsplash.jpg","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","9","125229","0.0-8.0","0","0","AxP3Q","People","","27425","","","","","70","44","rikonavt-HQjfrvdTfak-unsplash.jpg","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","10","139090","0.0-9.0","0","0","AxP3Q","People","","13845","","","","","68","19","ha-nguy-n-OFSQ6bHjFjs-unsplash.jpg","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","11","143748","0.0-10.0","0","0","AxP3Q","People","","4651","","","","","36","11","christian-ferrer-8vT-DgHZDG4-unsplash.jpg","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","12","161419","0.0-11.0","0","0","AxP3Q","People","","17662","","","","","18","15","gabriel-silverio-u3WmDyKGsrY-unsplash.jpg","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","13","166699","0.0-12.0","0","0","AxP3Q","People","","5269","","","","","31","32","nathan-dumlao-ger61_TX6oI-unsplash.jpg","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","14","170246","0.0-13.0","0","0","AxP3Q","People","","3539","","","","","67","35","oliver-ragfelt-khV4fTy6-D8-unsplash.jpg","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","15","175917","0.0-14.0","0","0","AxP3Q","People","","5664","","","","","59","39","philip-martin-5aGUyCW_PJw-unsplash.jpg","11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","16","180530","0.0-15.0","0","0","AxP3Q","People","","4605","","","","","88","17","gleb-lukomets-paBzWCPN23k-unsplash.jpg","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
