"success","ttype","start_time","trial_type","trial_index","time_elapsed","internal_node_id","warning","missed_checkup","PID","stim_type","view_history","rt","responses","repeat_instructions","key_press","response","stimulus_id","painting","index","stimulus_left","stimulus_right","explain_trial","reward_type","rating_left","rating_right","painting_left","painting_right","block","left_chosen","chosen_obj","unchosen_obj","explain_response","reward_amount","see_reward_rt","register_reward_response","register_reward_rt","deliberation_reward_tally","stimulus_left_deliberation_ind","stimulus_right_deliberation_ind","chosen_trial","gain_left","higher_outcome_chosen","old_pair","chosen_object","rt_pairs","left_object_chosen","rt_object","old_response","new_rating","deliberated_stim","initial_rating","outcome_eval_rt","outcome_eval_response","outcome_eval_gain","outcome_eval_acc","preamble","outcome_eval_confidence","outcome_eval_confidence_rt","total_reward_tally"
"true","full_screen","d01192023hr2042","fullscreen","0","4508654","0.0-0.0","0","0","6NYOK","Scenes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating_instructions","","instructions","1","5005712","0.0-1.0-0.0","0","0","6NYOK","Scenes","[{""page_index"":0,""viewing_time"":491020},{""page_index"":1,""viewing_time"":1911},{""page_index"":0,""viewing_time"":3320},{""page_index"":1,""viewing_time"":801}]","497053","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating_comprehension_check","","survey-multi-choice","2","5010525","0.0-1.0-1.0","0","0","6NYOK","Scenes","","4808","{""Q0"":""True"",""Q1"":""Mouse""}","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","start_phase","","html-keyboard-response","3","5013162","0.0-2.0","0","0","6NYOK","Scenes","","2633","","","78","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","4","5015520","0.0-3.0","0","0","6NYOK","Scenes","","2354","","","","100","123","joel-jasmin-forestbird-efuwb5eBDrI-unsplash.jpg","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","5","5018007","0.0-4.0","0","0","6NYOK","Scenes","","2483","","","","100","117","frank-mckenna-OD9EOzfSOh0-unsplash.jpg","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","6","5019870","0.0-5.0","0","0","6NYOK","Scenes","","1860","","","","100","131","luca-bravo-hFzIoD0F_i8-unsplash.jpg","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","7","5021941","0.0-6.0","0","0","6NYOK","Scenes","","2071","","","","100","144","solotravelgoals-7kLufxYoqWk-unsplash.jpg","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","8","5024225","0.0-7.0","0","0","6NYOK","Scenes","","2281","","","","100","115","darrell-cassell-hoCXpPUMCoE-unsplash.jpg","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","9","5026152","0.0-8.0","0","0","6NYOK","Scenes","","1924","","","","100","124","johannes-plenio-sPt5RIjKfpk-unsplash.jpg","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","10","5027992","0.0-9.0","0","0","6NYOK","Scenes","","1836","","","","100","134","milada-vigerova-pQMM63GE7fo-unsplash.jpg","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","11","5031391","0.0-10.0","0","0","6NYOK","Scenes","","3396","","","","79","100","aleksandra-boguslawska-MS7KD9Ti7FQ-unsplash.jpg","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","12","5033743","0.0-11.0","0","0","6NYOK","Scenes","","2349","","","","51","149","yuriy-bogdanov-W51VK3Obcj0-unsplash.jpg","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","13","5035566","0.0-12.0","0","0","6NYOK","Scenes","","1820","","","","100","108","benjamin-voros-phIFdC6lA4E-unsplash.jpg","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","14","5038319","0.0-13.0","0","0","6NYOK","Scenes","","2751","","","","30","105","ashim-d-silva-S2Q5mdOrrVc-unsplash.jpg","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","15","5040063","0.0-14.0","0","0","6NYOK","Scenes","","1740","","","","100","143","sigurdur-fjalar-jonsson-1KxBabIntpE-unsplash.jpg","11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","16","5041902","0.0-15.0","0","0","6NYOK","Scenes","","1837","","","","100","102","anisur-rahman-K2b7UDed6uQ-unsplash.jpg","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","17","5043812","0.0-16.0","0","0","6NYOK","Scenes","","1909","","","","84","118","henry-be-NLF6hTe4PAg-unsplash.jpg","13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","18","5045687","0.0-17.0","0","0","6NYOK","Scenes","","1871","","","","100","130","lina-loos-04-C1NZk1hE-unsplash.jpg","14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","19","5047503","0.0-18.0","0","0","6NYOK","Scenes","","1814","","","","100","148","tom-gainor-ZqLeQDjY6fY-unsplash.jpg","15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","20","5049167","0.0-19.0","0","0","6NYOK","Scenes","","1660","","","","100","127","kace-rodriguez-p3OzJuT_Dks-unsplash.jpg","16","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","21","5050800","0.0-20.0","0","0","6NYOK","Scenes","","1630","","","","100","137","olga-stalska-QaWRyEdlffY-unsplash.jpg","17","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","22","5053087","0.0-21.0","0","0","6NYOK","Scenes","","2285","","","","100","111","claudio-testa-U3F2o6vz3bs-unsplash.jpg","18","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","23","5054973","0.0-22.0","0","0","6NYOK","Scenes","","1883","","","","100","110","bruno-van-der-kraan-qez8mNJ3ilU-unsplash.jpg","19","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","24","5057055","0.0-23.0","0","0","6NYOK","Scenes","","2080","","","","100","112","cosmic-timetraveler-pYyOZ8q7AII-unsplash.jpg","20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","25","5060255","0.0-24.0","0","0","6NYOK","Scenes","","3196","","","","84","128","karsten-wurth-jS0zC2PJ17A-unsplash.jpg","21","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","26","5062375","0.0-25.0","0","0","6NYOK","Scenes","","2117","","","","100","106","ashim-d-silva-WeYamle9fDM-unsplash.jpg","22","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","27","5064279","0.0-26.0","0","0","6NYOK","Scenes","","1902","","","","100","135","mohammad-alizade-4wzRuAb-KWs-unsplash.jpg","23","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","28","5065902","0.0-27.0","0","0","6NYOK","Scenes","","1619","","","","100","145","stephen-leonardi-gyIRjKPXupE-unsplash.jpg","24","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","29","5067327","0.0-28.0","0","0","6NYOK","Scenes","","1423","","","","100","104","artem-sapegin-XGDBdSQ70O0-unsplash.jpg","25","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","30","5068880","0.0-29.0","0","0","6NYOK","Scenes","","1549","","","","100","101","aniket-deole-T-tOgjWZ0fQ-unsplash.jpg","26","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","31","5070471","0.0-30.0","0","0","6NYOK","Scenes","","1588","","","","100","129","kurt-cotoaga-cqbLg3lZEpk-unsplash.jpg","27","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","32","5071983","0.0-31.0","0","0","6NYOK","Scenes","","1509","","","","100","109","brigitta-schneiter-hXXRLtTxXCU-unsplash.jpg","28","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","33","5073503","0.0-32.0","0","0","6NYOK","Scenes","","1517","","","","100","133","mickey-o-neil-xL66l--msXU-unsplash.jpg","29","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","34","5075663","0.0-33.0","0","0","6NYOK","Scenes","","2156","","","","71","139","samsommer-vddccTqwal8-unsplash.jpg","30","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","35","5077304","0.0-34.0","0","0","6NYOK","Scenes","","1637","","","","100","140","samuele-errico-piccarini-JEBqFu2AOOA-unsplash.jpg","31","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","36","5079390","0.0-35.0","0","0","6NYOK","Scenes","","2084","","","","77","107","benjamin-davies-Zm2n2O7Fph4-unsplash.jpg","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","37","5081687","0.0-36.0","0","0","6NYOK","Scenes","","2294","","","","98","120","jarrett-kow-1ZOyYPOBn7I-unsplash.jpg","33","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","38","5084063","0.0-37.0","0","0","6NYOK","Scenes","","2373","","","","85","116","david-marcu-W5MhJ6cy1So-unsplash.jpg","34","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","39","5086800","0.0-38.0","0","0","6NYOK","Scenes","","2732","","","","82","122","jeff-king-bJHWJeiHfHc-unsplash.jpg","35","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","40","5089437","0.0-39.0","0","0","6NYOK","Scenes","","2635","","","","86","125","john-lee-oMneOBYhJxY-unsplash.jpg","36","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","41","5092319","0.0-40.0","0","0","6NYOK","Scenes","","2880","","","","84","121","jean-pierre-brungs-qxCqkbF7tUc-unsplash.jpg","37","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","42","5097239","0.0-41.0","0","0","6NYOK","Scenes","","4916","","","","80","126","jordan-mcqueen-PJCZOWuOxbU-unsplash.jpg","38","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","43","5099374","0.0-42.0","0","0","6NYOK","Scenes","","2133","","","","82","113","damian-denis-D8R_txR_0PE-unsplash.jpg","39","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","44","5102263","0.0-43.0","0","0","6NYOK","Scenes","","2886","","","","81","103","anton-darius-FBJugtbHsWU-unsplash.jpg","40","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","45","5105175","0.0-44.0","0","0","6NYOK","Scenes","","2909","","","","84","147","tobias-keller-73F4pKoUkM0-unsplash.jpg","41","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","46","5107311","0.0-45.0","0","0","6NYOK","Scenes","","2133","","","","89","146","thomas-morse-cuKKa0vWZSY-unsplash.jpg","42","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","47","5109751","0.0-46.0","0","0","6NYOK","Scenes","","2437","","","","77","138","petr-vysohlid-9fqwGqGLUxc-unsplash.jpg","43","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","48","5111647","0.0-47.0","0","0","6NYOK","Scenes","","1893","","","","90","119","james-wheeler-AFC0XvICMgs-unsplash.jpg","44","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","49","5115927","0.0-48.0","0","0","6NYOK","Scenes","","4277","","","","40","136","nicolas-jehly-LzVB84KkZOE-unsplash.jpg","45","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","50","5118415","0.0-49.0","0","0","6NYOK","Scenes","","2485","","","","92","114","daniel-sessler-z_9VmsxR8hs-unsplash.jpg","46","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","51","5120367","0.0-50.0","0","0","6NYOK","Scenes","","1949","","","","100","141","sebastian-unrau-v4e3JI7DDHI-unsplash.jpg","47","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","52","5122295","0.0-51.0","0","0","6NYOK","Scenes","","1926","","","","82","132","meng-ji-8BH_M-53CyA-unsplash.jpg","48","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","53","5124752","0.0-52.0","0","0","6NYOK","Scenes","","2454","","","","85","142","sergey-pesterev-y-b_FOmJXdg-unsplash.jpg","49","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation_instructions","","instructions","54","5201213","0.0-53.0-0.0","0","0","6NYOK","Scenes","[{""page_index"":0,""viewing_time"":12178},{""page_index"":1,""viewing_time"":12545},{""page_index"":2,""viewing_time"":6759},{""page_index"":3,""viewing_time"":43543},{""page_index"":4,""viewing_time"":1431}]","76457","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation_comprehension_check","","survey-multi-choice","55","5224640","0.0-53.0-1.0","0","0","6NYOK","Scenes","","23424","{""Q0"":""True"",""Q1"":""False"",""Q2"":""Consider carefully and take your time (up to 10 seconds)"",""Q3"":""True"",""Q4"":""D""}","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","missed_instruction_checkup","","html-keyboard-response","56","5227593","0.0-53.0-2.0-0.0","0","1","6NYOK","Scenes","","2950","","","78","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation_instructions","","instructions","57","5264015","0.0-53.1-0.1","0","0","6NYOK","Scenes","[{""page_index"":0,""viewing_time"":17916},{""page_index"":1,""viewing_time"":4584},{""page_index"":2,""viewing_time"":8663},{""page_index"":3,""viewing_time"":4057},{""page_index"":4,""viewing_time"":1199}]","36419","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation_comprehension_check","","survey-multi-choice","58","5277680","0.0-53.1-1.1","0","0","6NYOK","Scenes","","13660","{""Q0"":""True"",""Q1"":""True"",""Q2"":""Consider carefully and take your time (up to 10 seconds)"",""Q3"":""True"",""Q4"":""D""}","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","start_phase","","html-keyboard-response","59","5280238","0.0-54.0","0","0","6NYOK","Scenes","","2555","","","78","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","first_deliberation_block","","html-keyboard-response","60","5297363","0.0-55.0","0","0","6NYOK","Scenes","","17123","","","78","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","fixation","","html-keyboard-response","61","5298366","0.0-56.0-0.0","0","0","6NYOK","Scenes","","null","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","62","5300991","0.0-56.0-1.0","0","0","6NYOK","Scenes","","2621","","","75","","","","0","102","128","1","1","100","84","anisur-rahman-K2b7UDed6uQ-unsplash.jpg","karsten-wurth-jS0zC2PJ17A-unsplash.jpg","1","0","128","102","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","choice_confirmation","","html-keyboard-response","63","5301504","0.0-56.0-2.0-0.0","0","0","6NYOK","Scenes","","null","","","null","","","","0","102","128","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","explain_trial","","survey-text","64","5317119","0.0-56.0-5.0-0.0","0","0","6NYOK","Scenes","","15614","{""Q0"":""I LIKE THE COLOR CONTRASTS AND THE BACKDROP MORE""}","","","","","","0","102","128","","","","","","","","","","","{""Q0"":""I LIKE THE COLOR CONTRASTS AND THE BACKDROP MORE""}","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","fixation","","html-keyboard-response","65","5318129","0.0-57.0-0.0","0","0","6NYOK","Scenes","","null","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","66","5321209","0.0-57.0-1.0","0","0","6NYOK","Scenes","","3078","","","68","","","","1","119","134","0","1","90","100","james-wheeler-AFC0XvICMgs-unsplash.jpg","milada-vigerova-pQMM63GE7fo-unsplash.jpg","1","1","119","134","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","choice_confirmation","","html-keyboard-response","67","5321719","0.0-57.0-2.0-0.0","0","0","6NYOK","Scenes","","null","","","null","","","","1","119","134","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","fixation","","html-keyboard-response","68","5322730","0.0-58.0-0.0","0","0","6NYOK","Scenes","","null","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","69","5324965","0.0-58.0-1.0","0","0","6NYOK","Scenes","","2235","","","68","","","","2","123","147","1","-1","100","84","joel-jasmin-forestbird-efuwb5eBDrI-unsplash.jpg","tobias-keller-73F4pKoUkM0-unsplash.jpg","1","1","123","147","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","choice_confirmation","","html-keyboard-response","70","5325472","0.0-58.0-2.0-0.0","0","0","6NYOK","Scenes","","null","","","null","","","","2","123","147","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
