success,ttype,start_time,trial_type,trial_index,time_elapsed,internal_node_id,warning,missed_checkup,PID,view_history,rt,responses,repeat_instructions,key_press,response,stimulus_id,painting,index,stimulus_left,stimulus_right,explain_trial,reward_type,rating_left,rating_right,painting_left,painting_right,block,left_chosen,chosen_obj,unchosen_obj,explain_response,reward_amount,see_reward_rt,register_reward_response,register_reward_rt,deliberation_reward_tally,stimulus_left_deliberation_ind,stimulus_right_deliberation_ind,chosen_trial,gain_left,higher_outcome_chosen,old_pair,chosen_object,rt_pairs,left_object_chosen,rt_object,old_response,new_rating,deliberated_stim,initial_rating,outcome_eval_rt,outcome_eval_response,outcome_eval_gain,outcome_eval_acc,preamble,outcome_eval_confidence,outcome_eval_confidence_rt,total_reward_tally,stim_type
,choice_confirmation,,html-keyboard-response,673,975044,0.0-894.0-0.0,0,0,0TZUd,,null,,,null,,,,85,36,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,fixation,,html-keyboard-response,674,976049,0.0-897.0,0,0,0TZUd,,null,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,final_decisions,,html-keyboard-response,675,976839,0.0-898.0,0,0,0TZUd,,786,,,68,,,,86,38,58,,,34,40,Krasa1.jpg,Klinc1.jpg,2,1,38,58,,,,,,,30,28,0,0,0,,,,,,,,,,,,,,,,,,
,choice_confirmation,,html-keyboard-response,676,977356,0.0-899.0-0.0,0,0,0TZUd,,null,,,null,,,,86,38,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,fixation,,html-keyboard-response,677,978365,0.0-902.0,0,0,0TZUd,,null,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,final_decisions,,html-keyboard-response,678,979546,0.0-903.0,0,0,0TZUd,,1176,,,75,,,,87,36,59,,,34,42,Gustb1.jpg,Macka1.jpg,2,0,59,36,,,,,,,34,28,1,0,1,,,,,,,,,,,,,,,,,,
,choice_confirmation,,html-keyboard-response,679,980060,0.0-904.0-0.0,0,0,0TZUd,,null,,,null,,,,87,36,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,fixation,,html-keyboard-response,680,981065,0.0-907.0,0,0,0TZUd,,null,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,final_decisions,,html-keyboard-response,681,982243,0.0-908.0,0,0,0TZUd,,1174,,,68,,,,88,58,52,,,40,38,Klinc1.jpg,Dekoa1.jpg,2,1,58,52,,,,,,,28,34,0,1,1,,,,,,,,,,,,,,,,,,
,choice_confirmation,,html-keyboard-response,682,982748,0.0-909.0-0.0,0,0,0TZUd,,null,,,null,,,,88,58,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,fixation,,html-keyboard-response,683,983759,0.0-912.0,0,0,0TZUd,,null,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,final_decisions,,html-keyboard-response,684,984680,0.0-913.0,0,0,0TZUd,,916,,,68,,,,89,10,67,,,39,37,Vinb1n.jpg,Picab1.jpg,2,1,10,67,,,,,,,27,24,0,0,0,,,,,,,,,,,,,,,,,,
,choice_confirmation,,html-keyboard-response,685,985193,0.0-914.0-0.0,0,0,0TZUd,,null,,,null,,,,89,10,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,fixation,,html-keyboard-response,686,986208,0.0-917.0,0,0,0TZUd,,null,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,final_decisions,,html-keyboard-response,687,987357,0.0-918.0,0,0,0TZUd,,1145,,,75,,,,90,44,25,,,35,40,Mackb1.jpg,Dekob1.jpg,2,0,25,44,,,,,,,25,26,0,1,0,,,,,,,,,,,,,,,,,,
,choice_confirmation,,html-keyboard-response,688,987875,0.0-919.0-0.0,0,0,0TZUd,,null,,,null,,,,90,44,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,fixation,,html-keyboard-response,689,988878,0.0-922.0,0,0,0TZUd,,null,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,final_decisions,,html-keyboard-response,690,989913,0.0-923.0,0,0,0TZUd,,1031,,,75,,,,91,35,31,,,35,39,Gusa1n.jpg,Picac1.jpg,2,0,31,35,,,,,,,30,33,1,0,1,,,,,,,,,,,,,,,,,,
,choice_confirmation,,html-keyboard-response,691,990417,0.0-924.0-0.0,0,0,0TZUd,,null,,,null,,,,91,35,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,fixation,,html-keyboard-response,692,991435,0.0-927.0,0,0,0TZUd,,null,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,final_decisions,,html-keyboard-response,693,992541,0.0-928.0,0,0,0TZUd,,1102,,,75,,,,92,60,22,,,43,38,Kupc1n.jpg,Klina1.jpg,2,0,22,60,,,,,,,33,29,0,1,0,,,,,,,,,,,,,,,,,,
,choice_confirmation,,html-keyboard-response,694,993057,0.0-929.0-0.0,0,0,0TZUd,,null,,,null,,,,92,60,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,fixation,,html-keyboard-response,695,994074,0.0-932.0,0,0,0TZUd,,null,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,final_decisions,,html-keyboard-response,696,994887,0.0-933.0,0,0,0TZUd,,809,,,75,,,,93,39,3,,,35,56,Kupb1n.jpg,Klib1n.jpg,2,0,3,39,,,,,,,35,24,1,0,1,,,,,,,,,,,,,,,,,,
,choice_confirmation,,html-keyboard-response,697,995406,0.0-934.0-0.0,0,0,0TZUd,,null,,,null,,,,93,39,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,fixation,,html-keyboard-response,698,996423,0.0-937.0,0,0,0TZUd,,null,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,final_decisions,,html-keyboard-response,699,997629,0.0-938.0,0,0,0TZUd,,1202,,,75,,,,94,51,30,,,38,37,Lewic1.jpg,Kraa1n.jpg,2,0,30,51,,,,,,,32,35,0,1,0,,,,,,,,,,,,,,,,,,
,choice_confirmation,,html-keyboard-response,700,998140,0.0-939.0-0.0,0,0,0TZUd,,null,,,null,,,,94,51,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,fixation,,html-keyboard-response,701,999156,0.0-942.0,0,0,0TZUd,,null,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,final_decisions,,html-keyboard-response,702,1000034,0.0-943.0,0,0,0TZUd,,875,,,68,,,,95,22,67,,,38,37,Klina1.jpg,Picab1.jpg,2,1,22,67,,,,,,,29,24,0,0,0,,,,,,,,,,,,,,,,,,
,choice_confirmation,,html-keyboard-response,703,1000539,0.0-944.0-0.0,0,0,0TZUd,,null,,,null,,,,95,22,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,fixation,,html-keyboard-response,704,1001546,0.0-947.0,0,0,0TZUd,,null,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,final_decisions,,html-keyboard-response,705,1002216,0.0-948.0,0,0,0TZUd,,665,,,68,,,,96,3,46,,,56,54,Klib1n.jpg,Lewb1n.jpg,2,1,3,46,,,,,,,24,27,1,1,1,,,,,,,,,,,,,,,,,,
,choice_confirmation,,html-keyboard-response,706,1002722,0.0-949.0-0.0,0,0,0TZUd,,null,,,null,,,,96,3,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,fixation,,html-keyboard-response,707,1003726,0.0-952.0,0,0,0TZUd,,null,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,final_decisions,,html-keyboard-response,708,1004839,0.0-953.0,0,0,0TZUd,,1110,,,75,,,,97,58,30,,,40,37,Klinc1.jpg,Kraa1n.jpg,2,0,30,58,,,,,,,28,35,0,1,0,,,,,,,,,,,,,,,,,,
,choice_confirmation,,html-keyboard-response,709,1005344,0.0-954.0-0.0,0,0,0TZUd,,null,,,null,,,,97,58,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,fixation,,html-keyboard-response,710,1006354,0.0-957.0,0,0,0TZUd,,null,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,final_decisions,,html-keyboard-response,711,1007359,0.0-958.0,0,0,0TZUd,,1001,,,75,,,,98,36,53,,,34,37,Gustb1.jpg,Macc1n.jpg,2,0,53,36,,,,,,,34,32,1,0,1,,,,,,,,,,,,,,,,,,
,choice_confirmation,,html-keyboard-response,712,1007871,0.0-959.0-0.0,0,0,0TZUd,,null,,,null,,,,98,36,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,fixation,,html-keyboard-response,713,1008887,0.0-962.0,0,0,0TZUd,,null,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,final_decisions,,html-keyboard-response,714,1010117,0.0-963.0,0,0,0TZUd,,1225,,,75,,,,99,67,30,,,37,37,Picab1.jpg,Kraa1n.jpg,2,0,30,67,,,,,,,24,35,0,1,0,,,,,,,,,,,,,,,,,,
,choice_confirmation,,html-keyboard-response,715,1010620,0.0-964.0-0.0,0,0,0TZUd,,null,,,null,,,,99,67,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,fixation,,html-keyboard-response,716,1011636,0.0-967.0,0,0,0TZUd,,null,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,final_decisions,,html-keyboard-response,717,1013301,0.0-968.0,0,0,0TZUd,,1660,,,75,,,,100,60,38,,,43,34,Kupc1n.jpg,Krasa1.jpg,2,0,38,60,,,,,,,33,30,0,1,0,,,,,,,,,,,,,,,,,,
,choice_confirmation,,html-keyboard-response,718,1013806,0.0-969.0-0.0,0,0,0TZUd,,null,,,null,,,,100,60,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,fixation,,html-keyboard-response,719,1014819,0.0-972.0,0,0,0TZUd,,null,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,final_decisions,,html-keyboard-response,720,1016042,0.0-973.0,0,0,0TZUd,,1218,,,68,,,,101,25,40,,,40,36,Dekob1.jpg,Vinc1n.jpg,2,1,25,40,,,,,,,26,31,0,0,0,,,,,,,,,,,,,,,,,,
,choice_confirmation,,html-keyboard-response,721,1016551,0.0-974.0-0.0,0,0,0TZUd,,null,,,null,,,,101,25,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,fixation,,html-keyboard-response,722,1017566,0.0-977.0,0,0,0TZUd,,null,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,final_decisions,,html-keyboard-response,723,1018540,0.0-978.0,0,0,0TZUd,,969,,,75,,,,102,60,52,,,43,38,Kupc1n.jpg,Dekoa1.jpg,2,0,52,60,,,,,,,33,34,0,1,0,,,,,,,,,,,,,,,,,,
,choice_confirmation,,html-keyboard-response,724,1019054,0.0-979.0-0.0,0,0,0TZUd,,null,,,null,,,,102,60,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,fixation,,html-keyboard-response,725,1020073,0.0-982.0,0,0,0TZUd,,null,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,final_decisions,,html-keyboard-response,726,1020869,0.0-983.0,0,0,0TZUd,,792,,,75,,,,103,22,58,,,38,40,Klina1.jpg,Klinc1.jpg,2,0,58,22,,,,,,,29,28,0,0,1,,,,,,,,,,,,,,,,,,
,choice_confirmation,,html-keyboard-response,727,1021381,0.0-984.0-0.0,0,0,0TZUd,,null,,,null,,,,103,22,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,fixation,,html-keyboard-response,728,1022385,0.0-987.0,0,0,0TZUd,,null,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,final_decisions,,html-keyboard-response,729,1023284,0.0-988.0,0,0,0TZUd,,895,,,68,,,,104,52,51,,,38,38,Dekoa1.jpg,Lewic1.jpg,2,1,52,51,,,,,,,34,32,0,0,0,,,,,,,,,,,,,,,,,,
,choice_confirmation,,html-keyboard-response,730,1023789,0.0-989.0-0.0,0,0,0TZUd,,null,,,null,,,,104,52,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,fixation,,html-keyboard-response,731,1024796,0.0-992.0,0,0,0TZUd,,null,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,final_decisions,,html-keyboard-response,732,1025419,0.0-993.0,0,0,0TZUd,,618,,,68,,,,105,59,35,,,42,35,Macka1.jpg,Gusa1n.jpg,2,1,59,35,,,,,,,28,30,1,1,1,,,,,,,,,,,,,,,,,,
,choice_confirmation,,html-keyboard-response,733,1025932,0.0-994.0-0.0,0,0,0TZUd,,null,,,null,,,,105,59,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,fixation,,html-keyboard-response,734,1026949,0.0-997.0,0,0,0TZUd,,null,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,final_decisions,,html-keyboard-response,735,1027892,0.0-998.0,0,0,0TZUd,,938,,,75,,,,106,58,10,,,40,39,Klinc1.jpg,Vinb1n.jpg,2,0,10,58,,,,,,,28,27,0,1,0,,,,,,,,,,,,,,,,,,
,choice_confirmation,,html-keyboard-response,736,1028398,0.0-999.0-0.0,0,0,0TZUd,,null,,,null,,,,106,58,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,fixation,,html-keyboard-response,737,1029414,0.0-1002.0,0,0,0TZUd,,null,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,final_decisions,,html-keyboard-response,738,1030740,0.0-1003.0,0,0,0TZUd,,1321,,,75,,,,107,67,52,,,37,38,Picab1.jpg,Dekoa1.jpg,2,0,52,67,,,,,,,24,34,0,1,0,,,,,,,,,,,,,,,,,,
,choice_confirmation,,html-keyboard-response,739,1031251,0.0-1004.0-0.0,0,0,0TZUd,,null,,,null,,,,107,67,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,fixation,,html-keyboard-response,740,1032265,0.0-1007.0,0,0,0TZUd,,null,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,final_decisions,,html-keyboard-response,741,1033065,0.0-1008.0,0,0,0TZUd,,794,,,68,,,,108,10,60,,,39,43,Vinb1n.jpg,Kupc1n.jpg,2,1,10,60,,,,,,,27,33,0,0,0,,,,,,,,,,,,,,,,,,
,choice_confirmation,,html-keyboard-response,742,1033570,0.0-1009.0-0.0,0,0,0TZUd,,null,,,null,,,,108,10,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,fixation,,html-keyboard-response,743,1034574,0.0-1012.0,0,0,0TZUd,,null,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,final_decisions,,html-keyboard-response,744,1035836,0.0-1013.0,0,0,0TZUd,,1256,,,68,,,,109,53,21,,,37,58,Macc1n.jpg,Kupkc1.jpg,2,1,53,21,,,,,,,32,29,1,1,1,,,,,,,,,,,,,,,,,,
,choice_confirmation,,html-keyboard-response,745,1036341,0.0-1014.0-0.0,0,0,0TZUd,,null,,,null,,,,109,53,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,fixation,,html-keyboard-response,746,1037358,0.0-1017.0,0,0,0TZUd,,null,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,final_decisions,,html-keyboard-response,747,1038811,0.0-1018.0,0,0,0TZUd,,1447,,,68,,,,110,52,40,,,38,36,Dekoa1.jpg,Vinc1n.jpg,2,1,52,40,,,,,,,34,31,0,0,0,,,,,,,,,,,,,,,,,,
,choice_confirmation,,html-keyboard-response,748,1039329,0.0-1019.0-0.0,0,0,0TZUd,,null,,,null,,,,110,52,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,fixation,,html-keyboard-response,749,1040346,0.0-1022.0,0,0,0TZUd,,null,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,final_decisions,,html-keyboard-response,750,1041937,0.0-1023.0,0,0,0TZUd,,1587,,,75,,,,111,51,22,,,38,38,Lewic1.jpg,Klina1.jpg,2,0,22,51,,,,,,,32,29,0,1,0,,,,,,,,,,,,,,,,,,
,choice_confirmation,,html-keyboard-response,751,1042450,0.0-1024.0-0.0,0,0,0TZUd,,null,,,null,,,,111,51,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,fixation,,html-keyboard-response,752,1043464,0.0-1027.0,0,0,0TZUd,,null,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,final_decisions,,html-keyboard-response,753,1044303,0.0-1028.0,0,0,0TZUd,,832,,,75,,,,112,21,59,,,58,42,Kupkc1.jpg,Macka1.jpg,2,0,59,21,,,,,,,29,28,1,0,1,,,,,,,,,,,,,,,,,,
,choice_confirmation,,html-keyboard-response,754,1044812,0.0-1029.0-0.0,0,0,0TZUd,,null,,,null,,,,112,21,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,fixation,,html-keyboard-response,755,1045816,0.0-1032.0,0,0,0TZUd,,null,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,final_decisions,,html-keyboard-response,756,1047161,0.0-1033.0,0,0,0TZUd,,1341,,,68,,,,113,38,44,,,34,35,Krasa1.jpg,Mackb1.jpg,2,1,38,44,,,,,,,30,25,0,0,0,,,,,,,,,,,,,,,,,,
,choice_confirmation,,html-keyboard-response,757,1047670,0.0-1034.0-0.0,0,0,0TZUd,,null,,,null,,,,113,38,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,fixation,,html-keyboard-response,758,1048678,0.0-1037.0,0,0,0TZUd,,null,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,final_decisions,,html-keyboard-response,759,1049339,0.0-1038.0,0,0,0TZUd,,657,,,68,,,,114,38,67,,,34,37,Krasa1.jpg,Picab1.jpg,2,1,38,67,,,,,,,30,24,0,0,0,,,,,,,,,,,,,,,,,,
,choice_confirmation,,html-keyboard-response,760,1049845,0.0-1039.0-0.0,0,0,0TZUd,,null,,,null,,,,114,38,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,fixation,,html-keyboard-response,761,1050849,0.0-1042.0,0,0,0TZUd,,null,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,final_decisions,,html-keyboard-response,762,1051586,0.0-1043.0,0,0,0TZUd,,732,,,68,,,,115,61,21,,,56,58,Grigb1.jpg,Kupkc1.jpg,2,1,61,21,,,,,,,31,29,1,1,1,,,,,,,,,,,,,,,,,,
,choice_confirmation,,html-keyboard-response,763,1052100,0.0-1044.0-0.0,0,0,0TZUd,,null,,,null,,,,115,61,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,fixation,,html-keyboard-response,764,1053104,0.0-1047.0,0,0,0TZUd,,null,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,final_decisions,,html-keyboard-response,765,1053788,0.0-1048.0,0,0,0TZUd,,680,,,75,,,,116,35,3,,,35,56,Gusa1n.jpg,Klib1n.jpg,2,0,3,35,,,,,,,30,24,1,0,1,,,,,,,,,,,,,,,,,,
,choice_confirmation,,html-keyboard-response,766,1054307,0.0-1049.0-0.0,0,0,0TZUd,,null,,,null,,,,116,35,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,fixation,,html-keyboard-response,767,1055311,0.0-1052.0,0,0,0TZUd,,null,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,final_decisions,,html-keyboard-response,768,1055876,0.0-1053.0,0,0,0TZUd,,561,,,68,,,,117,56,57,,,54,36,Clib1n.jpg,Lassa1.jpg,2,1,56,57,,,,,,,25,26,1,1,1,,,,,,,,,,,,,,,,,,
,choice_confirmation,,html-keyboard-response,769,1056380,0.0-1054.0-0.0,0,0,0TZUd,,null,,,null,,,,117,56,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,fixation,,html-keyboard-response,770,1057390,0.0-1057.0,0,0,0TZUd,,null,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,final_decisions,,html-keyboard-response,771,1057973,0.0-1058.0,0,0,0TZUd,,579,,,68,,,,118,56,21,,,54,58,Clib1n.jpg,Kupkc1.jpg,2,1,56,21,,,,,,,25,29,1,1,1,,,,,,,,,,,,,,,,,,
,choice_confirmation,,html-keyboard-response,772,1058477,0.0-1059.0-0.0,0,0,0TZUd,,null,,,null,,,,118,56,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,fixation,,html-keyboard-response,773,1059496,0.0-1062.0,0,0,0TZUd,,null,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,final_decisions,,html-keyboard-response,774,1060521,0.0-1063.0,0,0,0TZUd,,1020,,,68,,,,119,25,60,,,40,43,Dekob1.jpg,Kupc1n.jpg,2,1,25,60,,,,,,,26,33,0,0,0,,,,,,,,,,,,,,,,,,
,choice_confirmation,,html-keyboard-response,775,1061026,0.0-1064.0-0.0,0,0,0TZUd,,null,,,null,,,,119,25,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,fixation,,html-keyboard-response,776,1062036,0.0-1067.0,0,0,0TZUd,,null,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,final_decisions,,html-keyboard-response,777,1063132,0.0-1068.0,0,0,0TZUd,,1091,,,68,,,,120,22,44,,,38,35,Klina1.jpg,Mackb1.jpg,2,1,22,44,,,,,,,29,25,0,0,0,,,,,,,,,,,,,,,,,,
,choice_confirmation,,html-keyboard-response,778,1063645,0.0-1069.0-0.0,0,0,0TZUd,,null,,,null,,,,120,22,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,fixation,,html-keyboard-response,779,1064657,0.0-1072.0,0,0,0TZUd,,null,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,final_decisions,,html-keyboard-response,780,1065876,0.0-1073.0,0,0,0TZUd,,1215,,,75,,,,121,46,56,,,54,54,Lewb1n.jpg,Clib1n.jpg,2,0,56,46,,,,,,,27,25,1,0,1,,,,,,,,,,,,,,,,,,
,choice_confirmation,,html-keyboard-response,781,1066391,0.0-1074.0-0.0,0,0,0TZUd,,null,,,null,,,,121,46,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,fixation,,html-keyboard-response,782,1067407,0.0-1077.0,0,0,0TZUd,,null,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,final_decisions,,html-keyboard-response,783,1068400,0.0-1078.0,0,0,0TZUd,,987,,,75,,,,122,51,25,,,38,40,Lewic1.jpg,Dekob1.jpg,2,0,25,51,,,,,,,32,26,0,1,0,,,,,,,,,,,,,,,,,,
,choice_confirmation,,html-keyboard-response,784,1068908,0.0-1079.0-0.0,0,0,0TZUd,,null,,,null,,,,122,51,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,fixation,,html-keyboard-response,785,1069923,0.0-1082.0,0,0,0TZUd,,null,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,final_decisions,,html-keyboard-response,786,1070575,0.0-1083.0,0,0,0TZUd,,646,,,68,,,,123,31,21,,,39,58,Picac1.jpg,Kupkc1.jpg,2,1,31,21,,,,,,,33,29,1,1,1,,,,,,,,,,,,,,,,,,
,choice_confirmation,,html-keyboard-response,787,1071088,0.0-1084.0-0.0,0,0,0TZUd,,null,,,null,,,,123,31,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,fixation,,html-keyboard-response,788,1072093,0.0-1087.0,0,0,0TZUd,,null,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,final_decisions,,html-keyboard-response,789,1072718,0.0-1088.0,0,0,0TZUd,,620,,,68,,,,124,3,57,,,56,36,Klib1n.jpg,Lassa1.jpg,2,1,3,57,,,,,,,24,26,1,1,1,,,,,,,,,,,,,,,,,,
,choice_confirmation,,html-keyboard-response,790,1073238,0.0-1089.0-0.0,0,0,0TZUd,,null,,,null,,,,124,3,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,fixation,,html-keyboard-response,791,1074255,0.0-1092.0,0,0,0TZUd,,null,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,final_decisions,,html-keyboard-response,792,1075137,0.0-1093.0,0,0,0TZUd,,877,,,75,,,,125,21,3,,,58,56,Kupkc1.jpg,Klib1n.jpg,2,0,3,21,,,,,,,29,24,1,0,1,,,,,,,,,,,,,,,,,,
,choice_confirmation,,html-keyboard-response,793,1075654,0.0-1094.0-0.0,0,0,0TZUd,,null,,,null,,,,125,21,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,fixation,,html-keyboard-response,794,1076659,0.0-1097.0,0,0,0TZUd,,null,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,final_decisions,,html-keyboard-response,795,1078126,0.0-1098.0,0,0,0TZUd,,1462,,,68,,,,126,25,58,,,40,40,Dekob1.jpg,Klinc1.jpg,2,1,25,58,,,,,,,26,28,0,0,0,,,,,,,,,,,,,,,,,,
,choice_confirmation,,html-keyboard-response,796,1078637,0.0-1099.0-0.0,0,0,0TZUd,,null,,,null,,,,126,25,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,fixation,,html-keyboard-response,797,1079652,0.0-1102.0,0,0,0TZUd,,null,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,final_decisions,,html-keyboard-response,798,1080390,0.0-1103.0,0,0,0TZUd,,733,,,68,,,,127,53,46,,,37,54,Macc1n.jpg,Lewb1n.jpg,2,1,53,46,,,,,,,32,27,1,1,1,,,,,,,,,,,,,,,,,,
,choice_confirmation,,html-keyboard-response,799,1080903,0.0-1104.0-0.0,0,0,0TZUd,,null,,,null,,,,127,53,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
