"success","ttype","start_time","trial_type","trial_index","time_elapsed","internal_node_id","warning","missed_checkup","PID","stim_type","view_history","rt","responses","repeat_instructions","key_press","response","stimulus_id","painting","index","stimulus_left","stimulus_right","explain_trial","reward_type","rating_left","rating_right","painting_left","painting_right","block","left_chosen","chosen_obj","unchosen_obj","explain_response","reward_amount","see_reward_rt","register_reward_response","register_reward_rt","deliberation_reward_tally","stimulus_left_deliberation_ind","stimulus_right_deliberation_ind","chosen_trial","gain_left","higher_outcome_chosen","old_pair","chosen_object","rt_pairs","left_object_chosen","rt_object","old_response","new_rating","deliberated_stim","initial_rating","outcome_eval_rt","outcome_eval_response","outcome_eval_gain","outcome_eval_acc","preamble","outcome_eval_confidence","outcome_eval_confidence_rt","total_reward_tally"
"true","full_screen","d01192023hr2337","fullscreen","0","24961","0.0-0.0","0","0","2dtBc","Scenes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating_instructions","","instructions","1","38047","0.0-1.0-0.0","0","0","2dtBc","Scenes","[{""page_index"":0,""viewing_time"":11055},{""page_index"":1,""viewing_time"":2028}]","13083","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating_comprehension_check","","survey-multi-choice","2","43496","0.0-1.0-1.0","0","0","2dtBc","Scenes","","5446","{""Q0"":""True"",""Q1"":""Mouse""}","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","start_phase","","html-keyboard-response","3","47556","0.0-2.0","0","0","2dtBc","Scenes","","4058","","","78","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","4","50794","0.0-3.0","0","0","2dtBc","Scenes","","3236","","","","86","149","yuriy-bogdanov-W51VK3Obcj0-unsplash.jpg","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","5","54420","0.0-4.0","0","0","2dtBc","Scenes","","3624","","","","94","140","samuele-errico-piccarini-JEBqFu2AOOA-unsplash.jpg","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","6","56650","0.0-5.0","0","0","2dtBc","Scenes","","2227","","","","100","106","ashim-d-silva-WeYamle9fDM-unsplash.jpg","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","7","60281","0.0-6.0","0","0","2dtBc","Scenes","","3630","","","","71","142","sergey-pesterev-y-b_FOmJXdg-unsplash.jpg","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","8","63189","0.0-7.0","0","0","2dtBc","Scenes","","2907","","","","73","136","nicolas-jehly-LzVB84KkZOE-unsplash.jpg","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","9","66224","0.0-8.0","0","0","2dtBc","Scenes","","3033","","","","82","139","samsommer-vddccTqwal8-unsplash.jpg","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","10","69209","0.0-9.0","0","0","2dtBc","Scenes","","2984","","","","23","141","sebastian-unrau-v4e3JI7DDHI-unsplash.jpg","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","11","71666","0.0-10.0","0","0","2dtBc","Scenes","","2455","","","","81","128","karsten-wurth-jS0zC2PJ17A-unsplash.jpg","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","12","74058","0.0-11.0","0","0","2dtBc","Scenes","","2391","","","","95","119","james-wheeler-AFC0XvICMgs-unsplash.jpg","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","13","76599","0.0-12.0","0","0","2dtBc","Scenes","","2539","","","","100","137","olga-stalska-QaWRyEdlffY-unsplash.jpg","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","14","79056","0.0-13.0","0","0","2dtBc","Scenes","","2455","","","","71","131","luca-bravo-hFzIoD0F_i8-unsplash.jpg","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","15","81340","0.0-14.0","0","0","2dtBc","Scenes","","2282","","","","100","132","meng-ji-8BH_M-53CyA-unsplash.jpg","11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","16","83965","0.0-15.0","0","0","2dtBc","Scenes","","2624","","","","78","123","joel-jasmin-forestbird-efuwb5eBDrI-unsplash.jpg","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","17","87857","0.0-16.0","0","0","2dtBc","Scenes","","3891","","","","75","133","mickey-o-neil-xL66l--msXU-unsplash.jpg","13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","18","90524","0.0-17.0","0","0","2dtBc","Scenes","","2665","","","","68","105","ashim-d-silva-S2Q5mdOrrVc-unsplash.jpg","14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
