"success","ttype","start_time","trial_type","trial_index","time_elapsed","internal_node_id","warning","missed_checkup","PID","stim_type","view_history","rt","responses","repeat_instructions","key_press","response","stimulus_id","painting","index","stimulus_left","stimulus_right","explain_trial","reward_type","rating_left","rating_right","painting_left","painting_right","block","left_chosen","chosen_obj","unchosen_obj","explain_response","reward_amount","see_reward_rt","register_reward_response","register_reward_rt","deliberation_reward_tally","stimulus_left_deliberation_ind","stimulus_right_deliberation_ind","chosen_trial","gain_left","higher_outcome_chosen","old_pair","chosen_object","rt_pairs","left_object_chosen","rt_object","old_response","new_rating","deliberated_stim","initial_rating","outcome_eval_rt","outcome_eval_response","outcome_eval_gain","outcome_eval_acc","preamble","outcome_eval_confidence","outcome_eval_confidence_rt","total_reward_tally"
"true","full_screen","d01192023hr2037","fullscreen","0","32185","0.0-0.0","0","0","AnZ4v","Scenes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating_instructions","","instructions","1","51640","0.0-1.0-0.0","0","0","AnZ4v","Scenes","[{""page_index"":0,""viewing_time"":15549},{""page_index"":1,""viewing_time"":3903}]","19453","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating_comprehension_check","","survey-multi-choice","2","60247","0.0-1.0-1.0","0","0","AnZ4v","Scenes","","8605","{""Q0"":""True"",""Q1"":""Mouse""}","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","start_phase","","html-keyboard-response","3","64603","0.0-2.0","0","0","AnZ4v","Scenes","","4354","","","78","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","4","71004","0.0-3.0","0","0","AnZ4v","Scenes","","6399","","","","73","116","david-marcu-W5MhJ6cy1So-unsplash.jpg","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","5","77375","0.0-4.0","0","0","AnZ4v","Scenes","","6370","","","","39","102","anisur-rahman-K2b7UDed6uQ-unsplash.jpg","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","6","82728","0.0-5.0","0","0","AnZ4v","Scenes","","5352","","","","94","142","sergey-pesterev-y-b_FOmJXdg-unsplash.jpg","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","7","85848","0.0-6.0","0","0","AnZ4v","Scenes","","3118","","","","64","115","darrell-cassell-hoCXpPUMCoE-unsplash.jpg","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","8","90084","0.0-7.0","0","0","AnZ4v","Scenes","","4236","","","","89","129","kurt-cotoaga-cqbLg3lZEpk-unsplash.jpg","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","9","93135","0.0-8.0","0","0","AnZ4v","Scenes","","3050","","","","79","109","brigitta-schneiter-hXXRLtTxXCU-unsplash.jpg","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","rating","","html-slider-response","10","96522","0.0-9.0","0","0","AnZ4v","Scenes","","3385","","","","85","132","meng-ji-8BH_M-53CyA-unsplash.jpg","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
