"","X","PID","time_elapsed","index","block","rt","chosen_trial","gain_left","left_chosen","higher_outcome_chosen","chosen_obj","unchosen_obj","stimulus_left","stimulus_right","rating_left","rating_right","painting_left","painting_right","stimulus_left_deliberation_ind","stimulus_right_deliberation_ind"
"814",4900,"6mfmY",1620933,165,3,0.401,0,0,1,0,49,26,49,26,91,87,"vicky-hladynets-_gDoyVv5F4c-unsplash.jpg","juri-gianfrancesco-9EZadYaMzk4-unsplash.jpg",33,32
"815",4903,"6mfmY",1622613,166,3,0.172,1,0,1,0,48,30,48,30,93,90,"velizar-ivanov-7ktP9yZA1g4-unsplash.jpg","matheus-ferrero-pg_WCHWSdT8-unsplash.jpg",28,25
"816",4906,"6mfmY",1624337,167,3,0.213,0,0,1,0,21,32,21,32,91,71,"jessica-felicio-_cvwXhGqG-o-unsplash.jpg","nathan-dumlao-ger61_TX6oI-unsplash.jpg",26,34
"817",4909,"6mfmY",1626478,168,3,0.633,0,0,1,0,49,0,49,0,91,89,"vicky-hladynets-_gDoyVv5F4c-unsplash.jpg","abstral-official-cyOKLSgkgCE-unsplash.jpg",33,35
"818",4912,"6mfmY",1628483,169,3,0.496,0,0,1,0,21,0,21,0,91,89,"jessica-felicio-_cvwXhGqG-o-unsplash.jpg","abstral-official-cyOKLSgkgCE-unsplash.jpg",26,35
"819",4915,"6mfmY",1630073,170,3,0.081,1,1,1,1,1,29,1,29,93,93,"aiony-haust-jmATI5Q_YgY-unsplash.jpg","leilani-angel-K84vnnzxmTQ-unsplash.jpg",34,33
"820",4918,"6mfmY",1631650,171,3,0.069,0,1,1,1,26,12,26,12,87,88,"juri-gianfrancesco-9EZadYaMzk4-unsplash.jpg","daniel-rigdon-dXmXKPP2L4E-unsplash.jpg",32,31
"821",4921,"6mfmY",1633246,172,3,0.081,0,0,1,0,21,8,21,8,91,75,"jessica-felicio-_cvwXhGqG-o-unsplash.jpg","bruce-dixon-3M9WJQVHzog-unsplash.jpg",26,25
"822",4924,"6mfmY",1634827,173,3,0.076,1,0,1,0,33,20,33,20,80,87,"olena-sergienko-0TSd6uCKTKc-unsplash.jpg","houcine-ncib-B4TjXnI0Y2c-unsplash.jpg",29,32
"823",4927,"6mfmY",1636670,174,3,0.337,1,0,1,0,27,45,27,45,90,88,"jurica-koletic-7YVZYZeITc8-unsplash.jpg","sarah-noltner-pL5ZzPp1zqg-unsplash.jpg",31,35
"824",4930,"6mfmY",1638563,175,3,0.387,1,1,1,1,45,48,45,48,88,93,"sarah-noltner-pL5ZzPp1zqg-unsplash.jpg","velizar-ivanov-7ktP9yZA1g4-unsplash.jpg",35,28
"825",4933,"6mfmY",1640964,176,3,0.894,0,0,1,0,23,39,23,39,88,92,"joanna-nix-walkup-H4fEMshfwTE-unsplash.jpg","philip-martin-5aGUyCW_PJw-unsplash.jpg",28,24
"826",4936,"6mfmY",1642890,177,3,0.414,0,0,1,0,21,39,21,39,91,92,"jessica-felicio-_cvwXhGqG-o-unsplash.jpg","philip-martin-5aGUyCW_PJw-unsplash.jpg",26,24
"827",4939,"6mfmY",1644525,178,3,0.127,1,1,1,1,1,48,1,48,93,93,"aiony-haust-jmATI5Q_YgY-unsplash.jpg","velizar-ivanov-7ktP9yZA1g4-unsplash.jpg",34,28
"828",4942,"6mfmY",1646394,179,3,0.362,1,1,1,1,9,38,9,38,78,74,"carlos-andres-gomez-vJuk8Y86mRw-unsplash.jpg","petr-sevcovic-HzDF-rxlSeM-unsplash.jpg",24,26
"829",4945,"6mfmY",1648101,180,3,0.195,0,0,1,0,23,43,23,43,88,90,"joanna-nix-walkup-H4fEMshfwTE-unsplash.jpg","raamin-ka-0qJBEzudn5E-unsplash.jpg",28,27
"830",4948,"6mfmY",1649964,181,3,0.358,0,1,1,1,8,49,8,49,75,91,"bruce-dixon-3M9WJQVHzog-unsplash.jpg","vicky-hladynets-_gDoyVv5F4c-unsplash.jpg",25,33
"831",4951,"6mfmY",1651911,182,3,0.441,1,1,1,1,9,15,9,15,78,88,"carlos-andres-gomez-vJuk8Y86mRw-unsplash.jpg","gabriel-silverio-u3WmDyKGsrY-unsplash.jpg",24,30
"832",4954,"6mfmY",1653769,183,3,0.353,0,1,1,1,0,24,0,24,89,84,"abstral-official-cyOKLSgkgCE-unsplash.jpg","joel-mott-LaK153ghdig-unsplash.jpg",35,30
"833",4957,"6mfmY",1655752,184,3,0.474,1,0,1,0,15,30,15,30,88,90,"gabriel-silverio-u3WmDyKGsrY-unsplash.jpg","matheus-ferrero-pg_WCHWSdT8-unsplash.jpg",30,25
"834",4960,"6mfmY",1657888,185,3,0.629,1,0,1,0,29,45,29,45,93,88,"leilani-angel-K84vnnzxmTQ-unsplash.jpg","sarah-noltner-pL5ZzPp1zqg-unsplash.jpg",33,35
"835",4963,"6mfmY",1659470,186,3,0.075,0,0,1,0,21,26,21,26,91,87,"jessica-felicio-_cvwXhGqG-o-unsplash.jpg","juri-gianfrancesco-9EZadYaMzk4-unsplash.jpg",26,32
"836",4966,"6mfmY",1661237,187,3,0.258,1,1,1,1,19,29,19,29,92,93,"ha-nguy-n-OFSQ6bHjFjs-unsplash.jpg","leilani-angel-K84vnnzxmTQ-unsplash.jpg",27,33
"837",4969,"6mfmY",1663219,188,3,0.474,1,0,1,0,33,30,33,30,80,90,"olena-sergienko-0TSd6uCKTKc-unsplash.jpg","matheus-ferrero-pg_WCHWSdT8-unsplash.jpg",29,25
"838",4972,"6mfmY",1664957,189,3,0.23,0,1,1,1,43,36,43,36,90,68,"raamin-ka-0qJBEzudn5E-unsplash.jpg","ospan-ali-mGdA2fzjWLo-unsplash.jpg",27,29
"839",4975,"6mfmY",1666690,190,3,0.225,0,0,1,0,24,39,24,39,84,92,"joel-mott-LaK153ghdig-unsplash.jpg","philip-martin-5aGUyCW_PJw-unsplash.jpg",30,24
"840",4978,"6mfmY",1668269,191,3,0.071,0,0,1,0,49,39,49,39,91,92,"vicky-hladynets-_gDoyVv5F4c-unsplash.jpg","philip-martin-5aGUyCW_PJw-unsplash.jpg",33,24
"841",4981,"6mfmY",1670739,192,3,0.961,1,1,1,1,9,29,9,29,78,93,"carlos-andres-gomez-vJuk8Y86mRw-unsplash.jpg","leilani-angel-K84vnnzxmTQ-unsplash.jpg",24,33
"842",4984,"6mfmY",1672657,193,3,0.409,1,1,1,1,20,29,20,29,87,93,"houcine-ncib-B4TjXnI0Y2c-unsplash.jpg","leilani-angel-K84vnnzxmTQ-unsplash.jpg",32,33
"843",4987,"6mfmY",1675094,194,3,0.928,1,1,1,1,1,15,1,15,93,88,"aiony-haust-jmATI5Q_YgY-unsplash.jpg","gabriel-silverio-u3WmDyKGsrY-unsplash.jpg",34,30
"844",4990,"6mfmY",1676744,195,3,0.144,0,1,1,1,39,12,39,12,92,88,"philip-martin-5aGUyCW_PJw-unsplash.jpg","daniel-rigdon-dXmXKPP2L4E-unsplash.jpg",24,31
"845",4993,"6mfmY",1678505,196,3,0.25,1,0,1,0,33,9,33,9,80,78,"olena-sergienko-0TSd6uCKTKc-unsplash.jpg","carlos-andres-gomez-vJuk8Y86mRw-unsplash.jpg",29,24
"846",4996,"6mfmY",1680320,197,3,0.306,0,1,1,1,26,23,26,23,87,88,"juri-gianfrancesco-9EZadYaMzk4-unsplash.jpg","joanna-nix-walkup-H4fEMshfwTE-unsplash.jpg",32,28
"847",4999,"6mfmY",1682028,198,3,0.196,1,1,1,1,19,15,19,15,92,88,"ha-nguy-n-OFSQ6bHjFjs-unsplash.jpg","gabriel-silverio-u3WmDyKGsrY-unsplash.jpg",27,30
"848",5002,"6mfmY",1683798,199,3,0.259,1,0,1,0,33,19,33,19,80,92,"olena-sergienko-0TSd6uCKTKc-unsplash.jpg","ha-nguy-n-OFSQ6bHjFjs-unsplash.jpg",29,27
"849",5005,"6mfmY",1685821,200,3,0.513,0,1,1,1,32,23,32,23,71,88,"nathan-dumlao-ger61_TX6oI-unsplash.jpg","joanna-nix-walkup-H4fEMshfwTE-unsplash.jpg",34,28
"850",5008,"6mfmY",1687722,201,3,0.393,0,0,1,0,12,0,12,0,88,89,"daniel-rigdon-dXmXKPP2L4E-unsplash.jpg","abstral-official-cyOKLSgkgCE-unsplash.jpg",31,35
"851",5011,"6mfmY",1689865,202,3,0.637,1,1,1,1,20,27,20,27,87,90,"houcine-ncib-B4TjXnI0Y2c-unsplash.jpg","jurica-koletic-7YVZYZeITc8-unsplash.jpg",32,31
"852",5014,"6mfmY",1691616,203,3,0.242,0,1,1,1,26,36,26,36,87,68,"juri-gianfrancesco-9EZadYaMzk4-unsplash.jpg","ospan-ali-mGdA2fzjWLo-unsplash.jpg",32,29
"853",5017,"6mfmY",1693256,204,3,0.134,0,1,1,1,32,12,32,12,71,88,"nathan-dumlao-ger61_TX6oI-unsplash.jpg","daniel-rigdon-dXmXKPP2L4E-unsplash.jpg",34,31
"854",5020,"6mfmY",1695139,205,3,0.376,0,0,1,0,21,43,21,43,91,90,"jessica-felicio-_cvwXhGqG-o-unsplash.jpg","raamin-ka-0qJBEzudn5E-unsplash.jpg",26,27
"855",5023,"6mfmY",1696944,206,3,0.299,1,0,1,0,48,20,48,20,93,87,"velizar-ivanov-7ktP9yZA1g4-unsplash.jpg","houcine-ncib-B4TjXnI0Y2c-unsplash.jpg",28,32
"856",5026,"6mfmY",1698942,207,3,0.491,0,0,1,0,36,32,36,32,68,71,"ospan-ali-mGdA2fzjWLo-unsplash.jpg","nathan-dumlao-ger61_TX6oI-unsplash.jpg",29,34
"857",5029,"6mfmY",1700828,208,3,0.38,1,0,1,0,33,1,33,1,80,93,"olena-sergienko-0TSd6uCKTKc-unsplash.jpg","aiony-haust-jmATI5Q_YgY-unsplash.jpg",29,34
"858",5032,"6mfmY",1702674,209,3,0.34,0,1,1,1,0,23,0,23,89,88,"abstral-official-cyOKLSgkgCE-unsplash.jpg","joanna-nix-walkup-H4fEMshfwTE-unsplash.jpg",35,28
"859",5035,"6mfmY",1704723,210,3,0.542,0,0,1,0,12,8,12,8,88,75,"daniel-rigdon-dXmXKPP2L4E-unsplash.jpg","bruce-dixon-3M9WJQVHzog-unsplash.jpg",31,25
"860",5038,"6mfmY",1706542,211,3,0.313,1,0,1,0,15,20,15,20,88,87,"gabriel-silverio-u3WmDyKGsrY-unsplash.jpg","houcine-ncib-B4TjXnI0Y2c-unsplash.jpg",30,32
"861",5041,"6mfmY",1708252,212,3,0.2,0,1,1,1,32,24,32,24,71,84,"nathan-dumlao-ger61_TX6oI-unsplash.jpg","joel-mott-LaK153ghdig-unsplash.jpg",34,30
"862",5044,"6mfmY",1710061,213,3,0.302,0,1,1,1,43,49,43,49,90,91,"raamin-ka-0qJBEzudn5E-unsplash.jpg","vicky-hladynets-_gDoyVv5F4c-unsplash.jpg",27,33
"863",5047,"6mfmY",1711623,214,3,0.052,1,1,1,1,45,33,45,33,88,80,"sarah-noltner-pL5ZzPp1zqg-unsplash.jpg","olena-sergienko-0TSd6uCKTKc-unsplash.jpg",35,29
"864",5050,"6mfmY",1713567,215,3,0.434,0,1,1,1,32,49,32,49,71,91,"nathan-dumlao-ger61_TX6oI-unsplash.jpg","vicky-hladynets-_gDoyVv5F4c-unsplash.jpg",34,33
"1081",7157,"8WXnd",629226,0,1,1.4,1,0,0,1,12,17,17,12,66,77,"gleb-lukomets-paBzWCPN23k-unsplash.jpg","daniel-rigdon-dXmXKPP2L4E-unsplash.jpg",31,28
"1082",7160,"8WXnd",632658,1,1,1.897,0,1,0,0,43,25,25,43,82,82,"joseph-gonzalez-iFgRcqHznqg-unsplash.jpg","raamin-ka-0qJBEzudn5E-unsplash.jpg",30,24
"1083",7163,"8WXnd",635627,2,1,1.439,0,1,0,0,10,15,15,10,78,84,"gabriel-silverio-u3WmDyKGsrY-unsplash.jpg","charles-etoroma-95UF6LXe-Lo-unsplash.jpg",33,31
"1084",7166,"8WXnd",638446,3,1,1.277,1,1,1,1,12,34,12,34,77,72,"daniel-rigdon-dXmXKPP2L4E-unsplash.jpg","oliver-johnson-1TUIcKob7Zs-unsplash.jpg",28,35
"1085",7169,"8WXnd",642487,4,1,NA,0,1,NA,NA,NA,NA,8,43,78,82,"bruce-dixon-3M9WJQVHzog-unsplash.jpg","raamin-ka-0qJBEzudn5E-unsplash.jpg",29,24
"1086",7172,"8WXnd",645842,5,1,0.819,1,1,1,1,38,17,38,17,86,66,"petr-sevcovic-HzDF-rxlSeM-unsplash.jpg","gleb-lukomets-paBzWCPN23k-unsplash.jpg",26,31
"1087",7175,"8WXnd",648018,6,1,0.65,1,1,1,1,12,14,12,14,77,82,"daniel-rigdon-dXmXKPP2L4E-unsplash.jpg","freddy-kearney-o-ioeoATbIM-unsplash.jpg",28,32
"1088",7178,"8WXnd",650618,7,1,1.068,0,1,1,1,15,45,15,45,78,89,"gabriel-silverio-u3WmDyKGsrY-unsplash.jpg","sarah-noltner-pL5ZzPp1zqg-unsplash.jpg",33,27
"1089",7181,"8WXnd",654003,8,1,1.841,0,0,0,1,2,29,29,2,86,69,"leilani-angel-K84vnnzxmTQ-unsplash.jpg","arjunsyah-TBUA5KHJn6k-unsplash.jpg",32,28
"1090",7184,"8WXnd",656578,9,1,1.046,1,1,1,1,11,34,11,34,83,72,"christian-ferrer-8vT-DgHZDG4-unsplash.jpg","oliver-johnson-1TUIcKob7Zs-unsplash.jpg",34,35
"1091",7187,"8WXnd",659133,10,1,1.037,1,0,0,1,6,33,33,6,66,87,"olena-sergienko-0TSd6uCKTKc-unsplash.jpg","ben-o-bro-C5XyLljkMrY-unsplash.jpg",25,29
"1092",7190,"8WXnd",661770,11,1,1.096,0,1,1,1,2,43,2,43,69,82,"arjunsyah-TBUA5KHJn6k-unsplash.jpg","raamin-ka-0qJBEzudn5E-unsplash.jpg",28,24
"1093",7193,"8WXnd",664139,12,1,0.833,1,1,1,1,7,1,7,1,77,76,"brooke-cagle-HRZUzoX1e6w-unsplash.jpg","aiony-haust-jmATI5Q_YgY-unsplash.jpg",30,27
"1094",7196,"8WXnd",666929,13,1,1.247,0,0,1,0,45,3,45,3,89,89,"sarah-noltner-pL5ZzPp1zqg-unsplash.jpg","art-hauntington-jzY0KRJopEI-unsplash.jpg",27,26
"1095",7199,"8WXnd",669865,14,1,1.395,1,0,0,1,11,1,1,11,76,83,"aiony-haust-jmATI5Q_YgY-unsplash.jpg","christian-ferrer-8vT-DgHZDG4-unsplash.jpg",27,34
"1096",7202,"8WXnd",672196,15,1,0.799,1,1,1,1,31,17,31,17,86,66,"mathilda-khoo-vLR0YP_otCo-unsplash.jpg","gleb-lukomets-paBzWCPN23k-unsplash.jpg",33,31
"1097",7205,"8WXnd",674706,16,1,0.976,0,1,0,0,20,3,3,20,89,76,"art-hauntington-jzY0KRJopEI-unsplash.jpg","houcine-ncib-B4TjXnI0Y2c-unsplash.jpg",26,35
"1098",7208,"8WXnd",677254,17,1,1.013,0,1,0,0,20,16,16,20,73,76,"giano-currie-5-9YOsmf8IQ-unsplash.jpg","houcine-ncib-B4TjXnI0Y2c-unsplash.jpg",34,35
"1099",7211,"8WXnd",679788,18,1,0.988,0,0,0,1,15,29,29,15,86,78,"leilani-angel-K84vnnzxmTQ-unsplash.jpg","gabriel-silverio-u3WmDyKGsrY-unsplash.jpg",32,33
"1100",7214,"8WXnd",682947,19,1,1.625,0,0,1,0,29,16,29,16,86,73,"leilani-angel-K84vnnzxmTQ-unsplash.jpg","giano-currie-5-9YOsmf8IQ-unsplash.jpg",32,34
"1101",7217,"8WXnd",685730,20,1,1.262,0,1,0,0,45,16,16,45,73,89,"giano-currie-5-9YOsmf8IQ-unsplash.jpg","sarah-noltner-pL5ZzPp1zqg-unsplash.jpg",34,27
"1102",7220,"8WXnd",688402,21,1,1.141,0,1,0,0,20,15,15,20,78,76,"gabriel-silverio-u3WmDyKGsrY-unsplash.jpg","houcine-ncib-B4TjXnI0Y2c-unsplash.jpg",33,35
"1103",7223,"8WXnd",691180,22,1,1.245,0,0,0,1,8,10,10,8,84,78,"charles-etoroma-95UF6LXe-Lo-unsplash.jpg","bruce-dixon-3M9WJQVHzog-unsplash.jpg",31,29
"1104",7226,"8WXnd",693642,23,1,0.95,1,0,0,1,38,1,1,38,76,86,"aiony-haust-jmATI5Q_YgY-unsplash.jpg","petr-sevcovic-HzDF-rxlSeM-unsplash.jpg",27,26
"1105",7229,"8WXnd",696065,24,1,0.879,0,0,1,0,29,3,29,3,86,89,"leilani-angel-K84vnnzxmTQ-unsplash.jpg","art-hauntington-jzY0KRJopEI-unsplash.jpg",32,26
"1106",7232,"8WXnd",698364,25,1,0.772,1,0,0,1,12,33,33,12,66,77,"olena-sergienko-0TSd6uCKTKc-unsplash.jpg","daniel-rigdon-dXmXKPP2L4E-unsplash.jpg",25,28
"1107",7235,"8WXnd",701133,26,1,1.235,0,1,0,0,45,25,25,45,82,89,"joseph-gonzalez-iFgRcqHznqg-unsplash.jpg","sarah-noltner-pL5ZzPp1zqg-unsplash.jpg",30,27
"1108",7238,"8WXnd",703324,27,1,0.65,1,0,0,1,6,34,34,6,72,87,"oliver-johnson-1TUIcKob7Zs-unsplash.jpg","ben-o-bro-C5XyLljkMrY-unsplash.jpg",35,29
"1109",7241,"8WXnd",705621,28,1,0.762,1,1,1,1,38,34,38,34,86,72,"petr-sevcovic-HzDF-rxlSeM-unsplash.jpg","oliver-johnson-1TUIcKob7Zs-unsplash.jpg",26,35
"1110",7244,"8WXnd",707937,29,1,0.781,1,0,0,1,38,33,33,38,66,86,"olena-sergienko-0TSd6uCKTKc-unsplash.jpg","petr-sevcovic-HzDF-rxlSeM-unsplash.jpg",25,26
"1111",7247,"8WXnd",710385,30,1,0.925,1,0,0,1,6,39,39,6,72,87,"philip-martin-5aGUyCW_PJw-unsplash.jpg","ben-o-bro-C5XyLljkMrY-unsplash.jpg",24,29
"1112",7250,"8WXnd",712603,31,1,0.676,1,1,1,1,31,34,31,34,86,72,"mathilda-khoo-vLR0YP_otCo-unsplash.jpg","oliver-johnson-1TUIcKob7Zs-unsplash.jpg",33,35
"1113",7253,"8WXnd",715513,32,1,1.39,1,0,0,1,31,39,39,31,72,86,"philip-martin-5aGUyCW_PJw-unsplash.jpg","mathilda-khoo-vLR0YP_otCo-unsplash.jpg",24,33
"1114",7256,"8WXnd",718401,33,1,1.357,0,0,1,0,10,25,10,25,84,82,"charles-etoroma-95UF6LXe-Lo-unsplash.jpg","joseph-gonzalez-iFgRcqHznqg-unsplash.jpg",31,30
"1115",7259,"8WXnd",720817,34,1,0.881,1,0,0,1,6,1,1,6,76,87,"aiony-haust-jmATI5Q_YgY-unsplash.jpg","ben-o-bro-C5XyLljkMrY-unsplash.jpg",27,29
"1116",7262,"8WXnd",723873,35,1,1.519,0,1,1,1,15,40,15,40,78,84,"gabriel-silverio-u3WmDyKGsrY-unsplash.jpg","prince-akachi-4Yv84VgQkRM-unsplash.jpg",33,25
"1117",7265,"8WXnd",726372,36,1,0.948,1,0,0,1,7,14,14,7,82,77,"freddy-kearney-o-ioeoATbIM-unsplash.jpg","brooke-cagle-HRZUzoX1e6w-unsplash.jpg",32,30
"1118",7268,"8WXnd",729521,37,1,1.629,0,0,1,0,43,16,43,16,82,73,"raamin-ka-0qJBEzudn5E-unsplash.jpg","giano-currie-5-9YOsmf8IQ-unsplash.jpg",24,34
"1119",7271,"8WXnd",731930,38,1,0.877,1,0,0,1,12,39,39,12,72,77,"philip-martin-5aGUyCW_PJw-unsplash.jpg","daniel-rigdon-dXmXKPP2L4E-unsplash.jpg",24,28
"1120",7274,"8WXnd",734427,39,1,0.966,0,0,1,0,20,25,20,25,76,82,"houcine-ncib-B4TjXnI0Y2c-unsplash.jpg","joseph-gonzalez-iFgRcqHznqg-unsplash.jpg",35,30
"1121",7277,"8WXnd",736841,40,1,0.877,0,0,1,0,29,8,29,8,86,78,"leilani-angel-K84vnnzxmTQ-unsplash.jpg","bruce-dixon-3M9WJQVHzog-unsplash.jpg",32,29
"1122",7280,"8WXnd",739340,41,1,0.966,0,1,0,0,20,2,2,20,69,76,"arjunsyah-TBUA5KHJn6k-unsplash.jpg","houcine-ncib-B4TjXnI0Y2c-unsplash.jpg",28,35
"1123",7283,"8WXnd",741593,42,1,0.71,0,1,0,0,40,2,2,40,69,84,"arjunsyah-TBUA5KHJn6k-unsplash.jpg","prince-akachi-4Yv84VgQkRM-unsplash.jpg",28,25
"1124",7286,"8WXnd",743690,43,1,0.572,1,1,1,1,7,39,7,39,77,72,"brooke-cagle-HRZUzoX1e6w-unsplash.jpg","philip-martin-5aGUyCW_PJw-unsplash.jpg",30,24
"1125",7289,"8WXnd",745913,44,1,0.689,0,0,1,0,10,16,10,16,84,73,"charles-etoroma-95UF6LXe-Lo-unsplash.jpg","giano-currie-5-9YOsmf8IQ-unsplash.jpg",31,34
"1126",7292,"8WXnd",748297,45,1,0.839,1,1,1,1,31,14,31,14,86,82,"mathilda-khoo-vLR0YP_otCo-unsplash.jpg","freddy-kearney-o-ioeoATbIM-unsplash.jpg",33,32
"1127",7295,"8WXnd",750444,46,1,0.609,1,1,1,1,12,1,12,1,77,76,"daniel-rigdon-dXmXKPP2L4E-unsplash.jpg","aiony-haust-jmATI5Q_YgY-unsplash.jpg",28,27
"1128",7298,"8WXnd",752970,47,1,0.988,1,0,0,1,6,17,17,6,66,87,"gleb-lukomets-paBzWCPN23k-unsplash.jpg","ben-o-bro-C5XyLljkMrY-unsplash.jpg",31,29
"1129",7301,"8WXnd",755247,48,1,0.756,1,1,1,1,11,14,11,14,83,82,"christian-ferrer-8vT-DgHZDG4-unsplash.jpg","freddy-kearney-o-ioeoATbIM-unsplash.jpg",34,32
"1130",7304,"8WXnd",758401,49,1,1.643,0,0,0,1,15,43,43,15,82,78,"raamin-ka-0qJBEzudn5E-unsplash.jpg","gabriel-silverio-u3WmDyKGsrY-unsplash.jpg",24,33
"1131",7307,"8WXnd",760506,50,1,0.577,0,0,1,0,29,25,29,25,86,82,"leilani-angel-K84vnnzxmTQ-unsplash.jpg","joseph-gonzalez-iFgRcqHznqg-unsplash.jpg",32,30
"1132",7310,"8WXnd",762585,51,1,0.537,1,1,1,1,31,1,31,1,86,76,"mathilda-khoo-vLR0YP_otCo-unsplash.jpg","aiony-haust-jmATI5Q_YgY-unsplash.jpg",33,27
"1133",7313,"8WXnd",764802,52,1,0.678,1,1,1,1,38,39,38,39,86,72,"petr-sevcovic-HzDF-rxlSeM-unsplash.jpg","philip-martin-5aGUyCW_PJw-unsplash.jpg",26,24
"1134",7316,"8WXnd",766881,53,1,0.537,1,1,1,1,11,17,11,17,83,66,"christian-ferrer-8vT-DgHZDG4-unsplash.jpg","gleb-lukomets-paBzWCPN23k-unsplash.jpg",34,31
"1135",7319,"8WXnd",769267,54,1,0.817,1,0,0,1,7,34,34,7,72,77,"oliver-johnson-1TUIcKob7Zs-unsplash.jpg","brooke-cagle-HRZUzoX1e6w-unsplash.jpg",35,30
"1136",7322,"8WXnd",771401,55,1,0.607,1,1,1,1,38,14,38,14,86,82,"petr-sevcovic-HzDF-rxlSeM-unsplash.jpg","freddy-kearney-o-ioeoATbIM-unsplash.jpg",26,32
"1137",7325,"8WXnd",773713,56,1,0.78,1,0,0,1,6,14,14,6,82,87,"freddy-kearney-o-ioeoATbIM-unsplash.jpg","ben-o-bro-C5XyLljkMrY-unsplash.jpg",32,29
"1138",7328,"8WXnd",776116,57,1,0.871,0,0,1,0,40,16,40,16,84,73,"prince-akachi-4Yv84VgQkRM-unsplash.jpg","giano-currie-5-9YOsmf8IQ-unsplash.jpg",25,34
"1139",7331,"8WXnd",778245,58,1,0.592,1,0,0,1,11,33,33,11,66,83,"olena-sergienko-0TSd6uCKTKc-unsplash.jpg","christian-ferrer-8vT-DgHZDG4-unsplash.jpg",25,34
"1140",7334,"8WXnd",780708,59,1,0.935,0,1,0,0,45,2,2,45,69,89,"arjunsyah-TBUA5KHJn6k-unsplash.jpg","sarah-noltner-pL5ZzPp1zqg-unsplash.jpg",28,27
"1141",7337,"8WXnd",783167,60,1,0.944,0,1,0,0,45,8,8,45,78,89,"bruce-dixon-3M9WJQVHzog-unsplash.jpg","sarah-noltner-pL5ZzPp1zqg-unsplash.jpg",29,27
"1142",7340,"8WXnd",785301,61,1,0.588,1,0,0,1,7,33,33,7,66,77,"olena-sergienko-0TSd6uCKTKc-unsplash.jpg","brooke-cagle-HRZUzoX1e6w-unsplash.jpg",25,30
"1143",7343,"8WXnd",787389,62,1,0.558,1,1,1,1,7,17,7,17,77,66,"brooke-cagle-HRZUzoX1e6w-unsplash.jpg","gleb-lukomets-paBzWCPN23k-unsplash.jpg",30,31
"1144",7346,"8WXnd",790088,63,1,1.164,0,0,1,0,40,8,40,8,84,78,"prince-akachi-4Yv84VgQkRM-unsplash.jpg","bruce-dixon-3M9WJQVHzog-unsplash.jpg",25,29
"1145",7349,"8WXnd",792265,64,1,0.652,0,1,0,0,40,3,3,40,89,84,"art-hauntington-jzY0KRJopEI-unsplash.jpg","prince-akachi-4Yv84VgQkRM-unsplash.jpg",26,25
"1146",7352,"8WXnd",794599,65,1,0.81,0,0,1,0,43,3,43,3,82,89,"raamin-ka-0qJBEzudn5E-unsplash.jpg","art-hauntington-jzY0KRJopEI-unsplash.jpg",24,26
"1147",7355,"8WXnd",796757,66,1,0.632,1,0,0,1,11,39,39,11,72,83,"philip-martin-5aGUyCW_PJw-unsplash.jpg","christian-ferrer-8vT-DgHZDG4-unsplash.jpg",24,34
"1148",7358,"8WXnd",798837,67,1,0.538,1,1,1,1,31,33,31,33,86,66,"mathilda-khoo-vLR0YP_otCo-unsplash.jpg","olena-sergienko-0TSd6uCKTKc-unsplash.jpg",33,25
"1149",7361,"8WXnd",801224,68,1,0.842,0,0,1,0,10,3,10,3,84,89,"charles-etoroma-95UF6LXe-Lo-unsplash.jpg","art-hauntington-jzY0KRJopEI-unsplash.jpg",31,26
"1150",7364,"8WXnd",803557,69,1,0.809,0,1,0,0,20,8,8,20,78,76,"bruce-dixon-3M9WJQVHzog-unsplash.jpg","houcine-ncib-B4TjXnI0Y2c-unsplash.jpg",29,35
"1151",7367,"8WXnd",805910,70,1,0.808,0,1,0,0,40,25,25,40,82,84,"joseph-gonzalez-iFgRcqHznqg-unsplash.jpg","prince-akachi-4Yv84VgQkRM-unsplash.jpg",30,25
"1152",7370,"8WXnd",808149,71,1,0.71,0,0,1,0,10,2,10,2,84,69,"charles-etoroma-95UF6LXe-Lo-unsplash.jpg","arjunsyah-TBUA5KHJn6k-unsplash.jpg",31,28
"1153",7374,"8WXnd",811824,72,2,0.729,0,1,0,0,43,8,8,43,78,82,"bruce-dixon-3M9WJQVHzog-unsplash.jpg","raamin-ka-0qJBEzudn5E-unsplash.jpg",29,24
"1154",7377,"8WXnd",813936,73,2,0.582,1,1,1,1,7,34,7,34,77,72,"brooke-cagle-HRZUzoX1e6w-unsplash.jpg","oliver-johnson-1TUIcKob7Zs-unsplash.jpg",30,35
"1155",7380,"8WXnd",816157,74,2,0.68,1,0,0,1,11,17,17,11,66,83,"gleb-lukomets-paBzWCPN23k-unsplash.jpg","christian-ferrer-8vT-DgHZDG4-unsplash.jpg",31,34
"1156",7383,"8WXnd",818264,75,2,0.572,1,0,0,1,11,39,39,11,72,83,"philip-martin-5aGUyCW_PJw-unsplash.jpg","christian-ferrer-8vT-DgHZDG4-unsplash.jpg",24,34
"1157",7386,"8WXnd",820453,76,2,0.654,1,1,1,1,12,39,12,39,77,72,"daniel-rigdon-dXmXKPP2L4E-unsplash.jpg","philip-martin-5aGUyCW_PJw-unsplash.jpg",28,24
