PID,practice,trial,run,task,stimulus_duration,iti,is_odd_ball,path,response,rt,version,no_response,acc
37104,1,1,0,NaN,400,300,0,Stimuli/Practice_stims/Localizer/annie-spratt-g9KFpAfQ5bc-unsplash.jpg,0,192,1,0,1
37104,1,2,0,NaN,400,300,0,Stimuli/Practice_stims/Localizer/becca-tapert-sY5RjMB1KkE-unsplash.jpg,0,302,1,0,1
37104,1,3,0,NaN,400,300,1,Stimuli/Practice_stims/Localizer/charl-durand-bsfXvI25iNg-unsplash.jpg,1,382,1,0,1
37104,1,4,0,NaN,400,300,0,Stimuli/Practice_stims/Localizer/nizar-albusaidy-B2r2SWAf5CE-unsplash.jpg,0,342,1,0,1
37104,1,5,0,NaN,400,300,1,Stimuli/Practice_stims/Localizer/randy-fath-epf1tdtIIkM-unsplash.jpg,1,397,1,0,1
37104,1,6,0,NaN,400,300,0,Stimuli/Practice_stims/Localizer/yassine-khalfalli-adsQ9d_Cx0c-unsplash.jpg,0,372,1,0,1
37104,0,7,1,faces,400,300,0,Stimuli/Experimental_stims/localizer/faces/christina-wocintechchat-com-0Zx1bDv5BNY-unsplash.jpg,NaN,NaN,1,1,0
37104,0,8,1,faces,400,300,0,Stimuli/Experimental_stims/localizer/faces/jeffery-erhunse-BQMZ5ligqps-unsplash.jpg,0,353,1,0,1
37104,0,9,1,faces,400,300,0,Stimuli/Experimental_stims/localizer/faces/matheus-ferrero-W7b3eDUb_2I-unsplash.jpg,0,357,1,0,1
37104,0,10,1,faces,400,300,1,Stimuli/Experimental_stims/localizer/faces/jurica-koletic-7YVZYZeITc8-unsplash.jpg,1,339,1,0,1
37104,0,11,1,faces,400,300,0,Stimuli/Experimental_stims/localizer/faces/drew-hays-agGIKYs4mYs-unsplash.jpg,0,380,1,0,1
37104,0,12,1,faces,400,300,0,Stimuli/Experimental_stims/localizer/faces/rui-silvestre-hAMJpesMeDE-unsplash.jpg,NaN,NaN,1,1,0
37104,0,13,1,faces,400,300,0,Stimuli/Experimental_stims/localizer/faces/sean-kong--1B_y4wGs-s-unsplash.jpg,0,380,1,0,1
37104,0,14,1,faces,400,300,0,Stimuli/Experimental_stims/localizer/faces/vince-fleming-j3lf-Jn6deo-unsplash.jpg,0,380,1,0,1
37104,0,15,1,faces,400,300,0,Stimuli/Experimental_stims/localizer/faces/tyler-nix-ZGa9d1a_4tA-unsplash.jpg,0,382,1,0,1
37104,0,16,1,faces,400,300,0,Stimuli/Experimental_stims/localizer/faces/abstral-official-cyOKLSgkgCE-unsplash.jpg,0,349,1,0,1
37104,0,17,1,faces,400,300,0,Stimuli/Experimental_stims/localizer/faces/ethan-haddox-__ng3cRXmFE-unsplash.jpg,0,365,1,0,1
37104,0,18,1,faces,400,300,0,Stimuli/Experimental_stims/localizer/faces/foto-sushi-6anudmpILw4-unsplash.jpg,0,371,1,0,1
37104,0,19,1,faces,400,300,0,Stimuli/Experimental_stims/localizer/faces/christian-ferrer-8vT-DgHZDG4-unsplash.jpg,0,348,1,0,1
37104,0,20,1,faces,400,300,0,Stimuli/Experimental_stims/localizer/faces/stephanie-nakagawa-ADSKIn0ScDg-unsplash.jpg,0,367,1,0,1
37104,0,21,1,faces,400,300,1,Stimuli/Experimental_stims/localizer/faces/toa-heftiba-2O1EUSTRBrY-unsplash.jpg,NaN,NaN,1,1,0
37104,0,22,1,faces,400,300,0,Stimuli/Experimental_stims/localizer/faces/darshan-patel-QJEVpydulGs-unsplash.jpg,NaN,NaN,1,1,0
37104,0,23,1,faces,400,300,0,Stimuli/Experimental_stims/localizer/faces/mubariz-mehdizadeh-o-wlIFT4zE4-unsplash.jpg,0,393,1,0,1
37104,0,24,1,faces,400,300,0,Stimuli/Experimental_stims/localizer/faces/midas-hofstra-tidSLv-UaNs-unsplash.jpg,0,348,1,0,1
37104,0,25,1,faces,400,300,0,Stimuli/Experimental_stims/localizer/faces/toa-heftiba-O3ymvT7Wf9U-unsplash.jpg,0,355,1,0,1
37104,0,26,1,faces,400,14000,0,Stimuli/Experimental_stims/localizer/faces/katsiaryna-endruszkiewicz-BteCp6aq4GI-unsplash.jpg,NaN,NaN,1,1,0
37104,0,27,1,outdoor_scenes,400,300,0,Stimuli/Experimental_stims/localizer/outdoor_scenes/jaanus-jagomagi-FddgewYQF2M-unsplash.jpg,NaN,NaN,1,1,0
37104,0,28,1,outdoor_scenes,400,300,1,Stimuli/Experimental_stims/localizer/outdoor_scenes/v2osk-1Z2niiBPg5A-unsplash.jpg,0,343,1,0,0
37104,0,29,1,outdoor_scenes,400,300,0,Stimuli/Experimental_stims/localizer/outdoor_scenes/wai-siew-mTFyV8oNDzU-unsplash.jpg,0,351,1,0,1
37104,0,30,1,outdoor_scenes,400,300,0,Stimuli/Experimental_stims/localizer/outdoor_scenes/jay-cai-F_laX9E8CUo-unsplash.jpg,NaN,NaN,1,1,0
37104,0,31,1,outdoor_scenes,400,300,0,Stimuli/Experimental_stims/localizer/outdoor_scenes/jeremy-cai-ucYWe5mzTMU-unsplash.jpg,0,376,1,0,1
37104,0,32,1,outdoor_scenes,400,300,0,Stimuli/Experimental_stims/localizer/outdoor_scenes/erol-ahmed-d3pTF3r_hwY-unsplash.jpg,0,343,1,0,1
37104,0,33,1,outdoor_scenes,400,300,0,Stimuli/Experimental_stims/localizer/outdoor_scenes/quino-al-vmZ2DehWQ3Q-unsplash.jpg,0,352,1,0,1
37104,0,34,1,outdoor_scenes,400,300,0,Stimuli/Experimental_stims/localizer/outdoor_scenes/kenneth-thewissen-D76DklsG-5U-unsplash.jpg,0,357,1,0,1
37104,0,35,1,outdoor_scenes,400,300,0,Stimuli/Experimental_stims/localizer/outdoor_scenes/johny-goerend-U_diPCXCBxU-unsplash.jpg,0,362,1,0,1
37104,0,36,1,outdoor_scenes,400,300,0,Stimuli/Experimental_stims/localizer/outdoor_scenes/ken-cheung-KonWFWUaAuk-unsplash.jpg,0,347,1,0,1
