PID,practice,trial,run,task,stimulus_duration,iti,is_odd_ball,path,response,rt,version,no_response,acc
36236,1,1,0,NaN,400,300,0,Stimuli/Practice_stims/Localizer/annie-spratt-g9KFpAfQ5bc-unsplash.jpg,0,76,1,0,1
36236,1,2,0,NaN,400,300,0,Stimuli/Practice_stims/Localizer/becca-tapert-sY5RjMB1KkE-unsplash.jpg,0,21,1,0,1
36236,1,3,0,NaN,400,300,1,Stimuli/Practice_stims/Localizer/charl-durand-bsfXvI25iNg-unsplash.jpg,1,125,1,0,1
36236,1,4,0,NaN,400,300,0,Stimuli/Practice_stims/Localizer/nizar-albusaidy-B2r2SWAf5CE-unsplash.jpg,0,87,1,0,1
36236,1,5,0,NaN,400,300,1,Stimuli/Practice_stims/Localizer/randy-fath-epf1tdtIIkM-unsplash.jpg,0,1,1,0,0
36236,1,6,0,NaN,400,300,0,Stimuli/Practice_stims/Localizer/yassine-khalfalli-adsQ9d_Cx0c-unsplash.jpg,1,88,1,0,0
36236,0,7,1,faces,400,300,0,Stimuli/Experimental_stims/localizer/faces/christina-wocintechchat-com-0Zx1bDv5BNY-unsplash.jpg,NaN,NaN,1,1,0
36236,0,8,1,faces,400,300,0,Stimuli/Experimental_stims/localizer/faces/jeffery-erhunse-BQMZ5ligqps-unsplash.jpg,0,193,1,0,1
36236,0,9,1,faces,400,300,0,Stimuli/Experimental_stims/localizer/faces/matheus-ferrero-W7b3eDUb_2I-unsplash.jpg,1,6,1,0,0
36236,0,10,1,faces,400,300,1,Stimuli/Experimental_stims/localizer/faces/jurica-koletic-7YVZYZeITc8-unsplash.jpg,0,238,1,0,0
36236,0,11,1,faces,400,300,0,Stimuli/Experimental_stims/localizer/faces/drew-hays-agGIKYs4mYs-unsplash.jpg,1,279,1,0,0
36236,0,12,1,faces,400,300,0,Stimuli/Experimental_stims/localizer/faces/rui-silvestre-hAMJpesMeDE-unsplash.jpg,0,109,1,0,1
36236,0,13,1,faces,400,300,0,Stimuli/Experimental_stims/localizer/faces/sean-kong--1B_y4wGs-s-unsplash.jpg,0,88,1,0,1
36236,0,14,1,faces,400,300,0,Stimuli/Experimental_stims/localizer/faces/vince-fleming-j3lf-Jn6deo-unsplash.jpg,0,2,1,0,1
36236,0,15,1,faces,400,300,0,Stimuli/Experimental_stims/localizer/faces/tyler-nix-ZGa9d1a_4tA-unsplash.jpg,NaN,NaN,1,1,0
36236,0,16,1,faces,400,300,0,Stimuli/Experimental_stims/localizer/faces/abstral-official-cyOKLSgkgCE-unsplash.jpg,1,287,1,0,0
36236,0,17,1,faces,400,300,0,Stimuli/Experimental_stims/localizer/faces/ethan-haddox-__ng3cRXmFE-unsplash.jpg,0,168,1,0,1
36236,0,18,1,faces,400,300,0,Stimuli/Experimental_stims/localizer/faces/foto-sushi-6anudmpILw4-unsplash.jpg,NaN,NaN,1,1,0
36236,0,19,1,faces,400,300,0,Stimuli/Experimental_stims/localizer/faces/christian-ferrer-8vT-DgHZDG4-unsplash.jpg,NaN,NaN,1,1,0
36236,0,20,1,faces,400,300,0,Stimuli/Experimental_stims/localizer/faces/stephanie-nakagawa-ADSKIn0ScDg-unsplash.jpg,NaN,NaN,1,1,0
36236,0,21,1,faces,400,300,1,Stimuli/Experimental_stims/localizer/faces/toa-heftiba-2O1EUSTRBrY-unsplash.jpg,NaN,NaN,1,1,0
36236,0,22,1,faces,400,300,0,Stimuli/Experimental_stims/localizer/faces/darshan-patel-QJEVpydulGs-unsplash.jpg,1,302,1,0,0
36236,0,23,1,faces,400,300,0,Stimuli/Experimental_stims/localizer/faces/mubariz-mehdizadeh-o-wlIFT4zE4-unsplash.jpg,1,34,1,0,0
36236,0,24,1,faces,400,300,0,Stimuli/Experimental_stims/localizer/faces/midas-hofstra-tidSLv-UaNs-unsplash.jpg,0,28,1,0,1
36236,0,25,1,faces,400,300,0,Stimuli/Experimental_stims/localizer/faces/toa-heftiba-O3ymvT7Wf9U-unsplash.jpg,1,66,1,0,0
36236,0,26,1,faces,400,14000,0,Stimuli/Experimental_stims/localizer/faces/katsiaryna-endruszkiewicz-BteCp6aq4GI-unsplash.jpg,1,10,1,0,0
36236,0,27,1,outdoor_scenes,400,300,0,Stimuli/Experimental_stims/localizer/outdoor_scenes/jaanus-jagomagi-FddgewYQF2M-unsplash.jpg,1,125,1,0,0
36236,0,28,1,outdoor_scenes,400,300,1,Stimuli/Experimental_stims/localizer/outdoor_scenes/v2osk-1Z2niiBPg5A-unsplash.jpg,0,67,1,0,0
36236,0,29,1,outdoor_scenes,400,300,0,Stimuli/Experimental_stims/localizer/outdoor_scenes/wai-siew-mTFyV8oNDzU-unsplash.jpg,1,299,1,0,0
36236,0,30,1,outdoor_scenes,400,300,0,Stimuli/Experimental_stims/localizer/outdoor_scenes/jay-cai-F_laX9E8CUo-unsplash.jpg,1,134,1,0,0
36236,0,31,1,outdoor_scenes,400,300,0,Stimuli/Experimental_stims/localizer/outdoor_scenes/jeremy-cai-ucYWe5mzTMU-unsplash.jpg,0,77,1,0,1
36236,0,32,1,outdoor_scenes,400,300,0,Stimuli/Experimental_stims/localizer/outdoor_scenes/erol-ahmed-d3pTF3r_hwY-unsplash.jpg,0,198,1,0,1
36236,0,33,1,outdoor_scenes,400,300,0,Stimuli/Experimental_stims/localizer/outdoor_scenes/quino-al-vmZ2DehWQ3Q-unsplash.jpg,0,235,1,0,1
36236,0,34,1,outdoor_scenes,400,300,0,Stimuli/Experimental_stims/localizer/outdoor_scenes/kenneth-thewissen-D76DklsG-5U-unsplash.jpg,0,277,1,0,1
36236,0,35,1,outdoor_scenes,400,300,0,Stimuli/Experimental_stims/localizer/outdoor_scenes/johny-goerend-U_diPCXCBxU-unsplash.jpg,1,141,1,0,0
36236,0,36,1,outdoor_scenes,400,300,0,Stimuli/Experimental_stims/localizer/outdoor_scenes/ken-cheung-KonWFWUaAuk-unsplash.jpg,1,323,1,0,0
36236,0,37,1,outdoor_scenes,400,300,0,Stimuli/Experimental_stims/localizer/outdoor_scenes/alessio-furlan-Vw3a0HgE7AM-unsplash.jpg,0,11,1,0,1
36236,0,38,1,outdoor_scenes,400,300,0,Stimuli/Experimental_stims/localizer/outdoor_scenes/ricardo-gomez-angel-dTSaC-S-7fs-unsplash.jpg,0,114,1,0,1
36236,0,39,1,outdoor_scenes,400,300,0,Stimuli/Experimental_stims/localizer/outdoor_scenes/samuel-ferrara-IEHPDNk2-8w-unsplash.jpg,0,43,1,0,1
36236,0,40,1,outdoor_scenes,400,300,0,Stimuli/Experimental_stims/localizer/outdoor_scenes/pietro-de-grandi-T7K4aEPoGGk-unsplash.jpg,0,146,1,0,1
36236,0,41,1,outdoor_scenes,400,300,0,Stimuli/Experimental_stims/localizer/outdoor_scenes/tomasz-filipek-CUWC-6MRcNg-unsplash.jpg,1,76,1,0,0
36236,0,42,1,outdoor_scenes,400,300,0,Stimuli/Experimental_stims/localizer/outdoor_scenes/cayetano-gil-rguHxZmOF5U-unsplash.jpg,1,3,1,0,0
36236,0,43,1,outdoor_scenes,400,300,0,Stimuli/Experimental_stims/localizer/outdoor_scenes/nikola-majksner-hXNGeAFOgT4-unsplash.jpg,1,56,1,0,0
36236,0,44,1,outdoor_scenes,400,300,1,Stimuli/Experimental_stims/localizer/outdoor_scenes/wil-stewart-pHANr-CpbYM-unsplash.jpg,1,2,1,0,1
36236,0,45,1,outdoor_scenes,400,300,0,Stimuli/Experimental_stims/localizer/outdoor_scenes/chang-qing-2YQoKbyGvDc-unsplash.jpg,1,122,1,0,0
36236,0,46,1,outdoor_scenes,400,14000,0,Stimuli/Experimental_stims/localizer/outdoor_scenes/solotravelgoals-7kLufxYoqWk-unsplash.jpg,1,111,1,0,0
36236,0,47,1,body_parts,400,300,0,Stimuli/Experimental_stims/localizer/body_parts/jeremy-bishop-mLd3hAaH2ns-unsplash.jpg,1,150,1,0,0
36236,0,48,1,body_parts,400,300,0,Stimuli/Experimental_stims/localizer/body_parts/lilartsy-1KkhQ8uL28g-unsplash.jpg,0,1,1,0,1
36236,0,49,1,body_parts,400,300,0,Stimuli/Experimental_stims/localizer/body_parts/toa-heftiba-qxvWnfHb3-M-unsplash.jpg,0,180,1,0,1
36236,0,50,1,body_parts,400,300,1,Stimuli/Experimental_stims/localizer/body_parts/callum-skelton-3KLMq7y46nA-unsplash.jpg,0,108,1,0,0
36236,0,51,1,body_parts,400,300,0,Stimuli/Experimental_stims/localizer/body_parts/ant-rozetsky-bXQd8JXx0vs-unsplash.jpg,0,37,1,0,1
36236,0,52,1,body_parts,400,300,0,Stimuli/Experimental_stims/localizer/body_parts/boyd-christiansen-uVj7kewrZ-o-unsplash.jpg,0,154,1,0,1
36236,0,53,1,body_parts,400,300,0,Stimuli/Experimental_stims/localizer/body_parts/helen-ast-l2iY5Sh0mTg-unsplash.jpg,1,66,1,0,0
36236,0,54,1,body_parts,400,300,0,Stimuli/Experimental_stims/localizer/body_parts/pure-julia-E9Q4bqYHtIM-unsplash.jpg,0,105,1,0,1
36236,0,55,1,body_parts,400,300,0,Stimuli/Experimental_stims/localizer/body_parts/sina-rezakhani-d1gQi0Jl05U-unsplash (1).jpg,0,226,1,0,1
36236,0,56,1,body_parts,400,300,0,Stimuli/Experimental_stims/localizer/body_parts/megan-menegay-UojxG_BJxnI-unsplash.jpg,0,100,1,0,1
36236,0,57,1,body_parts,400,300,0,Stimuli/Experimental_stims/localizer/body_parts/sincerely-media-7TBFwUQA6Xk-unsplash.jpg,0,170,1,0,1
36236,0,58,1,body_parts,400,300,0,Stimuli/Experimental_stims/localizer/body_parts/sincerely-media-pdynOoM7xmA-unsplash.jpg,0,66,1,0,1
36236,0,59,1,body_parts,400,300,0,Stimuli/Experimental_stims/localizer/body_parts/adrien-king-XzBluXxBoyQ-unsplash.jpg,0,169,1,0,1
36236,0,60,1,body_parts,400,300,1,Stimuli/Experimental_stims/localizer/body_parts/nattalia-nunez-MB9sdDfZMSg-unsplash.jpg,0,28,1,0,0
36236,0,61,1,body_parts,400,300,0,Stimuli/Experimental_stims/localizer/body_parts/louis-hansel-FjKTMRTQYAs-unsplash.jpg,0,96,1,0,1
36236,0,62,1,body_parts,400,300,0,Stimuli/Experimental_stims/localizer/body_parts/jonathan-borba-hTwH8QFkPMs-unsplash.jpg,0,89,1,0,1
36236,0,63,1,body_parts,400,300,0,Stimuli/Experimental_stims/localizer/body_parts/hu-chen-tCbTGNwrFNM-unsplash.jpg,0,100,1,0,1
36236,0,64,1,body_parts,400,300,0,Stimuli/Experimental_stims/localizer/body_parts/danie-franco-jyyNiSEcCl4-unsplash.jpg,0,124,1,0,1
36236,0,65,1,body_parts,400,300,0,Stimuli/Experimental_stims/localizer/body_parts/natalie-grainger-8uB5kFKWWkk-unsplash.jpg,0,1,1,0,1
36236,0,66,1,body_parts,400,14000,0,Stimuli/Experimental_stims/localizer/body_parts/apostolos-vamvouras-g5wKHRu2QW0-unsplash.jpg,0,137,1,0,1
36236,0,67,1,objects,400,300,1,Stimuli/Experimental_stims/localizer/objects/quaritsch-photography-lZ8onQ1wuY8-unsplash.jpg,0,204,1,0,0
36236,0,68,1,objects,400,300,0,Stimuli/Experimental_stims/localizer/objects/ana-9GmAaEMMKho-unsplash.jpg,0,33,1,0,1
36236,0,69,1,objects,400,300,0,Stimuli/Experimental_stims/localizer/objects/nordwood-themes-nDd3dIkkOLo-unsplash.jpg,1,120,1,0,0
36236,0,70,1,objects,400,300,0,Stimuli/Experimental_stims/localizer/objects/kelly-jean-cKjbI0Y00X0-unsplash.jpg,1,109,1,0,0
36236,0,71,1,objects,400,300,0,Stimuli/Experimental_stims/localizer/objects/florian-klauer-nptLmg6jqDo-unsplash.jpg,0,149,1,0,1
36236,0,72,1,objects,400,300,0,Stimuli/Experimental_stims/localizer/objects/nicolas-hippert-SVgX47QIUlc-unsplash.jpg,0,9,1,0,1
36236,0,73,1,objects,400,300,0,Stimuli/Experimental_stims/localizer/objects/florian-klauer-mk7D-4UCfmg-unsplash.jpg,0,95,1,0,1
36236,0,74,1,objects,400,300,0,Stimuli/Experimental_stims/localizer/objects/alex-lvrs-2zDw14yCYqk-unsplash.jpg,0,6,1,0,1
36236,0,75,1,objects,400,300,0,Stimuli/Experimental_stims/localizer/objects/hipster-mum-XookgCxFw6Q-unsplash.jpg,0,207,1,0,1
36236,0,76,1,objects,400,300,0,Stimuli/Experimental_stims/localizer/objects/ian-talmacs-ugqU0a4P18U-unsplash.jpg,0,107,1,0,1
36236,0,77,1,objects,400,300,0,Stimuli/Experimental_stims/localizer/objects/chris-briggs-FobzAZJGM9M-unsplash.jpg,0,43,1,0,1
36236,0,78,1,objects,400,300,0,Stimuli/Experimental_stims/localizer/objects/recha-oktaviani-t__61ap00Mc-unsplash.jpg,0,178,1,0,1
36236,0,79,1,objects,400,300,0,Stimuli/Experimental_stims/localizer/objects/jonny-caspari-wsvCC6UyKjs-unsplash.jpg,0,57,1,0,1
36236,0,80,1,objects,400,300,0,Stimuli/Experimental_stims/localizer/objects/markus-spiske-ANrVtttbNss-unsplash.jpg,0,145,1,0,1
36236,0,81,1,objects,400,300,0,Stimuli/Experimental_stims/localizer/objects/ignat-dolomanov-kFBDVnmskPA-unsplash.jpg,0,42,1,0,1
36236,0,82,1,objects,400,300,0,Stimuli/Experimental_stims/localizer/objects/mockup-graphics-Pj2PY-E-LfM-unsplash.jpg,0,115,1,0,1
36236,0,83,1,objects,400,300,0,Stimuli/Experimental_stims/localizer/objects/lance-reis-v0FYj9iioQg-unsplash.jpg,0,172,1,0,1
36236,0,84,1,objects,400,300,0,Stimuli/Experimental_stims/localizer/objects/mockup-graphics-U6ZMEefFGx8-unsplash.jpg,0,21,1,0,1
36236,0,85,1,objects,400,300,1,Stimuli/Experimental_stims/localizer/objects/engin-akyurt-bbbKzTmY2Gg-unsplash.jpg,0,78,1,0,0
36236,0,86,1,objects,400,14000,0,Stimuli/Experimental_stims/localizer/objects/eugene-chystiakov-3neSwyntbQ8-unsplash.jpg,0,146,1,0,1
36236,0,87,1,body_parts,400,300,0,Stimuli/Experimental_stims/localizer/body_parts/bady-abbas-N-VEeMnm7gE-unsplash.jpg,1,102,1,0,0
36236,0,88,1,body_parts,400,300,1,Stimuli/Experimental_stims/localizer/body_parts/sincerely-media-QyzlAZjm0r0-unsplash.jpg,0,46,1,0,0
36236,0,89,1,body_parts,400,300,0,Stimuli/Experimental_stims/localizer/body_parts/jeremy-yap-TfJEi17kA0w-unsplash.jpg,1,87,1,0,0
36236,0,90,1,body_parts,400,300,0,Stimuli/Experimental_stims/localizer/body_parts/matheus-frade-eyzdb1C3JDM-unsplash.jpg,0,32,1,0,1
36236,0,91,1,body_parts,400,300,0,Stimuli/Experimental_stims/localizer/body_parts/priscilla-du-preez-e6fcNpur53A-unsplash.jpg,0,170,1,0,1
36236,0,92,1,body_parts,400,300,0,Stimuli/Experimental_stims/localizer/body_parts/nihal-karkala-LlOfbQD-IJ0-unsplash.jpg,0,1,1,0,1
36236,0,93,1,body_parts,400,300,0,Stimuli/Experimental_stims/localizer/body_parts/niu-niu-5HzOtV-FSlw-unsplash.jpg,0,70,1,0,1
36236,0,94,1,body_parts,400,300,0,Stimuli/Experimental_stims/localizer/body_parts/igordoon-primus-CdyHqfrbGIs-unsplash.jpg,0,93,1,0,1
36236,0,95,1,body_parts,400,300,0,Stimuli/Experimental_stims/localizer/body_parts/carlos-henrique-NAOJKwZswbs-unsplash.jpg,0,85,1,0,1
36236,0,96,1,body_parts,400,300,0,Stimuli/Experimental_stims/localizer/body_parts/liv-bruce-M0oVPGsWk1E-unsplash.jpg,0,141,1,0,1
36236,0,97,1,body_parts,400,300,0,Stimuli/Experimental_stims/localizer/body_parts/sincerely-media-9Zf6yh7RYbQ-unsplash.jpg,0,86,1,0,1
36236,0,98,1,body_parts,400,300,0,Stimuli/Experimental_stims/localizer/body_parts/debby-hudson--B_757qSA4k-unsplash.jpg,0,111,1,0,1
36236,0,99,1,body_parts,400,300,0,Stimuli/Experimental_stims/localizer/body_parts/betzy-arosemena-YHdgnygtVCQ-unsplash.jpg,0,53,1,0,1
