PID,practice,trial,run,task,stimulus_duration,iti,is_odd_ball,path,response,rt,version,no_response,acc
39781,1,1,0,NaN,400,300,0,Stimuli/Practice_stims/Localizer/annie-spratt-g9KFpAfQ5bc-unsplash.jpg,0,0,2,0,1
39781,1,2,0,NaN,400,300,0,Stimuli/Practice_stims/Localizer/becca-tapert-sY5RjMB1KkE-unsplash.jpg,0,66,2,0,1
39781,1,3,0,NaN,400,300,1,Stimuli/Practice_stims/Localizer/charl-durand-bsfXvI25iNg-unsplash.jpg,1,363,2,0,1
39781,1,4,0,NaN,400,300,0,Stimuli/Practice_stims/Localizer/nizar-albusaidy-B2r2SWAf5CE-unsplash.jpg,0,364,2,0,1
39781,1,5,0,NaN,400,300,1,Stimuli/Practice_stims/Localizer/randy-fath-epf1tdtIIkM-unsplash.jpg,1,383,2,0,1
39781,1,6,0,NaN,400,300,0,Stimuli/Practice_stims/Localizer/yassine-khalfalli-adsQ9d_Cx0c-unsplash.jpg,0,350,2,0,1
39781,0,7,1,body_parts,400,300,0,Stimuli/Experimental_stims/localizer/body_parts/igordoon-primus-CdyHqfrbGIs-unsplash.jpg,NaN,NaN,2,1,0
39781,0,8,1,body_parts,400,300,0,Stimuli/Experimental_stims/localizer/body_parts/jonathan-borba-hTwH8QFkPMs-unsplash.jpg,NaN,NaN,2,1,0
39781,0,9,1,body_parts,400,300,1,Stimuli/Experimental_stims/localizer/body_parts/marcel-fagin-OUYg0Q3ec-Y-unsplash.jpg,NaN,NaN,2,1,0
39781,0,10,1,body_parts,400,300,0,Stimuli/Experimental_stims/localizer/body_parts/anelya-okapova-V69kmOyZ3SU-unsplash.jpg,NaN,NaN,2,1,0
39781,0,11,1,body_parts,400,300,0,Stimuli/Experimental_stims/localizer/body_parts/jan-romero-DL4DDQb8yjc-unsplash.jpg,0,370,2,0,1
39781,0,12,1,body_parts,400,300,0,Stimuli/Experimental_stims/localizer/body_parts/pure-julia-9lVaya31sMk-unsplash.jpg,0,311,2,0,1
39781,0,13,1,body_parts,400,300,0,Stimuli/Experimental_stims/localizer/body_parts/jasper-garratt-Ng_Kl7K6V8Y-unsplash.jpg,0,300,2,0,1
39781,0,14,1,body_parts,400,300,0,Stimuli/Experimental_stims/localizer/body_parts/i-am_nah--S4OsO0c6Ts-unsplash.jpg,0,274,2,0,1
39781,0,15,1,body_parts,400,300,0,Stimuli/Experimental_stims/localizer/body_parts/femme-spirit-RGYBDUHYbyM-unsplash.jpg,0,279,2,0,1
39781,0,16,1,body_parts,400,300,0,Stimuli/Experimental_stims/localizer/body_parts/liv-bruce-M0oVPGsWk1E-unsplash.jpg,0,220,2,0,1
39781,0,17,1,body_parts,400,300,0,Stimuli/Experimental_stims/localizer/body_parts/bady-abbas-N-VEeMnm7gE-unsplash.jpg,0,227,2,0,1
39781,0,18,1,body_parts,400,300,0,Stimuli/Experimental_stims/localizer/body_parts/lucaxx-freire-CacZwMexYdk-unsplash.jpg,0,287,2,0,1
39781,0,19,1,body_parts,400,300,0,Stimuli/Experimental_stims/localizer/body_parts/hu-chen-tCbTGNwrFNM-unsplash.jpg,0,277,2,0,1
39781,0,20,1,body_parts,400,300,0,Stimuli/Experimental_stims/localizer/body_parts/megan-menegay-UojxG_BJxnI-unsplash.jpg,0,258,2,0,1
39781,0,21,1,body_parts,400,300,1,Stimuli/Experimental_stims/localizer/body_parts/toan-nguyen-VIeLuUFzesg-unsplash.jpg,1,392,2,0,1
39781,0,22,1,body_parts,400,300,0,Stimuli/Experimental_stims/localizer/body_parts/sippakorn-yamkasikorn-32_sJlJa5gA-unsplash.jpg,0,309,2,0,1
39781,0,23,1,body_parts,400,300,0,Stimuli/Experimental_stims/localizer/body_parts/louis-hansel-FjKTMRTQYAs-unsplash.jpg,0,338,2,0,1
39781,0,24,1,body_parts,400,300,0,Stimuli/Experimental_stims/localizer/body_parts/sydney-herron-b2W04fGuS70-unsplash.jpg,0,295,2,0,1
39781,0,25,1,body_parts,400,300,0,Stimuli/Experimental_stims/localizer/body_parts/danie-franco-jyyNiSEcCl4-unsplash.jpg,0,253,2,0,1
39781,0,26,1,body_parts,400,14000,0,Stimuli/Experimental_stims/localizer/body_parts/ramesh-iyer-CRhznMXoJlc-unsplash.jpg,0,266,2,0,1
39781,0,27,1,objects,400,300,0,Stimuli/Experimental_stims/localizer/objects/adriano-pucciarelli-BE7yaZnZX6o-unsplash.jpg,NaN,NaN,2,1,0
39781,0,28,1,objects,400,300,0,Stimuli/Experimental_stims/localizer/objects/petr-sidorov-3jm5TGqtULU-unsplash.jpg,0,50,2,0,1
39781,0,29,1,objects,400,300,0,Stimuli/Experimental_stims/localizer/objects/carlos-felipe-ramirez-mesa-HW7bfB3ERSQ-unsplash.jpg,0,8,2,0,1
39781,0,30,1,objects,400,300,1,Stimuli/Experimental_stims/localizer/objects/raimond-klavins-ZdvDPXVvcKs-unsplash.jpg,NaN,NaN,2,1,0
39781,0,31,1,objects,400,300,0,Stimuli/Experimental_stims/localizer/objects/adriano-pucciarelli-Jl3S1yM8gi8-unsplash.jpg,1,22,2,0,0
39781,0,32,1,objects,400,300,0,Stimuli/Experimental_stims/localizer/objects/engin-akyurt-bbbKzTmY2Gg-unsplash.jpg,NaN,NaN,2,1,0
39781,0,33,1,objects,400,300,0,Stimuli/Experimental_stims/localizer/objects/sam-moghadam-khamseh-kvmdsTrGOBM-unsplash.jpg,0,328,2,0,1
39781,0,34,1,objects,400,300,0,Stimuli/Experimental_stims/localizer/objects/jiangxulei1990-eIzzzwtkBjU-unsplash.jpg,0,271,2,0,1
39781,0,35,1,objects,400,300,0,Stimuli/Experimental_stims/localizer/objects/florian-klauer-nptLmg6jqDo-unsplash.jpg,0,324,2,0,1
39781,0,36,1,objects,400,300,0,Stimuli/Experimental_stims/localizer/objects/ignat-dolomanov-kFBDVnmskPA-unsplash.jpg,NaN,NaN,2,1,0
39781,0,37,1,objects,400,300,0,Stimuli/Experimental_stims/localizer/objects/andrew-petrov-TVJqDat4MAw-unsplash.jpg,0,280,2,0,1
39781,0,38,1,objects,400,300,0,Stimuli/Experimental_stims/localizer/objects/sam-moghadam-khamseh-L_7MQsHl_aU-unsplash.jpg,0,254,2,0,1
39781,0,39,1,objects,400,300,0,Stimuli/Experimental_stims/localizer/objects/ana-9GmAaEMMKho-unsplash.jpg,0,267,2,0,1
39781,0,40,1,objects,400,300,0,Stimuli/Experimental_stims/localizer/objects/mockup-graphics-U6ZMEefFGx8-unsplash.jpg,0,280,2,0,1
39781,0,41,1,objects,400,300,0,Stimuli/Experimental_stims/localizer/objects/kelly-jean-cKjbI0Y00X0-unsplash.jpg,0,262,2,0,1
39781,0,42,1,objects,400,300,0,Stimuli/Experimental_stims/localizer/objects/eugene-chystiakov-3neSwyntbQ8-unsplash.jpg,0,348,2,0,1
39781,0,43,1,objects,400,300,0,Stimuli/Experimental_stims/localizer/objects/lance-reis-v0FYj9iioQg-unsplash.jpg,0,281,2,0,1
39781,0,44,1,objects,400,300,0,Stimuli/Experimental_stims/localizer/objects/annie-spratt-fbAnIjhrOL4-unsplash.jpg,0,271,2,0,1
39781,0,45,1,objects,400,300,1,Stimuli/Experimental_stims/localizer/objects/mockup-graphics-Pj2PY-E-LfM-unsplash.jpg,0,236,2,0,0
39781,0,46,1,objects,400,14000,0,Stimuli/Experimental_stims/localizer/objects/dario-mendez-hnJ2VNZzbns-unsplash.jpg,0,330,2,0,1
39781,0,47,1,faces,400,300,1,Stimuli/Experimental_stims/localizer/faces/christian-ferrer-8vT-DgHZDG4-unsplash.jpg,NaN,NaN,2,1,0
39781,0,48,1,faces,400,300,0,Stimuli/Experimental_stims/localizer/faces/mathias-huysmans-U4JDjYmjn1g-unsplash.jpg,1,297,2,0,0
39781,0,49,1,faces,400,300,0,Stimuli/Experimental_stims/localizer/faces/filipe-almeida-mnEWC72eWDM-unsplash.jpg,0,366,2,0,1
39781,0,50,1,faces,400,300,0,Stimuli/Experimental_stims/localizer/faces/midas-hofstra-tidSLv-UaNs-unsplash.jpg,0,245,2,0,1
39781,0,51,1,faces,400,300,0,Stimuli/Experimental_stims/localizer/faces/darshan-patel-QJEVpydulGs-unsplash.jpg,0,220,2,0,1
39781,0,52,1,faces,400,300,0,Stimuli/Experimental_stims/localizer/faces/ivan-dodig-R21SyyJDFgc-unsplash.jpg,0,161,2,0,1
