PID,practice,trial,run,task,stimulus_duration,iti,is_odd_ball,path,response,rt,version,no_response,acc
22695,1,1,0,NaN,400,300,0,Stimuli/Practice_stims/Localizer/annie-spratt-g9KFpAfQ5bc-unsplash.jpg,0,379,4,0,1
22695,1,2,0,NaN,400,300,0,Stimuli/Practice_stims/Localizer/becca-tapert-sY5RjMB1KkE-unsplash.jpg,0,24,4,0,1
22695,1,3,0,NaN,400,300,1,Stimuli/Practice_stims/Localizer/charl-durand-bsfXvI25iNg-unsplash.jpg,0,94,4,0,0
22695,1,4,0,NaN,400,300,0,Stimuli/Practice_stims/Localizer/nizar-albusaidy-B2r2SWAf5CE-unsplash.jpg,0,136,4,0,1
22695,1,5,0,NaN,400,300,1,Stimuli/Practice_stims/Localizer/randy-fath-epf1tdtIIkM-unsplash.jpg,0,17,4,0,0
22695,1,6,0,NaN,400,300,0,Stimuli/Practice_stims/Localizer/yassine-khalfalli-adsQ9d_Cx0c-unsplash.jpg,1,167,4,0,0
22695,0,7,1,faces,400,300,0,Stimuli/Experimental_stims/localizer/faces/allef-vinicius-C_1jjFJioWg-unsplash.jpg,NaN,NaN,4,1,0
22695,0,8,1,faces,400,300,1,Stimuli/Experimental_stims/localizer/faces/ayo-ogunseinde-sibVwORYqs0-unsplash.jpg,NaN,NaN,4,1,0
22695,0,9,1,faces,400,300,0,Stimuli/Experimental_stims/localizer/faces/abstral-official-cyOKLSgkgCE-unsplash.jpg,0,86,4,0,1
22695,0,10,1,faces,400,300,0,Stimuli/Experimental_stims/localizer/faces/hisu-lee-2qvxIr_DXGo-unsplash.jpg,NaN,NaN,4,1,0
22695,0,11,1,faces,400,300,0,Stimuli/Experimental_stims/localizer/faces/austin-wade-X6Uj51n5CE8-unsplash.jpg,0,227,4,0,1
22695,0,12,1,faces,400,300,0,Stimuli/Experimental_stims/localizer/faces/darshan-patel-QJEVpydulGs-unsplash.jpg,0,237,4,0,1
22695,0,13,1,faces,400,300,0,Stimuli/Experimental_stims/localizer/faces/aleksandar-popovski-Jy4ELSGPHTc-unsplash.jpg,NaN,NaN,4,1,0
22695,0,14,1,faces,400,300,0,Stimuli/Experimental_stims/localizer/faces/ethan-haddox-__ng3cRXmFE-unsplash.jpg,NaN,NaN,4,1,0
22695,0,15,1,faces,400,300,0,Stimuli/Experimental_stims/localizer/faces/jake-nackos-IF9TK5Uy-KI-unsplash.jpg,0,128,4,0,1
22695,0,16,1,faces,400,300,0,Stimuli/Experimental_stims/localizer/faces/mubariz-mehdizadeh-o-wlIFT4zE4-unsplash.jpg,0,193,4,0,1
22695,0,17,1,faces,400,300,0,Stimuli/Experimental_stims/localizer/faces/stephanie-nakagawa-ADSKIn0ScDg-unsplash.jpg,NaN,NaN,4,1,0
22695,0,18,1,faces,400,300,0,Stimuli/Experimental_stims/localizer/faces/foto-sushi-6anudmpILw4-unsplash.jpg,NaN,NaN,4,1,0
22695,0,19,1,faces,400,300,0,Stimuli/Experimental_stims/localizer/faces/samuel-dixon--fQ5XNOcqFQ-unsplash.jpg,NaN,NaN,4,1,0
22695,0,20,1,faces,400,300,0,Stimuli/Experimental_stims/localizer/faces/jeffery-erhunse-vp9mRauo68c-unsplash.jpg,NaN,NaN,4,1,0
22695,0,21,1,faces,400,300,0,Stimuli/Experimental_stims/localizer/faces/ayo-ogunseinde-6W4F62sN_yI-unsplash.jpg,0,141,4,0,1
22695,0,22,1,faces,400,300,0,Stimuli/Experimental_stims/localizer/faces/whereslugo-zl_fPgiwduo-unsplash.jpg,0,121,4,0,1
22695,0,23,1,faces,400,300,0,Stimuli/Experimental_stims/localizer/faces/chanvre-quebec-mXu1SpzHq6w-unsplash.jpg,0,82,4,0,1
22695,0,24,1,faces,400,300,0,Stimuli/Experimental_stims/localizer/faces/ian-dooley-d1UPkiFd04A-unsplash.jpg,0,82,4,0,1
22695,0,25,1,faces,400,300,1,Stimuli/Experimental_stims/localizer/faces/matheus-ferrero-W7b3eDUb_2I-unsplash.jpg,0,72,4,0,0
22695,0,26,1,faces,400,14000,0,Stimuli/Experimental_stims/localizer/faces/jeffery-erhunse-BQMZ5ligqps-unsplash.jpg,1,222,4,0,0
22695,0,27,1,body_parts,400,300,0,Stimuli/Experimental_stims/localizer/body_parts/jeremy-bishop-mLd3hAaH2ns-unsplash.jpg,NaN,NaN,4,1,0
22695,0,28,1,body_parts,400,300,0,Stimuli/Experimental_stims/localizer/body_parts/sincerely-media-3DZHTq_i7Qk-unsplash.jpg,NaN,NaN,4,1,0
22695,0,29,1,body_parts,400,300,0,Stimuli/Experimental_stims/localizer/body_parts/nick-page-jAGdpOGvLAA-unsplash.jpg,NaN,NaN,4,1,0
22695,0,30,1,body_parts,400,300,1,Stimuli/Experimental_stims/localizer/body_parts/priscilla-du-preez-e6fcNpur53A-unsplash.jpg,0,205,4,0,0
22695,0,31,1,body_parts,400,300,0,Stimuli/Experimental_stims/localizer/body_parts/lilartsy-1KkhQ8uL28g-unsplash.jpg,1,184,4,0,0
22695,0,32,1,body_parts,400,300,0,Stimuli/Experimental_stims/localizer/body_parts/sippakorn-yamkasikorn-32_sJlJa5gA-unsplash.jpg,NaN,NaN,4,1,0
22695,0,33,1,body_parts,400,300,0,Stimuli/Experimental_stims/localizer/body_parts/meghan-thompson-U1b8OB0QpIo-unsplash.jpg,NaN,NaN,4,1,0
22695,0,34,1,body_parts,400,300,0,Stimuli/Experimental_stims/localizer/body_parts/semen-zhuravlev-_XxH_mV8dnk-unsplash (1).jpg,NaN,NaN,4,1,0
22695,0,35,1,body_parts,400,300,0,Stimuli/Experimental_stims/localizer/body_parts/betzy-arosemena-YHdgnygtVCQ-unsplash.jpg,NaN,NaN,4,1,0
22695,0,36,1,body_parts,400,300,0,Stimuli/Experimental_stims/localizer/body_parts/davidcohen-qghuLqyh3nE-unsplash.jpg,NaN,NaN,4,1,0
22695,0,37,1,body_parts,400,300,0,Stimuli/Experimental_stims/localizer/body_parts/niu-niu-5HzOtV-FSlw-unsplash.jpg,0,76,4,0,1
22695,0,38,1,body_parts,400,300,0,Stimuli/Experimental_stims/localizer/body_parts/liv-bruce-M0oVPGsWk1E-unsplash.jpg,0,129,4,0,1
22695,0,39,1,body_parts,400,300,0,Stimuli/Experimental_stims/localizer/body_parts/nick-page-WTNmgJtwzGI-unsplash.jpg,0,217,4,0,1
22695,0,40,1,body_parts,400,300,0,Stimuli/Experimental_stims/localizer/body_parts/billie-5OXE3KjDEfI-unsplash.jpg,0,367,4,0,1
22695,0,41,1,body_parts,400,300,0,Stimuli/Experimental_stims/localizer/body_parts/apostolos-vamvouras-g5wKHRu2QW0-unsplash.jpg,NaN,NaN,4,1,0
22695,0,42,1,body_parts,400,300,0,Stimuli/Experimental_stims/localizer/body_parts/david-fanuel-qnV8X7OViNY-unsplash.jpg,NaN,NaN,4,1,0
22695,0,43,1,body_parts,400,300,0,Stimuli/Experimental_stims/localizer/body_parts/nattalia-nunez-MB9sdDfZMSg-unsplash.jpg,0,39,4,0,1
22695,0,44,1,body_parts,400,300,0,Stimuli/Experimental_stims/localizer/body_parts/carlos-henrique-NAOJKwZswbs-unsplash.jpg,0,104,4,0,1
