"success","ttype","start_time","trial_type","trial_index","time_elapsed","internal_node_id","age","PID","gender","rt","responses","view_history","repeat_instructions","key_press","response","index","stimulus_index","path","start_time_elapsed","run","task","isi","is_odd_ball","no_response","acc","duration","onset","duration_time_elapsed","onset_time_elapsed","trial_duration","missed_checkup","left_chosen","chosen_stimulus","unchosen_stimulus","chosen_category","unchosen_category","chosen_rating","unchosen_rating","chosen_path","unchosen_path","pair_id","practice","scramble_screen_time","scramble_instructed_side","stim_type","iti","block","left_stimulus","right_stimulus","left_category","right_category","left_path","right_path","left_rating","right_rating","scramble_acc","scramble_no_response","warning","stimulus_id","item_id","outcome","response_rt","deliberation_reward_tally","choice_type","gain_left","left_item_id","right_item_id","higher_outcome_chosen","chosen_left","old_pair","pair_type","old_response","pair_acc","reward_type","outcome_response","outcome_rt","outcome_acc","category","choice","deliberated_stim","old_rating","new_rating","total_reward_tally"
"","iti_localizer","","html-keyboard-response","117","304325","0.0-2.0-10.0-1.0","40","39660","Male","null","","","","null","","8","","","304018","1","","","","","","300","1800","307","1881","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","118","304735","0.0-2.0-11.0-0.0","40","39660","Male","NaN","","","","null","NaN","9","","Stimuli/Experimental_stims/localizer/faces/jurica-koletic-7YVZYZeITc8-unsplash.jpg","304325","1","faces","","1","1","0","400","2100","410","2188","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","119","305046","0.0-2.0-11.0-1.0","40","39660","Male","null","","","","null","","9","","","304735","1","","","","","","300","2500","311","2598","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","120","305456","0.0-2.0-12.0-0.0","40","39660","Male","NaN","","","","null","NaN","10","","Stimuli/Experimental_stims/localizer/faces/drew-hays-agGIKYs4mYs-unsplash.jpg","305046","1","faces","","0","1","0","400","2800","410","2909","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","121","305783","0.0-2.0-12.0-1.0","40","39660","Male","null","","","","null","","10","","","305456","1","","","","","","300","3200","327","3319","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","122","306191","0.0-2.0-13.0-0.0","40","39660","Male","NaN","","","","null","NaN","11","","Stimuli/Experimental_stims/localizer/faces/rui-silvestre-hAMJpesMeDE-unsplash.jpg","305783","1","faces","","0","1","0","400","3500","408","3646","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","123","306499","0.0-2.0-13.0-1.0","40","39660","Male","null","","","","null","","11","","","306191","1","","","","","","300","3900","308","4054","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","124","306910","0.0-2.0-14.0-0.0","40","39660","Male","NaN","","","","null","NaN","12","","Stimuli/Experimental_stims/localizer/faces/sean-kong--1B_y4wGs-s-unsplash.jpg","306499","1","faces","","0","1","0","400","4200","411","4362","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","125","307218","0.0-2.0-14.0-1.0","40","39660","Male","null","","","","null","","12","","","306910","1","","","","","","300","4600","308","4773","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","126","307629","0.0-2.0-15.0-0.0","40","39660","Male","NaN","","","","null","NaN","13","","Stimuli/Experimental_stims/localizer/faces/vince-fleming-j3lf-Jn6deo-unsplash.jpg","307218","1","faces","","0","1","0","400","4900","411","5081","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","127","307940","0.0-2.0-15.0-1.0","40","39660","Male","null","","","","null","","13","","","307629","1","","","","","","300","5300","311","5492","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","128","308351","0.0-2.0-16.0-0.0","40","39660","Male","NaN","","","","null","NaN","14","","Stimuli/Experimental_stims/localizer/faces/tyler-nix-ZGa9d1a_4tA-unsplash.jpg","307940","1","faces","","0","1","0","400","5600","411","5803","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","129","308661","0.0-2.0-16.0-1.0","40","39660","Male","null","","","","null","","14","","","308351","1","","","","","","300","6000","310","6214","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","130","309069","0.0-2.0-17.0-0.0","40","39660","Male","NaN","","","","null","NaN","15","","Stimuli/Experimental_stims/localizer/faces/abstral-official-cyOKLSgkgCE-unsplash.jpg","308661","1","faces","","0","1","0","400","6300","408","6524","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","131","309377","0.0-2.0-17.0-1.0","40","39660","Male","null","","","","null","","15","","","309069","1","","","","","","300","6700","308","6932","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","132","309786","0.0-2.0-18.0-0.0","40","39660","Male","NaN","","","","null","NaN","16","","Stimuli/Experimental_stims/localizer/faces/ethan-haddox-__ng3cRXmFE-unsplash.jpg","309377","1","faces","","0","1","0","400","7000","409","7240","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","133","310096","0.0-2.0-18.0-1.0","40","39660","Male","null","","","","null","","16","","","309786","1","","","","","","300","7400","310","7649","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","134","310507","0.0-2.0-19.0-0.0","40","39660","Male","NaN","","","","null","NaN","17","","Stimuli/Experimental_stims/localizer/faces/foto-sushi-6anudmpILw4-unsplash.jpg","310096","1","faces","","0","1","0","400","7700","411","7959","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","135","310816","0.0-2.0-19.0-1.0","40","39660","Male","null","","","","null","","17","","","310507","1","","","","","","300","8100","309","8370","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","136","311227","0.0-2.0-20.0-0.0","40","39660","Male","161","","","","68","0","18","","Stimuli/Experimental_stims/localizer/faces/christian-ferrer-8vT-DgHZDG4-unsplash.jpg","310816","1","faces","","0","0","1","400","8400","411","8679","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","137","311537","0.0-2.0-20.0-1.0","40","39660","Male","null","","","","null","","18","","","311227","1","","","","","","300","8800","310","9090","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","138","311952","0.0-2.0-21.0-0.0","40","39660","Male","302","","","","68","0","19","","Stimuli/Experimental_stims/localizer/faces/stephanie-nakagawa-ADSKIn0ScDg-unsplash.jpg","311537","1","faces","","0","0","1","400","9100","415","9400","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","139","312263","0.0-2.0-21.0-1.0","40","39660","Male","null","","","","null","","19","","","311952","1","","","","","","300","9500","311","9815","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","140","312676","0.0-2.0-22.0-0.0","40","39660","Male","NaN","","","","null","NaN","20","","Stimuli/Experimental_stims/localizer/faces/toa-heftiba-2O1EUSTRBrY-unsplash.jpg","312263","1","faces","","1","1","0","400","9800","413","10126","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","141","312986","0.0-2.0-22.0-1.0","40","39660","Male","null","","","","null","","20","","","312676","1","","","","","","300","10200","310","10539","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","142","313395","0.0-2.0-23.0-0.0","40","39660","Male","NaN","","","","null","NaN","21","","Stimuli/Experimental_stims/localizer/faces/darshan-patel-QJEVpydulGs-unsplash.jpg","312986","1","faces","","0","1","0","400","10500","409","10849","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","143","313704","0.0-2.0-23.0-1.0","40","39660","Male","null","","","","null","","21","","","313395","1","","","","","","300","10900","309","11258","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","144","314113","0.0-2.0-24.0-0.0","40","39660","Male","NaN","","","","null","NaN","22","","Stimuli/Experimental_stims/localizer/faces/mubariz-mehdizadeh-o-wlIFT4zE4-unsplash.jpg","313704","1","faces","","0","1","0","400","11200","409","11567","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","145","314423","0.0-2.0-24.0-1.0","40","39660","Male","null","","","","null","","22","","","314113","1","","","","","","300","11600","310","11976","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","146","314834","0.0-2.0-25.0-0.0","40","39660","Male","NaN","","","","null","NaN","23","","Stimuli/Experimental_stims/localizer/faces/midas-hofstra-tidSLv-UaNs-unsplash.jpg","314423","1","faces","","0","1","0","400","11900","411","12286","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","147","315152","0.0-2.0-25.0-1.0","40","39660","Male","null","","","","null","","23","","","314834","1","","","","","","300","12300","318","12697","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","148","315561","0.0-2.0-26.0-0.0","40","39660","Male","400","","","","68","0","24","","Stimuli/Experimental_stims/localizer/faces/toa-heftiba-O3ymvT7Wf9U-unsplash.jpg","315152","1","faces","","0","0","1","400","12600","409","13015","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","149","315869","0.0-2.0-26.0-1.0","40","39660","Male","null","","","","null","","24","","","315561","1","","","","","","300","13000","308","13424","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","150","316279","0.0-2.0-27.0-0.0","40","39660","Male","359","","","","68","0","25","","Stimuli/Experimental_stims/localizer/faces/katsiaryna-endruszkiewicz-BteCp6aq4GI-unsplash.jpg","315869","1","faces","","0","0","1","400","13300","410","13732","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","151","330287","0.0-2.0-27.0-1.0","40","39660","Male","null","","","","null","","25","","","316279","1","","","","","","14000","13700","14008","14142","14000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","152","330696","0.0-2.0-28.0-0.0","40","39660","Male","NaN","","","","null","NaN","26","","Stimuli/Experimental_stims/localizer/outdoor_scenes/jaanus-jagomagi-FddgewYQF2M-unsplash.jpg","330287","1","outdoor_scenes","","0","1","0","400","27700","409","28150","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","153","331005","0.0-2.0-28.0-1.0","40","39660","Male","null","","","","null","","26","","","330696","1","","","","","","300","28100","309","28559","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","154","331417","0.0-2.0-29.0-0.0","40","39660","Male","NaN","","","","null","NaN","27","","Stimuli/Experimental_stims/localizer/outdoor_scenes/v2osk-1Z2niiBPg5A-unsplash.jpg","331005","1","outdoor_scenes","","1","1","0","400","28400","412","28868","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","155","331728","0.0-2.0-29.0-1.0","40","39660","Male","null","","","","null","","27","","","331417","1","","","","","","300","28800","311","29280","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","156","332138","0.0-2.0-30.0-0.0","40","39660","Male","NaN","","","","null","NaN","28","","Stimuli/Experimental_stims/localizer/outdoor_scenes/wai-siew-mTFyV8oNDzU-unsplash.jpg","331728","1","outdoor_scenes","","0","1","0","400","29100","410","29591","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","157","332451","0.0-2.0-30.0-1.0","40","39660","Male","null","","","","null","","28","","","332138","1","","","","","","300","29500","313","30001","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","158","332862","0.0-2.0-31.0-0.0","40","39660","Male","313","","","","68","0","29","","Stimuli/Experimental_stims/localizer/outdoor_scenes/jay-cai-F_laX9E8CUo-unsplash.jpg","332451","1","outdoor_scenes","","0","0","1","400","29800","411","30314","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","159","333170","0.0-2.0-31.0-1.0","40","39660","Male","null","","","","null","","29","","","332862","1","","","","","","300","30200","308","30725","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","160","333579","0.0-2.0-32.0-0.0","40","39660","Male","22","","","","68","0","30","","Stimuli/Experimental_stims/localizer/outdoor_scenes/jeremy-cai-ucYWe5mzTMU-unsplash.jpg","333170","1","outdoor_scenes","","0","0","1","400","30500","409","31033","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","161","333888","0.0-2.0-32.0-1.0","40","39660","Male","null","","","","null","","30","","","333579","1","","","","","","300","30900","309","31442","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","162","334296","0.0-2.0-33.0-0.0","40","39660","Male","138","","","","68","0","31","","Stimuli/Experimental_stims/localizer/outdoor_scenes/erol-ahmed-d3pTF3r_hwY-unsplash.jpg","333888","1","outdoor_scenes","","0","0","1","400","31200","408","31751","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","163","334606","0.0-2.0-33.0-1.0","40","39660","Male","null","","","","null","","31","","","334296","1","","","","","","300","31600","310","32159","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","164","335017","0.0-2.0-34.0-0.0","40","39660","Male","203","","","","68","0","32","","Stimuli/Experimental_stims/localizer/outdoor_scenes/quino-al-vmZ2DehWQ3Q-unsplash.jpg","334606","1","outdoor_scenes","","0","0","1","400","31900","411","32469","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","165","335333","0.0-2.0-34.0-1.0","40","39660","Male","null","","","","null","","32","","","335017","1","","","","","","300","32300","316","32880","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","166","335743","0.0-2.0-35.0-0.0","40","39660","Male","76","","","","68","0","33","","Stimuli/Experimental_stims/localizer/outdoor_scenes/kenneth-thewissen-D76DklsG-5U-unsplash.jpg","335333","1","outdoor_scenes","","0","0","1","400","32600","410","33196","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","167","336053","0.0-2.0-35.0-1.0","40","39660","Male","null","","","","null","","33","","","335743","1","","","","","","300","33000","310","33606","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","168","336464","0.0-2.0-36.0-0.0","40","39660","Male","NaN","","","","null","NaN","34","","Stimuli/Experimental_stims/localizer/outdoor_scenes/johny-goerend-U_diPCXCBxU-unsplash.jpg","336053","1","outdoor_scenes","","0","1","0","400","33300","411","33916","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","169","336772","0.0-2.0-36.0-1.0","40","39660","Male","null","","","","null","","34","","","336464","1","","","","","","300","33700","308","34327","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","170","337185","0.0-2.0-37.0-0.0","40","39660","Male","310","","","","68","0","35","","Stimuli/Experimental_stims/localizer/outdoor_scenes/ken-cheung-KonWFWUaAuk-unsplash.jpg","336772","1","outdoor_scenes","","0","0","1","400","34000","413","34635","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","171","337495","0.0-2.0-37.0-1.0","40","39660","Male","null","","","","null","","35","","","337185","1","","","","","","300","34400","310","35048","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","172","337907","0.0-2.0-38.0-0.0","40","39660","Male","127","","","","68","0","36","","Stimuli/Experimental_stims/localizer/outdoor_scenes/alessio-furlan-Vw3a0HgE7AM-unsplash.jpg","337495","1","outdoor_scenes","","0","0","1","400","34700","412","35358","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","173","338216","0.0-2.0-38.0-1.0","40","39660","Male","null","","","","null","","36","","","337907","1","","","","","","300","35100","309","35770","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","174","338625","0.0-2.0-39.0-0.0","40","39660","Male","NaN","","","","null","NaN","37","","Stimuli/Experimental_stims/localizer/outdoor_scenes/ricardo-gomez-angel-dTSaC-S-7fs-unsplash.jpg","338216","1","outdoor_scenes","","0","1","0","400","35400","409","36079","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","175","338933","0.0-2.0-39.0-1.0","40","39660","Male","null","","","","null","","37","","","338625","1","","","","","","300","35800","308","36488","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","176","339361","0.0-2.0-40.0-0.0","40","39660","Male","NaN","","","","null","NaN","38","","Stimuli/Experimental_stims/localizer/outdoor_scenes/samuel-ferrara-IEHPDNk2-8w-unsplash.jpg","338933","1","outdoor_scenes","","0","1","0","400","36100","428","36796","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","177","339672","0.0-2.0-40.0-1.0","40","39660","Male","null","","","","null","","38","","","339361","1","","","","","","300","36500","311","37224","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","178","340083","0.0-2.0-41.0-0.0","40","39660","Male","235","","","","68","0","39","","Stimuli/Experimental_stims/localizer/outdoor_scenes/pietro-de-grandi-T7K4aEPoGGk-unsplash.jpg","339672","1","outdoor_scenes","","0","0","1","400","36800","411","37535","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","179","340392","0.0-2.0-41.0-1.0","40","39660","Male","null","","","","null","","39","","","340083","1","","","","","","300","37200","309","37946","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","180","340802","0.0-2.0-42.0-0.0","40","39660","Male","83","","","","68","0","40","","Stimuli/Experimental_stims/localizer/outdoor_scenes/tomasz-filipek-CUWC-6MRcNg-unsplash.jpg","340392","1","outdoor_scenes","","0","0","1","400","37500","410","38255","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","181","341113","0.0-2.0-42.0-1.0","40","39660","Male","null","","","","null","","40","","","340802","1","","","","","","300","37900","311","38665","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","182","341524","0.0-2.0-43.0-0.0","40","39660","Male","31","","","","68","0","41","","Stimuli/Experimental_stims/localizer/outdoor_scenes/cayetano-gil-rguHxZmOF5U-unsplash.jpg","341113","1","outdoor_scenes","","0","0","1","400","38200","411","38976","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","183","341834","0.0-2.0-43.0-1.0","40","39660","Male","null","","","","null","","41","","","341524","1","","","","","","300","38600","310","39387","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","184","342244","0.0-2.0-44.0-0.0","40","39660","Male","40","","","","68","0","42","","Stimuli/Experimental_stims/localizer/outdoor_scenes/nikola-majksner-hXNGeAFOgT4-unsplash.jpg","341834","1","outdoor_scenes","","0","0","1","400","38900","410","39697","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","185","342555","0.0-2.0-44.0-1.0","40","39660","Male","null","","","","null","","42","","","342244","1","","","","","","300","39300","311","40107","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","186","342967","0.0-2.0-45.0-0.0","40","39660","Male","NaN","","","","null","NaN","43","","Stimuli/Experimental_stims/localizer/outdoor_scenes/wil-stewart-pHANr-CpbYM-unsplash.jpg","342555","1","outdoor_scenes","","1","1","0","400","39600","412","40418","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","187","343279","0.0-2.0-45.0-1.0","40","39660","Male","null","","","","null","","43","","","342967","1","","","","","","300","40000","312","40830","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","188","343691","0.0-2.0-46.0-0.0","40","39660","Male","NaN","","","","null","NaN","44","","Stimuli/Experimental_stims/localizer/outdoor_scenes/chang-qing-2YQoKbyGvDc-unsplash.jpg","343279","1","outdoor_scenes","","0","1","0","400","40300","412","41142","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","189","344000","0.0-2.0-46.0-1.0","40","39660","Male","null","","","","null","","44","","","343691","1","","","","","","300","40700","309","41554","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","190","344412","0.0-2.0-47.0-0.0","40","39660","Male","NaN","","","","null","NaN","45","","Stimuli/Experimental_stims/localizer/outdoor_scenes/solotravelgoals-7kLufxYoqWk-unsplash.jpg","344000","1","outdoor_scenes","","0","1","0","400","41000","412","41863","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","191","358426","0.0-2.0-47.0-1.0","40","39660","Male","null","","","","null","","45","","","344412","1","","","","","","14000","41400","14014","42275","14000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","192","358838","0.0-2.0-48.0-0.0","40","39660","Male","NaN","","","","null","NaN","46","","Stimuli/Experimental_stims/localizer/body_parts/jeremy-bishop-mLd3hAaH2ns-unsplash.jpg","358426","1","body_parts","","0","1","0","400","55400","412","56289","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","193","359202","0.0-2.0-48.0-1.0","40","39660","Male","null","","","","null","","46","","","358838","1","","","","","","300","55800","364","56701","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","194","359611","0.0-2.0-49.0-0.0","40","39660","Male","NaN","","","","null","NaN","47","","Stimuli/Experimental_stims/localizer/body_parts/lilartsy-1KkhQ8uL28g-unsplash.jpg","359202","1","body_parts","","0","1","0","400","56100","409","57065","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","195","359919","0.0-2.0-49.0-1.0","40","39660","Male","null","","","","null","","47","","","359611","1","","","","","","300","56500","308","57474","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","196","360329","0.0-2.0-50.0-0.0","40","39660","Male","341","","","","68","0","48","","Stimuli/Experimental_stims/localizer/body_parts/toa-heftiba-qxvWnfHb3-M-unsplash.jpg","359919","1","body_parts","","0","0","1","400","56800","410","57782","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","197","360640","0.0-2.0-50.0-1.0","40","39660","Male","null","","","","null","","48","","","360329","1","","","","","","300","57200","311","58192","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
