"success","ttype","start_time","trial_type","trial_index","time_elapsed","internal_node_id","age","PID","gender","rt","responses","view_history","repeat_instructions","key_press","response","index","stimulus_index","path","start_time_elapsed","run","task","isi","is_odd_ball","no_response","acc","duration","onset","duration_time_elapsed","onset_time_elapsed","trial_duration","left_chosen","chosen_stimulus","unchosen_stimulus","chosen_category","unchosen_category","chosen_rating","unchosen_rating","chosen_path","unchosen_path","pair_id","practice","scramble_screen_time","scramble_instructed_side","stim_type","iti","block","left_stimulus","right_stimulus","left_category","right_category","left_path","right_path","left_rating","right_rating","scramble_acc","scramble_no_response","warning","missed_checkup","stimulus_id","item_id","outcome","response_rt","deliberation_reward_tally","choice_type","gain_left","left_item_id","right_item_id","higher_outcome_chosen","chosen_left","old_pair","pair_type","old_response","pair_acc","reward_type","outcome_response","outcome_rt","outcome_acc","category","choice","deliberated_stim","old_rating","new_rating"
"","final_decisions","","html-keyboard-response","1523","2480615","0.0-5.0-83.0-0.0","33","17620","Female","124","","","","75","","81","","","2480478","2","","","","0","","124","18605","137","18935","","0","15","22","faces","faces","","","","","","0","","","","1100","2","22","15","faces","faces","Stimuli/Experimental_stims/faces/ravi-patel-VMGAbeeJTKo-unsplash.jpg","Stimuli/Experimental_stims/faces/erik-lucatero-d2MSDujJl2g-unsplash.jpg","51","51","","","","","","","","","","chosen","1","gain2","no_gain1","0","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1524","2481134","0.0-5.0-83.0-1.0-0.0","33","17620","Female","null","","","","null","","81","","","2480615","2","","","","","","500","18729","519","19072","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1525","2482259","0.0-5.0-83.0-3.0","33","17620","Female","null","","","","null","","81","","","2481134","2","","","","","","1100","19229","1125","19591","1100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1526","2482970","0.0-5.0-84.0-0.0","33","17620","Female","693","","","","68","","82","","","2482259","2","","","","0","","693","20329","711","20716","","1","46","17","objects","faces","","","","","","0","","","","1500","2","46","17","objects","faces","Stimuli/Experimental_stims/objects/mockup-graphics-PNsj6RiHAF4-unsplash.jpg","Stimuli/Experimental_stims/faces/good-faces-xmSWVeGEnJw-unsplash.jpg","58","51","","","","","","","","","","chosen","1","gain6","no_gain4","1","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1527","2483488","0.0-5.0-84.0-1.0-0.0","33","17620","Female","null","","","","null","","82","","","2482970","2","","","","","","500","21022","518","21427","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1528","2485014","0.0-5.0-84.0-3.0","33","17620","Female","null","","","","null","","82","","","2483488","2","","","","","","1500","21522","1526","21945","1500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1529","2485850","0.0-5.0-85.0-0.0","33","17620","Female","820","","","","68","","83","","","2485014","2","","","","0","","820","23022","836","23471","","1","24","9","body_parts","outdoor_scenes","","","","","","0","","","","2400","2","24","9","body_parts","outdoor_scenes","Stimuli/Experimental_stims/body_parts/clay-banks-LjqARJaJotc-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/sergey-pesterev-y-b_FOmJXdg-unsplash.jpg","73","51","","","","","","","","","","unchosen","1","gain1","no_gain4","1","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1530","2486380","0.0-5.0-85.0-1.0-0.0","33","17620","Female","null","","","","null","","83","","","2485850","2","","","","","","500","23842","530","24307","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1531","2488832","0.0-5.0-85.0-3.0","33","17620","Female","null","","","","null","","83","","","2486380","2","","","","","","2400","24342","2452","24837","2400","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1532","2490200","0.0-5.0-86.0-0.0","33","17620","Female","1348","","","","75","","84","","","2488832","2","","","","0","","1348","26742","1368","27289","","0","45","32","objects","body_parts","","","","","","0","","","","2300","2","32","45","body_parts","objects","Stimuli/Experimental_stims/body_parts/towfiqu-barbhuiya-3AsiVDsZnHg-unsplash.jpg","Stimuli/Experimental_stims/objects/leohoho-rngTKHXumy0-unsplash.jpg","51","51","","","","","","","","","","unchosen","0","no_gain2","gain2","1","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1533","2490712","0.0-5.0-86.0-1.0-0.0","33","17620","Female","null","","","","null","","84","","","2490200","2","","","","","","500","28090","512","28657","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1534","2493033","0.0-5.0-86.0-3.0","33","17620","Female","null","","","","null","","84","","","2490712","2","","","","","","2300","28590","2321","29169","2300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1535","2493095","0.0-5.0-87.0-0.0","33","17620","Female","45","","","","75","","85","","","2493033","2","","","","0","","45","30890","62","31490","","0","41","46","objects","objects","","","","","","0","","","","1200","2","46","41","objects","objects","Stimuli/Experimental_stims/objects/mockup-graphics-PNsj6RiHAF4-unsplash.jpg","Stimuli/Experimental_stims/objects/insung-yoon-w2JtIQQXoRU-unsplash.jpg","58","51","","","","","","","","","","chosen","1","gain6","no_gain3","0","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1536","2493623","0.0-5.0-87.0-1.0-0.0","33","17620","Female","null","","","","null","","85","","","2493095","2","","","","","","500","30935","528","31552","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1537","2494846","0.0-5.0-87.0-3.0","33","17620","Female","null","","","","null","","85","","","2493623","2","","","","","","1200","31435","1223","32080","1200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1538","2495593","0.0-5.0-88.0-0.0","33","17620","Female","737","","","","75","","86","","","2494846","2","","","","0","","737","32635","747","33303","","0","18","27","faces","body_parts","","","","","","0","","","","1300","2","27","18","body_parts","faces","Stimuli/Experimental_stims/body_parts/heike-mintel-i_Gns0ELnLw-unsplash.jpg","Stimuli/Experimental_stims/faces/jessica-radanavong-mrYkTuAesKE-unsplash.jpg","51","70","","","","","","","","","","unchosen","0","no_gain5","gain4","1","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1539","2496116","0.0-5.0-88.0-1.0-0.0","33","17620","Female","null","","","","null","","86","","","2495593","2","","","","","","500","33372","523","34050","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1540","2497522","0.0-5.0-88.0-3.0","33","17620","Female","null","","","","null","","86","","","2496116","2","","","","","","1300","33872","1406","34573","1300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1541","2499049","0.0-5.0-89.0-0.0","33","17620","Female","null","","","","null","","87","","","2497522","2","","","","1","","1500","35172","1527","35979","","NaN","NaN","NaN","NaN","NaN","","","","","","0","","","","3700","2","22","1","faces","outdoor_scenes","Stimuli/Experimental_stims/faces/ravi-patel-VMGAbeeJTKo-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/ashim-d-silva-S2Q5mdOrrVc-unsplash.jpg","51","51","","","","","","","","","","chosen","1","gain2","no_gain2","","","","","","","","","","","","","","",""
"","final_decisions_no_response","","html-keyboard-response","1542","2499499","0.0-5.0-89.0-2.0-0.0","33","17620","Female","null","","","","null","","87","","","2499049","2","","","","1","","300","36672","450","37506","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1543","2502929","0.0-5.0-89.0-3.0","33","17620","Female","null","","","","null","","87","","","2499499","2","","","","","","3400","36972","3430","37956","3400","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1544","2503876","0.0-5.0-90.0-0.0","33","17620","Female","931","","","","75","","88","","","2502929","2","","","","0","","931","40372","947","41386","","0","41","11","objects","outdoor_scenes","","","","","","0","","","","1600","2","11","41","outdoor_scenes","objects","Stimuli/Experimental_stims/outdoor_scenes/stephen-leonardi-gyIRjKPXupE-unsplash.jpg","Stimuli/Experimental_stims/objects/insung-yoon-w2JtIQQXoRU-unsplash.jpg","66","51","","","","","","","","","","chosen","1","gain5","no_gain3","0","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1545","2504451","0.0-5.0-90.0-1.0-0.0","33","17620","Female","null","","","","null","","88","","","2503876","2","","","","","","500","41303","575","42333","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1546","2506073","0.0-5.0-90.0-3.0","33","17620","Female","null","","","","null","","88","","","2504451","2","","","","","","1600","41803","1622","42908","1600","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1547","2506707","0.0-5.0-91.0-0.0","33","17620","Female","620","","","","75","","89","","","2506073","2","","","","0","","620","43403","634","44530","","0","12","41","faces","objects","","","","","","0","","","","1700","2","41","12","objects","faces","Stimuli/Experimental_stims/objects/insung-yoon-w2JtIQQXoRU-unsplash.jpg","Stimuli/Experimental_stims/faces/aiony-haust-jmATI5Q_YgY-unsplash.jpg","51","51","","","","","","","","","","chosen","0","no_gain3","gain1","1","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1548","2507239","0.0-5.0-91.0-1.0-0.0","33","17620","Female","null","","","","null","","89","","","2506707","2","","","","","","500","44023","532","45164","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1549","2508961","0.0-5.0-91.0-3.0","33","17620","Female","null","","","","null","","89","","","2507239","2","","","","","","1700","44523","1722","45696","1700","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1550","2509685","0.0-5.0-92.0-0.0","33","17620","Female","714","","","","75","","90","","","2508961","2","","","","0","","714","46223","724","47418","","0","24","32","body_parts","body_parts","","","","","","0","","","","1200","2","32","24","body_parts","body_parts","Stimuli/Experimental_stims/body_parts/towfiqu-barbhuiya-3AsiVDsZnHg-unsplash.jpg","Stimuli/Experimental_stims/body_parts/clay-banks-LjqARJaJotc-unsplash.jpg","51","73","","","","","","","","","","unchosen","0","no_gain2","gain1","1","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1551","2510200","0.0-5.0-92.0-1.0-0.0","33","17620","Female","null","","","","null","","90","","","2509685","2","","","","","","500","46937","515","48142","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1552","2511424","0.0-5.0-92.0-3.0","33","17620","Female","null","","","","null","","90","","","2510200","2","","","","","","1200","47437","1224","48657","1200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1553","2512949","0.0-5.0-93.0-0.0","33","17620","Female","null","","","","null","","91","","","2511424","2","","","","1","","1500","48637","1525","49881","","NaN","NaN","NaN","NaN","NaN","","","","","","0","","","","1100","2","10","11","outdoor_scenes","outdoor_scenes","Stimuli/Experimental_stims/outdoor_scenes/shannon-kunkle-dM8INmkyDas-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/stephen-leonardi-gyIRjKPXupE-unsplash.jpg","51","66","","","","","","","","","","chosen","0","no_gain6","gain5","","","","","","","","","","","","","","",""
"","final_decisions_no_response","","html-keyboard-response","1554","2513298","0.0-5.0-93.0-2.0-0.0","33","17620","Female","null","","","","null","","91","","","2512949","2","","","","1","","300","50137","349","51406","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1555","2514121","0.0-5.0-93.0-3.0","33","17620","Female","null","","","","null","","91","","","2513298","2","","","","","","800","50437","823","51755","800","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1556","2515651","0.0-5.0-94.0-0.0","33","17620","Female","null","","","","null","","92","","","2514121","2","","","","1","","1500","51237","1530","52578","","NaN","NaN","NaN","NaN","NaN","","","","","","0","","","","1300","2","17","3","faces","outdoor_scenes","Stimuli/Experimental_stims/faces/good-faces-xmSWVeGEnJw-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/henry-be-NLF6hTe4PAg-unsplash.jpg","51","51","","","","","","","","","","chosen","0","no_gain4","gain3","","","","","","","","","","","","","","",""
"","final_decisions_no_response","","html-keyboard-response","1557","2516042","0.0-5.0-94.0-2.0-0.0","33","17620","Female","null","","","","null","","92","","","2515651","2","","","","1","","300","52737","391","54108","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1558","2517103","0.0-5.0-94.0-3.0","33","17620","Female","null","","","","null","","92","","","2516042","2","","","","","","1000","53037","1061","54499","1000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1559","2518633","0.0-5.0-95.0-0.0","33","17620","Female","null","","","","null","","93","","","2517103","2","","","","1","","1500","54037","1530","55560","","NaN","NaN","NaN","NaN","NaN","","","","","","0","","","","4500","2","28","43","body_parts","objects","Stimuli/Experimental_stims/body_parts/ira-vishnevskaya-8DQAvdCby1I-unsplash.jpg","Stimuli/Experimental_stims/objects/jonathan-greenaway-Y4hGgeiFn3s-unsplash.jpg","66","51","","","","","","","","","","chosen","1","gain4","no_gain5","","","","","","","","","","","","","","",""
"","final_decisions_no_response","","html-keyboard-response","1560","2518950","0.0-5.0-95.0-2.0-0.0","33","17620","Female","null","","","","null","","93","","","2518633","2","","","","1","","300","55537","317","57090","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1561","2523182","0.0-5.0-95.0-3.0","33","17620","Female","null","","","","null","","93","","","2518950","2","","","","","","4200","55837","4232","57407","4200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1562","2523631","0.0-5.0-96.0-0.0","33","17620","Female","431","","","","68","","94","","","2523182","2","","","","0","","431","60037","449","61639","","1","27","24","body_parts","body_parts","","","","","","0","","","","1900","2","27","24","body_parts","body_parts","Stimuli/Experimental_stims/body_parts/heike-mintel-i_Gns0ELnLw-unsplash.jpg","Stimuli/Experimental_stims/body_parts/clay-banks-LjqARJaJotc-unsplash.jpg","51","73","","","","","","","","","","unchosen","0","no_gain5","gain1","0","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1563","2524147","0.0-5.0-96.0-1.0-0.0","33","17620","Female","null","","","","null","","94","","","2523631","2","","","","","","500","60468","516","62088","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1564","2526137","0.0-5.0-96.0-3.0","33","17620","Female","null","","","","null","","94","","","2524147","2","","","","","","1900","60968","1990","62604","1900","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1565","2526789","0.0-5.0-97.0-0.0","33","17620","Female","627","","","","68","","95","","","2526137","2","","","","0","","627","62868","652","64594","","1","24","30","body_parts","body_parts","","","","","","0","","","","1100","2","24","30","body_parts","body_parts","Stimuli/Experimental_stims/body_parts/clay-banks-LjqARJaJotc-unsplash.jpg","Stimuli/Experimental_stims/body_parts/mika-korhonen-Xodzxosar18-unsplash.jpg","73","51","","","","","","","","","","unchosen","1","gain1","no_gain3","1","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1566","2527311","0.0-5.0-97.0-1.0-0.0","33","17620","Female","null","","","","null","","95","","","2526789","2","","","","","","500","63495","522","65246","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1567","2528428","0.0-5.0-97.0-3.0","33","17620","Female","null","","","","null","","95","","","2527311","2","","","","","","1100","63995","1117","65768","1100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1568","2530065","0.0-5.0-98.0-0.0","33","17620","Female","1588","","","","75","","96","","","2528428","2","","","","0","","1588","65095","1637","66885","","0","30","31","body_parts","body_parts","","","","","","0","","","","2300","2","31","30","body_parts","body_parts","Stimuli/Experimental_stims/body_parts/sincerely-media-VN6DbKajo5s-unsplash.jpg","Stimuli/Experimental_stims/body_parts/mika-korhonen-Xodzxosar18-unsplash.jpg","50","51","","","","","","","","","","unchosen","1","gain3","no_gain3","0","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1569","2530587","0.0-5.0-98.0-1.0-0.0","33","17620","Female","null","","","","null","","96","","","2530065","2","","","","","","500","66683","522","68522","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1570","2532914","0.0-5.0-98.0-3.0","33","17620","Female","null","","","","null","","96","","","2530587","2","","","","","","2300","67183","2327","69044","2300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1571","2533635","0.0-5.0-99.0-0.0","33","17620","Female","706","","","","68","","97","","","2532914","2","","","","0","","706","69483","721","71371","","1","43","12","objects","faces","","","","","","0","","","","2800","2","43","12","objects","faces","Stimuli/Experimental_stims/objects/jonathan-greenaway-Y4hGgeiFn3s-unsplash.jpg","Stimuli/Experimental_stims/faces/aiony-haust-jmATI5Q_YgY-unsplash.jpg","51","51","","","","","","","","","","chosen","0","no_gain5","gain1","0","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1572","2534153","0.0-5.0-99.0-1.0-0.0","33","17620","Female","null","","","","null","","97","","","2533635","2","","","","","","500","70189","518","72092","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1573","2536977","0.0-5.0-99.0-3.0","33","17620","Female","null","","","","null","","97","","","2534153","2","","","","","","2800","70689","2824","72610","2800","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1574","2537474","0.0-5.0-100.0-0.0","33","17620","Female","479","","","","75","","98","","","2536977","2","","","","0","","479","73489","497","75434","","0","47","27","objects","body_parts","","","","","","0","","","","3200","2","27","47","body_parts","objects","Stimuli/Experimental_stims/body_parts/heike-mintel-i_Gns0ELnLw-unsplash.jpg","Stimuli/Experimental_stims/objects/ronaldo-arthur-vidal-Cdz_lvnl37k-unsplash.jpg","51","62","","","","","","","","","","unchosen","0","no_gain5","gain5","1","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1575","2538004","0.0-5.0-100.0-1.0-0.0","33","17620","Female","null","","","","null","","98","","","2537474","2","","","","","","500","73968","530","75931","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1576","2541547","0.0-5.0-100.0-3.0","33","17620","Female","null","","","","null","","98","","","2538004","2","","","","","","3200","74468","3543","76461","3200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1577","2543080","0.0-5.0-101.0-0.0","33","17620","Female","null","","","","null","","99","","","2541547","2","","","","1","","1500","77668","1533","80004","","NaN","NaN","NaN","NaN","NaN","","","","","","0","","","","2000","2","11","15","outdoor_scenes","faces","Stimuli/Experimental_stims/outdoor_scenes/stephen-leonardi-gyIRjKPXupE-unsplash.jpg","Stimuli/Experimental_stims/faces/erik-lucatero-d2MSDujJl2g-unsplash.jpg","66","51","","","","","","","","","","chosen","1","gain5","no_gain1","","","","","","","","","","","","","","",""
"","final_decisions_no_response","","html-keyboard-response","1578","2543429","0.0-5.0-101.0-2.0-0.0","33","17620","Female","null","","","","null","","99","","","2543080","2","","","","1","","300","79168","349","81537","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1579","2545152","0.0-5.0-101.0-3.0","33","17620","Female","null","","","","null","","99","","","2543429","2","","","","","","1700","79468","1723","81886","1700","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1580","2545499","0.0-5.0-102.0-0.0","33","17620","Female","329","","","","68","","100","","","2545152","2","","","","0","","329","81168","347","83609","","1","1","46","outdoor_scenes","objects","","","","","","0","","","","2500","2","1","46","outdoor_scenes","objects","Stimuli/Experimental_stims/outdoor_scenes/ashim-d-silva-S2Q5mdOrrVc-unsplash.jpg","Stimuli/Experimental_stims/objects/mockup-graphics-PNsj6RiHAF4-unsplash.jpg","51","58","","","","","","","","","","chosen","0","no_gain2","gain6","0","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1581","2546111","0.0-5.0-102.0-1.0-0.0","33","17620","Female","null","","","","null","","100","","","2545499","2","","","","","","500","81497","612","83956","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1582","2548757","0.0-5.0-102.0-3.0","33","17620","Female","null","","","","null","","100","","","2546111","2","","","","","","2500","81997","2646","84568","2500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1583","2550324","0.0-5.0-103.0-0.0","33","17620","Female","1361","","","","68","","101","","","2548757","2","","","","0","","1361","84497","1567","87214","","1","31","27","body_parts","body_parts","","","","","","0","","","","1300","2","31","27","body_parts","body_parts","Stimuli/Experimental_stims/body_parts/sincerely-media-VN6DbKajo5s-unsplash.jpg","Stimuli/Experimental_stims/body_parts/heike-mintel-i_Gns0ELnLw-unsplash.jpg","50","51","","","","","","","","","","unchosen","1","gain3","no_gain5","1","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1584","2550855","0.0-5.0-103.0-1.0-0.0","33","17620","Female","null","","","","null","","101","","","2550324","2","","","","","","500","85858","531","88781","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1585","2552174","0.0-5.0-103.0-3.0","33","17620","Female","null","","","","null","","101","","","2550855","2","","","","","","1300","86358","1319","89312","1300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1586","2553756","0.0-5.0-104.0-0.0","33","17620","Female","null","","","","null","","102","","","2552174","2","","","","1","","1500","87658","1582","90631","","NaN","NaN","NaN","NaN","NaN","","","","","","0","","","","1300","2","4","30","outdoor_scenes","body_parts","Stimuli/Experimental_stims/outdoor_scenes/jarrett-kow-1ZOyYPOBn7I-unsplash.jpg","Stimuli/Experimental_stims/body_parts/mika-korhonen-Xodzxosar18-unsplash.jpg","42","51","","","","","","","","","","unchosen","1","gain6","no_gain3","","","","","","","","","","","","","","",""
"","final_decisions_no_response","","html-keyboard-response","1587","2554072","0.0-5.0-104.0-2.0-0.0","33","17620","Female","null","","","","null","","102","","","2553756","2","","","","1","","300","89158","316","92213","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1588","2555134","0.0-5.0-104.0-3.0","33","17620","Female","null","","","","null","","102","","","2554072","2","","","","","","1000","89458","1062","92529","1000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1589","2555923","0.0-5.0-105.0-0.0","33","17620","Female","579","","","","68","","103","","","2555134","2","","","","0","","579","90458","789","93591","","1","18","9","faces","outdoor_scenes","","","","","","0","","","","4500","2","18","9","faces","outdoor_scenes","Stimuli/Experimental_stims/faces/jessica-radanavong-mrYkTuAesKE-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/sergey-pesterev-y-b_FOmJXdg-unsplash.jpg","70","51","","","","","","","","","","unchosen","1","gain4","no_gain4","1","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1590","2556443","0.0-5.0-105.0-1.0-0.0","33","17620","Female","null","","","","null","","103","","","2555923","2","","","","","","500","91037","520","94380","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1591","2560967","0.0-5.0-105.0-3.0","33","17620","Female","null","","","","null","","103","","","2556443","2","","","","","","4500","91537","4524","94900","4500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1592","2562493","0.0-5.0-106.0-0.0","33","17620","Female","null","","","","null","","104","","","2560967","2","","","","1","","1500","96037","1526","99424","","NaN","NaN","NaN","NaN","NaN","","","","","","0","","","","1400","2","46","15","objects","faces","Stimuli/Experimental_stims/objects/mockup-graphics-PNsj6RiHAF4-unsplash.jpg","Stimuli/Experimental_stims/faces/erik-lucatero-d2MSDujJl2g-unsplash.jpg","58","51","","","","","","","","","","chosen","1","gain6","no_gain1","","","","","","","","","","","","","","",""
"","final_decisions_no_response","","html-keyboard-response","1593","2562810","0.0-5.0-106.0-2.0-0.0","33","17620","Female","null","","","","null","","104","","","2562493","2","","","","1","","300","97537","317","100950","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1594","2563958","0.0-5.0-106.0-3.0","33","17620","Female","null","","","","null","","104","","","2562810","2","","","","","","1100","97837","1148","101267","1100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
