"success","ttype","start_time","trial_type","trial_index","time_elapsed","internal_node_id","age","PID","gender","rt","responses","view_history","repeat_instructions","key_press","response","index","stimulus_index","path","start_time_elapsed","left_chosen","chosen_stimulus","unchosen_stimulus","chosen_category","unchosen_category","chosen_rating","unchosen_rating","chosen_path","unchosen_path","no_response","pair_id","practice","scramble_screen_time","scramble_instructed_side","stim_type","iti","block","run","left_stimulus","right_stimulus","left_category","right_category","left_path","right_path","left_rating","right_rating","duration","onset","duration_time_elapsed","onset_time_elapsed","trial_duration","scramble_acc","scramble_no_response","warning"
"","scramble_prompt","","html-keyboard-response","94","50317","0.0-3.0-22.0-1.0-0.0","11","98647","11","null","","","","null","","10","","","50009","NaN","NaN","NaN","NaN","NaN","","","NaN","NaN","","","","","","","","1","","","","","","","","","","300","7600","308","9390","300","0","1",""
"","deliberation_no_response","","html-keyboard-response","95","50429","0.0-3.0-22.0-3.0-0.0","11","98647","11","null","","","","null","","10","","","50317","","","","","","","","","","1","","","","","","","1","","","","","","","","","","100","7900","112","9698","","","","1"
"","iti","","html-keyboard-response","96","50545","0.0-3.0-22.0-4.0","11","98647","11","null","","","","null","","10","","","50429","","","","","","","","","","","","","","","","","1","","","","","","","","","","100","8000","116","9810","100","","",""
"","deliberation","","html-keyboard-response","97","50981","0.0-3.0-24.0-0.0","11","98647","11","432","","","","68","","11","","","50545","1","3","33","outdoor_scenes","body_parts","50","50","Stimuli/Experimental_stims/outdoor_scenes/henry-be-NLF6hTe4PAg-unsplash.jpg","Stimuli/Experimental_stims/body_parts/tucker-good-36skLT5jZcc-unsplash.jpg","0","C","0","0","","original","1100","1","1","3","33","outdoor_scenes","body_parts","Stimuli/Experimental_stims/outdoor_scenes/henry-be-NLF6hTe4PAg-unsplash.jpg","Stimuli/Experimental_stims/body_parts/tucker-good-36skLT5jZcc-unsplash.jpg","50","50","432","8100","436","9926","","","",""
"","deliberation_confirmation","","html-keyboard-response","98","51558","0.0-3.0-24.0-2.0-0.0","11","98647","11","null","","","","null","","11","","","50981","","","","","","","","","","","","","","","","","1","","","","","","","","","","568","8532","577","10362","568","","",""
"","iti","","html-keyboard-response","99","51669","0.0-3.0-24.0-4.0","11","98647","11","null","","","","null","","11","","","51558","","","","","","","","","","","","","","","","","1","","","","","","","","","","100","9100","111","10939","100","","",""
"","deliberation","","html-keyboard-response","100","52098","0.0-3.0-26.0-0.0","11","98647","11","425","","","","68","","12","","","51669","1","22","30","faces","body_parts","50","50","Stimuli/Experimental_stims/faces/ravi-patel-VMGAbeeJTKo-unsplash.jpg","Stimuli/Experimental_stims/body_parts/mika-korhonen-Xodzxosar18-unsplash.jpg","0","F","0","0","","original","2300","1","1","22","30","faces","body_parts","Stimuli/Experimental_stims/faces/ravi-patel-VMGAbeeJTKo-unsplash.jpg","Stimuli/Experimental_stims/body_parts/mika-korhonen-Xodzxosar18-unsplash.jpg","50","50","425","9200","429","11050","","","",""
"","deliberation_confirmation","","html-keyboard-response","101","52687","0.0-3.0-26.0-2.0-0.0","11","98647","11","null","","","","null","","12","","","52098","","","","","","","","","","","","","","","","","1","","","","","","","","","","575","9625","589","11479","575","","",""
"","iti","","html-keyboard-response","102","52801","0.0-3.0-26.0-4.0","11","98647","11","null","","","","null","","12","","","52687","","","","","","","","","","","","","","","","","1","","","","","","","","","","100","10200","114","12068","100","","",""
"","deliberation","","html-keyboard-response","103","54415","0.0-3.0-28.0-0.0","11","98647","11","375","","","","68","","13","","","52801","","","","","","","","","","0","I","0","1600","left","scramble","1400","1","1","28","10","body_parts","outdoor_scenes","Stimuli/Experimental_stims/scramble/body_parts/scrambled_ira-vishnevskaya-8DQAvdCby1I-unsplash.jpg","Stimuli/Experimental_stims/scramble/outdoor_scenes/scrambled_shannon-kunkle-dM8INmkyDas-unsplash.jpg","NaN","NaN","1600","10300","1614","12182","","","",""
"","scramble_prompt","","html-keyboard-response","104","54421","0.0-3.0-28.0-1.0-0.0","11","98647","11","null","","","","null","","13","","","54415","NaN","NaN","NaN","NaN","NaN","","","NaN","NaN","","","","","","","","1","","","","","","","","","","-600","11900","6","13796","-600","0","1",""
"","deliberation_no_response","","html-keyboard-response","105","54535","0.0-3.0-28.0-3.0-0.0","11","98647","11","null","","","","null","","13","","","54421","","","","","","","","","","1","","","","","","","1","","","","","","","","","","100","11300","114","13802","","","","1"
"","iti","","html-keyboard-response","106","54646","0.0-3.0-28.0-4.0","11","98647","11","null","","","","null","","13","","","54535","","","","","","","","","","","","","","","","","1","","","","","","","","","","100","11400","111","13916","100","","",""
"","deliberation","","html-keyboard-response","107","54725","0.0-3.0-30.0-0.0","11","98647","11","76","","","","68","","14","","","54646","1","23","7","faces","outdoor_scenes","50","50","Stimuli/Experimental_stims/faces/rikonavt-HQjfrvdTfak-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/petr-vysohlid-9fqwGqGLUxc-unsplash.jpg","0","H","0","0","","original","2600","1","1","23","7","faces","outdoor_scenes","Stimuli/Experimental_stims/faces/rikonavt-HQjfrvdTfak-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/petr-vysohlid-9fqwGqGLUxc-unsplash.jpg","50","50","76","11500","79","14027","","","",""
"","deliberation_confirmation","","html-keyboard-response","108","55662","0.0-3.0-30.0-2.0-0.0","11","98647","11","null","","","","null","","14","","","54725","","","","","","","","","","","","","","","","","1","","","","","","","","","","924","11576","937","14106","924","","",""
"","iti","","html-keyboard-response","109","55773","0.0-3.0-30.0-4.0","11","98647","11","null","","","","null","","14","","","55662","","","","","","","","","","","","","","","","","1","","","","","","","","","","100","12500","111","15043","100","","",""
"","deliberation","","html-keyboard-response","110","57282","0.0-3.0-32.0-0.0","11","98647","11","609","","","","68","","15","","","55773","","","","","","","","","","0","C","0","1500","right","scramble","4300","1","1","3","33","outdoor_scenes","body_parts","Stimuli/Experimental_stims/scramble/outdoor_scenes/scrambled_henry-be-NLF6hTe4PAg-unsplash.jpg","Stimuli/Experimental_stims/scramble/body_parts/scrambled_tucker-good-36skLT5jZcc-unsplash.jpg","NaN","NaN","1500","12600","1509","15154","","","",""
"","scramble_prompt","","html-keyboard-response","111","57287","0.0-3.0-32.0-1.0-0.0","11","98647","11","null","","","","null","","15","","","57282","NaN","NaN","NaN","NaN","NaN","","","NaN","NaN","","","","","","","","1","","","","","","","","","","-500","14100","5","16663","-500","0","1",""
"","deliberation_no_response","","html-keyboard-response","112","57396","0.0-3.0-32.0-3.0-0.0","11","98647","11","null","","","","null","","15","","","57287","","","","","","","","","","1","","","","","","","1","","","","","","","","","","100","13600","109","16668","","","","1"
"","iti","","html-keyboard-response","113","57509","0.0-3.0-32.0-4.0","11","98647","11","null","","","","null","","15","","","57396","","","","","","","","","","","","","","","","","1","","","","","","","","","","100","13700","113","16777","100","","",""
"","deliberation","","html-keyboard-response","114","57929","0.0-3.0-34.0-0.0","11","98647","11","417","","","","68","","16","","","57509","1","31","43","body_parts","objects","50","50","Stimuli/Experimental_stims/body_parts/sincerely-media-VN6DbKajo5s-unsplash.jpg","Stimuli/Experimental_stims/objects/jonathan-greenaway-Y4hGgeiFn3s-unsplash.jpg","0","K","0","0","","original","1900","1","1","31","43","body_parts","objects","Stimuli/Experimental_stims/body_parts/sincerely-media-VN6DbKajo5s-unsplash.jpg","Stimuli/Experimental_stims/objects/jonathan-greenaway-Y4hGgeiFn3s-unsplash.jpg","50","50","417","13800","420","16890","","","",""
"","deliberation_confirmation","","html-keyboard-response","115","58525","0.0-3.0-34.0-2.0-0.0","11","98647","11","null","","","","null","","16","","","57929","","","","","","","","","","","","","","","","","1","","","","","","","","","","583","14217","596","17310","583","","",""
"","iti","","html-keyboard-response","116","58635","0.0-3.0-34.0-4.0","11","98647","11","null","","","","null","","16","","","58525","","","","","","","","","","","","","","","","","1","","","","","","","","","","100","14800","110","17906","100","","",""
"","deliberation","","html-keyboard-response","117","59940","0.0-3.0-36.0-0.0","11","98647","11","393","","","","68","","17","","","58635","","","","","","","","","","0","J","0","1300","right","scramble","1100","1","1","12","44","faces","objects","Stimuli/Experimental_stims/scramble/faces/scrambled_aiony-haust-jmATI5Q_YgY-unsplash.jpg","Stimuli/Experimental_stims/scramble/objects/scrambled_kuiye-chen-NuOGFo4PudE-unsplash.jpg","NaN","NaN","1300","14900","1305","18016","","","",""
"","scramble_prompt","","html-keyboard-response","118","59944","0.0-3.0-36.0-1.0-0.0","11","98647","11","null","","","","null","","17","","","59940","NaN","NaN","NaN","NaN","NaN","","","NaN","NaN","","","","","","","","1","","","","","","","","","","-300","16200","4","19321","-300","0","1",""
"","deliberation_no_response","","html-keyboard-response","119","60050","0.0-3.0-36.0-3.0-0.0","11","98647","11","null","","","","null","","17","","","59944","","","","","","","","","","1","","","","","","","1","","","","","","","","","","100","15900","106","19325","","","","1"
"","iti","","html-keyboard-response","120","60156","0.0-3.0-36.0-4.0","11","98647","11","null","","","","null","","17","","","60050","","","","","","","","","","","","","","","","","1","","","","","","","","","","100","16000","106","19431","100","","",""
"","deliberation","","html-keyboard-response","121","60275","0.0-3.0-38.0-0.0","11","98647","11","114","","","","68","","18","","","60156","1","38","9","objects","outdoor_scenes","50","50","Stimuli/Experimental_stims/objects/art-lasovsky-8XddFc6NkBY-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/sergey-pesterev-y-b_FOmJXdg-unsplash.jpg","0","G","0","0","","original","1500","1","1","38","9","objects","outdoor_scenes","Stimuli/Experimental_stims/objects/art-lasovsky-8XddFc6NkBY-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/sergey-pesterev-y-b_FOmJXdg-unsplash.jpg","50","50","114","16100","119","19537","","","",""
"","deliberation_confirmation","","html-keyboard-response","122","61170","0.0-3.0-38.0-2.0-0.0","11","98647","11","null","","","","null","","18","","","60275","","","","","","","","","","","","","","","","","1","","","","","","","","","","886","16214","895","19656","886","","",""
"","iti","","html-keyboard-response","123","61278","0.0-3.0-38.0-4.0","11","98647","11","null","","","","null","","18","","","61170","","","","","","","","","","","","","","","","","1","","","","","","","","","","100","17100","108","20551","100","","",""
"","deliberation","","html-keyboard-response","124","63283","0.0-3.0-40.0-0.0","11","98647","11","287","","","","68","","19","","","61278","","","","","","","","","","0","H","0","2000","right","scramble","1300","1","1","23","7","faces","outdoor_scenes","Stimuli/Experimental_stims/scramble/faces/scrambled_rikonavt-HQjfrvdTfak-unsplash.jpg","Stimuli/Experimental_stims/scramble/outdoor_scenes/scrambled_petr-vysohlid-9fqwGqGLUxc-unsplash.jpg","NaN","NaN","2000","17200","2005","20659","","","",""
"","scramble_prompt","","html-keyboard-response","125","63287","0.0-3.0-40.0-1.0-0.0","11","98647","11","null","","","","null","","19","","","63283","NaN","NaN","NaN","NaN","NaN","","","NaN","NaN","","","","","","","","1","","","","","","","","","","-1000","19200","4","22664","-1000","0","1",""
"","deliberation_no_response","","html-keyboard-response","126","63395","0.0-3.0-40.0-3.0-0.0","11","98647","11","null","","","","null","","19","","","63287","","","","","","","","","","1","","","","","","","1","","","","","","","","","","100","18200","108","22668","","","","1"
"","iti","","html-keyboard-response","127","63499","0.0-3.0-40.0-4.0","11","98647","11","null","","","","null","","19","","","63395","","","","","","","","","","","","","","","","","1","","","","","","","","","","100","18300","104","22776","100","","",""
"","deliberation","","html-keyboard-response","128","65416","0.0-3.0-42.0-0.0","11","98647","11","224","","","","68","","20","","","63499","","","","","","","","","","0","A","0","1900","left","scramble","3500","1","1","5","36","outdoor_scenes","objects","Stimuli/Experimental_stims/scramble/outdoor_scenes/scrambled_jeff-king-bJHWJeiHfHc-unsplash.jpg","Stimuli/Experimental_stims/scramble/objects/scrambled_alexander-andrews-JYGnB9gTCls-unsplash.jpg","NaN","NaN","1900","18400","1917","22880","","","",""
"","scramble_prompt","","html-keyboard-response","129","65425","0.0-3.0-42.0-1.0-0.0","11","98647","11","null","","","","null","","20","","","65416","NaN","NaN","NaN","NaN","NaN","","","NaN","NaN","","","","","","","","1","","","","","","","","","","-900","20300","9","24797","-900","0","1",""
"","deliberation_no_response","","html-keyboard-response","130","65532","0.0-3.0-42.0-3.0-0.0","11","98647","11","null","","","","null","","20","","","65425","","","","","","","","","","1","","","","","","","1","","","","","","","","","","100","19400","107","24806","","","","1"
"","iti","","html-keyboard-response","131","65648","0.0-3.0-42.0-4.0","11","98647","11","null","","","","null","","20","","","65532","","","","","","","","","","","","","","","","","1","","","","","","","","","","100","19500","116","24913","100","","",""
"","deliberation","","html-keyboard-response","132","65787","0.0-3.0-44.0-0.0","11","98647","11","136","","","","68","","21","","","65648","1","29","15","body_parts","faces","50","50","Stimuli/Experimental_stims/body_parts/manuel-schinner-ZwjFuJ7ebpk-unsplash.jpg","Stimuli/Experimental_stims/faces/erik-lucatero-d2MSDujJl2g-unsplash.jpg","0","L","0","0","","original","1400","1","1","29","15","body_parts","faces","Stimuli/Experimental_stims/body_parts/manuel-schinner-ZwjFuJ7ebpk-unsplash.jpg","Stimuli/Experimental_stims/faces/erik-lucatero-d2MSDujJl2g-unsplash.jpg","50","50","136","19600","139","25029","","","",""
"","deliberation_confirmation","","html-keyboard-response","133","66663","0.0-3.0-44.0-2.0-0.0","11","98647","11","null","","","","null","","21","","","65787","","","","","","","","","","","","","","","","","1","","","","","","","","","","864","19736","876","25168","864","","",""
"","iti","","html-keyboard-response","134","66776","0.0-3.0-44.0-4.0","11","98647","11","null","","","","null","","21","","","66663","","","","","","","","","","","","","","","","","1","","","","","","","","","","100","20600","113","26044","100","","",""
"","deliberation","","html-keyboard-response","135","66804","0.0-3.0-46.0-0.0","11","98647","11","25","","","","68","","22","","","66776","1","28","10","body_parts","outdoor_scenes","50","50","Stimuli/Experimental_stims/body_parts/ira-vishnevskaya-8DQAvdCby1I-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/shannon-kunkle-dM8INmkyDas-unsplash.jpg","0","I","0","0","","original","1300","1","1","28","10","body_parts","outdoor_scenes","Stimuli/Experimental_stims/body_parts/ira-vishnevskaya-8DQAvdCby1I-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/shannon-kunkle-dM8INmkyDas-unsplash.jpg","50","50","25","20700","28","26157","","","",""
"","deliberation_confirmation","","html-keyboard-response","136","67787","0.0-3.0-46.0-2.0-0.0","11","98647","11","null","","","","null","","22","","","66804","","","","","","","","","","","","","","","","","1","","","","","","","","","","975","20725","983","26185","975","","",""
"","iti","","html-keyboard-response","137","67901","0.0-3.0-46.0-4.0","11","98647","11","null","","","","null","","22","","","67787","","","","","","","","","","","","","","","","","1","","","","","","","","","","100","21700","114","27168","100","","",""
"","deliberation","","html-keyboard-response","138","68911","0.0-3.0-48.0-0.0","11","98647","11","121","","","","68","","23","","","67901","","","","","","","","","","0","G","0","1000","left","scramble","1100","1","1","38","9","objects","outdoor_scenes","Stimuli/Experimental_stims/scramble/objects/scrambled_art-lasovsky-8XddFc6NkBY-unsplash.jpg","Stimuli/Experimental_stims/scramble/outdoor_scenes/scrambled_sergey-pesterev-y-b_FOmJXdg-unsplash.jpg","NaN","NaN","1000","21800","1010","27282","","","",""
"","scramble_prompt","","html-keyboard-response","139","68918","0.0-3.0-48.0-1.0-0.0","11","98647","11","null","","","","null","","23","","","68911","NaN","NaN","NaN","NaN","NaN","","","NaN","NaN","","","","","","","","1","","","","","","","","","","0","22800","7","28292","0","0","1",""
"","deliberation_no_response","","html-keyboard-response","140","69028","0.0-3.0-48.0-3.0-0.0","11","98647","11","null","","","","null","","23","","","68918","","","","","","","","","","1","","","","","","","1","","","","","","","","","","100","22800","110","28299","","","","1"
"","iti","","html-keyboard-response","141","69140","0.0-3.0-48.0-4.0","11","98647","11","null","","","","null","","23","","","69028","","","","","","","","","","","","","","","","","1","","","","","","","","","","100","22900","112","28409","100","","",""
"","deliberation","","html-keyboard-response","142","69351","0.0-3.0-50.0-0.0","11","98647","11","207","","","","68","","24","","","69140","1","6","17","outdoor_scenes","faces","50","50","Stimuli/Experimental_stims/outdoor_scenes/meng-ji-8BH_M-53CyA-unsplash.jpg","Stimuli/Experimental_stims/faces/good-faces-xmSWVeGEnJw-unsplash.jpg","0","B","0","0","","original","1200","1","1","6","17","outdoor_scenes","faces","Stimuli/Experimental_stims/outdoor_scenes/meng-ji-8BH_M-53CyA-unsplash.jpg","Stimuli/Experimental_stims/faces/good-faces-xmSWVeGEnJw-unsplash.jpg","50","50","207","23000","211","28521","","","",""
"","deliberation_confirmation","","html-keyboard-response","143","70155","0.0-3.0-50.0-2.0-0.0","11","98647","11","null","","","","null","","24","","","69351","","","","","","","","","","","","","","","","","1","","","","","","","","","","793","23207","804","28732","793","","",""
"","iti","","html-keyboard-response","144","70265","0.0-3.0-50.0-4.0","11","98647","11","null","","","","null","","24","","","70155","","","","","","","","","","","","","","","","","1","","","","","","","","","","100","24000","110","29536","100","","",""
"","deliberation","","html-keyboard-response","145","71574","0.0-3.0-52.0-0.0","11","98647","11","94","","","","68","","25","","","70265","","","","","","","","","","0","E","0","1300","right","scramble","1100","1","1","40","25","objects","body_parts","Stimuli/Experimental_stims/scramble/objects/scrambled_fabian-blank-pElSkGRA2NU-unsplash.jpg","Stimuli/Experimental_stims/scramble/body_parts/scrambled_engin-akyurt-Q2rfH3GW39c-unsplash.jpg","NaN","NaN","1300","24100","1309","29646","","","",""
"","scramble_prompt","","html-keyboard-response","146","71578","0.0-3.0-52.0-1.0-0.0","11","98647","11","null","","","","null","","25","","","71574","NaN","NaN","NaN","NaN","NaN","","","NaN","NaN","","","","","","","","1","","","","","","","","","","-300","25400","4","30955","-300","0","1",""
"","deliberation_no_response","","html-keyboard-response","147","71687","0.0-3.0-52.0-3.0-0.0","11","98647","11","null","","","","null","","25","","","71578","","","","","","","","","","1","","","","","","","1","","","","","","","","","","100","25100","109","30959","","","","1"
"","iti","","html-keyboard-response","148","71798","0.0-3.0-52.0-4.0","11","98647","11","null","","","","null","","25","","","71687","","","","","","","","","","","","","","","","","1","","","","","","","","","","100","25200","111","31068","100","","",""
"","deliberation","","html-keyboard-response","149","71988","0.0-3.0-54.0-0.0","11","98647","11","187","","","","68","","26","","","71798","1","42","14","objects","faces","50","50","Stimuli/Experimental_stims/objects/jess-bailey-nOeVi8DsN8U-unsplash.jpg","Stimuli/Experimental_stims/faces/david-siglin-UuW4psOb388-unsplash.jpg","0","D","0","0","","original","1700","1","1","42","14","objects","faces","Stimuli/Experimental_stims/objects/jess-bailey-nOeVi8DsN8U-unsplash.jpg","Stimuli/Experimental_stims/faces/david-siglin-UuW4psOb388-unsplash.jpg","50","50","187","25300","190","31179","","","",""
"","deliberation_confirmation","","html-keyboard-response","150","72814","0.0-3.0-54.0-2.0-0.0","11","98647","11","null","","","","null","","26","","","71988","","","","","","","","","","","","","","","","","1","","","","","","","","","","813","25487","826","31369","813","","",""
"","iti","","html-keyboard-response","151","72928","0.0-3.0-54.0-4.0","11","98647","11","null","","","","null","","26","","","72814","","","","","","","","","","","","","","","","","1","","","","","","","","","","100","26300","114","32195","100","","",""
"","deliberation","","html-keyboard-response","152","74041","0.0-3.0-56.0-0.0","11","98647","11","20","","","","68","","27","","","72928","","","","","","","","","","0","F","0","1100","left","scramble","2200","1","1","22","30","faces","body_parts","Stimuli/Experimental_stims/scramble/faces/scrambled_ravi-patel-VMGAbeeJTKo-unsplash.jpg","Stimuli/Experimental_stims/scramble/body_parts/scrambled_mika-korhonen-Xodzxosar18-unsplash.jpg","NaN","NaN","1100","26400","1113","32309","","","",""
"","scramble_prompt","","html-keyboard-response","153","74047","0.0-3.0-56.0-1.0-0.0","11","98647","11","null","","","","null","","27","","","74041","NaN","NaN","NaN","NaN","NaN","","","NaN","NaN","","","","","","","","1","","","","","","","","","","-100","27500","6","33422","-100","0","1",""
"","deliberation_no_response","","html-keyboard-response","154","74155","0.0-3.0-56.0-3.0-0.0","11","98647","11","null","","","","null","","27","","","74047","","","","","","","","","","1","","","","","","","1","","","","","","","","","","100","27400","108","33428","","","","1"
"","iti","","html-keyboard-response","155","74268","0.0-3.0-56.0-4.0","11","98647","11","null","","","","null","","27","","","74155","","","","","","","","","","","","","","","","","1","","","","","","","","","","100","27500","113","33536","100","","",""
"","deliberation","","html-keyboard-response","156","74283","0.0-3.0-58.0-0.0","11","98647","11","11","","","","68","","28","","","74268","1","31","43","body_parts","objects","50","50","Stimuli/Experimental_stims/body_parts/sincerely-media-VN6DbKajo5s-unsplash.jpg","Stimuli/Experimental_stims/objects/jonathan-greenaway-Y4hGgeiFn3s-unsplash.jpg","0","K","0","0","","original","3200","2","1","31","43","body_parts","objects","Stimuli/Experimental_stims/body_parts/sincerely-media-VN6DbKajo5s-unsplash.jpg","Stimuli/Experimental_stims/objects/jonathan-greenaway-Y4hGgeiFn3s-unsplash.jpg","50","50","11","27600","15","33649","","","",""
"","deliberation_confirmation","","html-keyboard-response","157","75286","0.0-3.0-58.0-2.0-0.0","11","98647","11","null","","","","null","","28","","","74283","","","","","","","","","","","","","","","","","2","","","","","","","","","","989","27611","1003","33664","989","","",""
"","iti","","html-keyboard-response","158","75399","0.0-3.0-58.0-4.0","11","98647","11","null","","","","null","","28","","","75286","","","","","","","","","","","","","","","","","2","","","","","","","","","","100","28600","113","34667","100","","",""
"","deliberation","","html-keyboard-response","159","75404","0.0-3.0-60.0-0.0","11","98647","11","0","","","","68","","29","","","75399","1","28","10","body_parts","outdoor_scenes","50","50","Stimuli/Experimental_stims/body_parts/ira-vishnevskaya-8DQAvdCby1I-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/shannon-kunkle-dM8INmkyDas-unsplash.jpg","0","I","0","0","","original","2900","2","1","28","10","body_parts","outdoor_scenes","Stimuli/Experimental_stims/body_parts/ira-vishnevskaya-8DQAvdCby1I-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/shannon-kunkle-dM8INmkyDas-unsplash.jpg","50","50","0","28700","5","34780","","","",""
"","deliberation_confirmation","","html-keyboard-response","160","76413","0.0-3.0-60.0-2.0-0.0","11","98647","11","null","","","","null","","29","","","75404","","","","","","","","","","","","","","","","","2","","","","","","","","","","1000","28700","1009","34785","1000","","",""
"","iti","","html-keyboard-response","161","76526","0.0-3.0-60.0-4.0","11","98647","11","null","","","","null","","29","","","76413","","","","","","","","","","","","","","","","","2","","","","","","","","","","100","29700","113","35794","100","","",""
"","deliberation","","html-keyboard-response","162","78141","0.0-3.0-62.0-0.0","11","98647","11","402","","","","68","","30","","","76526","","","","","","","","","","0","C","0","1600","right","scramble","1300","2","1","3","33","outdoor_scenes","body_parts","Stimuli/Experimental_stims/scramble/outdoor_scenes/scrambled_henry-be-NLF6hTe4PAg-unsplash.jpg","Stimuli/Experimental_stims/scramble/body_parts/scrambled_tucker-good-36skLT5jZcc-unsplash.jpg","NaN","NaN","1600","29800","1615","35907","","","",""
"","scramble_prompt","","html-keyboard-response","163","78146","0.0-3.0-62.0-1.0-0.0","11","98647","11","null","","","","null","","30","","","78141","NaN","NaN","NaN","NaN","NaN","","","NaN","NaN","","","","","","","","2","","","","","","","","","","-600","31400","5","37522","-600","0","1",""
"","deliberation_no_response","","html-keyboard-response","164","78252","0.0-3.0-62.0-3.0-0.0","11","98647","11","null","","","","null","","30","","","78146","","","","","","","","","","1","","","","","","","2","","","","","","","","","","100","30800","106","37527","","","","1"
"","iti","","html-keyboard-response","165","78363","0.0-3.0-62.0-4.0","11","98647","11","null","","","","null","","30","","","78252","","","","","","","","","","","","","","","","","2","","","","","","","","","","100","30900","111","37633","100","","",""
"","deliberation","","html-keyboard-response","166","79078","0.0-3.0-64.0-0.0","11","98647","11","31","","","","75","","31","","","78363","","","","","","","","","","0","H","0","700","left","scramble","1000","2","1","23","7","faces","outdoor_scenes","Stimuli/Experimental_stims/scramble/faces/scrambled_rikonavt-HQjfrvdTfak-unsplash.jpg","Stimuli/Experimental_stims/scramble/outdoor_scenes/scrambled_petr-vysohlid-9fqwGqGLUxc-unsplash.jpg","NaN","NaN","700","31000","715","37744","","","",""
"","scramble_prompt","","html-keyboard-response","167","79389","0.0-3.0-64.0-1.0-0.0","11","98647","11","null","","","","null","","31","","","79078","NaN","NaN","NaN","NaN","NaN","","","NaN","NaN","","","","","","","","2","","","","","","","","","","300","31700","311","38459","300","0","1",""
"","deliberation_no_response","","html-keyboard-response","168","79505","0.0-3.0-64.0-3.0-0.0","11","98647","11","null","","","","null","","31","","","79389","","","","","","","","","","1","","","","","","","2","","","","","","","","","","100","32000","116","38770","","","","1"
"","iti","","html-keyboard-response","169","79618","0.0-3.0-64.0-4.0","11","98647","11","null","","","","null","","31","","","79505","","","","","","","","","","","","","","","","","2","","","","","","","","","","100","32100","113","38886","100","","",""
"","deliberation","","html-keyboard-response","170","79718","0.0-3.0-66.0-0.0","11","98647","11","96","","","","75","","32","","","79618","0","25","40","body_parts","objects","50","50","Stimuli/Experimental_stims/body_parts/engin-akyurt-Q2rfH3GW39c-unsplash.jpg","Stimuli/Experimental_stims/objects/fabian-blank-pElSkGRA2NU-unsplash.jpg","0","E","0","0","","original","1000","2","1","40","25","objects","body_parts","Stimuli/Experimental_stims/objects/fabian-blank-pElSkGRA2NU-unsplash.jpg","Stimuli/Experimental_stims/body_parts/engin-akyurt-Q2rfH3GW39c-unsplash.jpg","50","50","96","32200","100","38999","","","",""
"","deliberation_confirmation","","html-keyboard-response","171","80632","0.0-3.0-66.0-2.0-0.0","11","98647","11","null","","","","null","","32","","","79718","","","","","","","","","","","","","","","","","2","","","","","","","","","","904","32296","914","39099","904","","",""
"","iti","","html-keyboard-response","172","80741","0.0-3.0-66.0-4.0","11","98647","11","null","","","","null","","32","","","80632","","","","","","","","","","","","","","","","","2","","","","","","","","","","100","33200","109","40013","100","","",""
"","deliberation","","html-keyboard-response","173","82548","0.0-3.0-68.0-0.0","11","98647","11","345","","","","75","","33","","","80741","","","","","","","","","","0","F","0","1800","right","scramble","1300","2","1","22","30","faces","body_parts","Stimuli/Experimental_stims/scramble/faces/scrambled_ravi-patel-VMGAbeeJTKo-unsplash.jpg","Stimuli/Experimental_stims/scramble/body_parts/scrambled_mika-korhonen-Xodzxosar18-unsplash.jpg","NaN","NaN","1800","33300","1807","40122","","","",""
"","scramble_prompt","","html-keyboard-response","174","82554","0.0-3.0-68.0-1.0-0.0","11","98647","11","null","","","","null","","33","","","82548","NaN","NaN","NaN","NaN","NaN","","","NaN","NaN","","","","","","","","2","","","","","","","","","","-800","35100","6","41929","-800","0","1",""
"","deliberation_no_response","","html-keyboard-response","175","82659","0.0-3.0-68.0-3.0-0.0","11","98647","11","null","","","","null","","33","","","82554","","","","","","","","","","1","","","","","","","2","","","","","","","","","","100","34300","105","41935","","","","1"
"","iti","","html-keyboard-response","176","82769","0.0-3.0-68.0-4.0","11","98647","11","null","","","","null","","33","","","82659","","","","","","","","","","","","","","","","","2","","","","","","","","","","100","34400","110","42040","100","","",""
"","deliberation","","html-keyboard-response","177","84675","0.0-3.0-70.0-0.0","11","98647","11","186","","","","75","","34","","","82769","","","","","","","","","","0","D","0","1900","left","scramble","2500","2","1","42","14","objects","faces","Stimuli/Experimental_stims/scramble/objects/scrambled_jess-bailey-nOeVi8DsN8U-unsplash.jpg","Stimuli/Experimental_stims/scramble/faces/scrambled_david-siglin-UuW4psOb388-unsplash.jpg","NaN","NaN","1900","34500","1906","42150","","","",""
"","scramble_prompt","","html-keyboard-response","178","84683","0.0-3.0-70.0-1.0-0.0","11","98647","11","null","","","","null","","34","","","84675","NaN","NaN","NaN","NaN","NaN","","","NaN","NaN","","","","","","","","2","","","","","","","","","","-900","36400","8","44056","-900","0","1",""
