"success","ttype","start_time","trial_type","trial_index","time_elapsed","internal_node_id","age","PID","gender","rt","responses","view_history","repeat_instructions","key_press","response","index","stimulus_index","path","missed_checkup","run","task","isi","is_odd_ball","no_response","acc","duration","onset","left_chosen","chosen_stimulus","unchosen_stimulus","chosen_category","unchosen_category","chosen_rating","unchosen_rating","chosen_path","unchosen_path","pair_id","practice","scramble_screen_time","scramble_instructed_side","stim_type","iti","block","left_stimulus","right_stimulus","left_category","right_category","left_path","right_path","left_rating","right_rating","response_ends_trial","trial_duration","scramble_acc","scramble_no_response","warning","stimulus_id","item_id","outcome","response_rt","deliberation_reward_tally","choice_type","gain_left","left_item_id","right_item_id","higher_outcome_chosen","chosen_left","old_pair","pair_type","old_response","pair_acc","reward_type","outcome_response","outcome_rt","outcome_acc","category","choice","deliberated_stim","old_rating","new_rating"
"","localizer","","html-keyboard-response","499","473716","0.0-2.0-219.0-0.0","1","1","1","NaN","","","","null","NaN","217","","Stimuli/Experimental_stims/localizer/body_parts/heike-mintel-i_Gns0ELnLw-unsplash.jpg","","1","body_parts","","0","1","0","0.4","284.7000000000013","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","500","474024","0.0-2.0-219.0-1.0","1","1","1","null","","","","null","","217","","","","1","","","","","","0.3","285.1000000000013","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","501","474434","0.0-2.0-220.0-0.0","1","1","1","NaN","","","","null","NaN","218","","Stimuli/Experimental_stims/localizer/body_parts/barna-kovacs-4KIgmUpFz5g-unsplash.jpg","","1","body_parts","","0","1","0","0.4","285.4000000000013","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","502","474751","0.0-2.0-220.0-1.0","1","1","1","null","","","","null","","218","","","","1","","","","","","0.3","285.80000000000126","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","503","475165","0.0-2.0-221.0-0.0","1","1","1","NaN","","","","null","NaN","219","","Stimuli/Experimental_stims/localizer/body_parts/sina-rezakhani-d1gQi0Jl05U-unsplash (1).jpg","","1","body_parts","","0","1","0","0.4","286.1000000000013","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","504","475474","0.0-2.0-221.0-1.0","1","1","1","null","","","","null","","219","","","","1","","","","","","0.3","286.50000000000125","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","505","475892","0.0-2.0-222.0-0.0","1","1","1","NaN","","","","null","NaN","220","","Stimuli/Experimental_stims/localizer/body_parts/pure-julia-E9Q4bqYHtIM-unsplash.jpg","","1","body_parts","","0","1","0","0.4","286.80000000000126","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","506","476201","0.0-2.0-222.0-1.0","1","1","1","null","","","","null","","220","","","","1","","","","","","0.3","287.20000000000124","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","507","476610","0.0-2.0-223.0-0.0","1","1","1","NaN","","","","null","NaN","221","","Stimuli/Experimental_stims/localizer/body_parts/imani-bahati-j_q4fQkr4SI-unsplash.jpg","","1","body_parts","","1","1","0","0.4","287.50000000000125","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","508","476925","0.0-2.0-223.0-1.0","1","1","1","null","","","","null","","221","","","","1","","","","","","0.3","287.9000000000012","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","509","477342","0.0-2.0-224.0-0.0","1","1","1","NaN","","","","null","NaN","222","","Stimuli/Experimental_stims/localizer/body_parts/anna-civolani-xMF00MCZvP0-unsplash.jpg","","1","body_parts","","0","1","0","0.4","288.20000000000124","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","510","477654","0.0-2.0-224.0-1.0","1","1","1","null","","","","null","","222","","","","1","","","","","","0.3","288.6000000000012","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","511","478065","0.0-2.0-225.0-0.0","1","1","1","NaN","","","","null","NaN","223","","Stimuli/Experimental_stims/localizer/body_parts/debby-hudson--B_757qSA4k-unsplash.jpg","","1","body_parts","","0","1","0","0.4","288.9000000000012","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","512","478381","0.0-2.0-225.0-1.0","1","1","1","null","","","","null","","223","","","","1","","","","","","0.3","289.3000000000012","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","513","478793","0.0-2.0-226.0-0.0","1","1","1","NaN","","","","null","NaN","224","","Stimuli/Experimental_stims/localizer/body_parts/sereja-ris-Oi01LlirSHk-unsplash.jpg","","1","body_parts","","0","1","0","0.4","289.6000000000012","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","514","479110","0.0-2.0-226.0-1.0","1","1","1","null","","","","null","","224","","","","1","","","","","","0.3","290.0000000000012","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","515","479523","0.0-2.0-227.0-0.0","1","1","1","NaN","","","","null","NaN","225","","Stimuli/Experimental_stims/localizer/body_parts/betzy-arosemena-YHdgnygtVCQ-unsplash.jpg","","1","body_parts","","0","1","0","0.4","290.3000000000012","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","516","493539","0.0-2.0-227.0-1.0","1","1","1","null","","","","null","","225","","","","1","","","","","","14","290.7000000000012","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","517","493951","0.0-2.0-228.0-0.0","1","1","1","NaN","","","","null","NaN","226","","Stimuli/Experimental_stims/localizer/faces/rachel-mcdermott-0fN7Fxv1eWA-unsplash.jpg","","1","faces","","0","1","0","0.4","304.7000000000012","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","518","494263","0.0-2.0-228.0-1.0","1","1","1","null","","","","null","","226","","","","1","","","","","","0.3","305.10000000000116","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","519","494675","0.0-2.0-229.0-0.0","1","1","1","NaN","","","","null","NaN","227","","Stimuli/Experimental_stims/localizer/faces/aleksandar-popovski-Jy4ELSGPHTc-unsplash.jpg","","1","faces","","0","1","0","0.4","305.40000000000117","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","520","494991","0.0-2.0-229.0-1.0","1","1","1","null","","","","null","","227","","","","1","","","","","","0.3","305.80000000000115","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","521","495404","0.0-2.0-230.0-0.0","1","1","1","NaN","","","","null","NaN","228","","Stimuli/Experimental_stims/localizer/faces/clarissa-carbungco-ymY5oadXAZI-unsplash.jpg","","1","faces","","0","1","0","0.4","306.10000000000116","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","522","495713","0.0-2.0-230.0-1.0","1","1","1","null","","","","null","","228","","","","1","","","","","","0.3","306.50000000000114","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","523","496125","0.0-2.0-231.0-0.0","1","1","1","NaN","","","","null","NaN","229","","Stimuli/Experimental_stims/localizer/faces/robert-godwin-cdksyTqEXzo-unsplash.jpg","","1","faces","","0","1","0","0.4","306.80000000000115","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","524","496434","0.0-2.0-231.0-1.0","1","1","1","null","","","","null","","229","","","","1","","","","","","0.3","307.2000000000011","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","525","496844","0.0-2.0-232.0-0.0","1","1","1","NaN","","","","null","NaN","230","","Stimuli/Experimental_stims/localizer/faces/drew-hays-agGIKYs4mYs-unsplash.jpg","","1","faces","","0","1","0","0.4","307.50000000000114","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","526","497155","0.0-2.0-232.0-1.0","1","1","1","null","","","","null","","230","","","","1","","","","","","0.3","307.9000000000011","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","527","497561","0.0-2.0-233.0-0.0","1","1","1","NaN","","","","null","NaN","231","","Stimuli/Experimental_stims/localizer/faces/tyler-nix-ZGa9d1a_4tA-unsplash.jpg","","1","faces","","0","1","0","0.4","308.2000000000011","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","528","497874","0.0-2.0-233.0-1.0","1","1","1","null","","","","null","","231","","","","1","","","","","","0.3","308.6000000000011","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","529","498284","0.0-2.0-234.0-0.0","1","1","1","NaN","","","","null","NaN","232","","Stimuli/Experimental_stims/localizer/faces/austin-wade-X6Uj51n5CE8-unsplash.jpg","","1","faces","","0","1","0","0.4","308.9000000000011","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","530","498596","0.0-2.0-234.0-1.0","1","1","1","null","","","","null","","232","","","","1","","","","","","0.3","309.3000000000011","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","531","499013","0.0-2.0-235.0-0.0","1","1","1","NaN","","","","null","NaN","233","","Stimuli/Experimental_stims/localizer/faces/ian-dooley-d1UPkiFd04A-unsplash.jpg","","1","faces","","0","1","0","0.4","309.6000000000011","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","532","499326","0.0-2.0-235.0-1.0","1","1","1","null","","","","null","","233","","","","1","","","","","","0.3","310.0000000000011","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","533","499739","0.0-2.0-236.0-0.0","1","1","1","NaN","","","","null","NaN","234","","Stimuli/Experimental_stims/localizer/faces/christian-buehner-DItYlc26zVI-unsplash.jpg","","1","faces","","0","1","0","0.4","310.3000000000011","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","534","500054","0.0-2.0-236.0-1.0","1","1","1","null","","","","null","","234","","","","1","","","","","","0.3","310.70000000000107","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","535","500470","0.0-2.0-237.0-0.0","1","1","1","NaN","","","","null","NaN","235","","Stimuli/Experimental_stims/localizer/faces/ivana-cajina-_7LbC5J-jw4-unsplash.jpg","","1","faces","","0","1","0","0.4","311.0000000000011","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","536","500783","0.0-2.0-237.0-1.0","1","1","1","null","","","","null","","235","","","","1","","","","","","0.3","311.40000000000106","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","537","501193","0.0-2.0-238.0-0.0","1","1","1","NaN","","","","null","NaN","236","","Stimuli/Experimental_stims/localizer/faces/mubariz-mehdizadeh-o-wlIFT4zE4-unsplash.jpg","","1","faces","","1","1","0","0.4","311.70000000000107","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","538","501509","0.0-2.0-238.0-1.0","1","1","1","null","","","","null","","236","","","","1","","","","","","0.3","312.10000000000105","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","539","501926","0.0-2.0-239.0-0.0","1","1","1","NaN","","","","null","NaN","237","","Stimuli/Experimental_stims/localizer/faces/janaya-dasiuk-_A2LZdUqHgA-unsplash.jpg","","1","faces","","0","1","0","0.4","312.40000000000106","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","540","502240","0.0-2.0-239.0-1.0","1","1","1","null","","","","null","","237","","","","1","","","","","","0.3","312.80000000000103","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","541","502653","0.0-2.0-240.0-0.0","1","1","1","NaN","","","","null","NaN","238","","Stimuli/Experimental_stims/localizer/faces/sean-kong--1B_y4wGs-s-unsplash.jpg","","1","faces","","1","1","0","0.4","313.10000000000105","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","542","502967","0.0-2.0-240.0-1.0","1","1","1","null","","","","null","","238","","","","1","","","","","","0.3","313.500000000001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","543","503383","0.0-2.0-241.0-0.0","1","1","1","NaN","","","","null","NaN","239","","Stimuli/Experimental_stims/localizer/faces/matheus-ferrero-W7b3eDUb_2I-unsplash.jpg","","1","faces","","0","1","0","0.4","313.80000000000103","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","544","503694","0.0-2.0-241.0-1.0","1","1","1","null","","","","null","","239","","","","1","","","","","","0.3","314.200000000001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","545","504110","0.0-2.0-242.0-0.0","1","1","1","NaN","","","","null","NaN","240","","Stimuli/Experimental_stims/localizer/faces/ravi-patel-VMGAbeeJTKo-unsplash.jpg","","1","faces","","0","1","0","0.4","314.500000000001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","546","504421","0.0-2.0-242.0-1.0","1","1","1","null","","","","null","","240","","","","1","","","","","","0.3","314.900000000001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","547","504837","0.0-2.0-243.0-0.0","1","1","1","NaN","","","","null","NaN","241","","Stimuli/Experimental_stims/localizer/faces/juan-encalada-WC7KIHo13Fc-unsplash.jpg","","1","faces","","0","1","0","0.4","315.200000000001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","548","505148","0.0-2.0-243.0-1.0","1","1","1","null","","","","null","","241","","","","1","","","","","","0.3","315.600000000001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","549","505563","0.0-2.0-244.0-0.0","1","1","1","NaN","","","","null","NaN","242","","Stimuli/Experimental_stims/localizer/faces/cdc-ddKBuWekZr0-unsplash.jpg","","1","faces","","0","1","0","0.4","315.900000000001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","550","505878","0.0-2.0-244.0-1.0","1","1","1","null","","","","null","","242","","","","1","","","","","","0.3","316.300000000001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","551","506294","0.0-2.0-245.0-0.0","1","1","1","NaN","","","","null","NaN","243","","Stimuli/Experimental_stims/localizer/faces/prince-akachi-J1OScm_uHUQ-unsplash.jpg","","1","faces","","0","1","0","0.4","316.600000000001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","552","506608","0.0-2.0-245.0-1.0","1","1","1","null","","","","null","","243","","","","1","","","","","","0.3","317.00000000000097","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","553","507019","0.0-2.0-246.0-0.0","1","1","1","NaN","","","","null","NaN","244","","Stimuli/Experimental_stims/localizer/faces/james-marty-h1BuNJZzpC8-unsplash.jpg","","1","faces","","0","1","0","0.4","317.300000000001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","554","507333","0.0-2.0-246.0-1.0","1","1","1","null","","","","null","","244","","","","1","","","","","","0.3","317.70000000000095","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","555","507745","0.0-2.0-247.0-0.0","1","1","1","NaN","","","","null","NaN","245","","Stimuli/Experimental_stims/localizer/faces/christina-wocintechchat-com-0Zx1bDv5BNY-unsplash.jpg","","1","faces","","0","1","0","0.4","318.00000000000097","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","556","521757","0.0-2.0-247.0-1.0","1","1","1","null","","","","null","","245","","","","1","","","","","","14","318.40000000000094","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","end_localizer_phase","","html-keyboard-response","557","1210675","0.0-2.0-247.0-4.0-0.0","1","1","1","688908","","","","83","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation_instructions","","instructions","558","1332751","0.0-3.0-0.0-0.0","1","1","1","122070","","[{""page_index"":0,""viewing_time"":4993},{""page_index"":1,""viewing_time"":555},{""page_index"":2,""viewing_time"":1521},{""page_index"":3,""viewing_time"":5063},{""page_index"":4,""viewing_time"":109322},{""page_index"":5,""viewing_time"":616}]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation_comprehension_check","","survey-multi-choice","559","1355674","0.0-3.0-0.0-1.0","1","1","1","22914","{""Q0"":""True"",""Q1"":""True"",""Q2"":""Wait until an arrow comes up and then select the image the arrow is pointing at"",""Q3"":""Consider carefully and take your time (up to 3 seconds)"",""Q4"":""Index finger""}","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","html-keyboard-response","560","1357438","0.0-3.0-1.0","1","1","1","1750","","","","83","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","561","1358915","0.0-3.0-2.0-0.0","1","1","1","1472","","","","50","","0","","","","0","","","","0","","1.472","332.40000000000094","1","","","","","","","Stimuli/Practice_stims/Deliberation/anthony-delanoix-Q0-fOL2nqZc-unsplash.jpg","Stimuli/Practice_stims/Deliberation/becca-tapert-sY5RjMB1KkE-unsplash.jpg","prac1","1","0","","original","1500","0","","","","","Stimuli/Practice_stims/Deliberation/anthony-delanoix-Q0-fOL2nqZc-unsplash.jpg","Stimuli/Practice_stims/Deliberation/becca-tapert-sY5RjMB1KkE-unsplash.jpg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation_confirmation","","html-keyboard-response","562","1360460","0.0-3.0-2.0-2.0-0.0","1","1","1","null","","","","null","","0","","","","","","","","","","1.528","333.8720000000009","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","563","1361971","0.0-3.0-2.0-4.0","1","1","1","null","","","","null","","0","","","","","","","","","","1.5","335.40000000000094","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","564","1364987","0.0-3.0-4.0-0.0","1","1","1","null","","","","null","","1","","","","0","","","","1","","2.5","336.90000000000094","","","","","","","","","","prac2","1","2500","left","scramble","2500","0","","","","","Stimuli/Practice_stims/Deliberation/scramble/scrambled_clay-banks-1KPfcPdbWFM-unsplash.jpg","Stimuli/Practice_stims/Deliberation/scramble/scrambled_melissa-keizer-sV4Pd8wq5_o-unsplash.jpg","","","false","2500","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","scramble_prompt","","html-keyboard-response","565","1365507","0.0-3.0-4.0-1.0-0.0","1","1","1","null","","","","null","","1","","","","","","","","","","0.5","339.40000000000094","","","","","","","","","","","","","","","","0","","","","","","","","","","","0","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation_no_response","","html-keyboard-response","566","1366018","0.0-3.0-4.0-3.0-0.0","1","1","1","null","","","","null","","1","","","","","","","","1","","0.5","339.90000000000094","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","567","1368036","0.0-3.0-4.0-4.0","1","1","1","null","","","","null","","1","","","","","","","","","","2","340.40000000000094","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","568","1368595","0.0-3.0-4.1-0.1","1","1","1","553","","","","50","","1","","","","0","","","","0","","2.5","342.40000000000094","","","","","","","","","","prac2","1","2500","left","scramble","2500","0","","","","","Stimuli/Practice_stims/Deliberation/scramble/scrambled_clay-banks-1KPfcPdbWFM-unsplash.jpg","Stimuli/Practice_stims/Deliberation/scramble/scrambled_melissa-keizer-sV4Pd8wq5_o-unsplash.jpg","","","false","2500","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","scramble_prompt","","html-keyboard-response","569","1369053","0.0-3.0-4.1-1.1-0.1","1","1","1","453","","","","50","","1","","","","","","","","0","","0.453","344.90000000000094","1","","","","","","","","","","","","","","","0","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation_confirmation","","html-keyboard-response","570","1369118","0.0-3.0-4.1-2.1-0.1","1","1","1","null","","","","null","","1","","","","","","","","","","0.047","345.3530000000009","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","571","1371634","0.0-3.0-4.1-4.1","1","1","1","null","","","","null","","1","","","","","","","","","","2.5","345.40000000000094","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","572","1374650","0.0-3.0-6.0-0.0","1","1","1","null","","","","null","","2","","","","0","","","","1","","1.5","347.90000000000094","","","","","","","","","","prac3","1","1500","right","scramble","3000","0","","","","","Stimuli/Practice_stims/Deliberation/scramble/scrambled_anthony-delanoix-Q0-fOL2nqZc-unsplash.jpg","Stimuli/Practice_stims/Deliberation/scramble/scrambled_becca-tapert-sY5RjMB1KkE-unsplash.jpg","","","false","1500","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","scramble_prompt","","html-keyboard-response","573","1376162","0.0-3.0-6.0-1.0-0.0","1","1","1","null","","","","null","","2","","","","","","","","","","1.5","349.40000000000094","","","","","","","","","","","","","","","","0","","","","","","","","","","","0","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation_no_response","","html-keyboard-response","574","1376674","0.0-3.0-6.0-3.0-0.0","1","1","1","null","","","","null","","2","","","","","","","","1","","0.5","350.90000000000094","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","575","1379185","0.0-3.0-6.0-4.0","1","1","1","null","","","","null","","2","","","","","","","","","","2.5","351.40000000000094","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","576","1382194","0.0-3.0-6.1-0.1","1","1","1","null","","","","null","","2","","","","0","","","","1","","1.5","353.90000000000094","","","","","","","","","","prac3","1","1500","right","scramble","3000","0","","","","","Stimuli/Practice_stims/Deliberation/scramble/scrambled_anthony-delanoix-Q0-fOL2nqZc-unsplash.jpg","Stimuli/Practice_stims/Deliberation/scramble/scrambled_becca-tapert-sY5RjMB1KkE-unsplash.jpg","","","false","1500","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","scramble_prompt","","html-keyboard-response","577","1382593","0.0-3.0-6.1-1.1-0.1","1","1","1","394","","","","51","","2","","","","","","","","0","","0.394","355.40000000000094","0","","","","","","","","","","","","","","","0","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation_confirmation","","html-keyboard-response","578","1383716","0.0-3.0-6.1-2.1-0.1","1","1","1","null","","","","null","","2","","","","","","","","","","1.106","355.79400000000095","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","579","1386732","0.0-3.0-6.1-4.1","1","1","1","null","","","","null","","2","","","","","","","","","","3","356.90000000000094","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
