"success","ttype","start_time","trial_type","trial_index","time_elapsed","internal_node_id","age","PID","gender","rt","responses","view_history","repeat_instructions","key_press","response","index","stimulus_index","path","run","task","isi","is_odd_ball","no_response","acc","duration","onset","pair_id","practice","scramble_screen_time","scramble_instructed_side","stim_type","iti","block","left_stimulus","right_stimulus","left_category","right_category","left_path","right_path","left_rating","right_rating","warning","response_ends_trial","trial_duration","scramble_acc","scramble_no_response","left_chosen","chosen_stimulus","unchosen_stimulus","chosen_category","unchosen_category","chosen_rating","unchosen_rating","chosen_path","unchosen_path"
"","iti_localizer","","html-keyboard-response","231","95165","0.0-2.0-88.0-1.0","NaN","82292","","null","","","","null","","86","","","1","","","","","","0.3","111.19999999999999","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","232","95580","0.0-2.0-89.0-0.0","NaN","82292","","NaN","","","","null","NaN","87","","Stimuli/Experimental_stims/localizer/outdoor_scenes/simon-berger-twukN12EN7c-unsplash.jpg","1","outdoor_scenes","","0","1","0","0.4","111.49999999999999","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","233","95896","0.0-2.0-89.0-1.0","NaN","82292","","null","","","","null","","87","","","1","","","","","","0.3","111.89999999999999","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","234","96310","0.0-2.0-90.0-0.0","NaN","82292","","NaN","","","","null","NaN","88","","Stimuli/Experimental_stims/localizer/outdoor_scenes/benjamin-davies-Zm2n2O7Fph4-unsplash.jpg","1","outdoor_scenes","","0","1","0","0.4","112.19999999999999","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","235","96628","0.0-2.0-90.0-1.0","NaN","82292","","null","","","","null","","88","","","1","","","","","","0.3","112.6","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","236","97040","0.0-2.0-91.0-0.0","NaN","82292","","NaN","","","","null","NaN","89","","Stimuli/Experimental_stims/localizer/outdoor_scenes/alessio-furlan-Vw3a0HgE7AM-unsplash.jpg","1","outdoor_scenes","","0","1","0","0.4","112.89999999999999","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","237","97349","0.0-2.0-91.0-1.0","NaN","82292","","null","","","","null","","89","","","1","","","","","","0.3","113.3","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","238","97755","0.0-2.0-92.0-0.0","NaN","82292","","NaN","","","","null","NaN","90","","Stimuli/Experimental_stims/localizer/outdoor_scenes/v2osk-1Z2niiBPg5A-unsplash.jpg","1","outdoor_scenes","","0","1","0","0.4","113.6","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","239","98069","0.0-2.0-92.0-1.0","NaN","82292","","null","","","","null","","90","","","1","","","","","","0.3","114","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","240","98478","0.0-2.0-93.0-0.0","NaN","82292","","NaN","","","","null","NaN","91","","Stimuli/Experimental_stims/localizer/outdoor_scenes/samuel-ferrara-IEHPDNk2-8w-unsplash.jpg","1","outdoor_scenes","","0","1","0","0.4","114.3","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","241","98790","0.0-2.0-93.0-1.0","NaN","82292","","null","","","","null","","91","","","1","","","","","","0.3","114.7","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","242","99204","0.0-2.0-94.0-0.0","NaN","82292","","NaN","","","","null","NaN","92","","Stimuli/Experimental_stims/localizer/outdoor_scenes/eberhard-grossgasteiger-y2azHvupCVo-unsplash.jpg","1","outdoor_scenes","","0","1","0","0.4","115","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","243","99520","0.0-2.0-94.0-1.0","NaN","82292","","null","","","","null","","92","","","1","","","","","","0.3","115.4","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","244","99934","0.0-2.0-95.0-0.0","NaN","82292","","NaN","","","","null","NaN","93","","Stimuli/Experimental_stims/localizer/outdoor_scenes/julien-lavallee-X2DE1VmN7x4-unsplash.jpg","1","outdoor_scenes","","1","1","0","0.4","115.7","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","245","100244","0.0-2.0-95.0-1.0","NaN","82292","","null","","","","null","","93","","","1","","","","","","0.3","116.10000000000001","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","246","100652","0.0-2.0-96.0-0.0","NaN","82292","","NaN","","","","null","NaN","94","","Stimuli/Experimental_stims/localizer/outdoor_scenes/quentin-zwzeorQPepo-unsplash.jpg","1","outdoor_scenes","","0","1","0","0.4","116.4","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","247","100966","0.0-2.0-96.0-1.0","NaN","82292","","null","","","","null","","94","","","1","","","","","","0.3","116.80000000000001","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","248","101379","0.0-2.0-97.0-0.0","NaN","82292","","NaN","","","","null","NaN","95","","Stimuli/Experimental_stims/localizer/outdoor_scenes/tim-swaan-eOpewngf68w-unsplash (1).jpg","1","outdoor_scenes","","0","1","0","0.4","117.10000000000001","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","249","101695","0.0-2.0-97.0-1.0","NaN","82292","","null","","","","null","","95","","","1","","","","","","0.3","117.50000000000001","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","250","102112","0.0-2.0-98.0-0.0","NaN","82292","","NaN","","","","null","NaN","96","","Stimuli/Experimental_stims/localizer/outdoor_scenes/erol-ahmed-d3pTF3r_hwY-unsplash.jpg","1","outdoor_scenes","","0","1","0","0.4","117.80000000000001","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","251","102419","0.0-2.0-98.0-1.0","NaN","82292","","null","","","","null","","96","","","1","","","","","","0.3","118.20000000000002","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","252","102830","0.0-2.0-99.0-0.0","NaN","82292","","NaN","","","","null","NaN","97","","Stimuli/Experimental_stims/localizer/outdoor_scenes/solotravelgoals-7kLufxYoqWk-unsplash.jpg","1","outdoor_scenes","","0","1","0","0.4","118.50000000000001","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","253","103142","0.0-2.0-99.0-1.0","NaN","82292","","null","","","","null","","97","","","1","","","","","","0.3","118.90000000000002","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","254","103557","0.0-2.0-100.0-0.0","NaN","82292","","NaN","","","","null","NaN","98","","Stimuli/Experimental_stims/localizer/outdoor_scenes/jack-millard-zjyP-UYI-ko-unsplash.jpg","1","outdoor_scenes","","0","1","0","0.4","119.20000000000002","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","255","103869","0.0-2.0-100.0-1.0","NaN","82292","","null","","","","null","","98","","","1","","","","","","0.3","119.60000000000002","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","256","104280","0.0-2.0-101.0-0.0","NaN","82292","","NaN","","","","null","NaN","99","","Stimuli/Experimental_stims/localizer/outdoor_scenes/john-lee-oMneOBYhJxY-unsplash.jpg","1","outdoor_scenes","","1","1","0","0.4","119.90000000000002","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","257","104592","0.0-2.0-101.0-1.0","NaN","82292","","null","","","","null","","99","","","1","","","","","","0.3","120.30000000000003","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","258","105004","0.0-2.0-102.0-0.0","NaN","82292","","NaN","","","","null","NaN","100","","Stimuli/Experimental_stims/localizer/outdoor_scenes/jordan-heath-4z_SYrG5mgA-unsplash.jpg","1","outdoor_scenes","","0","1","0","0.4","120.60000000000002","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","259","105315","0.0-2.0-102.0-1.0","NaN","82292","","null","","","","null","","100","","","1","","","","","","0.3","121.00000000000003","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","260","105727","0.0-2.0-103.0-0.0","NaN","82292","","NaN","","","","null","NaN","101","","Stimuli/Experimental_stims/localizer/outdoor_scenes/pietro-de-grandi-T7K4aEPoGGk-unsplash.jpg","1","outdoor_scenes","","0","1","0","0.4","121.30000000000003","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","261","106039","0.0-2.0-103.0-1.0","NaN","82292","","null","","","","null","","101","","","1","","","","","","0.3","121.70000000000003","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","262","106453","0.0-2.0-104.0-0.0","NaN","82292","","NaN","","","","null","NaN","102","","Stimuli/Experimental_stims/localizer/outdoor_scenes/sebastian-unrau-v4e3JI7DDHI-unsplash.jpg","1","outdoor_scenes","","0","1","0","0.4","122.00000000000003","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","263","106768","0.0-2.0-104.0-1.0","NaN","82292","","null","","","","null","","102","","","1","","","","","","0.3","122.40000000000003","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","264","107183","0.0-2.0-105.0-0.0","NaN","82292","","NaN","","","","null","NaN","103","","Stimuli/Experimental_stims/localizer/outdoor_scenes/bruno-van-der-kraan-qez8mNJ3ilU-unsplash.jpg","1","outdoor_scenes","","0","1","0","0.4","122.70000000000003","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","265","107496","0.0-2.0-105.0-1.0","NaN","82292","","null","","","","null","","103","","","1","","","","","","0.3","123.10000000000004","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","266","107911","0.0-2.0-106.0-0.0","NaN","82292","","NaN","","","","null","NaN","104","","Stimuli/Experimental_stims/localizer/outdoor_scenes/john-fowler-aaIN3y2zcMQ-unsplash.jpg","1","outdoor_scenes","","0","1","0","0.4","123.40000000000003","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","267","108223","0.0-2.0-106.0-1.0","NaN","82292","","null","","","","null","","104","","","1","","","","","","0.3","123.80000000000004","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","268","108635","0.0-2.0-107.0-0.0","NaN","82292","","NaN","","","","null","NaN","105","","Stimuli/Experimental_stims/localizer/outdoor_scenes/cosmic-timetraveler-pYyOZ8q7AII-unsplash.jpg","1","outdoor_scenes","","0","1","0","0.4","124.10000000000004","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","269","108942","0.0-2.0-107.0-1.0","NaN","82292","","null","","","","null","","105","","","1","","","","","","14","124.50000000000004","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","270","109358","0.0-2.0-108.0-0.0","NaN","82292","","NaN","","","","null","NaN","106","","Stimuli/Experimental_stims/localizer/objects/girl-with-red-hat-Xxg-r574pLE-unsplash.jpg","1","objects","","0","1","0","0.4","138.50000000000006","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","271","109670","0.0-2.0-108.0-1.0","NaN","82292","","null","","","","null","","106","","","1","","","","","","0.3","138.90000000000006","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","272","110086","0.0-2.0-109.0-0.0","NaN","82292","","NaN","","","","null","NaN","107","","Stimuli/Experimental_stims/localizer/objects/collab-media-eddtBBbaw0Y-unsplash.jpg","1","objects","","1","1","0","0.4","139.20000000000007","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","273","110400","0.0-2.0-109.0-1.0","NaN","82292","","null","","","","null","","107","","","1","","","","","","0.3","139.60000000000008","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","274","110816","0.0-2.0-110.0-0.0","NaN","82292","","NaN","","","","null","NaN","108","","Stimuli/Experimental_stims/localizer/objects/maria-lupan-Rlakka_pZMU-unsplash.jpg","1","objects","","0","1","0","0.4","139.9000000000001","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","275","111123","0.0-2.0-110.0-1.0","NaN","82292","","null","","","","null","","108","","","1","","","","","","0.3","140.3000000000001","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","276","111534","0.0-2.0-111.0-0.0","NaN","82292","","NaN","","","","null","NaN","109","","Stimuli/Experimental_stims/localizer/objects/mockup-graphics-U6ZMEefFGx8-unsplash.jpg","1","objects","","0","1","0","0.4","140.6000000000001","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","277","111849","0.0-2.0-111.0-1.0","NaN","82292","","null","","","","null","","109","","","1","","","","","","0.3","141.0000000000001","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","278","112261","0.0-2.0-112.0-0.0","NaN","82292","","NaN","","","","null","NaN","110","","Stimuli/Experimental_stims/localizer/objects/adriano-pucciarelli-BE7yaZnZX6o-unsplash.jpg","1","objects","","0","1","0","0.4","141.30000000000013","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","279","112578","0.0-2.0-112.0-1.0","NaN","82292","","null","","","","null","","110","","","1","","","","","","0.3","141.70000000000013","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","280","112986","0.0-2.0-113.0-0.0","NaN","82292","","NaN","","","","null","NaN","111","","Stimuli/Experimental_stims/localizer/objects/adriano-pucciarelli-Jl3S1yM8gi8-unsplash.jpg","1","objects","","0","1","0","0.4","142.00000000000014","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","281","113302","0.0-2.0-113.0-1.0","NaN","82292","","null","","","","null","","111","","","1","","","","","","0.3","142.40000000000015","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","282","113716","0.0-2.0-114.0-0.0","NaN","82292","","NaN","","","","null","NaN","112","","Stimuli/Experimental_stims/localizer/objects/chris-briggs-x9TCnxNBofE-unsplash.jpg","1","objects","","1","1","0","0.4","142.70000000000016","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","283","114031","0.0-2.0-114.0-1.0","NaN","82292","","null","","","","null","","112","","","1","","","","","","0.3","143.10000000000016","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","284","114447","0.0-2.0-115.0-0.0","NaN","82292","","NaN","","","","null","NaN","113","","Stimuli/Experimental_stims/localizer/objects/miti-MZPdB1DU4a4-unsplash.jpg","1","objects","","0","1","0","0.4","143.40000000000018","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","285","114760","0.0-2.0-115.0-1.0","NaN","82292","","null","","","","null","","113","","","1","","","","","","0.3","143.80000000000018","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","286","115177","0.0-2.0-116.0-0.0","NaN","82292","","NaN","","","","null","NaN","114","","Stimuli/Experimental_stims/localizer/objects/girl-with-red-hat-oJG9HOVKGMs-unsplash.jpg","1","objects","","0","1","0","0.4","144.1000000000002","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","287","115487","0.0-2.0-116.0-1.0","NaN","82292","","null","","","","null","","114","","","1","","","","","","0.3","144.5000000000002","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","288","115901","0.0-2.0-117.0-0.0","NaN","82292","","NaN","","","","null","NaN","115","","Stimuli/Experimental_stims/localizer/objects/annie-spratt-fbAnIjhrOL4-unsplash.jpg","1","objects","","0","1","0","0.4","144.8000000000002","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","289","116216","0.0-2.0-117.0-1.0","NaN","82292","","null","","","","null","","115","","","1","","","","","","0.3","145.20000000000022","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","290","116632","0.0-2.0-118.0-0.0","NaN","82292","","NaN","","","","null","NaN","116","","Stimuli/Experimental_stims/localizer/objects/chris-briggs-FobzAZJGM9M-unsplash.jpg","1","objects","","0","1","0","0.4","145.50000000000023","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","291","116940","0.0-2.0-118.0-1.0","NaN","82292","","null","","","","null","","116","","","1","","","","","","0.3","145.90000000000023","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","292","117350","0.0-2.0-119.0-0.0","NaN","82292","","NaN","","","","null","NaN","117","","Stimuli/Experimental_stims/localizer/objects/mae-mu-yl2d0CKW130-unsplash.jpg","1","objects","","0","1","0","0.4","146.20000000000024","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","293","117661","0.0-2.0-119.0-1.0","NaN","82292","","null","","","","null","","117","","","1","","","","","","0.3","146.60000000000025","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","294","118072","0.0-2.0-120.0-0.0","NaN","82292","","NaN","","","","null","NaN","118","","Stimuli/Experimental_stims/localizer/objects/sam-moghadam-khamseh-kvmdsTrGOBM-unsplash.jpg","1","objects","","0","1","0","0.4","146.90000000000026","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","295","118383","0.0-2.0-120.0-1.0","NaN","82292","","null","","","","null","","118","","","1","","","","","","0.3","147.30000000000027","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","296","118798","0.0-2.0-121.0-0.0","NaN","82292","","NaN","","","","null","NaN","119","","Stimuli/Experimental_stims/localizer/objects/sam-moghadam-khamseh-xej3GOtAQ-o-unsplash.jpg","1","objects","","0","1","0","0.4","147.60000000000028","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","297","119112","0.0-2.0-121.0-1.0","NaN","82292","","null","","","","null","","119","","","1","","","","","","0.3","148.00000000000028","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","298","119527","0.0-2.0-122.0-0.0","NaN","82292","","NaN","","","","null","NaN","120","","Stimuli/Experimental_stims/localizer/objects/hipster-mum-XookgCxFw6Q-unsplash.jpg","1","objects","","0","1","0","0.4","148.3000000000003","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","299","119836","0.0-2.0-122.0-1.0","NaN","82292","","null","","","","null","","120","","","1","","","","","","0.3","148.7000000000003","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","300","120246","0.0-2.0-123.0-0.0","NaN","82292","","NaN","","","","null","NaN","121","","Stimuli/Experimental_stims/localizer/objects/nicolas-hippert-SVgX47QIUlc-unsplash.jpg","1","objects","","0","1","0","0.4","149.0000000000003","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","301","120558","0.0-2.0-123.0-1.0","NaN","82292","","null","","","","null","","121","","","1","","","","","","0.3","149.40000000000032","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","302","120977","0.0-2.0-124.0-0.0","NaN","82292","","NaN","","","","null","NaN","122","","Stimuli/Experimental_stims/localizer/objects/raimond-klavins-ZdvDPXVvcKs-unsplash.jpg","1","objects","","0","1","0","0.4","149.70000000000033","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","303","121287","0.0-2.0-124.0-1.0","NaN","82292","","null","","","","null","","122","","","1","","","","","","0.3","150.10000000000034","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","304","121699","0.0-2.0-125.0-0.0","NaN","82292","","NaN","","","","null","NaN","123","","Stimuli/Experimental_stims/localizer/objects/mockup-graphics-aUkYaG12Dgs-unsplash.jpg","1","objects","","0","1","0","0.4","150.40000000000035","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","305","122018","0.0-2.0-125.0-1.0","NaN","82292","","null","","","","null","","123","","","1","","","","","","0.3","150.80000000000035","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","306","122430","0.0-2.0-126.0-0.0","NaN","82292","","NaN","","","","null","NaN","124","","Stimuli/Experimental_stims/localizer/objects/petr-sidorov-3jm5TGqtULU-unsplash.jpg","1","objects","","0","1","0","0.4","151.10000000000036","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","307","122745","0.0-2.0-126.0-1.0","NaN","82292","","null","","","","null","","124","","","1","","","","","","0.3","151.50000000000037","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","308","123158","0.0-2.0-127.0-0.0","NaN","82292","","NaN","","","","null","NaN","125","","Stimuli/Experimental_stims/localizer/objects/namroud-gorguis-FZWivbri0Xk-unsplash.jpg","1","objects","","0","1","0","0.4","151.80000000000038","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","309","123471","0.0-2.0-127.0-1.0","NaN","82292","","null","","","","null","","125","","","1","","","","","","14","152.2000000000004","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","310","123887","0.0-2.0-128.0-0.0","NaN","82292","","NaN","","","","null","NaN","126","","Stimuli/Experimental_stims/localizer/faces/hisu-lee-2qvxIr_DXGo-unsplash.jpg","1","faces","","0","1","0","0.4","166.2000000000004","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","311","124197","0.0-2.0-128.0-1.0","NaN","82292","","null","","","","null","","126","","","1","","","","","","0.3","166.6000000000004","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","312","124605","0.0-2.0-129.0-0.0","NaN","82292","","NaN","","","","null","NaN","127","","Stimuli/Experimental_stims/localizer/faces/abstral-official-cyOKLSgkgCE-unsplash.jpg","1","faces","","0","1","0","0.4","166.9000000000004","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","313","124915","0.0-2.0-129.0-1.0","NaN","82292","","null","","","","null","","127","","","1","","","","","","0.3","167.3000000000004","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","314","125328","0.0-2.0-130.0-0.0","NaN","82292","","NaN","","","","null","NaN","128","","Stimuli/Experimental_stims/localizer/faces/brooke-cagle-Nm70URdtf3c-unsplash (1).jpg","1","faces","","0","1","0","0.4","167.60000000000042","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","315","125637","0.0-2.0-130.0-1.0","NaN","82292","","null","","","","null","","128","","","1","","","","","","0.3","168.00000000000043","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","316","126048","0.0-2.0-131.0-0.0","NaN","82292","","NaN","","","","null","NaN","129","","Stimuli/Experimental_stims/localizer/faces/ihor-saveliev-3POm-bxWIN8-unsplash.jpg","1","faces","","1","1","0","0.4","168.30000000000044","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","317","126355","0.0-2.0-131.0-1.0","NaN","82292","","null","","","","null","","129","","","1","","","","","","0.3","168.70000000000044","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","318","126764","0.0-2.0-132.0-0.0","NaN","82292","","NaN","","","","null","NaN","130","","Stimuli/Experimental_stims/localizer/faces/jakob-owens-lkMJcGDZLVs-unsplash.jpg","1","faces","","0","1","0","0.4","169.00000000000045","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","319","127080","0.0-2.0-132.0-1.0","NaN","82292","","null","","","","null","","130","","","1","","","","","","0.3","169.40000000000046","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","320","127495","0.0-2.0-133.0-0.0","NaN","82292","","NaN","","","","null","NaN","131","","Stimuli/Experimental_stims/localizer/faces/stephanie-nakagawa-ADSKIn0ScDg-unsplash.jpg","1","faces","","0","1","0","0.4","169.70000000000047","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","321","127805","0.0-2.0-133.0-1.0","NaN","82292","","null","","","","null","","131","","","1","","","","","","0.3","170.10000000000048","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","322","128216","0.0-2.0-134.0-0.0","NaN","82292","","NaN","","","","null","NaN","132","","Stimuli/Experimental_stims/localizer/faces/james-marty-h1BuNJZzpC8-unsplash.jpg","1","faces","","0","1","0","0.4","170.4000000000005","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","323","128525","0.0-2.0-134.0-1.0","NaN","82292","","null","","","","null","","132","","","1","","","","","","0.3","170.8000000000005","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","324","128932","0.0-2.0-135.0-0.0","NaN","82292","","NaN","","","","null","NaN","133","","Stimuli/Experimental_stims/localizer/faces/aatik-tasneem-7omHUGhhmZ0-unsplash.jpg","1","faces","","0","1","0","0.4","171.1000000000005","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","325","129245","0.0-2.0-135.0-1.0","NaN","82292","","null","","","","null","","133","","","1","","","","","","0.3","171.5000000000005","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","326","129655","0.0-2.0-136.0-0.0","NaN","82292","","NaN","","","","null","NaN","134","","Stimuli/Experimental_stims/localizer/faces/austin-wade-X6Uj51n5CE8-unsplash.jpg","1","faces","","0","1","0","0.4","171.80000000000052","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","327","129969","0.0-2.0-136.0-1.0","NaN","82292","","null","","","","null","","134","","","1","","","","","","0.3","172.20000000000053","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","328","130381","0.0-2.0-137.0-0.0","NaN","82292","","NaN","","","","null","NaN","135","","Stimuli/Experimental_stims/localizer/faces/art-hauntington-jzY0KRJopEI-unsplash.jpg","1","faces","","0","1","0","0.4","172.50000000000054","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","329","130697","0.0-2.0-137.0-1.0","NaN","82292","","null","","","","null","","135","","","1","","","","","","0.3","172.90000000000055","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
