"success","ttype","start_time","trial_type","trial_index","time_elapsed","internal_node_id","age","PID","gender","rt","responses","view_history","repeat_instructions","key_press","response","index","stimulus_index","path","start_time_elapsed","run","task","isi","is_odd_ball","no_response","acc","duration","onset","duration_time_elapsed","onset_time_elapsed","trial_duration","missed_checkup","left_chosen","chosen_stimulus","unchosen_stimulus","chosen_category","unchosen_category","chosen_rating","unchosen_rating","chosen_path","unchosen_path","pair_id","practice","scramble_screen_time","scramble_instructed_side","stim_type","iti","block","left_stimulus","right_stimulus","left_category","right_category","left_path","right_path","left_rating","right_rating","warning","scramble_acc","scramble_no_response","stimulus_id","item_id","outcome","response_rt","deliberation_reward_tally","choice_type","gain_left","left_item_id","right_item_id","higher_outcome_chosen"
"","isi_outcome_learning","","html-keyboard-response","1339","2811355","0.0-4.0-74.0-1.0","33","75229","female","null","","","","null","","72","","","2809236","2","","","","","","2100","242300","2119","229627","2100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","show_reward","","html-keyboard-response","1340","2812882","0.0-4.0-74.0-2.0","33","75229","female","1164","","","","68","gain","72","","","2811355","2","","","","0","","1500","244400","1527","231746","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1164","","","","","",""
"","iti_outcome_learning","","html-keyboard-response","1341","2814000","0.0-4.0-74.0-3.0","33","75229","female","null","","","","null","","72","","","2812882","2","","","","","","1100","246500","1118","233273","1100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","show_chosen_item","","html-keyboard-response","1342","2815518","0.0-4.0-75.0-0.0","33","75229","female","null","","","","null","","73","","","2814000","2","","3300","","","","1500","247600","1518","234391","","","","","","","","","","","","","0","","","","1400","","","","","","","","","","","","","40","A","no_gain","","","","","","",""
"","isi_outcome_learning","","html-keyboard-response","1343","2818836","0.0-4.0-75.0-1.0","33","75229","female","null","","","","null","","73","","","2815518","2","","","","","","3300","249100","3318","235909","3300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","show_reward","","html-keyboard-response","1344","2820363","0.0-4.0-75.0-2.0","33","75229","female","1146","","","","75","no_gain","73","","","2818836","2","","","","0","","1500","252400","1527","239227","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1146","","","","","",""
"","iti_outcome_learning","","html-keyboard-response","1345","2821818","0.0-4.0-75.0-3.0","33","75229","female","null","","","","null","","73","","","2820363","2","","","","","","1400","255700","1455","240754","1400","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","show_chosen_item","","html-keyboard-response","1346","2823340","0.0-4.0-76.0-0.0","33","75229","female","null","","","","null","","74","","","2821818","2","","2200","","","","1500","257100","1522","242209","","","","","","","","","","","","","0","","","","1700","","","","","","","","","","","","","33","E","no_gain","","","","","","",""
"","isi_outcome_learning","","html-keyboard-response","1347","2825554","0.0-4.0-76.0-1.0","33","75229","female","null","","","","null","","74","","","2823340","2","","","","","","2200","258600","2214","243731","2200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","show_reward","","html-keyboard-response","1348","2827074","0.0-4.0-76.0-2.0","33","75229","female","1025","","","","75","no_gain","74","","","2825554","2","","","","0","","1500","260800","1520","245945","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1025","","","","","",""
"","iti_outcome_learning","","html-keyboard-response","1349","2828784","0.0-4.0-76.0-3.0","33","75229","female","null","","","","null","","74","","","2827074","2","","","","","","1700","263000","1710","247465","1700","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","show_chosen_item","","html-keyboard-response","1350","2830303","0.0-4.0-77.0-0.0","33","75229","female","null","","","","null","","75","","","2828784","2","","1200","","","","1500","264700","1519","249175","","","","","","","","","","","","","0","","","","1400","","","","","","","","","","","","","32","F","gain","","","","","","",""
"","isi_outcome_learning","","html-keyboard-response","1351","2831515","0.0-4.0-77.0-1.0","33","75229","female","null","","","","null","","75","","","2830303","2","","","","","","1200","266200","1212","250694","1200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","show_reward","","html-keyboard-response","1352","2833027","0.0-4.0-77.0-2.0","33","75229","female","937","","","","68","gain","75","","","2831515","2","","","","0","","1500","267400","1512","251906","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","937","","","","","",""
"","iti_outcome_learning","","html-keyboard-response","1353","2834448","0.0-4.0-77.0-3.0","33","75229","female","null","","","","null","","75","","","2833027","2","","","","","","1400","268600","1421","253418","1400","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.5","","","","",""
"","deliberation_reward_tally","","html-keyboard-response","1354","2839358","0.0-4.0-77.0-6.0-0.0","33","75229","female","4897","","","","68","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions_instructions","","instructions","1355","2906061","0.0-5.0-0.0-0.0","33","75229","female","66552","","[{""page_index"":0,""viewing_time"":36320},{""page_index"":1,""viewing_time"":24802},{""page_index"":2,""viewing_time"":2281},{""page_index"":1,""viewing_time"":2264},{""page_index"":2,""viewing_time"":884}]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions_comprehension_check","","survey-multi-choice","1356","2916306","0.0-5.0-0.0-1.0","33","75229","female","10218","{""Q0"":""True"",""Q1"":""K""}","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","html-keyboard-response","1357","2918478","0.0-5.0-1.0","33","75229","female","2151","","","","68","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1358","2919998","0.0-5.0-2.0-0.0","33","75229","female","null","","","","null","","0","","","2918478","0","","","","1","","1500","270000","1520","254839","","","NaN","NaN","NaN","NaN","NaN","","","","","","1","","","","3000","0","","","","","Stimuli/Practice_stims/Final_decisions/debby-hudson-FmCSSSGge-0-unsplash.jpg","Stimuli/Practice_stims/Final_decisions/yassine-khalfalli-adsQ9d_Cx0c-unsplash.jpg","","","","","","","","","","","","0","","",""
"","final_decisions_no_response","","html-keyboard-response","1359","2920309","0.0-5.0-2.0-2.0-0.0","33","75229","female","null","","","","null","","0","","","2919998","0","","","","1","","300","271500","311","256359","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1360","2923022","0.0-5.0-2.0-3.0","33","75229","female","null","","","","null","","0","","","2920309","0","","","","","","2700","271800","2713","256670","2700","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1361","2924545","0.0-5.0-2.1-0.1","33","75229","female","null","","","","null","","0","","","2923022","0","","","","1","","1500","274500","1523","259383","","","NaN","NaN","NaN","NaN","NaN","","","","","","1","","","","3000","0","","","","","Stimuli/Practice_stims/Final_decisions/debby-hudson-FmCSSSGge-0-unsplash.jpg","Stimuli/Practice_stims/Final_decisions/yassine-khalfalli-adsQ9d_Cx0c-unsplash.jpg","","","","","","","","","","","","0","","",""
"","final_decisions_no_response","","html-keyboard-response","1362","2924861","0.0-5.0-2.1-2.1-0.1","33","75229","female","null","","","","null","","0","","","2924545","0","","","","1","","300","276000","316","260906","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1363","2927583","0.0-5.0-2.1-3.1","33","75229","female","null","","","","null","","0","","","2924861","0","","","","","","2700","276300","2722","261222","2700","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1364","2928468","0.0-5.0-2.2-0.2","33","75229","female","866","","","","68","","0","","","2927583","0","","","","0","","866","279000","885","263944","","","1","","","","","","","","","","1","","","","3000","0","","","","","Stimuli/Practice_stims/Final_decisions/debby-hudson-FmCSSSGge-0-unsplash.jpg","Stimuli/Practice_stims/Final_decisions/yassine-khalfalli-adsQ9d_Cx0c-unsplash.jpg","","","","","","","","","","","","0","","","0"
"","final_decisions_confirmation","","html-keyboard-response","1365","2928982","0.0-5.0-2.2-1.2-0.2","33","75229","female","null","","","","null","","0","","","2928468","0","","","","","","500","279866","514","264829","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1366","2931999","0.0-5.0-2.2-3.2","33","75229","female","null","","","","null","","0","","","2928982","0","","","","","","3000","280366","3017","265343","3000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1367","2933521","0.0-5.0-3.0-0.0","33","75229","female","null","","","","null","","1","","","2931999","0","","","","1","","1500","283366","1522","268360","","","NaN","NaN","NaN","NaN","NaN","","","","","","1","","","","1500","0","","","","","Stimuli/Practice_stims/Final_decisions/florian-wehde-iVW7mZPwd4g-unsplash.jpg","Stimuli/Practice_stims/Final_decisions/patrick-perkins-3wylDrjxH-E-unsplash.jpg","","","","","","","","","","","","0","","",""
"","final_decisions_no_response","","html-keyboard-response","1368","2933839","0.0-5.0-3.0-2.0-0.0","33","75229","female","null","","","","null","","1","","","2933521","0","","","","1","","300","284866","318","269882","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1369","2935055","0.0-5.0-3.0-3.0","33","75229","female","null","","","","null","","1","","","2933839","0","","","","","","1200","285166","1216","270200","1200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1370","2935950","0.0-5.0-3.1-0.1","33","75229","female","879","","","","68","","1","","","2935055","0","","","","0","","879","286366","895","271416","","","1","","","","","","","","","","1","","","","1500","0","","","","","Stimuli/Practice_stims/Final_decisions/florian-wehde-iVW7mZPwd4g-unsplash.jpg","Stimuli/Practice_stims/Final_decisions/patrick-perkins-3wylDrjxH-E-unsplash.jpg","","","","","","","","","","","","0","","","0"
"","final_decisions_confirmation","","html-keyboard-response","1371","2936459","0.0-5.0-3.1-1.1-0.1","33","75229","female","null","","","","null","","1","","","2935950","0","","","","","","500","287245","509","272311","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1372","2937972","0.0-5.0-3.1-3.1","33","75229","female","null","","","","null","","1","","","2936459","0","","","","","","1500","287745","1513","272820","1500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1373","2939493","0.0-5.0-4.0-0.0","33","75229","female","null","","","","null","","2","","","2937972","0","","","","1","","1500","289245","1521","274333","","","NaN","NaN","NaN","NaN","NaN","","","","","","1","","","","2000","0","","","","","Stimuli/Practice_stims/Final_decisions/debby-hudson-FmCSSSGge-0-unsplash.jpg","Stimuli/Practice_stims/Final_decisions/florian-wehde-iVW7mZPwd4g-unsplash.jpg","","","","","","","","","","","","0","","",""
"","final_decisions_no_response","","html-keyboard-response","1374","2939807","0.0-5.0-4.0-2.0-0.0","33","75229","female","null","","","","null","","2","","","2939493","0","","","","1","","300","290745","314","275854","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1375","2941522","0.0-5.0-4.0-3.0","33","75229","female","null","","","","null","","2","","","2939807","0","","","","","","1700","291045","1715","276168","1700","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1376","2942214","0.0-5.0-4.1-0.1","33","75229","female","678","","","","75","","2","","","2941522","0","","","","0","","678","292745","692","277883","","","0","","","","","","","","","","1","","","","2000","0","","","","","Stimuli/Practice_stims/Final_decisions/debby-hudson-FmCSSSGge-0-unsplash.jpg","Stimuli/Practice_stims/Final_decisions/florian-wehde-iVW7mZPwd4g-unsplash.jpg","","","","","","","","","","","","0","","","1"
"","final_decisions_confirmation","","html-keyboard-response","1377","2942730","0.0-5.0-4.1-1.1-0.1","33","75229","female","null","","","","null","","2","","","2942214","0","","","","","","500","293423","516","278575","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1378","2944771","0.0-5.0-4.1-3.1","33","75229","female","null","","","","null","","2","","","2942730","0","","","","","","2000","293923","2041","279091","2000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1379","2946287","0.0-5.0-5.0-0.0","33","75229","female","null","","","","null","","3","","","2944771","0","","","","1","","1500","295923","1516","281132","","","NaN","NaN","NaN","NaN","NaN","","","","","","1","","","","1000","0","","","","","Stimuli/Practice_stims/Final_decisions/yassine-khalfalli-adsQ9d_Cx0c-unsplash.jpg","Stimuli/Practice_stims/Final_decisions/debby-hudson-FmCSSSGge-0-unsplash.jpg","","","","","","","","","","","","0","","",""
"","final_decisions_no_response","","html-keyboard-response","1380","2946601","0.0-5.0-5.0-2.0-0.0","33","75229","female","null","","","","null","","3","","","2946287","0","","","","1","","300","297423","314","282648","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1381","2947359","0.0-5.0-5.0-3.0","33","75229","female","null","","","","null","","3","","","2946601","0","","","","","","700","297723","758","282962","700","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1382","2948206","0.0-5.0-5.1-0.1","33","75229","female","834","","","","75","","3","","","2947359","0","","","","0","","834","298423","847","283720","","","0","","","","","","","","","","1","","","","1000","0","","","","","Stimuli/Practice_stims/Final_decisions/yassine-khalfalli-adsQ9d_Cx0c-unsplash.jpg","Stimuli/Practice_stims/Final_decisions/debby-hudson-FmCSSSGge-0-unsplash.jpg","","","","","","","","","","","","0","","","1"
"","final_decisions_confirmation","","html-keyboard-response","1383","2948725","0.0-5.0-5.1-1.1-0.1","33","75229","female","null","","","","null","","3","","","2948206","0","","","","","","500","299257","519","284567","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1384","2949740","0.0-5.0-5.1-3.1","33","75229","female","null","","","","null","","3","","","2948725","0","","","","","","1000","299757","1015","285086","1000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","practice_over","","html-keyboard-response","1385","2951698","0.0-5.0-5.1-4.1-0.1","33","75229","female","1945","","","","68","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","start_run","","html-keyboard-response","1386","2952435","0.0-5.0-5.1-4.1-1.1","33","75229","female","728","","","","84","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1387","2953690","0.0-5.0-6.0-0.0","33","75229","female","1245","","","","75","","4","","","2952435","1","","","","0","","1245","0","1255","0","","","0","6","37","outdoor_scenes","objects","","","","","","0","","","","4100","1","37","6","objects","outdoor_scenes","Stimuli/Experimental_stims/objects/alexander-andrews-VLGWE_SumrA-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/meng-ji-8BH_M-53CyA-unsplash.jpg","59","84","","","","","","","","","unchosen","1","gain2","no_gain3","0"
"","final_decisions_confirmation","","html-keyboard-response","1388","2954211","0.0-5.0-6.0-1.0-0.0","33","75229","female","null","","","","null","","4","","","2953690","1","","","","","","500","1245","521","1255","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1389","2958335","0.0-5.0-6.0-3.0","33","75229","female","null","","","","null","","4","","","2954211","1","","","","","","4100","1745","4124","1776","4100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1390","2959734","0.0-5.0-7.0-0.0","33","75229","female","1385","","","","75","","5","","","2958335","1","","","","0","","1385","5845","1399","5900","","","0","33","31","body_parts","body_parts","","","","","","0","","","","1200","1","31","33","body_parts","body_parts","Stimuli/Experimental_stims/body_parts/sincerely-media-VN6DbKajo5s-unsplash.jpg","Stimuli/Experimental_stims/body_parts/tucker-good-36skLT5jZcc-unsplash.jpg","56","64","","","","","","","","","chosen","1","gain3","no_gain5","0"
"","final_decisions_confirmation","","html-keyboard-response","1391","2960250","0.0-5.0-7.0-1.0-0.0","33","75229","female","null","","","","null","","5","","","2959734","1","","","","","","500","7230","516","7299","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1392","2961481","0.0-5.0-7.0-3.0","33","75229","female","null","","","","null","","5","","","2960250","1","","","","","","1200","7730","1231","7815","1200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1393","2962924","0.0-5.0-8.0-0.0","33","75229","female","1428","","","","75","","6","","","2961481","1","","","","0","","1428","8930","1443","9046","","","0","18","39","faces","objects","","","","","","0","","","","2600","1","39","18","objects","faces","Stimuli/Experimental_stims/objects/charlesdeluvio-1-nx1QR5dTE-unsplash.jpg","Stimuli/Experimental_stims/faces/jessica-radanavong-mrYkTuAesKE-unsplash.jpg","57","47","","","","","","","","","chosen","1","gain1","no_gain3","0"
"","final_decisions_confirmation","","html-keyboard-response","1394","2963433","0.0-5.0-8.0-1.0-0.0","33","75229","female","null","","","","null","","6","","","2962924","1","","","","","","500","10358","509","10489","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1395","2966055","0.0-5.0-8.0-3.0","33","75229","female","null","","","","null","","6","","","2963433","1","","","","","","2600","10858","2622","10998","2600","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1396","2967581","0.0-5.0-9.0-0.0","33","75229","female","null","","","","null","","7","","","2966055","1","","","","1","","1500","13458","1526","13620","","","NaN","NaN","NaN","NaN","NaN","","","","","","0","","","","2000","1","14","9","faces","outdoor_scenes","Stimuli/Experimental_stims/faces/david-siglin-UuW4psOb388-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/sergey-pesterev-y-b_FOmJXdg-unsplash.jpg","61","87","","","","","","","","","chosen","1","gain2","no_gain4",""
"","final_decisions_no_response","","html-keyboard-response","1397","2967899","0.0-5.0-9.0-2.0-0.0","33","75229","female","null","","","","null","","7","","","2967581","1","","","","1","","300","14958","318","15146","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1398","2969614","0.0-5.0-9.0-3.0","33","75229","female","null","","","","null","","7","","","2967899","1","","","","","","1700","15258","1715","15464","1700","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1399","2971038","0.0-5.0-10.0-0.0","33","75229","female","1411","","","","75","","8","","","2969614","1","","","","0","","1411","16958","1424","17179","","","0","19","47","faces","objects","","","","","","0","","","","1200","1","47","19","objects","faces","Stimuli/Experimental_stims/objects/ronaldo-arthur-vidal-Cdz_lvnl37k-unsplash.jpg","Stimuli/Experimental_stims/faces/joel-mott-LaK153ghdig-unsplash.jpg","57","79","","","","","","","","","unchosen","0","no_gain5","gain1","1"
"","final_decisions_confirmation","","html-keyboard-response","1400","2971555","0.0-5.0-10.0-1.0-0.0","33","75229","female","null","","","","null","","8","","","2971038","1","","","","","","500","18369","517","18603","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1401","2972777","0.0-5.0-10.0-3.0","33","75229","female","null","","","","null","","8","","","2971555","1","","","","","","1200","18869","1222","19120","1200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1402","2974296","0.0-5.0-11.0-0.0","33","75229","female","null","","","","null","","9","","","2972777","1","","","","1","","1500","20069","1519","20342","","","NaN","NaN","NaN","NaN","NaN","","","","","","0","","","","3200","1","9","31","outdoor_scenes","body_parts","Stimuli/Experimental_stims/outdoor_scenes/sergey-pesterev-y-b_FOmJXdg-unsplash.jpg","Stimuli/Experimental_stims/body_parts/sincerely-media-VN6DbKajo5s-unsplash.jpg","87","56","","","","","","","","","chosen","0","no_gain4","gain3",""
"","final_decisions_no_response","","html-keyboard-response","1403","2974607","0.0-5.0-11.0-2.0-0.0","33","75229","female","null","","","","null","","9","","","2974296","1","","","","1","","300","21569","311","21861","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1404","2977521","0.0-5.0-11.0-3.0","33","75229","female","null","","","","null","","9","","","2974607","1","","","","","","2900","21869","2914","22172","2900","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1405","2978878","0.0-5.0-12.0-0.0","33","75229","female","1343","","","","75","","10","","","2977521","1","","","","0","","1343","24769","1357","25086","","","0","31","27","body_parts","body_parts","","","","","","0","","","","1200","1","27","31","body_parts","body_parts","Stimuli/Experimental_stims/body_parts/heike-mintel-i_Gns0ELnLw-unsplash.jpg","Stimuli/Experimental_stims/body_parts/sincerely-media-VN6DbKajo5s-unsplash.jpg","93","56","","","","","","","","","chosen","0","no_gain1","gain3","1"
"","final_decisions_confirmation","","html-keyboard-response","1406","2979403","0.0-5.0-12.0-1.0-0.0","33","75229","female","null","","","","null","","10","","","2978878","1","","","","","","500","26112","525","26443","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1407","2980658","0.0-5.0-12.0-3.0","33","75229","female","null","","","","null","","10","","","2979403","1","","","","","","1200","26612","1255","26968","1200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1408","2981934","0.0-5.0-13.0-0.0","33","75229","female","1265","","","","75","","11","","","2980658","1","","","","0","","1265","27812","1276","28223","","","0","39","36","objects","objects","","","","","","0","","","","1800","1","36","39","objects","objects","Stimuli/Experimental_stims/objects/alexander-andrews-JYGnB9gTCls-unsplash.jpg","Stimuli/Experimental_stims/objects/charlesdeluvio-1-nx1QR5dTE-unsplash.jpg","68","57","","","","","","","","","chosen","0","no_gain2","gain1","1"
"","final_decisions_confirmation","","html-keyboard-response","1409","2982451","0.0-5.0-13.0-1.0-0.0","33","75229","female","null","","","","null","","11","","","2981934","1","","","","","","500","29077","517","29499","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1410","2984264","0.0-5.0-13.0-3.0","33","75229","female","null","","","","null","","11","","","2982451","1","","","","","","1800","29577","1813","30016","1800","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1411","2985536","0.0-5.0-14.0-0.0","33","75229","female","1256","","","","68","","12","","","2984264","1","","","","0","","1256","31377","1272","31829","","","1","37","11","objects","outdoor_scenes","","","","","","0","","","","1600","1","37","11","objects","outdoor_scenes","Stimuli/Experimental_stims/objects/alexander-andrews-VLGWE_SumrA-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/stephen-leonardi-gyIRjKPXupE-unsplash.jpg","59","80","","","","","","","","","unchosen","1","gain2","no_gain1","1"
"","final_decisions_confirmation","","html-keyboard-response","1412","2986052","0.0-5.0-14.0-1.0-0.0","33","75229","female","null","","","","null","","12","","","2985536","1","","","","","","500","32633","516","33101","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1413","2987669","0.0-5.0-14.0-3.0","33","75229","female","null","","","","null","","12","","","2986052","1","","","","","","1600","33133","1617","33617","1600","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1414","2989190","0.0-5.0-15.0-0.0","33","75229","female","null","","","","null","","13","","","2987669","1","","","","1","","1500","34733","1521","35234","","","NaN","NaN","NaN","NaN","NaN","","","","","","0","","","","1300","1","5","21","outdoor_scenes","faces","Stimuli/Experimental_stims/outdoor_scenes/jeff-king-bJHWJeiHfHc-unsplash.jpg","Stimuli/Experimental_stims/faces/leilani-angel-K84vnnzxmTQ-unsplash.jpg","68","64","","","","","","","","","unchosen","0","no_gain6","gain6",""
"","final_decisions_no_response","","html-keyboard-response","1415","2989508","0.0-5.0-15.0-2.0-0.0","33","75229","female","null","","","","null","","13","","","2989190","1","","","","1","","300","36233","318","36755","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1416","2990523","0.0-5.0-15.0-3.0","33","75229","female","null","","","","null","","13","","","2989508","1","","","","","","1000","36533","1015","37073","1000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1417","2992038","0.0-5.0-16.0-0.0","33","75229","female","null","","","","null","","14","","","2990523","1","","","","1","","1500","37533","1515","38088","","","NaN","NaN","NaN","NaN","NaN","","","","","","0","","","","1900","1","11","3","outdoor_scenes","outdoor_scenes","Stimuli/Experimental_stims/outdoor_scenes/stephen-leonardi-gyIRjKPXupE-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/henry-be-NLF6hTe4PAg-unsplash.jpg","80","78","","","","","","","","","unchosen","0","no_gain1","gain5",""
"","final_decisions_no_response","","html-keyboard-response","1418","2992355","0.0-5.0-16.0-2.0-0.0","33","75229","female","null","","","","null","","14","","","2992038","1","","","","1","","300","39033","317","39603","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1419","2993979","0.0-5.0-16.0-3.0","33","75229","female","null","","","","null","","14","","","2992355","1","","","","","","1600","39333","1624","39920","1600","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1420","2995486","0.0-5.0-17.0-0.0","33","75229","female","1493","","","","75","","15","","","2993979","1","","","","0","","1493","40933","1507","41544","","","0","14","18","faces","faces","","","","","","0","","","","4100","1","18","14","faces","faces","Stimuli/Experimental_stims/faces/jessica-radanavong-mrYkTuAesKE-unsplash.jpg","Stimuli/Experimental_stims/faces/david-siglin-UuW4psOb388-unsplash.jpg","47","61","","","","","","","","","chosen","0","no_gain3","gain2","1"
"","final_decisions_confirmation","","html-keyboard-response","1421","2995999","0.0-5.0-17.0-1.0-0.0","33","75229","female","null","","","","null","","15","","","2995486","1","","","","","","500","42426","513","43051","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1422","3000123","0.0-5.0-17.0-3.0","33","75229","female","null","","","","null","","15","","","2995999","1","","","","","","4100","42926","4124","43564","4100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1423","3001591","0.0-5.0-18.0-0.0","33","75229","female","1445","","","","68","","16","","","3000123","1","","","","0","","1445","47026","1468","47688","","","1","45","29","objects","body_parts","","","","","","0","","","","1100","1","45","29","objects","body_parts","Stimuli/Experimental_stims/objects/leohoho-rngTKHXumy0-unsplash.jpg","Stimuli/Experimental_stims/body_parts/manuel-schinner-ZwjFuJ7ebpk-unsplash.jpg","58","83","","","","","","","","","unchosen","1","gain4","no_gain2","1"
