"success","ttype","start_time","trial_type","trial_index","time_elapsed","internal_node_id","age","PID","gender","rt","responses","view_history","repeat_instructions","key_press","response","index","stimulus_index","path","start_time_elapsed","left_chosen","chosen_stimulus","unchosen_stimulus","chosen_category","unchosen_category","chosen_rating","unchosen_rating","chosen_path","unchosen_path","no_response","pair_id","practice","scramble_screen_time","scramble_instructed_side","stim_type","iti","block","run","left_stimulus","right_stimulus","left_category","right_category","left_path","right_path","left_rating","right_rating","duration","onset","duration_time_elapsed","onset_time_elapsed","warning","trial_duration","scramble_acc","scramble_no_response"
"","deliberation","","html-keyboard-response","167","78858","0.0-3.0-64.0-0.0","44","50477","1","169","","","","75","","31","","","78683","0","4","27","outdoor_scenes","body_parts","50","50","Stimuli/Experimental_stims/outdoor_scenes/jarrett-kow-1ZOyYPOBn7I-unsplash.jpg","Stimuli/Experimental_stims/body_parts/heike-mintel-i_Gns0ELnLw-unsplash.jpg","0","I","0","0","","original","3100","2","1","27","4","body_parts","outdoor_scenes","Stimuli/Experimental_stims/body_parts/heike-mintel-i_Gns0ELnLw-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/jarrett-kow-1ZOyYPOBn7I-unsplash.jpg","50","50","169","30900","175","37342","","","",""
"","deliberation_confirmation","","html-keyboard-response","168","79703","0.0-3.0-64.0-2.0-0.0","44","50477","1","null","","","","null","","31","","","78858","","","","","","","","","","","","","","","","","2","","","","","","","","","","831","31069","845","37517","","831","",""
"","iti","","html-keyboard-response","169","79817","0.0-3.0-64.0-4.0","44","50477","1","null","","","","null","","31","","","79703","","","","","","","","","","","","","","","","","2","","","","","","","","","","100","31900","114","38362","","100","",""
"","deliberation","","html-keyboard-response","170","81128","0.0-3.0-66.0-0.0","44","50477","1","18","","","","75","","32","","","79817","","","","","","","","","","0","L","0","1300","left","scramble","2300","2","1","29","17","body_parts","faces","Stimuli/Experimental_stims/scramble/body_parts/scrambled_manuel-schinner-ZwjFuJ7ebpk-unsplash.jpg","Stimuli/Experimental_stims/scramble/faces/scrambled_good-faces-xmSWVeGEnJw-unsplash.jpg","NaN","NaN","1300","32000","1311","38476","","","",""
"","scramble_prompt","","html-keyboard-response","171","81134","0.0-3.0-66.0-1.0-0.0","44","50477","1","null","","","","null","","32","","","81128","NaN","NaN","NaN","NaN","NaN","","","NaN","NaN","","","","","","","","2","","","","","","","","","","-300","33300","6","39787","","-300","0","1"
"","deliberation_no_response","","html-keyboard-response","172","81248","0.0-3.0-66.0-3.0-0.0","44","50477","1","null","","","","null","","32","","","81134","","","","","","","","","","1","","","","","","","2","","","","","","","","","","100","33000","114","39793","1","","",""
"","iti","","html-keyboard-response","173","81359","0.0-3.0-66.0-4.0","44","50477","1","null","","","","null","","32","","","81248","","","","","","","","","","","","","","","","","2","","","","","","","","","","100","33100","111","39907","","100","",""
"","deliberation","","html-keyboard-response","174","81476","0.0-3.0-68.0-0.0","44","50477","1","112","","","","75","","33","","","81359","0","45","16","objects","faces","50","50","Stimuli/Experimental_stims/objects/leohoho-rngTKHXumy0-unsplash.jpg","Stimuli/Experimental_stims/faces/freddy-kearney-o-ioeoATbIM-unsplash.jpg","0","J","0","0","","original","1900","2","1","16","45","faces","objects","Stimuli/Experimental_stims/faces/freddy-kearney-o-ioeoATbIM-unsplash.jpg","Stimuli/Experimental_stims/objects/leohoho-rngTKHXumy0-unsplash.jpg","50","50","112","33200","117","40018","","","",""
"","deliberation_confirmation","","html-keyboard-response","175","82373","0.0-3.0-68.0-2.0-0.0","44","50477","1","null","","","","null","","33","","","81476","","","","","","","","","","","","","","","","","2","","","","","","","","","","888","33312","897","40135","","888","",""
"","iti","","html-keyboard-response","176","82488","0.0-3.0-68.0-4.0","44","50477","1","null","","","","null","","33","","","82373","","","","","","","","","","","","","","","","","2","","","","","","","","","","100","34200","115","41032","","100","",""
"","deliberation","","html-keyboard-response","177","84304","0.0-3.0-70.0-0.0","44","50477","1","71","","","","75","","34","","","82488","","","","","","","","","","0","G","0","1800","right","scramble","2700","2","1","36","1","objects","outdoor_scenes","Stimuli/Experimental_stims/scramble/objects/scrambled_alexander-andrews-JYGnB9gTCls-unsplash.jpg","Stimuli/Experimental_stims/scramble/outdoor_scenes/scrambled_ashim-d-silva-S2Q5mdOrrVc-unsplash.jpg","NaN","NaN","1800","34300","1816","41147","","","",""
"","scramble_prompt","","html-keyboard-response","178","84311","0.0-3.0-70.0-1.0-0.0","44","50477","1","null","","","","null","","34","","","84304","NaN","NaN","NaN","NaN","NaN","","","NaN","NaN","","","","","","","","2","","","","","","","","","","-800","36100","7","42963","","-800","0","1"
"","deliberation_no_response","","html-keyboard-response","179","84416","0.0-3.0-70.0-3.0-0.0","44","50477","1","null","","","","null","","34","","","84311","","","","","","","","","","1","","","","","","","2","","","","","","","","","","100","35300","105","42970","1","","",""
"","iti","","html-keyboard-response","180","84528","0.0-3.0-70.0-4.0","44","50477","1","null","","","","null","","34","","","84416","","","","","","","","","","","","","","","","","2","","","","","","","","","","100","35400","112","43075","","100","",""
"","deliberation","","html-keyboard-response","181","84589","0.0-3.0-72.0-0.0","44","50477","1","55","","","","75","","35","","","84528","0","35","14","body_parts","faces","50","50","Stimuli/Experimental_stims/body_parts/wc-so-KH4AAPjb-tI-unsplash.jpg","Stimuli/Experimental_stims/faces/david-siglin-UuW4psOb388-unsplash.jpg","0","F","0","0","","original","1000","2","1","14","35","faces","body_parts","Stimuli/Experimental_stims/faces/david-siglin-UuW4psOb388-unsplash.jpg","Stimuli/Experimental_stims/body_parts/wc-so-KH4AAPjb-tI-unsplash.jpg","50","50","55","35500","61","43187","","","",""
"","deliberation_confirmation","","html-keyboard-response","182","85541","0.0-3.0-72.0-2.0-0.0","44","50477","1","null","","","","null","","35","","","84589","","","","","","","","","","","","","","","","","2","","","","","","","","","","945","35555","952","43248","","945","",""
"","iti","","html-keyboard-response","183","85655","0.0-3.0-72.0-4.0","44","50477","1","null","","","","null","","35","","","85541","","","","","","","","","","","","","","","","","2","","","","","","","","","","100","36500","114","44200","","100","",""
"","deliberation","","html-keyboard-response","184","85719","0.0-3.0-74.0-0.0","44","50477","1","60","","","","75","","36","","","85655","0","30","8","body_parts","outdoor_scenes","50","50","Stimuli/Experimental_stims/body_parts/mika-korhonen-Xodzxosar18-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/samsommer-vddccTqwal8-unsplash.jpg","0","C","0","0","","original","2400","2","1","8","30","outdoor_scenes","body_parts","Stimuli/Experimental_stims/outdoor_scenes/samsommer-vddccTqwal8-unsplash.jpg","Stimuli/Experimental_stims/body_parts/mika-korhonen-Xodzxosar18-unsplash.jpg","50","50","60","36600","64","44314","","","",""
"","deliberation_confirmation","","html-keyboard-response","185","86670","0.0-3.0-74.0-2.0-0.0","44","50477","1","null","","","","null","","36","","","85719","","","","","","","","","","","","","","","","","2","","","","","","","","","","940","36660","951","44378","","940","",""
"","iti","","html-keyboard-response","186","86782","0.0-3.0-74.0-4.0","44","50477","1","null","","","","null","","36","","","86670","","","","","","","","","","","","","","","","","2","","","","","","","","","","100","37600","112","45329","","100","",""
"","deliberation","","html-keyboard-response","187","88094","0.0-3.0-76.0-0.0","44","50477","1","78","","","","75","","37","","","86782","","","","","","","","","","0","I","0","1300","right","scramble","3400","2","1","27","4","body_parts","outdoor_scenes","Stimuli/Experimental_stims/scramble/body_parts/scrambled_heike-mintel-i_Gns0ELnLw-unsplash.jpg","Stimuli/Experimental_stims/scramble/outdoor_scenes/scrambled_jarrett-kow-1ZOyYPOBn7I-unsplash.jpg","NaN","NaN","1300","37700","1312","45441","","","",""
"","scramble_prompt","","html-keyboard-response","188","88101","0.0-3.0-76.0-1.0-0.0","44","50477","1","null","","","","null","","37","","","88094","NaN","NaN","NaN","NaN","NaN","","","NaN","NaN","","","","","","","","2","","","","","","","","","","-300","39000","7","46753","","-300","0","1"
"","deliberation_no_response","","html-keyboard-response","189","88215","0.0-3.0-76.0-3.0-0.0","44","50477","1","null","","","","null","","37","","","88101","","","","","","","","","","1","","","","","","","2","","","","","","","","","","100","38700","114","46760","1","","",""
"","iti","","html-keyboard-response","190","88324","0.0-3.0-76.0-4.0","44","50477","1","null","","","","null","","37","","","88215","","","","","","","","","","","","","","","","","2","","","","","","","","","","100","38800","109","46874","","100","",""
"","deliberation","","html-keyboard-response","191","90131","0.0-3.0-78.0-0.0","44","50477","1","59","","","","75","","38","","","88324","","","","","","","","","","0","J","0","1800","left","scramble","1200","2","1","16","45","faces","objects","Stimuli/Experimental_stims/scramble/faces/scrambled_freddy-kearney-o-ioeoATbIM-unsplash.jpg","Stimuli/Experimental_stims/scramble/objects/scrambled_leohoho-rngTKHXumy0-unsplash.jpg","NaN","NaN","1800","38900","1807","46983","","","",""
"","scramble_prompt","","html-keyboard-response","192","90140","0.0-3.0-78.0-1.0-0.0","44","50477","1","null","","","","null","","38","","","90131","NaN","NaN","NaN","NaN","NaN","","","NaN","NaN","","","","","","","","2","","","","","","","","","","-800","40700","9","48790","","-800","0","1"
"","deliberation_no_response","","html-keyboard-response","193","90252","0.0-3.0-78.0-3.0-0.0","44","50477","1","null","","","","null","","38","","","90140","","","","","","","","","","1","","","","","","","2","","","","","","","","","","100","39900","112","48799","1","","",""
"","iti","","html-keyboard-response","194","90369","0.0-3.0-78.0-4.0","44","50477","1","null","","","","null","","38","","","90252","","","","","","","","","","","","","","","","","2","","","","","","","","","","100","40000","117","48911","","100","",""
"","deliberation","","html-keyboard-response","195","90373","0.0-3.0-80.0-0.0","44","50477","1","1","","","","68","","39","","","90369","1","36","1","objects","outdoor_scenes","50","50","Stimuli/Experimental_stims/objects/alexander-andrews-JYGnB9gTCls-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/ashim-d-silva-S2Q5mdOrrVc-unsplash.jpg","0","G","0","0","","original","2000","2","1","36","1","objects","outdoor_scenes","Stimuli/Experimental_stims/objects/alexander-andrews-JYGnB9gTCls-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/ashim-d-silva-S2Q5mdOrrVc-unsplash.jpg","50","50","1","40100","4","49028","","","",""
"","deliberation_confirmation","","html-keyboard-response","196","91384","0.0-3.0-80.0-2.0-0.0","44","50477","1","null","","","","null","","39","","","90373","","","","","","","","","","","","","","","","","2","","","","","","","","","","999","40101","1011","49032","","999","",""
"","iti","","html-keyboard-response","197","91495","0.0-3.0-80.0-4.0","44","50477","1","null","","","","null","","39","","","91384","","","","","","","","","","","","","","","","","2","","","","","","","","","","100","41100","111","50043","","100","",""
"","deliberation","","html-keyboard-response","198","91673","0.0-3.0-82.0-0.0","44","50477","1","174","","","","68","","40","","","91495","1","29","17","body_parts","faces","50","50","Stimuli/Experimental_stims/body_parts/manuel-schinner-ZwjFuJ7ebpk-unsplash.jpg","Stimuli/Experimental_stims/faces/good-faces-xmSWVeGEnJw-unsplash.jpg","0","L","0","0","","original","1600","2","1","29","17","body_parts","faces","Stimuli/Experimental_stims/body_parts/manuel-schinner-ZwjFuJ7ebpk-unsplash.jpg","Stimuli/Experimental_stims/faces/good-faces-xmSWVeGEnJw-unsplash.jpg","50","50","174","41200","178","50154","","","",""
"","deliberation_confirmation","","html-keyboard-response","199","92512","0.0-3.0-82.0-2.0-0.0","44","50477","1","null","","","","null","","40","","","91673","","","","","","","","","","","","","","","","","2","","","","","","","","","","826","41374","839","50332","","826","",""
"","iti","","html-keyboard-response","200","92625","0.0-3.0-82.0-4.0","44","50477","1","null","","","","null","","40","","","92512","","","","","","","","","","","","","","","","","2","","","","","","","","","","100","42200","113","51171","","100","",""
"","deliberation","","html-keyboard-response","201","94534","0.0-3.0-84.0-0.0","44","50477","1","80","","","","68","","41","","","92625","","","","","","","","","","0","D","0","1900","left","scramble","2800","2","1","44","19","objects","faces","Stimuli/Experimental_stims/scramble/objects/scrambled_kuiye-chen-NuOGFo4PudE-unsplash.jpg","Stimuli/Experimental_stims/scramble/faces/scrambled_joel-mott-LaK153ghdig-unsplash.jpg","NaN","NaN","1900","42300","1909","51284","","","",""
"","scramble_prompt","","html-keyboard-response","202","94540","0.0-3.0-84.0-1.0-0.0","44","50477","1","null","","","","null","","41","","","94534","NaN","NaN","NaN","NaN","NaN","","","NaN","NaN","","","","","","","","2","","","","","","","","","","-900","44200","6","53193","","-900","0","1"
"","deliberation_no_response","","html-keyboard-response","203","94648","0.0-3.0-84.0-3.0-0.0","44","50477","1","null","","","","null","","41","","","94540","","","","","","","","","","1","","","","","","","2","","","","","","","","","","100","43300","108","53199","1","","",""
"","iti","","html-keyboard-response","204","94760","0.0-3.0-84.0-4.0","44","50477","1","null","","","","null","","41","","","94648","","","","","","","","","","","","","","","","","2","","","","","","","","","","100","43400","112","53307","","100","",""
"","deliberation","","html-keyboard-response","205","96177","0.0-3.0-86.0-0.0","44","50477","1","123","","","","68","","42","","","94760","","","","","","","","","","0","K","0","1400","right","scramble","1600","2","1","32","43","body_parts","objects","Stimuli/Experimental_stims/scramble/body_parts/scrambled_towfiqu-barbhuiya-3AsiVDsZnHg-unsplash.jpg","Stimuli/Experimental_stims/scramble/objects/scrambled_jonathan-greenaway-Y4hGgeiFn3s-unsplash.jpg","NaN","NaN","1400","43500","1417","53419","","","",""
"","scramble_prompt","","html-keyboard-response","206","96187","0.0-3.0-86.0-1.0-0.0","44","50477","1","null","","","","null","","42","","","96177","NaN","NaN","NaN","NaN","NaN","","","NaN","NaN","","","","","","","","2","","","","","","","","","","-400","44900","10","54836","","-400","0","1"
"","deliberation_no_response","","html-keyboard-response","207","96303","0.0-3.0-86.0-3.0-0.0","44","50477","1","null","","","","null","","42","","","96187","","","","","","","","","","1","","","","","","","2","","","","","","","","","","100","44500","116","54846","1","","",""
"","iti","","html-keyboard-response","208","96416","0.0-3.0-86.0-4.0","44","50477","1","null","","","","null","","42","","","96303","","","","","","","","","","","","","","","","","2","","","","","","","","","","100","44600","113","54962","","100","",""
"","deliberation","","html-keyboard-response","209","96682","0.0-3.0-88.0-0.0","44","50477","1","261","","","","68","","43","","","96416","1","44","19","objects","faces","50","50","Stimuli/Experimental_stims/objects/kuiye-chen-NuOGFo4PudE-unsplash.jpg","Stimuli/Experimental_stims/faces/joel-mott-LaK153ghdig-unsplash.jpg","0","D","0","0","","original","1400","2","1","44","19","objects","faces","Stimuli/Experimental_stims/objects/kuiye-chen-NuOGFo4PudE-unsplash.jpg","Stimuli/Experimental_stims/faces/joel-mott-LaK153ghdig-unsplash.jpg","50","50","261","44700","266","55075","","","",""
"","deliberation_confirmation","","html-keyboard-response","210","97427","0.0-3.0-88.0-2.0-0.0","44","50477","1","null","","","","null","","43","","","96682","","","","","","","","","","","","","","","","","2","","","","","","","","","","739","44961","745","55341","","739","",""
"","iti","","html-keyboard-response","211","97540","0.0-3.0-88.0-4.0","44","50477","1","null","","","","null","","43","","","97427","","","","","","","","","","","","","","","","","2","","","","","","","","","","100","45700","113","56086","","100","",""
"","deliberation","","html-keyboard-response","212","97576","0.0-3.0-90.0-0.0","44","50477","1","32","","","","68","","44","","","97540","1","32","43","body_parts","objects","50","50","Stimuli/Experimental_stims/body_parts/towfiqu-barbhuiya-3AsiVDsZnHg-unsplash.jpg","Stimuli/Experimental_stims/objects/jonathan-greenaway-Y4hGgeiFn3s-unsplash.jpg","0","K","0","0","","original","1900","2","1","32","43","body_parts","objects","Stimuli/Experimental_stims/body_parts/towfiqu-barbhuiya-3AsiVDsZnHg-unsplash.jpg","Stimuli/Experimental_stims/objects/jonathan-greenaway-Y4hGgeiFn3s-unsplash.jpg","50","50","32","45800","36","56199","","","",""
"","deliberation_confirmation","","html-keyboard-response","213","98559","0.0-3.0-90.0-2.0-0.0","44","50477","1","null","","","","null","","44","","","97576","","","","","","","","","","","","","","","","","2","","","","","","","","","","968","45832","983","56235","","968","",""
"","iti","","html-keyboard-response","214","98671","0.0-3.0-90.0-4.0","44","50477","1","null","","","","null","","44","","","98559","","","","","","","","","","","","","","","","","2","","","","","","","","","","100","46800","112","57218","","100","",""
"","deliberation","","html-keyboard-response","215","100384","0.0-3.0-92.0-0.0","44","50477","1","178","","","","68","","45","","","98671","","","","","","","","","","0","B","0","1700","right","scramble","3000","2","1","11","15","outdoor_scenes","faces","Stimuli/Experimental_stims/scramble/outdoor_scenes/scrambled_stephen-leonardi-gyIRjKPXupE-unsplash.jpg","Stimuli/Experimental_stims/scramble/faces/scrambled_erik-lucatero-d2MSDujJl2g-unsplash.jpg","NaN","NaN","1700","46900","1713","57330","","","",""
"","scramble_prompt","","html-keyboard-response","216","100391","0.0-3.0-92.0-1.0-0.0","44","50477","1","null","","","","null","","45","","","100384","NaN","NaN","NaN","NaN","NaN","","","NaN","NaN","","","","","","","","2","","","","","","","","","","-700","48600","7","59043","","-700","0","1"
"","deliberation_no_response","","html-keyboard-response","217","100500","0.0-3.0-92.0-3.0-0.0","44","50477","1","null","","","","null","","45","","","100391","","","","","","","","","","1","","","","","","","2","","","","","","","","","","100","47900","109","59050","1","","",""
"","iti","","html-keyboard-response","218","100613","0.0-3.0-92.0-4.0","44","50477","1","null","","","","null","","45","","","100500","","","","","","","","","","","","","","","","","2","","","","","","","","","","100","48000","113","59159","","100","",""
"","deliberation","","html-keyboard-response","219","100762","0.0-3.0-94.0-0.0","44","50477","1","145","","","","68","","46","","","100613","1","11","15","outdoor_scenes","faces","50","50","Stimuli/Experimental_stims/outdoor_scenes/stephen-leonardi-gyIRjKPXupE-unsplash.jpg","Stimuli/Experimental_stims/faces/erik-lucatero-d2MSDujJl2g-unsplash.jpg","0","B","0","0","","original","1100","2","1","11","15","outdoor_scenes","faces","Stimuli/Experimental_stims/outdoor_scenes/stephen-leonardi-gyIRjKPXupE-unsplash.jpg","Stimuli/Experimental_stims/faces/erik-lucatero-d2MSDujJl2g-unsplash.jpg","50","50","145","48100","149","59272","","","",""
"","deliberation_confirmation","","html-keyboard-response","220","101631","0.0-3.0-94.0-2.0-0.0","44","50477","1","null","","","","null","","46","","","100762","","","","","","","","","","","","","","","","","2","","","","","","","","","","855","48245","869","59421","","855","",""
"","iti","","html-keyboard-response","221","101740","0.0-3.0-94.0-4.0","44","50477","1","null","","","","null","","46","","","101631","","","","","","","","","","","","","","","","","2","","","","","","","","","","100","49100","109","60290","","100","",""
"","deliberation","","html-keyboard-response","222","102750","0.0-3.0-96.0-0.0","44","50477","1","110","","","","68","","47","","","101740","","","","","","","","","","0","E","0","1000","left","scramble","2000","2","1","46","34","objects","body_parts","Stimuli/Experimental_stims/scramble/objects/scrambled_mockup-graphics-PNsj6RiHAF4-unsplash.jpg","Stimuli/Experimental_stims/scramble/body_parts/scrambled_wagner-santos-mBWMvIuVnso-unsplash.jpg","NaN","NaN","1000","49200","1010","60399","","","",""
"","scramble_prompt","","html-keyboard-response","223","102756","0.0-3.0-96.0-1.0-0.0","44","50477","1","null","","","","null","","47","","","102750","NaN","NaN","NaN","NaN","NaN","","","NaN","NaN","","","","","","","","2","","","","","","","","","","0","50200","6","61409","","0","0","1"
"","deliberation_no_response","","html-keyboard-response","224","102868","0.0-3.0-96.0-3.0-0.0","44","50477","1","null","","","","null","","47","","","102756","","","","","","","","","","1","","","","","","","2","","","","","","","","","","100","50200","112","61415","1","","",""
"","iti","","html-keyboard-response","225","102984","0.0-3.0-96.0-4.0","44","50477","1","null","","","","null","","47","","","102868","","","","","","","","","","","","","","","","","2","","","","","","","","","","100","50300","116","61527","","100","",""
"","deliberation","","html-keyboard-response","226","103027","0.0-3.0-98.0-0.0","44","50477","1","37","","","","68","","48","","","102984","1","0","40","outdoor_scenes","objects","50","50","Stimuli/Experimental_stims/outdoor_scenes/aleksandra-boguslawska-MS7KD9Ti7FQ-unsplash.jpg","Stimuli/Experimental_stims/objects/fabian-blank-pElSkGRA2NU-unsplash.jpg","0","A","0","0","","original","1100","2","1","0","40","outdoor_scenes","objects","Stimuli/Experimental_stims/outdoor_scenes/aleksandra-boguslawska-MS7KD9Ti7FQ-unsplash.jpg","Stimuli/Experimental_stims/objects/fabian-blank-pElSkGRA2NU-unsplash.jpg","50","50","37","50400","43","61643","","","",""
"","deliberation_confirmation","","html-keyboard-response","227","103999","0.0-3.0-98.0-2.0-0.0","44","50477","1","null","","","","null","","48","","","103027","","","","","","","","","","","","","","","","","2","","","","","","","","","","963","50437","972","61686","","963","",""
"","iti","","html-keyboard-response","228","104110","0.0-3.0-98.0-4.0","44","50477","1","null","","","","null","","48","","","103999","","","","","","","","","","","","","","","","","2","","","","","","","","","","100","51400","111","62658","","100","",""
"","deliberation","","html-keyboard-response","229","105928","0.0-3.0-100.0-0.0","44","50477","1","199","","","","68","","49","","","104110","","","","","","","","","","0","F","0","1800","right","scramble","2400","2","1","14","35","faces","body_parts","Stimuli/Experimental_stims/scramble/faces/scrambled_david-siglin-UuW4psOb388-unsplash.jpg","Stimuli/Experimental_stims/scramble/body_parts/scrambled_wc-so-KH4AAPjb-tI-unsplash.jpg","NaN","NaN","1800","51500","1818","62769","","","",""
"","scramble_prompt","","html-keyboard-response","230","105935","0.0-3.0-100.0-1.0-0.0","44","50477","1","null","","","","null","","49","","","105928","NaN","NaN","NaN","NaN","NaN","","","NaN","NaN","","","","","","","","2","","","","","","","","","","-800","53300","7","64587","","-800","0","1"
"","deliberation_no_response","","html-keyboard-response","231","106044","0.0-3.0-100.0-3.0-0.0","44","50477","1","null","","","","null","","49","","","105935","","","","","","","","","","1","","","","","","","2","","","","","","","","","","100","52500","109","64594","1","","",""
"","iti","","html-keyboard-response","232","106160","0.0-3.0-100.0-4.0","44","50477","1","null","","","","null","","49","","","106044","","","","","","","","","","","","","","","","","2","","","","","","","","","","100","52600","116","64703","","100","",""
"","deliberation","","html-keyboard-response","233","107771","0.0-3.0-102.0-0.0","44","50477","1","31","","","","68","","50","","","106160","","","","","","","","","","0","C","0","1600","right","scramble","2100","2","1","8","30","outdoor_scenes","body_parts","Stimuli/Experimental_stims/scramble/outdoor_scenes/scrambled_samsommer-vddccTqwal8-unsplash.jpg","Stimuli/Experimental_stims/scramble/body_parts/scrambled_mika-korhonen-Xodzxosar18-unsplash.jpg","NaN","NaN","1600","52700","1611","64819","","","",""
"","scramble_prompt","","html-keyboard-response","234","107780","0.0-3.0-102.0-1.0-0.0","44","50477","1","null","","","","null","","50","","","107771","NaN","NaN","NaN","NaN","NaN","","","NaN","NaN","","","","","","","","2","","","","","","","","","","-600","54300","9","66430","","-600","0","1"
"","deliberation_no_response","","html-keyboard-response","235","107892","0.0-3.0-102.0-3.0-0.0","44","50477","1","null","","","","null","","50","","","107780","","","","","","","","","","1","","","","","","","2","","","","","","","","","","100","53700","112","66439","1","","",""
"","iti","","html-keyboard-response","236","108004","0.0-3.0-102.0-4.0","44","50477","1","null","","","","null","","50","","","107892","","","","","","","","","","","","","","","","","2","","","","","","","","","","100","53800","112","66551","","100","",""
"","deliberation","","html-keyboard-response","237","108080","0.0-3.0-104.0-0.0","44","50477","1","72","","","","68","","51","","","108004","1","22","7","faces","outdoor_scenes","50","50","Stimuli/Experimental_stims/faces/ravi-patel-VMGAbeeJTKo-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/petr-vysohlid-9fqwGqGLUxc-unsplash.jpg","0","H","0","0","","original","3100","2","1","22","7","faces","outdoor_scenes","Stimuli/Experimental_stims/faces/ravi-patel-VMGAbeeJTKo-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/petr-vysohlid-9fqwGqGLUxc-unsplash.jpg","50","50","72","53900","76","66663","","","",""
"","deliberation_confirmation","","html-keyboard-response","238","109024","0.0-3.0-104.0-2.0-0.0","44","50477","1","null","","","","null","","51","","","108080","","","","","","","","","","","","","","","","","2","","","","","","","","","","928","53972","944","66739","","928","",""
"","iti","","html-keyboard-response","239","109131","0.0-3.0-104.0-4.0","44","50477","1","null","","","","null","","51","","","109024","","","","","","","","","","","","","","","","","2","","","","","","","","","","100","54900","107","67683","","100","",""
"","deliberation_run_over","","html-keyboard-response","240","109397","0.0-3.0-104.0-6.0-0.0","44","50477","1","261","","","","68","","51","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","start_run","","html-keyboard-response","241","113855","0.0-3.0-104.0-6.0-1.0","44","50477","1","4453","","","","84","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","242","114767","0.0-3.0-106.0-0.0","44","50477","1","null","","","","null","","52","","","113855","","","","","","","","","","1","K","0","900","left","scramble","1500","3","2","32","43","body_parts","objects","Stimuli/Experimental_stims/scramble/body_parts/scrambled_towfiqu-barbhuiya-3AsiVDsZnHg-unsplash.jpg","Stimuli/Experimental_stims/scramble/objects/scrambled_jonathan-greenaway-Y4hGgeiFn3s-unsplash.jpg","NaN","NaN","900","0","912","0","","","",""
"","scramble_prompt","","html-keyboard-response","243","114876","0.0-3.0-106.0-1.0-0.0","44","50477","1","null","","","","null","","52","","","114767","NaN","NaN","NaN","NaN","NaN","","","NaN","NaN","","","","","","","","3","","","","","","","","","","100","900","109","912","","100","0","1"
"","deliberation_no_response","","html-keyboard-response","244","114990","0.0-3.0-106.0-3.0-0.0","44","50477","1","null","","","","null","","52","","","114876","","","","","","","","","","1","","","","","","","3","","","","","","","","","","100","1000","114","1021","1","","",""
"","iti","","html-keyboard-response","245","115102","0.0-3.0-106.0-4.0","44","50477","1","null","","","","null","","52","","","114990","","","","","","","","","","","","","","","","","3","","","","","","","","","","100","1100","112","1135","","100","",""
"","deliberation","","html-keyboard-response","246","116216","0.0-3.0-108.0-0.0","44","50477","1","null","","","","null","","53","","","115102","","","","","","","","","","1","H","0","1100","left","scramble","1300","3","2","22","7","faces","outdoor_scenes","Stimuli/Experimental_stims/scramble/faces/scrambled_ravi-patel-VMGAbeeJTKo-unsplash.jpg","Stimuli/Experimental_stims/scramble/outdoor_scenes/scrambled_petr-vysohlid-9fqwGqGLUxc-unsplash.jpg","NaN","NaN","1100","1200","1114","1247","","","",""
"","scramble_prompt","","html-keyboard-response","247","116226","0.0-3.0-108.0-1.0-0.0","44","50477","1","null","","","","null","","53","","","116216","NaN","NaN","NaN","NaN","NaN","","","NaN","NaN","","","","","","","","3","","","","","","","","","","-100","2300","10","2361","","-100","0","1"
"","deliberation_no_response","","html-keyboard-response","248","116334","0.0-3.0-108.0-3.0-0.0","44","50477","1","null","","","","null","","53","","","116226","","","","","","","","","","1","","","","","","","3","","","","","","","","","","100","2200","108","2371","1","","",""
"","iti","","html-keyboard-response","249","116449","0.0-3.0-108.0-4.0","44","50477","1","null","","","","null","","53","","","116334","","","","","","","","","","","","","","","","","3","","","","","","","","","","100","2300","115","2479","","100","",""
"","deliberation","","html-keyboard-response","250","117461","0.0-3.0-110.0-0.0","44","50477","1","null","","","","null","","54","","","116449","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","1","F","0","0","","original","2300","3","2","14","35","faces","body_parts","Stimuli/Experimental_stims/faces/david-siglin-UuW4psOb388-unsplash.jpg","Stimuli/Experimental_stims/body_parts/wc-so-KH4AAPjb-tI-unsplash.jpg","50","50","1000","2400","1012","2594","","","",""
"","deliberation_no_response","","html-keyboard-response","251","117574","0.0-3.0-110.0-3.0-0.0","44","50477","1","null","","","","null","","54","","","117461","","","","","","","","","","1","","","","","","","3","","","","","","","","","","100","3400","113","3606","1","","",""
"","iti","","html-keyboard-response","252","117683","0.0-3.0-110.0-4.0","44","50477","1","null","","","","null","","54","","","117574","","","","","","","","","","","","","","","","","3","","","","","","","","","","100","3500","109","3719","","100","",""
