"success","ttype","start_time","trial_type","trial_index","time_elapsed","internal_node_id","age","PID","gender","rt","responses","view_history","repeat_instructions","key_press","response","index","stimulus_index","path","start_time_elapsed","left_chosen","chosen_stimulus","unchosen_stimulus","chosen_category","unchosen_category","chosen_rating","unchosen_rating","chosen_path","unchosen_path","no_response","pair_id","practice","scramble_screen_time","scramble_instructed_side","stim_type","iti","block","run","left_stimulus","right_stimulus","left_category","right_category","left_path","right_path","left_rating","right_rating","duration","onset","duration_time_elapsed","onset_time_elapsed","warning","trial_duration","scramble_acc","scramble_no_response"
"","deliberation","","html-keyboard-response","83","47360","0.0-3.0-16.0-0.0","44","50477","1","56","","","","68","","7","","","45749","","","","","","","","","","0","I","0","1600","left","scramble","2800","1","1","27","4","body_parts","outdoor_scenes","Stimuli/Experimental_stims/scramble/body_parts/scrambled_heike-mintel-i_Gns0ELnLw-unsplash.jpg","Stimuli/Experimental_stims/scramble/outdoor_scenes/scrambled_jarrett-kow-1ZOyYPOBn7I-unsplash.jpg","NaN","NaN","1600","3500","1611","4408","","","",""
"","scramble_prompt","","html-keyboard-response","84","47366","0.0-3.0-16.0-1.0-0.0","44","50477","1","null","","","","null","","7","","","47360","NaN","NaN","NaN","NaN","NaN","","","NaN","NaN","","","","","","","","1","","","","","","","","","","-600","5100","6","6019","","-600","0","1"
"","deliberation_no_response","","html-keyboard-response","85","47470","0.0-3.0-16.0-3.0-0.0","44","50477","1","null","","","","null","","7","","","47366","","","","","","","","","","1","","","","","","","1","","","","","","","","","","100","4500","104","6025","1","","",""
"","iti","","html-keyboard-response","86","47581","0.0-3.0-16.0-4.0","44","50477","1","null","","","","null","","7","","","47470","","","","","","","","","","","","","","","","","1","","","","","","","","","","100","4600","111","6129","","100","",""
"","deliberation","","html-keyboard-response","87","47666","0.0-3.0-18.0-0.0","44","50477","1","81","","","","75","","8","","","47581","0","17","29","faces","body_parts","50","50","Stimuli/Experimental_stims/faces/good-faces-xmSWVeGEnJw-unsplash.jpg","Stimuli/Experimental_stims/body_parts/manuel-schinner-ZwjFuJ7ebpk-unsplash.jpg","0","L","0","0","","original","1000","1","1","29","17","body_parts","faces","Stimuli/Experimental_stims/body_parts/manuel-schinner-ZwjFuJ7ebpk-unsplash.jpg","Stimuli/Experimental_stims/faces/good-faces-xmSWVeGEnJw-unsplash.jpg","50","50","81","4700","85","6240","","","",""
"","deliberation_confirmation","","html-keyboard-response","88","48597","0.0-3.0-18.0-2.0-0.0","44","50477","1","null","","","","null","","8","","","47666","","","","","","","","","","","","","","","","","1","","","","","","","","","","919","4781","931","6325","","919","",""
"","iti","","html-keyboard-response","89","48708","0.0-3.0-18.0-4.0","44","50477","1","null","","","","null","","8","","","48597","","","","","","","","","","","","","","","","","1","","","","","","","","","","100","5700","111","7256","","100","",""
"","deliberation","","html-keyboard-response","90","48963","0.0-3.0-20.0-0.0","44","50477","1","251","","","","75","","9","","","48708","0","7","22","outdoor_scenes","faces","50","50","Stimuli/Experimental_stims/outdoor_scenes/petr-vysohlid-9fqwGqGLUxc-unsplash.jpg","Stimuli/Experimental_stims/faces/ravi-patel-VMGAbeeJTKo-unsplash.jpg","0","H","0","0","","original","1600","1","1","22","7","faces","outdoor_scenes","Stimuli/Experimental_stims/faces/ravi-patel-VMGAbeeJTKo-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/petr-vysohlid-9fqwGqGLUxc-unsplash.jpg","50","50","251","5800","255","7367","","","",""
"","deliberation_confirmation","","html-keyboard-response","91","49728","0.0-3.0-20.0-2.0-0.0","44","50477","1","null","","","","null","","9","","","48963","","","","","","","","","","","","","","","","","1","","","","","","","","","","749","6051","765","7622","","749","",""
"","iti","","html-keyboard-response","92","49839","0.0-3.0-20.0-4.0","44","50477","1","null","","","","null","","9","","","49728","","","","","","","","","","","","","","","","","1","","","","","","","","","","100","6800","111","8387","","100","",""
"","deliberation","","html-keyboard-response","93","51854","0.0-3.0-22.0-0.0","44","50477","1","134","","","","75","","10","","","49839","","","","","","","","","","0","H","0","2000","right","scramble","2900","1","1","22","7","faces","outdoor_scenes","Stimuli/Experimental_stims/scramble/faces/scrambled_ravi-patel-VMGAbeeJTKo-unsplash.jpg","Stimuli/Experimental_stims/scramble/outdoor_scenes/scrambled_petr-vysohlid-9fqwGqGLUxc-unsplash.jpg","NaN","NaN","2000","6900","2015","8498","","","",""
"","scramble_prompt","","html-keyboard-response","94","51860","0.0-3.0-22.0-1.0-0.0","44","50477","1","null","","","","null","","10","","","51854","NaN","NaN","NaN","NaN","NaN","","","NaN","NaN","","","","","","","","1","","","","","","","","","","-1000","8900","6","10513","","-1000","0","1"
"","deliberation_no_response","","html-keyboard-response","95","51977","0.0-3.0-22.0-3.0-0.0","44","50477","1","null","","","","null","","10","","","51860","","","","","","","","","","1","","","","","","","1","","","","","","","","","","100","7900","117","10519","1","","",""
"","iti","","html-keyboard-response","96","52087","0.0-3.0-22.0-4.0","44","50477","1","null","","","","null","","10","","","51977","","","","","","","","","","","","","","","","","1","","","","","","","","","","100","8000","110","10636","","100","",""
"","deliberation","","html-keyboard-response","97","52203","0.0-3.0-24.0-0.0","44","50477","1","113","","","","75","","11","","","52087","0","35","14","body_parts","faces","50","50","Stimuli/Experimental_stims/body_parts/wc-so-KH4AAPjb-tI-unsplash.jpg","Stimuli/Experimental_stims/faces/david-siglin-UuW4psOb388-unsplash.jpg","0","F","0","0","","original","1200","1","1","14","35","faces","body_parts","Stimuli/Experimental_stims/faces/david-siglin-UuW4psOb388-unsplash.jpg","Stimuli/Experimental_stims/body_parts/wc-so-KH4AAPjb-tI-unsplash.jpg","50","50","113","8100","116","10746","","","",""
"","deliberation_confirmation","","html-keyboard-response","98","53104","0.0-3.0-24.0-2.0-0.0","44","50477","1","null","","","","null","","11","","","52203","","","","","","","","","","","","","","","","","1","","","","","","","","","","887","8213","901","10862","","887","",""
"","iti","","html-keyboard-response","99","53211","0.0-3.0-24.0-4.0","44","50477","1","null","","","","null","","11","","","53104","","","","","","","","","","","","","","","","","1","","","","","","","","","","100","9100","107","11763","","100","",""
"","deliberation","","html-keyboard-response","100","54727","0.0-3.0-26.0-0.0","44","50477","1","238","","","","75","","12","","","53211","","","","","","","","","","0","B","0","1500","right","scramble","1100","1","1","11","15","outdoor_scenes","faces","Stimuli/Experimental_stims/scramble/outdoor_scenes/scrambled_stephen-leonardi-gyIRjKPXupE-unsplash.jpg","Stimuli/Experimental_stims/scramble/faces/scrambled_erik-lucatero-d2MSDujJl2g-unsplash.jpg","NaN","NaN","1500","9200","1516","11870","","","",""
"","scramble_prompt","","html-keyboard-response","101","54733","0.0-3.0-26.0-1.0-0.0","44","50477","1","null","","","","null","","12","","","54727","NaN","NaN","NaN","NaN","NaN","","","NaN","NaN","","","","","","","","1","","","","","","","","","","-500","10700","6","13386","","-500","0","1"
"","deliberation_no_response","","html-keyboard-response","102","54844","0.0-3.0-26.0-3.0-0.0","44","50477","1","null","","","","null","","12","","","54733","","","","","","","","","","1","","","","","","","1","","","","","","","","","","100","10200","111","13392","1","","",""
"","iti","","html-keyboard-response","103","54960","0.0-3.0-26.0-4.0","44","50477","1","null","","","","null","","12","","","54844","","","","","","","","","","","","","","","","","1","","","","","","","","","","100","10300","116","13503","","100","",""
"","deliberation","","html-keyboard-response","104","55151","0.0-3.0-28.0-0.0","44","50477","1","189","","","","75","","13","","","54960","0","4","27","outdoor_scenes","body_parts","50","50","Stimuli/Experimental_stims/outdoor_scenes/jarrett-kow-1ZOyYPOBn7I-unsplash.jpg","Stimuli/Experimental_stims/body_parts/heike-mintel-i_Gns0ELnLw-unsplash.jpg","0","I","0","0","","original","2500","1","1","27","4","body_parts","outdoor_scenes","Stimuli/Experimental_stims/body_parts/heike-mintel-i_Gns0ELnLw-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/jarrett-kow-1ZOyYPOBn7I-unsplash.jpg","50","50","189","10400","191","13619","","","",""
"","deliberation_confirmation","","html-keyboard-response","105","55971","0.0-3.0-28.0-2.0-0.0","44","50477","1","null","","","","null","","13","","","55151","","","","","","","","","","","","","","","","","1","","","","","","","","","","811","10589","820","13810","","811","",""
"","iti","","html-keyboard-response","106","56087","0.0-3.0-28.0-4.0","44","50477","1","null","","","","null","","13","","","55971","","","","","","","","","","","","","","","","","1","","","","","","","","","","100","11400","116","14630","","100","",""
"","deliberation","","html-keyboard-response","107","57903","0.0-3.0-30.0-0.0","44","50477","1","227","","","","75","","14","","","56087","","","","","","","","","","0","K","0","1800","left","scramble","1100","1","1","32","43","body_parts","objects","Stimuli/Experimental_stims/scramble/body_parts/scrambled_towfiqu-barbhuiya-3AsiVDsZnHg-unsplash.jpg","Stimuli/Experimental_stims/scramble/objects/scrambled_jonathan-greenaway-Y4hGgeiFn3s-unsplash.jpg","NaN","NaN","1800","11500","1816","14746","","","",""
"","scramble_prompt","","html-keyboard-response","108","57908","0.0-3.0-30.0-1.0-0.0","44","50477","1","null","","","","null","","14","","","57903","NaN","NaN","NaN","NaN","NaN","","","NaN","NaN","","","","","","","","1","","","","","","","","","","-800","13300","5","16562","","-800","0","1"
"","deliberation_no_response","","html-keyboard-response","109","58025","0.0-3.0-30.0-3.0-0.0","44","50477","1","null","","","","null","","14","","","57908","","","","","","","","","","1","","","","","","","1","","","","","","","","","","100","12500","117","16567","1","","",""
"","iti","","html-keyboard-response","110","58138","0.0-3.0-30.0-4.0","44","50477","1","null","","","","null","","14","","","58025","","","","","","","","","","","","","","","","","1","","","","","","","","","","100","12600","113","16684","","100","",""
"","deliberation","","html-keyboard-response","111","58241","0.0-3.0-32.0-0.0","44","50477","1","99","","","","75","","15","","","58138","0","45","16","objects","faces","50","50","Stimuli/Experimental_stims/objects/leohoho-rngTKHXumy0-unsplash.jpg","Stimuli/Experimental_stims/faces/freddy-kearney-o-ioeoATbIM-unsplash.jpg","0","J","0","0","","original","1500","1","1","16","45","faces","objects","Stimuli/Experimental_stims/faces/freddy-kearney-o-ioeoATbIM-unsplash.jpg","Stimuli/Experimental_stims/objects/leohoho-rngTKHXumy0-unsplash.jpg","50","50","99","12700","103","16797","","","",""
"","deliberation_confirmation","","html-keyboard-response","112","59160","0.0-3.0-32.0-2.0-0.0","44","50477","1","null","","","","null","","15","","","58241","","","","","","","","","","","","","","","","","1","","","","","","","","","","901","12799","919","16900","","901","",""
"","iti","","html-keyboard-response","113","59273","0.0-3.0-32.0-4.0","44","50477","1","null","","","","null","","15","","","59160","","","","","","","","","","","","","","","","","1","","","","","","","","","","100","13700","113","17819","","100","",""
"","deliberation","","html-keyboard-response","114","60585","0.0-3.0-34.0-0.0","44","50477","1","65","","","","75","","16","","","59273","","","","","","","","","","0","E","0","1300","right","scramble","1800","1","1","46","34","objects","body_parts","Stimuli/Experimental_stims/scramble/objects/scrambled_mockup-graphics-PNsj6RiHAF4-unsplash.jpg","Stimuli/Experimental_stims/scramble/body_parts/scrambled_wagner-santos-mBWMvIuVnso-unsplash.jpg","NaN","NaN","1300","13800","1312","17932","","","",""
"","scramble_prompt","","html-keyboard-response","115","60591","0.0-3.0-34.0-1.0-0.0","44","50477","1","null","","","","null","","16","","","60585","NaN","NaN","NaN","NaN","NaN","","","NaN","NaN","","","","","","","","1","","","","","","","","","","-300","15100","6","19244","","-300","0","1"
"","deliberation_no_response","","html-keyboard-response","116","60701","0.0-3.0-34.0-3.0-0.0","44","50477","1","null","","","","null","","16","","","60591","","","","","","","","","","1","","","","","","","1","","","","","","","","","","100","14800","110","19250","1","","",""
"","iti","","html-keyboard-response","117","60816","0.0-3.0-34.0-4.0","44","50477","1","null","","","","null","","16","","","60701","","","","","","","","","","","","","","","","","1","","","","","","","","","","100","14900","115","19360","","100","",""
"","deliberation","","html-keyboard-response","118","61028","0.0-3.0-36.0-0.0","44","50477","1","208","","","","75","","17","","","60816","0","15","11","faces","outdoor_scenes","50","50","Stimuli/Experimental_stims/faces/erik-lucatero-d2MSDujJl2g-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/stephen-leonardi-gyIRjKPXupE-unsplash.jpg","0","B","0","0","","original","3600","1","1","11","15","outdoor_scenes","faces","Stimuli/Experimental_stims/outdoor_scenes/stephen-leonardi-gyIRjKPXupE-unsplash.jpg","Stimuli/Experimental_stims/faces/erik-lucatero-d2MSDujJl2g-unsplash.jpg","50","50","208","15000","212","19475","","","",""
"","deliberation_confirmation","","html-keyboard-response","119","61833","0.0-3.0-36.0-2.0-0.0","44","50477","1","null","","","","null","","17","","","61028","","","","","","","","","","","","","","","","","1","","","","","","","","","","792","15208","805","19687","","792","",""
"","iti","","html-keyboard-response","120","61940","0.0-3.0-36.0-4.0","44","50477","1","null","","","","null","","17","","","61833","","","","","","","","","","","","","","","","","1","","","","","","","","","","100","16000","107","20492","","100","",""
"","deliberation","","html-keyboard-response","121","63854","0.0-3.0-38.0-0.0","44","50477","1","208","","","","75","","18","","","61940","","","","","","","","","","0","A","0","1900","left","scramble","1300","1","1","0","40","outdoor_scenes","objects","Stimuli/Experimental_stims/scramble/outdoor_scenes/scrambled_aleksandra-boguslawska-MS7KD9Ti7FQ-unsplash.jpg","Stimuli/Experimental_stims/scramble/objects/scrambled_fabian-blank-pElSkGRA2NU-unsplash.jpg","NaN","NaN","1900","16100","1914","20599","","","",""
"","scramble_prompt","","html-keyboard-response","122","63861","0.0-3.0-38.0-1.0-0.0","44","50477","1","null","","","","null","","18","","","63854","NaN","NaN","NaN","NaN","NaN","","","NaN","NaN","","","","","","","","1","","","","","","","","","","-900","18000","7","22513","","-900","0","1"
"","deliberation_no_response","","html-keyboard-response","123","63974","0.0-3.0-38.0-3.0-0.0","44","50477","1","null","","","","null","","18","","","63861","","","","","","","","","","1","","","","","","","1","","","","","","","","","","100","17100","113","22520","1","","",""
"","iti","","html-keyboard-response","124","64085","0.0-3.0-38.0-4.0","44","50477","1","null","","","","null","","18","","","63974","","","","","","","","","","","","","","","","","1","","","","","","","","","","100","17200","111","22633","","100","",""
"","deliberation","","html-keyboard-response","125","64093","0.0-3.0-40.0-0.0","44","50477","1","3","","","","75","","19","","","64085","0","30","8","body_parts","outdoor_scenes","50","50","Stimuli/Experimental_stims/body_parts/mika-korhonen-Xodzxosar18-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/samsommer-vddccTqwal8-unsplash.jpg","0","C","0","0","","original","1900","1","1","8","30","outdoor_scenes","body_parts","Stimuli/Experimental_stims/outdoor_scenes/samsommer-vddccTqwal8-unsplash.jpg","Stimuli/Experimental_stims/body_parts/mika-korhonen-Xodzxosar18-unsplash.jpg","50","50","3","17300","8","22744","","","",""
"","deliberation_confirmation","","html-keyboard-response","126","65104","0.0-3.0-40.0-2.0-0.0","44","50477","1","null","","","","null","","19","","","64093","","","","","","","","","","","","","","","","","1","","","","","","","","","","997","17303","1011","22752","","997","",""
"","iti","","html-keyboard-response","127","65216","0.0-3.0-40.0-4.0","44","50477","1","null","","","","null","","19","","","65104","","","","","","","","","","","","","","","","","1","","","","","","","","","","100","18300","112","23763","","100","",""
"","deliberation","","html-keyboard-response","128","65925","0.0-3.0-42.0-0.0","44","50477","1","37","","","","75","","20","","","65216","","","","","","","","","","0","L","0","700","left","scramble","1400","1","1","29","17","body_parts","faces","Stimuli/Experimental_stims/scramble/body_parts/scrambled_manuel-schinner-ZwjFuJ7ebpk-unsplash.jpg","Stimuli/Experimental_stims/scramble/faces/scrambled_good-faces-xmSWVeGEnJw-unsplash.jpg","NaN","NaN","700","18400","709","23875","","","",""
"","scramble_prompt","","html-keyboard-response","129","66009","0.0-3.0-42.0-1.0-0.0","44","50477","1","80","","","","75","","20","","","65925","0","17","29","faces","body_parts","","","Stimuli/Experimental_stims/scramble/faces/scrambled_good-faces-xmSWVeGEnJw-unsplash.jpg","Stimuli/Experimental_stims/scramble/body_parts/scrambled_manuel-schinner-ZwjFuJ7ebpk-unsplash.jpg","0","","","","","","","1","","","","","","","","","","80","19100","84","24584","","300","0",""
"","deliberation_confirmation","","html-keyboard-response","130","66241","0.0-3.0-42.0-2.0-0.0","44","50477","1","null","","","","null","","20","","","66009","","","","","","","","","","","","","","","","","1","","","","","","","","","","220","19180","232","24668","","220","",""
"","iti","","html-keyboard-response","131","66349","0.0-3.0-42.0-4.0","44","50477","1","null","","","","null","","20","","","66241","","","","","","","","","","","","","","","","","1","","","","","","","","","","100","19400","108","24900","","100","",""
"","deliberation","","html-keyboard-response","132","67456","0.0-3.0-44.0-0.0","44","50477","1","323","","","","75","","21","","","66349","","","","","","","","","","0","F","0","1100","left","scramble","1200","1","1","14","35","faces","body_parts","Stimuli/Experimental_stims/scramble/faces/scrambled_david-siglin-UuW4psOb388-unsplash.jpg","Stimuli/Experimental_stims/scramble/body_parts/scrambled_wc-so-KH4AAPjb-tI-unsplash.jpg","NaN","NaN","1100","19500","1107","25008","","","",""
"","scramble_prompt","","html-keyboard-response","133","67461","0.0-3.0-44.0-1.0-0.0","44","50477","1","null","","","","null","","21","","","67456","NaN","NaN","NaN","NaN","NaN","","","NaN","NaN","","","","","","","","1","","","","","","","","","","-100","20600","5","26115","","-100","0","1"
"","deliberation_no_response","","html-keyboard-response","134","67568","0.0-3.0-44.0-3.0-0.0","44","50477","1","null","","","","null","","21","","","67461","","","","","","","","","","1","","","","","","","1","","","","","","","","","","100","20500","107","26120","1","","",""
"","iti","","html-keyboard-response","135","67678","0.0-3.0-44.0-4.0","44","50477","1","null","","","","null","","21","","","67568","","","","","","","","","","","","","","","","","1","","","","","","","","","","100","20600","110","26227","","100","",""
"","deliberation","","html-keyboard-response","136","67720","0.0-3.0-46.0-0.0","44","50477","1","39","","","","75","","22","","","67678","0","43","32","objects","body_parts","50","50","Stimuli/Experimental_stims/objects/jonathan-greenaway-Y4hGgeiFn3s-unsplash.jpg","Stimuli/Experimental_stims/body_parts/towfiqu-barbhuiya-3AsiVDsZnHg-unsplash.jpg","0","K","0","0","","original","2200","1","1","32","43","body_parts","objects","Stimuli/Experimental_stims/body_parts/towfiqu-barbhuiya-3AsiVDsZnHg-unsplash.jpg","Stimuli/Experimental_stims/objects/jonathan-greenaway-Y4hGgeiFn3s-unsplash.jpg","50","50","39","20700","42","26337","","","",""
"","deliberation_confirmation","","html-keyboard-response","137","68697","0.0-3.0-46.0-2.0-0.0","44","50477","1","null","","","","null","","22","","","67720","","","","","","","","","","","","","","","","","1","","","","","","","","","","961","20739","977","26379","","961","",""
"","iti","","html-keyboard-response","138","68807","0.0-3.0-46.0-4.0","44","50477","1","null","","","","null","","22","","","68697","","","","","","","","","","","","","","","","","1","","","","","","","","","","100","21700","110","27356","","100","",""
"","deliberation","","html-keyboard-response","139","68810","0.0-3.0-48.0-0.0","44","50477","1","0","","","","75","","23","","","68807","0","19","44","faces","objects","50","50","Stimuli/Experimental_stims/faces/joel-mott-LaK153ghdig-unsplash.jpg","Stimuli/Experimental_stims/objects/kuiye-chen-NuOGFo4PudE-unsplash.jpg","0","D","0","0","","original","1300","1","1","44","19","objects","faces","Stimuli/Experimental_stims/objects/kuiye-chen-NuOGFo4PudE-unsplash.jpg","Stimuli/Experimental_stims/faces/joel-mott-LaK153ghdig-unsplash.jpg","50","50","0","21800","3","27466","","","",""
"","deliberation_confirmation","","html-keyboard-response","140","69823","0.0-3.0-48.0-2.0-0.0","44","50477","1","null","","","","null","","23","","","68810","","","","","","","","","","","","","","","","","1","","","","","","","","","","1000","21800","1013","27469","","1000","",""
"","iti","","html-keyboard-response","141","69936","0.0-3.0-48.0-4.0","44","50477","1","null","","","","null","","23","","","69823","","","","","","","","","","","","","","","","","1","","","","","","","","","","100","22800","113","28482","","100","",""
"","deliberation","","html-keyboard-response","142","70952","0.0-3.0-50.0-0.0","44","50477","1","130","","","","75","","24","","","69936","","","","","","","","","","0","G","0","1000","left","scramble","1300","1","1","36","1","objects","outdoor_scenes","Stimuli/Experimental_stims/scramble/objects/scrambled_alexander-andrews-JYGnB9gTCls-unsplash.jpg","Stimuli/Experimental_stims/scramble/outdoor_scenes/scrambled_ashim-d-silva-S2Q5mdOrrVc-unsplash.jpg","NaN","NaN","1000","22900","1016","28595","","","",""
"","scramble_prompt","","html-keyboard-response","143","70958","0.0-3.0-50.0-1.0-0.0","44","50477","1","null","","","","null","","24","","","70952","NaN","NaN","NaN","NaN","NaN","","","NaN","NaN","","","","","","","","1","","","","","","","","","","0","23900","6","29611","","0","0","1"
"","deliberation_no_response","","html-keyboard-response","144","71068","0.0-3.0-50.0-3.0-0.0","44","50477","1","null","","","","null","","24","","","70958","","","","","","","","","","1","","","","","","","1","","","","","","","","","","100","23900","110","29617","1","","",""
"","iti","","html-keyboard-response","145","71185","0.0-3.0-50.0-4.0","44","50477","1","null","","","","null","","24","","","71068","","","","","","","","","","","","","","","","","1","","","","","","","","","","100","24000","117","29727","","100","",""
"","deliberation","","html-keyboard-response","146","72495","0.0-3.0-52.0-0.0","44","50477","1","137","","","","75","","25","","","71185","","","","","","","","","","0","D","0","1300","right","scramble","2400","1","1","44","19","objects","faces","Stimuli/Experimental_stims/scramble/objects/scrambled_kuiye-chen-NuOGFo4PudE-unsplash.jpg","Stimuli/Experimental_stims/scramble/faces/scrambled_joel-mott-LaK153ghdig-unsplash.jpg","NaN","NaN","1300","24100","1310","29844","","","",""
"","scramble_prompt","","html-keyboard-response","147","72505","0.0-3.0-52.0-1.0-0.0","44","50477","1","null","","","","null","","25","","","72495","NaN","NaN","NaN","NaN","NaN","","","NaN","NaN","","","","","","","","1","","","","","","","","","","-300","25400","10","31154","","-300","0","1"
"","deliberation_no_response","","html-keyboard-response","148","72613","0.0-3.0-52.0-3.0-0.0","44","50477","1","null","","","","null","","25","","","72505","","","","","","","","","","1","","","","","","","1","","","","","","","","","","100","25100","108","31164","1","","",""
"","iti","","html-keyboard-response","149","72729","0.0-3.0-52.0-4.0","44","50477","1","null","","","","null","","25","","","72613","","","","","","","","","","","","","","","","","1","","","","","","","","","","100","25200","116","31272","","100","",""
"","deliberation","","html-keyboard-response","150","72800","0.0-3.0-54.0-0.0","44","50477","1","66","","","","75","","26","","","72729","0","1","36","outdoor_scenes","objects","50","50","Stimuli/Experimental_stims/outdoor_scenes/ashim-d-silva-S2Q5mdOrrVc-unsplash.jpg","Stimuli/Experimental_stims/objects/alexander-andrews-JYGnB9gTCls-unsplash.jpg","0","G","0","0","","original","2900","1","1","36","1","objects","outdoor_scenes","Stimuli/Experimental_stims/objects/alexander-andrews-JYGnB9gTCls-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/ashim-d-silva-S2Q5mdOrrVc-unsplash.jpg","50","50","66","25300","71","31388","","","",""
"","deliberation_confirmation","","html-keyboard-response","151","73744","0.0-3.0-54.0-2.0-0.0","44","50477","1","null","","","","null","","26","","","72800","","","","","","","","","","","","","","","","","1","","","","","","","","","","934","25366","944","31459","","934","",""
"","iti","","html-keyboard-response","152","73857","0.0-3.0-54.0-4.0","44","50477","1","null","","","","null","","26","","","73744","","","","","","","","","","","","","","","","","1","","","","","","","","","","100","26300","113","32403","","100","",""
"","deliberation","","html-keyboard-response","153","74019","0.0-3.0-56.0-0.0","44","50477","1","158","","","","75","","27","","","73857","0","40","0","objects","outdoor_scenes","50","50","Stimuli/Experimental_stims/objects/fabian-blank-pElSkGRA2NU-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/aleksandra-boguslawska-MS7KD9Ti7FQ-unsplash.jpg","0","A","0","0","","original","1000","1","1","0","40","outdoor_scenes","objects","Stimuli/Experimental_stims/outdoor_scenes/aleksandra-boguslawska-MS7KD9Ti7FQ-unsplash.jpg","Stimuli/Experimental_stims/objects/fabian-blank-pElSkGRA2NU-unsplash.jpg","50","50","158","26400","162","32516","","","",""
"","deliberation_confirmation","","html-keyboard-response","154","74871","0.0-3.0-56.0-2.0-0.0","44","50477","1","null","","","","null","","27","","","74019","","","","","","","","","","","","","","","","","1","","","","","","","","","","842","26558","852","32678","","842","",""
"","iti","","html-keyboard-response","155","74976","0.0-3.0-56.0-4.0","44","50477","1","null","","","","null","","27","","","74871","","","","","","","","","","","","","","","","","1","","","","","","","","","","100","27400","105","33530","","100","",""
"","deliberation","","html-keyboard-response","156","75684","0.0-3.0-58.0-0.0","44","50477","1","143","","","","75","","28","","","74976","","","","","","","","","","0","H","0","700","left","scramble","1800","2","1","22","7","faces","outdoor_scenes","Stimuli/Experimental_stims/scramble/faces/scrambled_ravi-patel-VMGAbeeJTKo-unsplash.jpg","Stimuli/Experimental_stims/scramble/outdoor_scenes/scrambled_petr-vysohlid-9fqwGqGLUxc-unsplash.jpg","NaN","NaN","700","27500","708","33635","","","",""
"","scramble_prompt","","html-keyboard-response","157","75698","0.0-3.0-58.0-1.0-0.0","44","50477","1","10","","","","75","","28","","","75684","0","7","22","outdoor_scenes","faces","","","Stimuli/Experimental_stims/scramble/outdoor_scenes/scrambled_petr-vysohlid-9fqwGqGLUxc-unsplash.jpg","Stimuli/Experimental_stims/scramble/faces/scrambled_ravi-patel-VMGAbeeJTKo-unsplash.jpg","0","","","","","","","2","","","","","","","","","","10","28200","14","34343","","300","0",""
"","deliberation_confirmation","","html-keyboard-response","158","76001","0.0-3.0-58.0-2.0-0.0","44","50477","1","null","","","","null","","28","","","75698","","","","","","","","","","","","","","","","","2","","","","","","","","","","290","28210","303","34357","","290","",""
"","iti","","html-keyboard-response","159","76109","0.0-3.0-58.0-4.0","44","50477","1","null","","","","null","","28","","","76001","","","","","","","","","","","","","","","","","2","","","","","","","","","","100","28500","108","34660","","100","",""
"","deliberation","","html-keyboard-response","160","76211","0.0-3.0-60.0-0.0","44","50477","1","97","","","","75","","29","","","76109","0","34","46","body_parts","objects","50","50","Stimuli/Experimental_stims/body_parts/wagner-santos-mBWMvIuVnso-unsplash.jpg","Stimuli/Experimental_stims/objects/mockup-graphics-PNsj6RiHAF4-unsplash.jpg","0","E","0","0","","original","2800","2","1","46","34","objects","body_parts","Stimuli/Experimental_stims/objects/mockup-graphics-PNsj6RiHAF4-unsplash.jpg","Stimuli/Experimental_stims/body_parts/wagner-santos-mBWMvIuVnso-unsplash.jpg","50","50","97","28600","102","34768","","","",""
"","deliberation_confirmation","","html-keyboard-response","161","77127","0.0-3.0-60.0-2.0-0.0","44","50477","1","null","","","","null","","29","","","76211","","","","","","","","","","","","","","","","","2","","","","","","","","","","903","28697","916","34870","","903","",""
"","iti","","html-keyboard-response","162","77240","0.0-3.0-60.0-4.0","44","50477","1","null","","","","null","","29","","","77127","","","","","","","","","","","","","","","","","2","","","","","","","","","","100","29600","113","35786","","100","",""
"","deliberation","","html-keyboard-response","163","78453","0.0-3.0-62.0-0.0","44","50477","1","213","","","","75","","30","","","77240","","","","","","","","","","0","A","0","1200","left","scramble","2100","2","1","0","40","outdoor_scenes","objects","Stimuli/Experimental_stims/scramble/outdoor_scenes/scrambled_aleksandra-boguslawska-MS7KD9Ti7FQ-unsplash.jpg","Stimuli/Experimental_stims/scramble/objects/scrambled_fabian-blank-pElSkGRA2NU-unsplash.jpg","NaN","NaN","1200","29700","1213","35899","","","",""
"","scramble_prompt","","html-keyboard-response","164","78459","0.0-3.0-62.0-1.0-0.0","44","50477","1","null","","","","null","","30","","","78453","NaN","NaN","NaN","NaN","NaN","","","NaN","NaN","","","","","","","","2","","","","","","","","","","-200","30900","6","37112","","-200","0","1"
"","deliberation_no_response","","html-keyboard-response","165","78576","0.0-3.0-62.0-3.0-0.0","44","50477","1","null","","","","null","","30","","","78459","","","","","","","","","","1","","","","","","","2","","","","","","","","","","100","30700","117","37118","1","","",""
"","iti","","html-keyboard-response","166","78683","0.0-3.0-62.0-4.0","44","50477","1","null","","","","null","","30","","","78576","","","","","","","","","","","","","","","","","2","","","","","","","","","","100","30800","107","37235","","100","",""
