"success","ttype","start_time","trial_type","trial_index","time_elapsed","internal_node_id","age","PID","gender","rt","responses","view_history","repeat_instructions","key_press","response","index","stimulus_index","path","start_time_elapsed","run","task","isi","is_odd_ball","no_response","acc","duration","onset","duration_time_elapsed","onset_time_elapsed","trial_duration","missed_checkup","left_chosen","chosen_stimulus","unchosen_stimulus","chosen_category","unchosen_category","chosen_rating","unchosen_rating","chosen_path","unchosen_path","pair_id","practice","scramble_screen_time","scramble_instructed_side","stim_type","iti","block","left_stimulus","right_stimulus","left_category","right_category","left_path","right_path","left_rating","right_rating","warning","scramble_acc","scramble_no_response","stimulus_id","item_id","outcome","response_rt","deliberation_reward_tally","choice_type","gain_left","left_item_id","right_item_id","higher_outcome_chosen","chosen_left","old_pair","pair_type","old_response","pair_acc","reward_type","outcome_response","outcome_rt","outcome_acc","category","choice","deliberated_stim","old_rating","new_rating","total_reward_tally"
"","final_decisions_confirmation","","html-keyboard-response","1582","2921541","0.0-5.0-102.0-1.0-0.0","35","50734","Male","null","","","","null","","100","","","2921031","2","","","","","","500","83588","510","84873","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1583","2923054","0.0-5.0-102.0-3.0","35","50734","Male","null","","","","null","","100","","","2921541","2","","","","","","1500","84088","1513","85383","1500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1584","2923716","0.0-5.0-103.0-0.0","35","50734","Male","646","","","","75","","101","","","2923054","2","","","","0","","646","85588","662","86896","","","0","39","19","objects","faces","","","","","","0","","","","1600","2","19","39","faces","objects","Stimuli/Experimental_stims/faces/joel-mott-LaK153ghdig-unsplash.jpg","Stimuli/Experimental_stims/objects/charlesdeluvio-1-nx1QR5dTE-unsplash.jpg","67","95","","","","","","","","","unchosen","0","no_gain5","gain2","1","","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1585","2924226","0.0-5.0-103.0-1.0-0.0","35","50734","Male","null","","","","null","","101","","","2923716","2","","","","","","500","86234","510","87558","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1586","2925839","0.0-5.0-103.0-3.0","35","50734","Male","null","","","","null","","101","","","2924226","2","","","","","","1600","86734","1613","88068","1600","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1587","2926484","0.0-5.0-104.0-0.0","35","50734","Male","629","","","","68","","102","","","2925839","2","","","","0","","629","88334","645","89681","","","1","47","33","objects","body_parts","","","","","","0","","","","1500","2","47","33","objects","body_parts","Stimuli/Experimental_stims/objects/ronaldo-arthur-vidal-Cdz_lvnl37k-unsplash.jpg","Stimuli/Experimental_stims/body_parts/tucker-good-36skLT5jZcc-unsplash.jpg","82","92","","","","","","","","","chosen","0","no_gain5","gain6","0","","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1588","2926996","0.0-5.0-104.0-1.0-0.0","35","50734","Male","null","","","","null","","102","","","2926484","2","","","","","","500","88963","512","90326","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1589","2928511","0.0-5.0-104.0-3.0","35","50734","Male","null","","","","null","","102","","","2926996","2","","","","","","1500","89463","1515","90838","1500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1590","2929200","0.0-5.0-105.0-0.0","35","50734","Male","676","","","","75","","103","","","2928511","2","","","","0","","676","90963","689","92353","","","0","23","14","faces","faces","","","","","","0","","","","2000","2","14","23","faces","faces","Stimuli/Experimental_stims/faces/david-siglin-UuW4psOb388-unsplash.jpg","Stimuli/Experimental_stims/faces/rikonavt-HQjfrvdTfak-unsplash.jpg","32","54","","","","","","","","","unchosen","1","gain4","no_gain3","0","","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1591","2929712","0.0-5.0-105.0-1.0-0.0","35","50734","Male","null","","","","null","","103","","","2929200","2","","","","","","500","91639","512","93042","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1592","2931720","0.0-5.0-105.0-3.0","35","50734","Male","null","","","","null","","103","","","2929712","2","","","","","","2000","92139","2008","93554","2000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1593","2932775","0.0-5.0-106.0-0.0","35","50734","Male","1037","","","","68","","104","","","2931720","2","","","","0","","1037","94139","1055","95562","","","1","18","7","faces","outdoor_scenes","","","","","","0","","","","2000","2","18","7","faces","outdoor_scenes","Stimuli/Experimental_stims/faces/jessica-radanavong-mrYkTuAesKE-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/petr-vysohlid-9fqwGqGLUxc-unsplash.jpg","40","81","","","","","","","","","chosen","1","gain2","no_gain4","1","","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1594","2933289","0.0-5.0-106.0-1.0-0.0","35","50734","Male","null","","","","null","","104","","","2932775","2","","","","","","500","95176","514","96617","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1595","2935311","0.0-5.0-106.0-3.0","35","50734","Male","null","","","","null","","104","","","2933289","2","","","","","","2000","95676","2022","97131","2000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1596","2936215","0.0-5.0-107.0-0.0","35","50734","Male","891","","","","75","","105","","","2935311","2","","","","0","","891","97676","904","99153","","","0","5","8","outdoor_scenes","outdoor_scenes","","","","","","0","","","","3400","2","8","5","outdoor_scenes","outdoor_scenes","Stimuli/Experimental_stims/outdoor_scenes/samsommer-vddccTqwal8-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/jeff-king-bJHWJeiHfHc-unsplash.jpg","94","93","","","","","","","","","chosen","0","no_gain2","gain1","1","","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1597","2936726","0.0-5.0-107.0-1.0-0.0","35","50734","Male","null","","","","null","","105","","","2936215","2","","","","","","500","98567","511","100057","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1598","2940193","0.0-5.0-107.0-3.0","35","50734","Male","null","","","","null","","105","","","2936726","2","","","","","","3400","99067","3467","100568","3400","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1599","2940482","0.0-5.0-108.0-0.0","35","50734","Male","277","","","","68","","106","","","2940193","2","","","","0","","277","102467","289","104035","","","1","29","20","body_parts","faces","","","","","","0","","","","1600","2","29","20","body_parts","faces","Stimuli/Experimental_stims/body_parts/manuel-schinner-ZwjFuJ7ebpk-unsplash.jpg","Stimuli/Experimental_stims/faces/justin-chen-J7Cf1Gch49E-unsplash.jpg","98","58","","","","","","","","","unchosen","1","gain1","no_gain6","1","","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1600","2940991","0.0-5.0-108.0-1.0-0.0","35","50734","Male","null","","","","null","","106","","","2940482","2","","","","","","500","102744","509","104324","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1601","2942610","0.0-5.0-108.0-3.0","35","50734","Male","null","","","","null","","106","","","2940991","2","","","","","","1600","103244","1619","104833","1600","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1602","2944127","0.0-5.0-109.0-0.0","35","50734","Male","null","","","","null","","107","","","2942610","2","","","","1","","1500","104844","1517","106452","","","NaN","NaN","NaN","NaN","NaN","","","","","","0","","","","2400","2","22","37","faces","objects","Stimuli/Experimental_stims/faces/ravi-patel-VMGAbeeJTKo-unsplash.jpg","Stimuli/Experimental_stims/objects/alexander-andrews-VLGWE_SumrA-unsplash.jpg","53","76","","","","","","","","","unchosen","0","no_gain1","gain3","","","","","","","","","","","","","","","",""
"","final_decisions_no_response","","html-keyboard-response","1603","2944437","0.0-5.0-109.0-2.0-0.0","35","50734","Male","null","","","","null","","107","","","2944127","2","","","","1","","300","106344","310","107969","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1604","2946549","0.0-5.0-109.0-3.0","35","50734","Male","null","","","","null","","107","","","2944437","2","","","","","","2100","106644","2112","108279","2100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1605","2948063","0.0-5.0-110.0-0.0","35","50734","Male","null","","","","null","","108","","","2946549","2","","","","1","","1500","108744","1514","110391","","","NaN","NaN","NaN","NaN","NaN","","","","","","0","","","","2900","2","47","18","objects","faces","Stimuli/Experimental_stims/objects/ronaldo-arthur-vidal-Cdz_lvnl37k-unsplash.jpg","Stimuli/Experimental_stims/faces/jessica-radanavong-mrYkTuAesKE-unsplash.jpg","82","40","","","","","","","","","chosen","0","no_gain5","gain2","","","","","","","","","","","","","","","",""
"","final_decisions_no_response","","html-keyboard-response","1606","2948372","0.0-5.0-110.0-2.0-0.0","35","50734","Male","null","","","","null","","108","","","2948063","2","","","","1","","300","110244","309","111905","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1607","2950984","0.0-5.0-110.0-3.0","35","50734","Male","null","","","","null","","108","","","2948372","2","","","","","","2600","110544","2612","112214","2600","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1608","2952496","0.0-5.0-111.0-0.0","35","50734","Male","null","","","","null","","109","","","2950984","2","","","","1","","1500","113144","1512","114826","","","NaN","NaN","NaN","NaN","NaN","","","","","","0","","","","2100","2","18","8","faces","outdoor_scenes","Stimuli/Experimental_stims/faces/jessica-radanavong-mrYkTuAesKE-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/samsommer-vddccTqwal8-unsplash.jpg","40","94","","","","","","","","","chosen","1","gain2","no_gain2","","","","","","","","","","","","","","","",""
"","final_decisions_no_response","","html-keyboard-response","1609","2952806","0.0-5.0-111.0-2.0-0.0","35","50734","Male","null","","","","null","","109","","","2952496","2","","","","1","","300","114644","310","116338","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1610","2954622","0.0-5.0-111.0-3.0","35","50734","Male","null","","","","null","","109","","","2952806","2","","","","","","1800","114944","1816","116648","1800","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1611","2956134","0.0-5.0-112.0-0.0","35","50734","Male","null","","","","null","","110","","","2954622","2","","","","1","","1500","116744","1512","118464","","","NaN","NaN","NaN","NaN","NaN","","","","","","0","","","","3600","2","43","20","objects","faces","Stimuli/Experimental_stims/objects/jonathan-greenaway-Y4hGgeiFn3s-unsplash.jpg","Stimuli/Experimental_stims/faces/justin-chen-J7Cf1Gch49E-unsplash.jpg","38","58","","","","","","","","","unchosen","1","gain5","no_gain6","","","","","","","","","","","","","","","",""
"","final_decisions_no_response","","html-keyboard-response","1612","2956443","0.0-5.0-112.0-2.0-0.0","35","50734","Male","null","","","","null","","110","","","2956134","2","","","","1","","300","118244","309","119976","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1613","2959762","0.0-5.0-112.0-3.0","35","50734","Male","null","","","","null","","110","","","2956443","2","","","","","","3300","118544","3319","120285","3300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1614","2960962","0.0-5.0-113.0-0.0","35","50734","Male","1187","","","","75","","111","","","2959762","2","","","","0","","1187","121844","1200","123604","","","0","7","33","outdoor_scenes","body_parts","","","","","","0","","","","1900","2","33","7","body_parts","outdoor_scenes","Stimuli/Experimental_stims/body_parts/tucker-good-36skLT5jZcc-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/petr-vysohlid-9fqwGqGLUxc-unsplash.jpg","92","81","","","","","","","","","chosen","1","gain6","no_gain4","0","","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1615","2961476","0.0-5.0-113.0-1.0-0.0","35","50734","Male","null","","","","null","","111","","","2960962","2","","","","","","500","123031","514","124804","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1616","2963388","0.0-5.0-113.0-3.0","35","50734","Male","null","","","","null","","111","","","2961476","2","","","","","","1900","123531","1912","125318","1900","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1617","2964450","0.0-5.0-114.0-0.0","35","50734","Male","1046","","","","68","","112","","","2963388","2","","","","0","","1046","125431","1062","127230","","","1","3","25","outdoor_scenes","body_parts","","","","","","0","","","","1000","2","3","25","outdoor_scenes","body_parts","Stimuli/Experimental_stims/outdoor_scenes/henry-be-NLF6hTe4PAg-unsplash.jpg","Stimuli/Experimental_stims/body_parts/engin-akyurt-Q2rfH3GW39c-unsplash.jpg","99","39","","","","","","","","","chosen","1","gain3","no_gain1","1","","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1618","2964958","0.0-5.0-114.0-1.0-0.0","35","50734","Male","null","","","","null","","112","","","2964450","2","","","","","","500","126477","508","128292","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1619","2965970","0.0-5.0-114.0-3.0","35","50734","Male","null","","","","null","","112","","","2964958","2","","","","","","1000","126977","1012","128800","1000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1620","2967013","0.0-5.0-115.0-0.0","35","50734","Male","1030","","","","75","","113","","","2965970","2","","","","0","","1030","127977","1043","129812","","","0","18","30","faces","body_parts","","","","","","0","","","","1500","2","30","18","body_parts","faces","Stimuli/Experimental_stims/body_parts/mika-korhonen-Xodzxosar18-unsplash.jpg","Stimuli/Experimental_stims/faces/jessica-radanavong-mrYkTuAesKE-unsplash.jpg","61","40","","","","","","","","","chosen","0","no_gain6","gain2","1","","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1621","2967525","0.0-5.0-115.0-1.0-0.0","35","50734","Male","null","","","","null","","113","","","2967013","2","","","","","","500","129007","512","130855","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1622","2969036","0.0-5.0-115.0-3.0","35","50734","Male","null","","","","null","","113","","","2967525","2","","","","","","1500","129507","1511","131367","1500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1623","2969929","0.0-5.0-116.0-0.0","35","50734","Male","878","","","","68","","114","","","2969036","2","","","","0","","878","131007","893","132878","","","1","29","23","body_parts","faces","","","","","","0","","","","1600","2","29","23","body_parts","faces","Stimuli/Experimental_stims/body_parts/manuel-schinner-ZwjFuJ7ebpk-unsplash.jpg","Stimuli/Experimental_stims/faces/rikonavt-HQjfrvdTfak-unsplash.jpg","98","54","","","","","","","","","unchosen","1","gain1","no_gain3","1","","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1624","2970504","0.0-5.0-116.0-1.0-0.0","35","50734","Male","null","","","","null","","114","","","2969929","2","","","","","","500","131885","575","133771","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1625","2972116","0.0-5.0-116.0-3.0","35","50734","Male","null","","","","null","","114","","","2970504","2","","","","","","1600","132385","1612","134346","1600","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1626","2972944","0.0-5.0-117.0-0.0","35","50734","Male","812","","","","75","","115","","","2972116","2","","","","0","","812","133985","828","135958","","","0","29","22","body_parts","faces","","","","","","0","","","","1100","2","22","29","faces","body_parts","Stimuli/Experimental_stims/faces/ravi-patel-VMGAbeeJTKo-unsplash.jpg","Stimuli/Experimental_stims/body_parts/manuel-schinner-ZwjFuJ7ebpk-unsplash.jpg","53","98","","","","","","","","","unchosen","0","no_gain1","gain1","1","","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1627","2973451","0.0-5.0-117.0-1.0-0.0","35","50734","Male","null","","","","null","","115","","","2972944","2","","","","","","500","134797","507","136786","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1628","2974565","0.0-5.0-117.0-3.0","35","50734","Male","null","","","","null","","115","","","2973451","2","","","","","","1100","135297","1114","137293","1100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1629","2975359","0.0-5.0-118.0-0.0","35","50734","Male","775","","","","68","","116","","","2974565","2","","","","0","","775","136397","794","138407","","","1","33","25","body_parts","body_parts","","","","","","0","","","","4400","2","33","25","body_parts","body_parts","Stimuli/Experimental_stims/body_parts/tucker-good-36skLT5jZcc-unsplash.jpg","Stimuli/Experimental_stims/body_parts/engin-akyurt-Q2rfH3GW39c-unsplash.jpg","92","39","","","","","","","","","chosen","1","gain6","no_gain1","1","","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1630","2975869","0.0-5.0-118.0-1.0-0.0","35","50734","Male","null","","","","null","","116","","","2975359","2","","","","","","500","137172","510","139201","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1631","2980286","0.0-5.0-118.0-3.0","35","50734","Male","null","","","","null","","116","","","2975869","2","","","","","","4400","137672","4417","139711","4400","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1632","2981897","0.0-5.0-119.0-0.0","35","50734","Male","null","","","","null","","117","","","2980286","2","","","","1","","1500","142072","1611","144128","","","NaN","NaN","NaN","NaN","NaN","","","","","","0","","","","1100","2","3","30","outdoor_scenes","body_parts","Stimuli/Experimental_stims/outdoor_scenes/henry-be-NLF6hTe4PAg-unsplash.jpg","Stimuli/Experimental_stims/body_parts/mika-korhonen-Xodzxosar18-unsplash.jpg","99","61","","","","","","","","","chosen","1","gain3","no_gain6","","","","","","","","","","","","","","","",""
"","final_decisions_no_response","","html-keyboard-response","1633","2982209","0.0-5.0-119.0-2.0-0.0","35","50734","Male","null","","","","null","","117","","","2981897","2","","","","1","","300","143572","312","145739","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1634","2983127","0.0-5.0-119.0-3.0","35","50734","Male","null","","","","null","","117","","","2982209","2","","","","","","800","143872","918","146051","800","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1635","2984675","0.0-5.0-120.0-0.0","35","50734","Male","null","","","","null","","118","","","2983127","2","","","","1","","1500","144672","1548","146969","","","NaN","NaN","NaN","NaN","NaN","","","","","","0","","","","1200","2","37","36","objects","objects","Stimuli/Experimental_stims/objects/alexander-andrews-VLGWE_SumrA-unsplash.jpg","Stimuli/Experimental_stims/objects/alexander-andrews-JYGnB9gTCls-unsplash.jpg","76","81","","","","","","","","","unchosen","1","gain3","no_gain4","","","","","","","","","","","","","","","",""
"","final_decisions_no_response","","html-keyboard-response","1636","2984989","0.0-5.0-120.0-2.0-0.0","35","50734","Male","null","","","","null","","118","","","2984675","2","","","","1","","300","146172","314","148517","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1637","2985917","0.0-5.0-120.0-3.0","35","50734","Male","null","","","","null","","118","","","2984989","2","","","","","","900","146472","928","148831","900","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1638","2986440","0.0-5.0-121.0-0.0","35","50734","Male","509","","","","75","","119","","","2985917","2","","","","0","","509","147372","523","149759","","","0","5","7","outdoor_scenes","outdoor_scenes","","","","","","0","","","","1000","2","7","5","outdoor_scenes","outdoor_scenes","Stimuli/Experimental_stims/outdoor_scenes/petr-vysohlid-9fqwGqGLUxc-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/jeff-king-bJHWJeiHfHc-unsplash.jpg","81","93","","","","","","","","","chosen","0","no_gain4","gain1","1","","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1639","2986951","0.0-5.0-121.0-1.0-0.0","35","50734","Male","null","","","","null","","119","","","2986440","2","","","","","","500","147881","511","150282","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1640","2987965","0.0-5.0-121.0-3.0","35","50734","Male","null","","","","null","","119","","","2986951","2","","","","","","1000","148381","1014","150793","1000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1641","2989519","0.0-5.0-122.0-0.0","35","50734","Male","null","","","","null","","120","","","2987965","2","","","","1","","1500","149381","1554","151807","","","NaN","NaN","NaN","NaN","NaN","","","","","","0","","","","1500","2","23","43","faces","objects","Stimuli/Experimental_stims/faces/rikonavt-HQjfrvdTfak-unsplash.jpg","Stimuli/Experimental_stims/objects/jonathan-greenaway-Y4hGgeiFn3s-unsplash.jpg","54","38","","","","","","","","","unchosen","0","no_gain3","gain5","","","","","","","","","","","","","","","",""
"","final_decisions_no_response","","html-keyboard-response","1642","2989831","0.0-5.0-122.0-2.0-0.0","35","50734","Male","null","","","","null","","120","","","2989519","2","","","","1","","300","150881","312","153361","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1643","2991052","0.0-5.0-122.0-3.0","35","50734","Male","null","","","","null","","120","","","2989831","2","","","","","","1200","151181","1221","153673","1200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1644","2992303","0.0-5.0-123.0-0.0","35","50734","Male","1225","","","","75","","121","","","2991052","2","","","","0","","1225","152381","1251","154894","","","0","14","22","faces","faces","","","","","","0","","","","2000","2","22","14","faces","faces","Stimuli/Experimental_stims/faces/ravi-patel-VMGAbeeJTKo-unsplash.jpg","Stimuli/Experimental_stims/faces/david-siglin-UuW4psOb388-unsplash.jpg","53","32","","","","","","","","","unchosen","0","no_gain1","gain4","1","","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1645","2992815","0.0-5.0-123.0-1.0-0.0","35","50734","Male","null","","","","null","","121","","","2992303","2","","","","","","500","153606","512","156145","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1646","2994832","0.0-5.0-123.0-3.0","35","50734","Male","null","","","","null","","121","","","2992815","2","","","","","","2000","154106","2017","156657","2000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1647","2996342","0.0-5.0-124.0-0.0","35","50734","Male","1495","","","","68","","122","","","2994832","2","","","","0","","1495","156106","1510","158674","","","1","7","3","outdoor_scenes","outdoor_scenes","","","","","","0","","","","3700","2","7","3","outdoor_scenes","outdoor_scenes","Stimuli/Experimental_stims/outdoor_scenes/petr-vysohlid-9fqwGqGLUxc-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/henry-be-NLF6hTe4PAg-unsplash.jpg","81","99","","","","","","","","","chosen","0","no_gain4","gain3","0","","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1648","2996851","0.0-5.0-124.0-1.0-0.0","35","50734","Male","null","","","","null","","122","","","2996342","2","","","","","","500","157601","509","160184","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1649","3000572","0.0-5.0-124.0-3.0","35","50734","Male","null","","","","null","","122","","","2996851","2","","","","","","3700","158101","3721","160693","3700","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1650","3001236","0.0-5.0-125.0-0.0","35","50734","Male","647","","","","75","","123","","","3000572","2","","","","0","","647","161801","664","164414","","","0","39","22","objects","faces","","","","","","0","","","","2100","2","22","39","faces","objects","Stimuli/Experimental_stims/faces/ravi-patel-VMGAbeeJTKo-unsplash.jpg","Stimuli/Experimental_stims/objects/charlesdeluvio-1-nx1QR5dTE-unsplash.jpg","53","95","","","","","","","","","unchosen","0","no_gain1","gain2","1","","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1651","3001749","0.0-5.0-125.0-1.0-0.0","35","50734","Male","null","","","","null","","123","","","3001236","2","","","","","","500","162448","513","165078","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1652","3003866","0.0-5.0-125.0-3.0","35","50734","Male","null","","","","null","","123","","","3001749","2","","","","","","2100","162948","2117","165591","2100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1653","3004929","0.0-5.0-126.0-0.0","35","50734","Male","1044","","","","68","","124","","","3003866","2","","","","0","","1044","165048","1063","167708","","","1","43","22","objects","faces","","","","","","0","","","","1100","2","43","22","objects","faces","Stimuli/Experimental_stims/objects/jonathan-greenaway-Y4hGgeiFn3s-unsplash.jpg","Stimuli/Experimental_stims/faces/ravi-patel-VMGAbeeJTKo-unsplash.jpg","38","53","","","","","","","","","unchosen","1","gain5","no_gain1","1","","","","","","","","","","","","","","",""
