"success","ttype","start_time","trial_type","trial_index","time_elapsed","internal_node_id","age","PID","gender","rt","responses","view_history","repeat_instructions","key_press","response","index","stimulus_index","path","start_time_elapsed","run","task","isi","is_odd_ball","no_response","acc","duration","onset","duration_time_elapsed","onset_time_elapsed","trial_duration","left_chosen","chosen_stimulus","unchosen_stimulus","chosen_category","unchosen_category","chosen_rating","unchosen_rating","chosen_path","unchosen_path","pair_id","practice","scramble_screen_time","scramble_instructed_side","stim_type","iti","block","left_stimulus","right_stimulus","left_category","right_category","left_path","right_path","left_rating","right_rating","scramble_acc","scramble_no_response","warning","stimulus_id","item_id","outcome","response_rt","deliberation_reward_tally","choice_type","gain_left","left_item_id","right_item_id","higher_outcome_chosen","chosen_left","old_pair","pair_type","old_response","pair_acc","reward_type","outcome_response","outcome_rt","outcome_acc","category","choice","deliberated_stim","old_rating","new_rating","total_reward_tally"
"","final_decisions_confirmation","","html-keyboard-response","1711","6673716","0.0-5.0-134.0-1.0-0.0","28","76661","female","null","","","","null","","132","","","6673204","2","","","","","","500","195492","512","198846","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1712","6675035","0.0-5.0-134.0-3.0","28","76661","female","null","","","","null","","132","","","6673716","2","","","","","","1300","195992","1319","199358","1300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1713","6676413","0.0-5.0-135.0-0.0","28","76661","female","1366","","","","75","","133","","","6675035","2","","","","0","","1366","197292","1378","200677","","0","11","32","outdoor_scenes","body_parts","","","","","","0","","","","2500","2","32","11","body_parts","outdoor_scenes","Stimuli/Experimental_stims/body_parts/towfiqu-barbhuiya-3AsiVDsZnHg-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/stephen-leonardi-gyIRjKPXupE-unsplash.jpg","82","73","","","","","","","","","unchosen","0","no_gain2","gain6","1","","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1714","6676931","0.0-5.0-135.0-1.0-0.0","28","76661","female","null","","","","null","","133","","","6676413","2","","","","","","500","198658","518","202055","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1715","6679445","0.0-5.0-135.0-3.0","28","76661","female","null","","","","null","","133","","","6676931","2","","","","","","2500","199158","2514","202573","2500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1716","6680546","0.0-5.0-136.0-0.0","28","76661","female","1089","","","","68","","134","","","6679445","2","","","","0","","1089","201658","1101","205087","","1","18","16","faces","faces","","","","","","0","","","","3000","2","18","16","faces","faces","Stimuli/Experimental_stims/faces/jessica-radanavong-mrYkTuAesKE-unsplash.jpg","Stimuli/Experimental_stims/faces/freddy-kearney-o-ioeoATbIM-unsplash.jpg","78","76","","","","","","","","","chosen","1","gain5","no_gain3","1","","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1717","6681059","0.0-5.0-136.0-1.0-0.0","28","76661","female","null","","","","null","","134","","","6680546","2","","","","","","500","202747","513","206188","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1718","6684179","0.0-5.0-136.0-3.0","28","76661","female","null","","","","null","","134","","","6681059","2","","","","","","3000","203247","3120","206701","3000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1719","6685041","0.0-5.0-137.0-0.0","28","76661","female","851","","","","75","","135","","","6684179","2","","","","0","","851","206247","862","209821","","0","3","8","outdoor_scenes","outdoor_scenes","","","","","","0","","","","4200","2","8","3","outdoor_scenes","outdoor_scenes","Stimuli/Experimental_stims/outdoor_scenes/samsommer-vddccTqwal8-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/henry-be-NLF6hTe4PAg-unsplash.jpg","79","82","","","","","","","","","chosen","1","gain4","no_gain5","0","","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1720","6685556","0.0-5.0-137.0-1.0-0.0","28","76661","female","null","","","","null","","135","","","6685041","2","","","","","","500","207098","515","210683","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1721","6689782","0.0-5.0-137.0-3.0","28","76661","female","null","","","","null","","135","","","6685556","2","","","","","","4200","207598","4226","211198","4200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1722","6690898","0.0-5.0-138.0-0.0","28","76661","female","1104","","","","68","","136","","","6689782","2","","","","0","","1104","211798","1116","215424","","1","46","11","objects","outdoor_scenes","","","","","","0","","","","1700","2","46","11","objects","outdoor_scenes","Stimuli/Experimental_stims/objects/mockup-graphics-PNsj6RiHAF4-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/stephen-leonardi-gyIRjKPXupE-unsplash.jpg","50","73","","","","","","","","","unchosen","0","no_gain6","gain6","0","","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1723","6691417","0.0-5.0-138.0-1.0-0.0","28","76661","female","null","","","","null","","136","","","6690898","2","","","","","","500","212902","519","216540","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1724","6693141","0.0-5.0-138.0-3.0","28","76661","female","null","","","","null","","136","","","6691417","2","","","","","","1700","213402","1724","217059","1700","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1725","6694554","0.0-5.0-139.0-0.0","28","76661","female","1398","","","","68","","137","","","6693141","2","","","","0","","1398","215102","1413","218783","","1","16","45","faces","objects","","","","","","0","","","","1300","2","16","45","faces","objects","Stimuli/Experimental_stims/faces/freddy-kearney-o-ioeoATbIM-unsplash.jpg","Stimuli/Experimental_stims/objects/leohoho-rngTKHXumy0-unsplash.jpg","76","75","","","","","","","","","chosen","0","no_gain3","gain1","0","","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1726","6695076","0.0-5.0-139.0-1.0-0.0","28","76661","female","null","","","","null","","137","","","6694554","2","","","","","","500","216500","522","220196","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1727","6696438","0.0-5.0-139.0-3.0","28","76661","female","null","","","","null","","137","","","6695076","2","","","","","","1300","217000","1362","220718","1300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1728","6697585","0.0-5.0-140.0-0.0","28","76661","female","1134","","","","68","","138","","","6696438","2","","","","0","","1134","218300","1147","222080","","1","41","45","objects","objects","","","","","","0","","","","1100","2","41","45","objects","objects","Stimuli/Experimental_stims/objects/insung-yoon-w2JtIQQXoRU-unsplash.jpg","Stimuli/Experimental_stims/objects/leohoho-rngTKHXumy0-unsplash.jpg","76","75","","","","","","","","","chosen","0","no_gain2","gain1","0","","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1729","6698095","0.0-5.0-140.0-1.0-0.0","28","76661","female","null","","","","null","","138","","","6697585","2","","","","","","500","219434","510","223227","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1730","6699216","0.0-5.0-140.0-3.0","28","76661","female","null","","","","null","","138","","","6698095","2","","","","","","1100","219934","1121","223737","1100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1731","6700112","0.0-5.0-141.0-0.0","28","76661","female","885","","","","68","","139","","","6699216","2","","","","0","","885","221034","896","224858","","1","41","26","objects","body_parts","","","","","","0","","","","1300","2","41","26","objects","body_parts","Stimuli/Experimental_stims/objects/insung-yoon-w2JtIQQXoRU-unsplash.jpg","Stimuli/Experimental_stims/body_parts/engin-akyurt-x_3gyC42btc-unsplash.jpg","76","77","","","","","","","","","chosen","0","no_gain2","gain6","0","","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1732","6700628","0.0-5.0-141.0-1.0-0.0","28","76661","female","null","","","","null","","139","","","6700112","2","","","","","","500","221919","516","225754","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1733","6701951","0.0-5.0-141.0-3.0","28","76661","female","null","","","","null","","139","","","6700628","2","","","","","","1300","222419","1323","226270","1300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1734","6702875","0.0-5.0-142.0-0.0","28","76661","female","908","","","","68","","140","","","6701951","2","","","","0","","908","223719","924","227593","","1","35","4","body_parts","outdoor_scenes","","","","","","0","","","","1500","2","35","4","body_parts","outdoor_scenes","Stimuli/Experimental_stims/body_parts/wc-so-KH4AAPjb-tI-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/jarrett-kow-1ZOyYPOBn7I-unsplash.jpg","87","73","","","","","","","","","unchosen","1","gain5","no_gain4","1","","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1735","6703398","0.0-5.0-142.0-1.0-0.0","28","76661","female","null","","","","null","","140","","","6702875","2","","","","","","500","224627","523","228517","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1736","6704914","0.0-5.0-142.0-3.0","28","76661","female","null","","","","null","","140","","","6703398","2","","","","","","1500","225127","1516","229040","1500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1737","6705796","0.0-5.0-143.0-0.0","28","76661","female","868","","","","75","","141","","","6704914","2","","","","0","","868","226627","882","230556","","0","45","3","objects","outdoor_scenes","","","","","","0","","","","1800","2","3","45","outdoor_scenes","objects","Stimuli/Experimental_stims/outdoor_scenes/henry-be-NLF6hTe4PAg-unsplash.jpg","Stimuli/Experimental_stims/objects/leohoho-rngTKHXumy0-unsplash.jpg","82","75","","","","","","","","","chosen","0","no_gain5","gain1","1","","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1738","6706317","0.0-5.0-143.0-1.0-0.0","28","76661","female","null","","","","null","","141","","","6705796","2","","","","","","500","227495","521","231438","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1739","6708224","0.0-5.0-143.0-3.0","28","76661","female","null","","","","null","","141","","","6706317","2","","","","","","1800","227995","1907","231959","1800","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1740","6709475","0.0-5.0-144.0-0.0","28","76661","female","1241","","","","75","","142","","","6708224","2","","","","0","","1241","229795","1251","233866","","0","44","34","objects","body_parts","","","","","","0","","","","1400","2","34","44","body_parts","objects","Stimuli/Experimental_stims/body_parts/wagner-santos-mBWMvIuVnso-unsplash.jpg","Stimuli/Experimental_stims/objects/kuiye-chen-NuOGFo4PudE-unsplash.jpg","30","73","","","","","","","","","unchosen","0","no_gain1","gain4","1","","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1741","6709995","0.0-5.0-144.0-1.0-0.0","28","76661","female","null","","","","null","","142","","","6709475","2","","","","","","500","231036","520","235117","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1742","6711419","0.0-5.0-144.0-3.0","28","76661","female","null","","","","null","","142","","","6709995","2","","","","","","1400","231536","1424","235637","1400","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1743","6712461","0.0-5.0-145.0-0.0","28","76661","female","1028","","","","68","","143","","","6711419","2","","","","0","","1028","232936","1042","237061","","1","39","14","objects","faces","","","","","","0","","","","1400","2","39","14","objects","faces","Stimuli/Experimental_stims/objects/charlesdeluvio-1-nx1QR5dTE-unsplash.jpg","Stimuli/Experimental_stims/faces/david-siglin-UuW4psOb388-unsplash.jpg","74","74","","","","","","","","","unchosen","1","gain3","no_gain5","1","","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1744","6712984","0.0-5.0-145.0-1.0-0.0","28","76661","female","null","","","","null","","143","","","6712461","2","","","","","","500","233964","523","238103","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1745","6714403","0.0-5.0-145.0-3.0","28","76661","female","null","","","","null","","143","","","6712984","2","","","","","","1400","234464","1419","238626","1400","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1746","6715924","0.0-5.0-146.0-0.0","28","76661","female","null","","","","null","","144","","","6714403","2","","","","1","","1500","235864","1521","240045","","NaN","NaN","NaN","NaN","NaN","","","","","","0","","","","1600","2","29","13","body_parts","faces","Stimuli/Experimental_stims/body_parts/manuel-schinner-ZwjFuJ7ebpk-unsplash.jpg","Stimuli/Experimental_stims/faces/daniel-rigdon-dXmXKPP2L4E-unsplash.jpg","70","71","","","","","","","","","chosen","0","no_gain4","gain3","","","","","","","","","","","","","","","",""
"","final_decisions_no_response","","html-keyboard-response","1747","6716255","0.0-5.0-146.0-2.0-0.0","28","76661","female","null","","","","null","","144","","","6715924","2","","","","1","","300","237364","331","241566","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1748","6717572","0.0-5.0-146.0-3.0","28","76661","female","null","","","","null","","144","","","6716255","2","","","","","","1300","237664","1317","241897","1300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1749","6718597","0.0-5.0-147.0-0.0","28","76661","female","1008","","","","68","","145","","","6717572","2","","","","0","","1008","238964","1025","243214","","1","21","2","faces","outdoor_scenes","","","","","","0","","","","2000","2","21","2","faces","outdoor_scenes","Stimuli/Experimental_stims/faces/leilani-angel-K84vnnzxmTQ-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/bruno-van-der-kraan-qez8mNJ3ilU-unsplash.jpg","78","77","","","","","","","","","unchosen","1","gain1","no_gain3","1","","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1750","6719118","0.0-5.0-147.0-1.0-0.0","28","76661","female","null","","","","null","","145","","","6718597","2","","","","","","500","239972","521","244239","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1751","6721128","0.0-5.0-147.0-3.0","28","76661","female","null","","","","null","","145","","","6719118","2","","","","","","2000","240472","2010","244760","2000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1752","6721953","0.0-5.0-148.0-0.0","28","76661","female","810","","","","75","","146","","","6721128","2","","","","0","","810","242472","825","246770","","0","21","34","faces","body_parts","","","","","","0","","","","2500","2","34","21","body_parts","faces","Stimuli/Experimental_stims/body_parts/wagner-santos-mBWMvIuVnso-unsplash.jpg","Stimuli/Experimental_stims/faces/leilani-angel-K84vnnzxmTQ-unsplash.jpg","30","78","","","","","","","","","unchosen","0","no_gain1","gain1","1","","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1753","6722483","0.0-5.0-148.0-1.0-0.0","28","76661","female","null","","","","null","","146","","","6721953","2","","","","","","500","243282","530","247595","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1754","6724996","0.0-5.0-148.0-3.0","28","76661","female","null","","","","null","","146","","","6722483","2","","","","","","2500","243782","2513","248125","2500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1755","6725880","0.0-5.0-149.0-0.0","28","76661","female","874","","","","68","","147","","","6724996","2","","","","0","","874","246282","884","250638","","1","33","16","body_parts","faces","","","","","","0","","","","3300","2","33","16","body_parts","faces","Stimuli/Experimental_stims/body_parts/tucker-good-36skLT5jZcc-unsplash.jpg","Stimuli/Experimental_stims/faces/freddy-kearney-o-ioeoATbIM-unsplash.jpg","77","76","","","","","","","","","chosen","1","gain2","no_gain3","1","","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1756","6726436","0.0-5.0-149.0-1.0-0.0","28","76661","female","null","","","","null","","147","","","6725880","2","","","","","","500","247156","556","251522","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1757","6729762","0.0-5.0-149.0-3.0","28","76661","female","null","","","","null","","147","","","6726436","2","","","","","","3300","247656","3326","252078","3300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions_run_over","","html-keyboard-response","1758","6733301","0.0-5.0-149.0-5.0-0.0","28","76661","female","3522","","","","68","","147","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","start_run","","html-keyboard-response","1759","6735233","0.0-5.0-149.0-5.0-1.0","28","76661","female","1925","","","","84","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1760","6736542","0.0-5.0-150.0-0.0","28","76661","female","1297","","","","75","","148","","","6735233","3","","","","0","","1297","0","1309","0","","0","36","34","objects","body_parts","","","","","","0","","","","2200","3","34","36","body_parts","objects","Stimuli/Experimental_stims/body_parts/wagner-santos-mBWMvIuVnso-unsplash.jpg","Stimuli/Experimental_stims/objects/alexander-andrews-JYGnB9gTCls-unsplash.jpg","30","77","","","","","","","","","unchosen","0","no_gain1","gain2","1","","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1761","6737053","0.0-5.0-150.0-1.0-0.0","28","76661","female","null","","","","null","","148","","","6736542","3","","","","","","500","1297","511","1309","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1762","6739280","0.0-5.0-150.0-3.0","28","76661","female","null","","","","null","","148","","","6737053","3","","","","","","2200","1797","2227","1820","2200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1763","6740361","0.0-5.0-151.0-0.0","28","76661","female","1064","","","","68","","149","","","6739280","3","","","","0","","1064","3997","1081","4047","","1","36","4","objects","outdoor_scenes","","","","","","0","","","","1200","3","36","4","objects","outdoor_scenes","Stimuli/Experimental_stims/objects/alexander-andrews-JYGnB9gTCls-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/jarrett-kow-1ZOyYPOBn7I-unsplash.jpg","77","73","","","","","","","","","unchosen","1","gain2","no_gain4","1","","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1764","6740884","0.0-5.0-151.0-1.0-0.0","28","76661","female","null","","","","null","","149","","","6740361","3","","","","","","500","5061","523","5128","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1765","6742110","0.0-5.0-151.0-3.0","28","76661","female","null","","","","null","","149","","","6740884","3","","","","","","1200","5561","1226","5651","1200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1766","6742966","0.0-5.0-152.0-0.0","28","76661","female","839","","","","75","","150","","","6742110","3","","","","0","","839","6761","856","6877","","0","21","14","faces","faces","","","","","","0","","","","1700","3","14","21","faces","faces","Stimuli/Experimental_stims/faces/david-siglin-UuW4psOb388-unsplash.jpg","Stimuli/Experimental_stims/faces/leilani-angel-K84vnnzxmTQ-unsplash.jpg","74","78","","","","","","","","","unchosen","0","no_gain5","gain1","1","","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1767","6743484","0.0-5.0-152.0-1.0-0.0","28","76661","female","null","","","","null","","150","","","6742966","3","","","","","","500","7600","518","7733","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1768","6745200","0.0-5.0-152.0-3.0","28","76661","female","null","","","","null","","150","","","6743484","3","","","","","","1700","8100","1716","8251","1700","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1769","6746305","0.0-5.0-153.0-0.0","28","76661","female","1052","","","","68","","151","","","6745200","3","","","","0","","1052","9800","1105","9967","","1","0","8","outdoor_scenes","outdoor_scenes","","","","","","0","","","","1100","3","0","8","outdoor_scenes","outdoor_scenes","Stimuli/Experimental_stims/outdoor_scenes/aleksandra-boguslawska-MS7KD9Ti7FQ-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/samsommer-vddccTqwal8-unsplash.jpg","81","79","","","","","","","","","chosen","0","no_gain6","gain4","0","","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1770","6746820","0.0-5.0-153.0-1.0-0.0","28","76661","female","null","","","","null","","151","","","6746305","3","","","","","","500","10852","515","11072","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1771","6747935","0.0-5.0-153.0-3.0","28","76661","female","null","","","","null","","151","","","6746820","3","","","","","","1100","11352","1115","11587","1100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1772","6748938","0.0-5.0-154.0-0.0","28","76661","female","989","","","","68","","152","","","6747935","3","","","","0","","989","12452","1003","12702","","1","23","13","faces","faces","","","","","","0","","","","1000","3","23","13","faces","faces","Stimuli/Experimental_stims/faces/rikonavt-HQjfrvdTfak-unsplash.jpg","Stimuli/Experimental_stims/faces/daniel-rigdon-dXmXKPP2L4E-unsplash.jpg","79","71","","","","","","","","","chosen","0","no_gain1","gain3","0","","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1773","6749465","0.0-5.0-154.0-1.0-0.0","28","76661","female","null","","","","null","","152","","","6748938","3","","","","","","500","13441","527","13705","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1774","6750632","0.0-5.0-154.0-3.0","28","76661","female","null","","","","null","","152","","","6749465","3","","","","","","1000","13941","1167","14232","1000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1775","6752129","0.0-5.0-155.0-0.0","28","76661","female","1485","","","","68","","153","","","6750632","3","","","","0","","1485","14941","1497","15399","","1","44","2","objects","outdoor_scenes","","","","","","0","","","","1900","3","44","2","objects","outdoor_scenes","Stimuli/Experimental_stims/objects/kuiye-chen-NuOGFo4PudE-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/bruno-van-der-kraan-qez8mNJ3ilU-unsplash.jpg","73","77","","","","","","","","","unchosen","1","gain4","no_gain3","1","","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1776","6752645","0.0-5.0-155.0-1.0-0.0","28","76661","female","null","","","","null","","153","","","6752129","3","","","","","","500","16426","516","16896","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1777","6754560","0.0-5.0-155.0-3.0","28","76661","female","null","","","","null","","153","","","6752645","3","","","","","","1900","16926","1915","17412","1900","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1778","6755476","0.0-5.0-156.0-0.0","28","76661","female","893","","","","68","","154","","","6754560","3","","","","0","","893","18826","916","19327","","1","39","2","objects","outdoor_scenes","","","","","","0","","","","4700","3","39","2","objects","outdoor_scenes","Stimuli/Experimental_stims/objects/charlesdeluvio-1-nx1QR5dTE-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/bruno-van-der-kraan-qez8mNJ3ilU-unsplash.jpg","74","77","","","","","","","","","unchosen","1","gain3","no_gain3","1","","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1779","6755993","0.0-5.0-156.0-1.0-0.0","28","76661","female","null","","","","null","","154","","","6755476","3","","","","","","500","19719","517","20243","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1780","6760710","0.0-5.0-156.0-3.0","28","76661","female","null","","","","null","","154","","","6755993","3","","","","","","4700","20219","4717","20760","4700","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1781","6762261","0.0-5.0-157.0-0.0","28","76661","female","null","","","","null","","155","","","6760710","3","","","","1","","1500","24919","1551","25477","","NaN","NaN","NaN","NaN","NaN","","","","","","0","","","","2400","3","18","3","faces","outdoor_scenes","Stimuli/Experimental_stims/faces/jessica-radanavong-mrYkTuAesKE-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/henry-be-NLF6hTe4PAg-unsplash.jpg","78","82","","","","","","","","","chosen","1","gain5","no_gain5","","","","","","","","","","","","","","","",""
"","final_decisions_no_response","","html-keyboard-response","1782","6762583","0.0-5.0-157.0-2.0-0.0","28","76661","female","null","","","","null","","155","","","6762261","3","","","","1","","300","26419","322","27028","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1783","6764706","0.0-5.0-157.0-3.0","28","76661","female","null","","","","null","","155","","","6762583","3","","","","","","2100","26719","2123","27350","2100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
