"success","ttype","start_time","trial_type","trial_index","time_elapsed","internal_node_id","age","PID","gender","rt","responses","view_history","repeat_instructions","key_press","response","index","stimulus_index","path","start_time_elapsed","run","task","isi","is_odd_ball","no_response","acc","duration","onset","duration_time_elapsed","onset_time_elapsed","trial_duration","left_chosen","chosen_stimulus","unchosen_stimulus","chosen_category","unchosen_category","chosen_rating","unchosen_rating","chosen_path","unchosen_path","pair_id","practice","scramble_screen_time","scramble_instructed_side","stim_type","iti","block","left_stimulus","right_stimulus","left_category","right_category","left_path","right_path","left_rating","right_rating","scramble_acc","warning","missed_checkup","stimulus_id","item_id","outcome","response_rt","deliberation_reward_tally","choice_type","gain_left","left_item_id","right_item_id","higher_outcome_chosen","chosen_left","old_pair","pair_type","old_response","pair_acc","reward_type","outcome_response","outcome_rt","outcome_acc","category","choice","deliberated_stim","old_rating","new_rating","total_reward_tally"
"","iti_localizer","","html-keyboard-response","601","628438","0.0-2.0-244.0-1.0","29","15966","female","null","","","","null","","242","","","628125","1","","","","","","300","316300","313","320848","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","602","628846","0.0-2.0-245.0-0.0","29","15966","female","392","","","","68","0","243","","Stimuli/Experimental_stims/localizer/outdoor_scenes/john-mark-arnold-XNIjmb6Ax04-unsplash.jpg","628438","1","outdoor_scenes","","0","0","1","400","316600","408","321161","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","603","629158","0.0-2.0-245.0-1.0","29","15966","female","null","","","","null","","243","","","628846","1","","","","","","300","317000","312","321569","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","604","629565","0.0-2.0-246.0-0.0","29","15966","female","393","","","","68","0","244","","Stimuli/Experimental_stims/localizer/outdoor_scenes/sean-oulashin-KMn4VEeEPR8-unsplash.jpg","629158","1","outdoor_scenes","","0","0","1","400","317300","407","321881","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","605","629878","0.0-2.0-246.0-1.0","29","15966","female","null","","","","null","","244","","","629565","1","","","","","","300","317700","313","322288","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","606","630285","0.0-2.0-247.0-0.0","29","15966","female","370","","","","68","0","245","","Stimuli/Experimental_stims/localizer/outdoor_scenes/john-fowler-aaIN3y2zcMQ-unsplash.jpg","629878","1","outdoor_scenes","","0","0","1","400","318000","407","322601","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","607","644294","0.0-2.0-247.0-1.0","29","15966","female","null","","","","null","","245","","","630285","1","","","","","","14000","318400","14009","323008","14000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","end_localizer_phase","","html-keyboard-response","608","646723","0.0-2.0-247.0-4.0-0.0","29","15966","female","2406","","","","68","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation_instructions","","instructions","609","686802","0.0-3.0-0.0-0.0","29","15966","female","40073","","[{""page_index"":0,""viewing_time"":8333},{""page_index"":1,""viewing_time"":3771},{""page_index"":2,""viewing_time"":8625},{""page_index"":3,""viewing_time"":1957},{""page_index"":4,""viewing_time"":7276},{""page_index"":5,""viewing_time"":8875},{""page_index"":6,""viewing_time"":1236}]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation_comprehension_check","","survey-multi-choice","610","705382","0.0-3.0-0.0-1.0","29","15966","female","18574","{""Q0"":""True"",""Q1"":""True"",""Q2"":""Wait until an arrow comes up and then select the image the arrow is pointing at"",""Q3"":""Consider carefully and take your time (up to 3 seconds)"",""Q4"":""D""}","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","html-keyboard-response","611","710094","0.0-3.0-1.0","29","15966","female","4708","","","","68","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","612","711803","0.0-3.0-2.0-0.0","29","15966","female","1705","","","","68","","0","","","710094","0","","","","0","","1705","332400","1709","337017","","1","","","","","","","Stimuli/Practice_stims/Deliberation/anthony-delanoix-Q0-fOL2nqZc-unsplash.jpg","Stimuli/Practice_stims/Deliberation/becca-tapert-sY5RjMB1KkE-unsplash.jpg","prac1","1","0","","original","1500","0","","","","","Stimuli/Practice_stims/Deliberation/anthony-delanoix-Q0-fOL2nqZc-unsplash.jpg","Stimuli/Practice_stims/Deliberation/becca-tapert-sY5RjMB1KkE-unsplash.jpg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation_confirmation","","html-keyboard-response","613","713108","0.0-3.0-2.0-2.0-0.0","29","15966","female","null","","","","null","","0","","","711803","","","","","","","1295","334105","1305","338726","1295","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","614","714620","0.0-3.0-2.0-4.0","29","15966","female","null","","","","null","","0","","","713108","","","","","","","1500","335400","1512","340031","1500","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","615","717131","0.0-3.0-4.0-0.0","29","15966","female","null","","","","null","","1","","","714620","0","","","","1","","2500","336900","2511","341543","","","","","","","","","","","prac2","1","2500","left","scramble","2500","0","","","","","Stimuli/Practice_stims/Deliberation/scramble/scrambled_clay-banks-1KPfcPdbWFM-unsplash.jpg","Stimuli/Practice_stims/Deliberation/scramble/scrambled_melissa-keizer-sV4Pd8wq5_o-unsplash.jpg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","scramble_prompt","","html-keyboard-response","616","717575","0.0-3.0-4.0-1.0-0.0","29","15966","female","440","","","","68","","1","","","717131","","","","","0","","440","339400","444","344054","500","1","","","","","","","Stimuli/Practice_stims/Deliberation/scramble/scrambled_clay-banks-1KPfcPdbWFM-unsplash.jpg","Stimuli/Practice_stims/Deliberation/scramble/scrambled_melissa-keizer-sV4Pd8wq5_o-unsplash.jpg","","","","","","","0","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation_confirmation","","html-keyboard-response","617","717643","0.0-3.0-4.0-2.0-0.0","29","15966","female","null","","","","null","","1","","","717575","","","","","","","60","339840","68","344498","60","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","618","720155","0.0-3.0-4.0-4.0","29","15966","female","null","","","","null","","1","","","717643","","","","","","","2500","339900","2512","344566","2500","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","619","721666","0.0-3.0-6.0-0.0","29","15966","female","null","","","","null","","2","","","720155","0","","","","1","","1500","342400","1511","347078","","","","","","","","","","","prac3","1","1500","right","scramble","3000","0","","","","","Stimuli/Practice_stims/Deliberation/scramble/scrambled_anthony-delanoix-Q0-fOL2nqZc-unsplash.jpg","Stimuli/Practice_stims/Deliberation/scramble/scrambled_becca-tapert-sY5RjMB1KkE-unsplash.jpg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","scramble_prompt","","html-keyboard-response","620","722097","0.0-3.0-6.0-1.0-0.0","29","15966","female","427","","","","75","","2","","","721666","","","","","0","","427","343900","431","348589","1500","0","","","","","","","Stimuli/Practice_stims/Deliberation/scramble/scrambled_becca-tapert-sY5RjMB1KkE-unsplash.jpg","Stimuli/Practice_stims/Deliberation/scramble/scrambled_anthony-delanoix-Q0-fOL2nqZc-unsplash.jpg","","","","","","","0","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation_confirmation","","html-keyboard-response","621","723181","0.0-3.0-6.0-2.0-0.0","29","15966","female","null","","","","null","","2","","","722097","","","","","","","1073","344327","1084","349020","1073","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","622","726187","0.0-3.0-6.0-4.0","29","15966","female","null","","","","null","","2","","","723181","","","","","","","3000","345400","3006","350104","3000","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","623","727914","0.0-3.0-8.0-0.0","29","15966","female","1722","","","","68","","3","","","726187","0","","","","0","","1722","348400","1727","353110","","1","","","","","","","Stimuli/Practice_stims/Deliberation/clay-banks-1KPfcPdbWFM-unsplash.jpg","Stimuli/Practice_stims/Deliberation/melissa-keizer-sV4Pd8wq5_o-unsplash.jpg","prac4","1","0","","original","2000","0","","","","","Stimuli/Practice_stims/Deliberation/clay-banks-1KPfcPdbWFM-unsplash.jpg","Stimuli/Practice_stims/Deliberation/melissa-keizer-sV4Pd8wq5_o-unsplash.jpg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation_confirmation","","html-keyboard-response","624","729204","0.0-3.0-8.0-2.0-0.0","29","15966","female","null","","","","null","","3","","","727914","","","","","","","1278","350122","1290","354837","1278","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","625","731212","0.0-3.0-8.0-4.0","29","15966","female","null","","","","null","","3","","","729204","","","","","","","2000","351400","2008","356127","2000","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","practice_over","","html-keyboard-response","626","733538","0.0-3.0-8.0-5.0-0.0","29","15966","female","2323","","","","68","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","start_run","","html-keyboard-response","627","735181","0.0-3.0-8.0-5.0-1.0","29","15966","female","1639","","","","84","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","628","736196","0.0-3.0-10.0-0.0","29","15966","female","null","","","","null","","4","","","735181","1","","","","1","","1000","0","1015","0","","","","","","","","","","","G","0","1000","left","scramble","2900","1","47","11","objects","outdoor_scenes","Stimuli/Experimental_stims/scramble/objects/scrambled_ronaldo-arthur-vidal-Cdz_lvnl37k-unsplash.jpg","Stimuli/Experimental_stims/scramble/outdoor_scenes/scrambled_stephen-leonardi-gyIRjKPXupE-unsplash.jpg","NaN","NaN","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","scramble_prompt","","html-keyboard-response","629","736619","0.0-3.0-10.0-1.0-0.0","29","15966","female","419","","","","68","","4","","","736196","","","","","0","","419","1000","423","1015","2000","1","47","11","objects","outdoor_scenes","","","Stimuli/Experimental_stims/scramble/objects/scrambled_ronaldo-arthur-vidal-Cdz_lvnl37k-unsplash.jpg","Stimuli/Experimental_stims/scramble/outdoor_scenes/scrambled_stephen-leonardi-gyIRjKPXupE-unsplash.jpg","","","","","","","1","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation_confirmation","","html-keyboard-response","630","738212","0.0-3.0-10.0-2.0-0.0","29","15966","female","null","","","","null","","4","","","736619","","","","","","","1581","1419","1593","1438","1581","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","631","741122","0.0-3.0-10.0-4.0","29","15966","female","null","","","","null","","4","","","738212","","","","","","","2900","3000","2910","3031","2900","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","632","742435","0.0-3.0-12.0-0.0","29","15966","female","null","","","","null","","5","","","741122","1","","","","1","","1300","5900","1313","5941","","","","","","","","","","","E","0","1300","right","scramble","2500","1","39","30","objects","body_parts","Stimuli/Experimental_stims/scramble/objects/scrambled_charlesdeluvio-1-nx1QR5dTE-unsplash.jpg","Stimuli/Experimental_stims/scramble/body_parts/scrambled_mika-korhonen-Xodzxosar18-unsplash.jpg","NaN","NaN","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","scramble_prompt","","html-keyboard-response","633","742932","0.0-3.0-12.0-1.0-0.0","29","15966","female","493","","","","75","","5","","","742435","","","","","0","","493","7200","497","7254","1700","0","30","39","body_parts","objects","","","Stimuli/Experimental_stims/scramble/body_parts/scrambled_mika-korhonen-Xodzxosar18-unsplash.jpg","Stimuli/Experimental_stims/scramble/objects/scrambled_charlesdeluvio-1-nx1QR5dTE-unsplash.jpg","","","","","","","1","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation_confirmation","","html-keyboard-response","634","744148","0.0-3.0-12.0-2.0-0.0","29","15966","female","null","","","","null","","5","","","742932","","","","","","","1207","7693","1216","7751","1207","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","635","746659","0.0-3.0-12.0-4.0","29","15966","female","null","","","","null","","5","","","744148","","","","","","","2500","8900","2511","8967","2500","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","636","747725","0.0-3.0-14.0-0.0","29","15966","female","1062","","","","68","","6","","","746659","1","","","","0","","1062","11400","1066","11478","","1","4","32","outdoor_scenes","body_parts","76","46","Stimuli/Experimental_stims/outdoor_scenes/jarrett-kow-1ZOyYPOBn7I-unsplash.jpg","Stimuli/Experimental_stims/body_parts/towfiqu-barbhuiya-3AsiVDsZnHg-unsplash.jpg","C","0","0","","original","2400","1","4","32","outdoor_scenes","body_parts","Stimuli/Experimental_stims/outdoor_scenes/jarrett-kow-1ZOyYPOBn7I-unsplash.jpg","Stimuli/Experimental_stims/body_parts/towfiqu-barbhuiya-3AsiVDsZnHg-unsplash.jpg","76","46","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation_confirmation","","html-keyboard-response","637","749675","0.0-3.0-14.0-2.0-0.0","29","15966","female","null","","","","null","","6","","","747725","","","","","","","1938","12462","1950","12544","1938","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","638","752083","0.0-3.0-14.0-4.0","29","15966","female","null","","","","null","","6","","","749675","","","","","","","2400","14400","2408","14494","2400","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","639","753507","0.0-3.0-16.0-0.0","29","15966","female","1420","","","","75","","7","","","752083","1","","","","0","","1420","16800","1424","16902","","0","11","47","outdoor_scenes","objects","79","60","Stimuli/Experimental_stims/outdoor_scenes/stephen-leonardi-gyIRjKPXupE-unsplash.jpg","Stimuli/Experimental_stims/objects/ronaldo-arthur-vidal-Cdz_lvnl37k-unsplash.jpg","G","0","0","","original","1300","1","47","11","objects","outdoor_scenes","Stimuli/Experimental_stims/objects/ronaldo-arthur-vidal-Cdz_lvnl37k-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/stephen-leonardi-gyIRjKPXupE-unsplash.jpg","60","79","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation_confirmation","","html-keyboard-response","640","755099","0.0-3.0-16.0-2.0-0.0","29","15966","female","null","","","","null","","7","","","753507","","","","","","","1580","18220","1592","18326","1580","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","641","756410","0.0-3.0-16.0-4.0","29","15966","female","null","","","","null","","7","","","755099","","","","","","","1300","19800","1311","19918","1300","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","642","757723","0.0-3.0-18.0-0.0","29","15966","female","null","","","","null","","8","","","756410","1","","","","1","","1300","21100","1313","21229","","","","","","","","","","","J","0","1300","right","scramble","1900","1","20","44","faces","objects","Stimuli/Experimental_stims/scramble/faces/scrambled_justin-chen-J7Cf1Gch49E-unsplash.jpg","Stimuli/Experimental_stims/scramble/objects/scrambled_kuiye-chen-NuOGFo4PudE-unsplash.jpg","NaN","NaN","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","scramble_prompt","","html-keyboard-response","643","758210","0.0-3.0-18.0-1.0-0.0","29","15966","female","482","","","","75","","8","","","757723","","","","","0","","482","22400","487","22542","1700","0","44","20","objects","faces","","","Stimuli/Experimental_stims/scramble/objects/scrambled_kuiye-chen-NuOGFo4PudE-unsplash.jpg","Stimuli/Experimental_stims/scramble/faces/scrambled_justin-chen-J7Cf1Gch49E-unsplash.jpg","","","","","","","1","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation_confirmation","","html-keyboard-response","644","759442","0.0-3.0-18.0-2.0-0.0","29","15966","female","null","","","","null","","8","","","758210","","","","","","","1218","22882","1232","23029","1218","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","645","761354","0.0-3.0-18.0-4.0","29","15966","female","null","","","","null","","8","","","759442","","","","","","","1900","24100","1912","24261","1900","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","646","762598","0.0-3.0-20.0-0.0","29","15966","female","1238","","","","75","","9","","","761354","1","","","","0","","1238","26000","1244","26173","","0","8","29","outdoor_scenes","body_parts","72","58","Stimuli/Experimental_stims/outdoor_scenes/samsommer-vddccTqwal8-unsplash.jpg","Stimuli/Experimental_stims/body_parts/manuel-schinner-ZwjFuJ7ebpk-unsplash.jpg","I","0","0","","original","2100","1","29","8","body_parts","outdoor_scenes","Stimuli/Experimental_stims/body_parts/manuel-schinner-ZwjFuJ7ebpk-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/samsommer-vddccTqwal8-unsplash.jpg","58","72","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation_confirmation","","html-keyboard-response","647","764371","0.0-3.0-20.0-2.0-0.0","29","15966","female","null","","","","null","","9","","","762598","","","","","","","1762","27238","1773","27417","1762","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","648","766481","0.0-3.0-20.0-4.0","29","15966","female","null","","","","null","","9","","","764371","","","","","","","2100","29000","2110","29190","2100","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","649","767862","0.0-3.0-22.0-0.0","29","15966","female","1376","","","","68","","10","","","766481","1","","","","0","","1376","31100","1381","31300","","1","22","34","faces","body_parts","50","48","Stimuli/Experimental_stims/faces/ravi-patel-VMGAbeeJTKo-unsplash.jpg","Stimuli/Experimental_stims/body_parts/wagner-santos-mBWMvIuVnso-unsplash.jpg","F","0","0","","original","1200","1","22","34","faces","body_parts","Stimuli/Experimental_stims/faces/ravi-patel-VMGAbeeJTKo-unsplash.jpg","Stimuli/Experimental_stims/body_parts/wagner-santos-mBWMvIuVnso-unsplash.jpg","50","48","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation_confirmation","","html-keyboard-response","650","769499","0.0-3.0-22.0-2.0-0.0","29","15966","female","null","","","","null","","10","","","767862","","","","","","","1624","32476","1637","32681","1624","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","651","770707","0.0-3.0-22.0-4.0","29","15966","female","null","","","","null","","10","","","769499","","","","","","","1200","34100","1208","34318","1200","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","652","772017","0.0-3.0-24.0-0.0","29","15966","female","null","","","","null","","11","","","770707","1","","","","1","","1300","35300","1310","35526","","","","","","","","","","","D","0","1300","right","scramble","3100","1","45","12","objects","faces","Stimuli/Experimental_stims/scramble/objects/scrambled_leohoho-rngTKHXumy0-unsplash.jpg","Stimuli/Experimental_stims/scramble/faces/scrambled_aiony-haust-jmATI5Q_YgY-unsplash.jpg","NaN","NaN","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","scramble_prompt","","html-keyboard-response","653","772407","0.0-3.0-24.0-1.0-0.0","29","15966","female","386","","","","75","","11","","","772017","","","","","0","","386","36600","390","36836","1700","0","12","45","faces","objects","","","Stimuli/Experimental_stims/scramble/faces/scrambled_aiony-haust-jmATI5Q_YgY-unsplash.jpg","Stimuli/Experimental_stims/scramble/objects/scrambled_leohoho-rngTKHXumy0-unsplash.jpg","","","","","","","1","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation_confirmation","","html-keyboard-response","654","773731","0.0-3.0-24.0-2.0-0.0","29","15966","female","null","","","","null","","11","","","772407","","","","","","","1314","36986","1324","37226","1314","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","655","776842","0.0-3.0-24.0-4.0","29","15966","female","null","","","","null","","11","","","773731","","","","","","","3100","38300","3111","38550","3100","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","656","778754","0.0-3.0-26.0-0.0","29","15966","female","null","","","","null","","12","","","776842","1","","","","1","","1900","41400","1912","41661","","","","","","","","","","","A","0","1900","left","scramble","2200","1","3","43","outdoor_scenes","objects","Stimuli/Experimental_stims/scramble/outdoor_scenes/scrambled_henry-be-NLF6hTe4PAg-unsplash.jpg","Stimuli/Experimental_stims/scramble/objects/scrambled_jonathan-greenaway-Y4hGgeiFn3s-unsplash.jpg","NaN","NaN","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","scramble_prompt","","html-keyboard-response","657","779203","0.0-3.0-26.0-1.0-0.0","29","15966","female","444","","","","68","","12","","","778754","","","","","0","","444","43300","449","43573","1100","1","3","43","outdoor_scenes","objects","","","Stimuli/Experimental_stims/scramble/outdoor_scenes/scrambled_henry-be-NLF6hTe4PAg-unsplash.jpg","Stimuli/Experimental_stims/scramble/objects/scrambled_jonathan-greenaway-Y4hGgeiFn3s-unsplash.jpg","","","","","","","1","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation_confirmation","","html-keyboard-response","658","779865","0.0-3.0-26.0-2.0-0.0","29","15966","female","null","","","","null","","12","","","779203","","","","","","","656","43744","662","44022","656","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","659","782075","0.0-3.0-26.0-4.0","29","15966","female","null","","","","null","","12","","","779865","","","","","","","2200","44400","2210","44684","2200","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","660","785082","0.0-3.0-28.0-0.0","29","15966","female","null","","","","null","","13","","","782075","1","","","","1","","3000","46600","3007","46894","","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","D","0","0","","original","2000","1","45","12","objects","faces","Stimuli/Experimental_stims/objects/leohoho-rngTKHXumy0-unsplash.jpg","Stimuli/Experimental_stims/faces/aiony-haust-jmATI5Q_YgY-unsplash.jpg","32","46","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation_no_response","","html-keyboard-response","661","785394","0.0-3.0-28.0-3.0-0.0","29","15966","female","null","","","","null","","13","","","785082","","","","","1","","300","49600","312","49901","","","","","","","","","","","","","","","","","1","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","662","787104","0.0-3.0-28.0-4.0","29","15966","female","null","","","","null","","13","","","785394","","","","","","","1700","49900","1710","50213","1700","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","663","788248","0.0-3.0-30.0-0.0","29","15966","female","1138","","","","75","","14","","","787104","1","","","","0","","1138","51600","1144","51923","","0","44","20","objects","faces","46","50","Stimuli/Experimental_stims/objects/kuiye-chen-NuOGFo4PudE-unsplash.jpg","Stimuli/Experimental_stims/faces/justin-chen-J7Cf1Gch49E-unsplash.jpg","J","0","0","","original","1900","1","20","44","faces","objects","Stimuli/Experimental_stims/faces/justin-chen-J7Cf1Gch49E-unsplash.jpg","Stimuli/Experimental_stims/objects/kuiye-chen-NuOGFo4PudE-unsplash.jpg","50","46","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation_confirmation","","html-keyboard-response","664","790121","0.0-3.0-30.0-2.0-0.0","29","15966","female","null","","","","null","","14","","","788248","","","","","","","1862","52738","1873","53067","1862","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","665","792035","0.0-3.0-30.0-4.0","29","15966","female","null","","","","null","","14","","","790121","","","","","","","1900","54600","1914","54940","1900","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","666","793145","0.0-3.0-32.0-0.0","29","15966","female","null","","","","null","","15","","","792035","1","","","","1","","1100","56500","1110","56854","","","","","","","","","","","F","0","1100","left","scramble","1900","1","22","34","faces","body_parts","Stimuli/Experimental_stims/scramble/faces/scrambled_ravi-patel-VMGAbeeJTKo-unsplash.jpg","Stimuli/Experimental_stims/scramble/body_parts/scrambled_wagner-santos-mBWMvIuVnso-unsplash.jpg","NaN","NaN","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","scramble_prompt","","html-keyboard-response","667","793535","0.0-3.0-32.0-1.0-0.0","29","15966","female","386","","","","68","","15","","","793145","","","","","0","","386","57600","390","57964","1900","1","22","34","faces","body_parts","","","Stimuli/Experimental_stims/scramble/faces/scrambled_ravi-patel-VMGAbeeJTKo-unsplash.jpg","Stimuli/Experimental_stims/scramble/body_parts/scrambled_wagner-santos-mBWMvIuVnso-unsplash.jpg","","","","","","","1","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation_confirmation","","html-keyboard-response","668","795058","0.0-3.0-32.0-2.0-0.0","29","15966","female","null","","","","null","","15","","","793535","","","","","","","1514","57986","1523","58354","1514","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","669","796970","0.0-3.0-32.0-4.0","29","15966","female","null","","","","null","","15","","","795058","","","","","","","1900","59500","1912","59877","1900","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
