"success","ttype","start_time","trial_type","trial_index","time_elapsed","internal_node_id","age","PID","gender","rt","responses","view_history","repeat_instructions","key_press","response","index","stimulus_index","path"
"true","full_screen","d08112023hr1410","fullscreen","0","2352","0.0-0.0-0.0","11","78802","1","","","","","","","","",""
"","get_id","","survey-text","1","5059","0.0-0.0-1.0","11","78802","1","2702","{""Q0"":""11"",""Q1"":""1""}","","","","","","",""
"","ratings_instructions","","instructions","2","6159","0.0-1.0-0.0-0.0","11","78802","1","1056","","[{""page_index"":0,""viewing_time"":879},{""page_index"":1,""viewing_time"":177}]","","","","","",""
"","rating_comprehension_check","","survey-multi-choice","3","9202","0.0-1.0-0.0-1.0","11","78802","1","3038","{""Q0"":""True"",""Q1"":""Mouse""}","","0","","","","",""
"","","","html-keyboard-response","4","9759","0.0-1.0-1.0","11","78802","1","553","","","","68","","","",""
"","rating","","html-slider-response","5","11173","0.0-1.0-2.0","11","78802","1","1410","","","","","50","0","11","Stimuli/Experimental_stims/outdoor_scenes/stephen-leonardi-gyIRjKPXupE-unsplash.jpg"
"","rating","","html-slider-response","6","11318","0.0-1.0-3.0","11","78802","1","140","","","","","50","1","37","Stimuli/Experimental_stims/objects/alexander-andrews-VLGWE_SumrA-unsplash.jpg"
"","rating","","html-slider-response","7","11471","0.0-1.0-4.0","11","78802","1","148","","","","","50","2","43","Stimuli/Experimental_stims/objects/jonathan-greenaway-Y4hGgeiFn3s-unsplash.jpg"
"","rating","","html-slider-response","8","11696","0.0-1.0-5.0","11","78802","1","221","","","","","50","3","45","Stimuli/Experimental_stims/objects/leohoho-rngTKHXumy0-unsplash.jpg"
"","rating","","html-slider-response","9","11871","0.0-1.0-6.0","11","78802","1","169","","","","","50","4","1","Stimuli/Experimental_stims/outdoor_scenes/ashim-d-silva-S2Q5mdOrrVc-unsplash.jpg"
"","rating","","html-slider-response","10","12023","0.0-1.0-7.0","11","78802","1","147","","","","","50","5","4","Stimuli/Experimental_stims/outdoor_scenes/jarrett-kow-1ZOyYPOBn7I-unsplash.jpg"
"","rating","","html-slider-response","11","12186","0.0-1.0-8.0","11","78802","1","158","","","","","50","6","35","Stimuli/Experimental_stims/body_parts/wc-so-KH4AAPjb-tI-unsplash.jpg"
