"success","ttype","start_time","trial_type","trial_index","time_elapsed","internal_node_id","age","PID","gender","rt","responses","view_history","repeat_instructions","key_press","response","index","stimulus_index","path","run","task","isi","is_odd_ball","no_response","acc","duration","onset","pair_id","practice","scramble_screen_time","scramble_instructed_side","stim_type","iti","block","left_stimulus","right_stimulus","left_category","right_category","left_path","right_path","left_rating","right_rating","warning","response_ends_trial","trial_duration","scramble_acc","scramble_no_response","left_chosen","chosen_stimulus","unchosen_stimulus","chosen_category","unchosen_category","chosen_rating","unchosen_rating","chosen_path","unchosen_path","stimulus_id","item_id","outcome","response_rt","deliberation_reward_tally","choice_type","gain_left","left_item_id","right_item_id","chosen_left","old_pair","pair_type","old_response","pair_acc","reward_type","outcome_response","outcome_rt","outcome_acc","category","choice","deliberated_stim","old_rating","new_rating","total_reward_tally"
"","final_decisions_no_response","","html-keyboard-response","1407","1639959","0.0-5.0-62.0-2.0-0.0","NaN","67183","","null","","","","null","","60","","","1","","","","1","","0.1","16.89999999999997","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1408","1640080","0.0-5.0-62.0-3.0","NaN","67183","","null","","","","null","","60","","","1","","","","","","0.1","16.99999999999997","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1409","1640200","0.0-5.0-63.0-0.0","NaN","67183","","null","","","","null","","61","","","1","","","","1","","0.1","17.099999999999973","","0","","","","4400","1","7","11","outdoor_scenes","outdoor_scenes","Stimuli/Experimental_stims/outdoor_scenes/petr-vysohlid-9fqwGqGLUxc-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/stephen-leonardi-gyIRjKPXupE-unsplash.jpg","50","50","","","","","","NaN","NaN","NaN","NaN","","","","","","","","","","","chosen","0","no_gain5","gain4","","","","","","","","","","","","","","",""
"","final_decisions_no_response","","html-keyboard-response","1410","1640319","0.0-5.0-63.0-2.0-0.0","NaN","67183","","null","","","","null","","61","","","1","","","","1","","0.1","17.199999999999974","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1411","1640431","0.0-5.0-63.0-3.0","NaN","67183","","null","","","","null","","61","","","1","","","","","","0.1","17.299999999999976","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1412","1640545","0.0-5.0-64.0-0.0","NaN","67183","","null","","","","null","","62","","","1","","","","1","","0.1","17.399999999999977","","0","","","","1900","1","20","7","faces","outdoor_scenes","Stimuli/Experimental_stims/faces/justin-chen-J7Cf1Gch49E-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/petr-vysohlid-9fqwGqGLUxc-unsplash.jpg","50","50","","","","","","NaN","NaN","NaN","NaN","","","","","","","","","","","chosen","1","gain3","no_gain5","","","","","","","","","","","","","","",""
"","final_decisions_no_response","","html-keyboard-response","1413","1640661","0.0-5.0-64.0-2.0-0.0","NaN","67183","","null","","","","null","","62","","","1","","","","1","","0.1","17.49999999999998","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1414","1640771","0.0-5.0-64.0-3.0","NaN","67183","","null","","","","null","","62","","","1","","","","","","0.1","17.59999999999998","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1415","1640885","0.0-5.0-65.0-0.0","NaN","67183","","null","","","","null","","63","","","1","","","","1","","0.1","17.69999999999998","","0","","","","2000","1","45","17","objects","faces","Stimuli/Experimental_stims/objects/leohoho-rngTKHXumy0-unsplash.jpg","Stimuli/Experimental_stims/faces/good-faces-xmSWVeGEnJw-unsplash.jpg","50","50","","","","","","NaN","NaN","NaN","NaN","","","","","","","","","","","unchosen","0","no_gain6","gain5","","","","","","","","","","","","","","",""
"","final_decisions_no_response","","html-keyboard-response","1416","1640997","0.0-5.0-65.0-2.0-0.0","NaN","67183","","null","","","","null","","63","","","1","","","","1","","0.1","17.799999999999983","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1417","1641111","0.0-5.0-65.0-3.0","NaN","67183","","null","","","","null","","63","","","1","","","","","","0.1","17.899999999999984","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1418","1641227","0.0-5.0-66.0-0.0","NaN","67183","","null","","","","null","","64","","","1","","","","1","","0.1","17.999999999999986","","0","","","","1500","1","31","12","body_parts","faces","Stimuli/Experimental_stims/body_parts/sincerely-media-VN6DbKajo5s-unsplash.jpg","Stimuli/Experimental_stims/faces/aiony-haust-jmATI5Q_YgY-unsplash.jpg","50","50","","","","","","NaN","NaN","NaN","NaN","","","","","","","","","","","unchosen","0","no_gain5","gain6","","","","","","","","","","","","","","",""
"","final_decisions_no_response","","html-keyboard-response","1419","1641343","0.0-5.0-66.0-2.0-0.0","NaN","67183","","null","","","","null","","64","","","1","","","","1","","0.1","18.099999999999987","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1420","1641461","0.0-5.0-66.0-3.0","NaN","67183","","null","","","","null","","64","","","1","","","","","","0.1","18.19999999999999","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1421","1641571","0.0-5.0-67.0-0.0","NaN","67183","","null","","","","null","","65","","","1","","","","1","","0.1","18.29999999999999","","0","","","","1600","1","42","34","objects","body_parts","Stimuli/Experimental_stims/objects/jess-bailey-nOeVi8DsN8U-unsplash.jpg","Stimuli/Experimental_stims/body_parts/wagner-santos-mBWMvIuVnso-unsplash.jpg","50","50","","","","","","NaN","NaN","NaN","NaN","","","","","","","","","","","chosen","1","gain5","no_gain6","","","","","","","","","","","","","","",""
"","final_decisions_no_response","","html-keyboard-response","1422","1641684","0.0-5.0-67.0-2.0-0.0","NaN","67183","","null","","","","null","","65","","","1","","","","1","","0.1","18.39999999999999","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1423","1641795","0.0-5.0-67.0-3.0","NaN","67183","","null","","","","null","","65","","","1","","","","","","0.1","18.499999999999993","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1424","1641912","0.0-5.0-68.0-0.0","NaN","67183","","null","","","","null","","66","","","1","","","","1","","0.1","18.599999999999994","","0","","","","3000","1","43","12","objects","faces","Stimuli/Experimental_stims/objects/jonathan-greenaway-Y4hGgeiFn3s-unsplash.jpg","Stimuli/Experimental_stims/faces/aiony-haust-jmATI5Q_YgY-unsplash.jpg","50","50","","","","","","NaN","NaN","NaN","NaN","","","","","","","","","","","unchosen","0","no_gain2","gain6","","","","","","","","","","","","","","",""
"","final_decisions_no_response","","html-keyboard-response","1425","1642046","0.0-5.0-68.0-2.0-0.0","NaN","67183","","null","","","","null","","66","","","1","","","","1","","0.1","18.699999999999996","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1426","1642169","0.0-5.0-68.0-3.0","NaN","67183","","null","","","","null","","66","","","1","","","","","","0.1","18.799999999999997","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1427","1642285","0.0-5.0-69.0-0.0","NaN","67183","","null","","","","null","","67","","","1","","","","1","","0.1","18.9","","0","","","","1900","1","13","26","faces","body_parts","Stimuli/Experimental_stims/faces/daniel-rigdon-dXmXKPP2L4E-unsplash.jpg","Stimuli/Experimental_stims/body_parts/engin-akyurt-x_3gyC42btc-unsplash.jpg","50","50","","","","","","NaN","NaN","NaN","NaN","","","","","","","","","","","chosen","0","no_gain1","gain1","","","","","","","","","","","","","","",""
"","final_decisions_no_response","","html-keyboard-response","1428","1642396","0.0-5.0-69.0-2.0-0.0","NaN","67183","","null","","","","null","","67","","","1","","","","1","","0.1","19","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1429","1642512","0.0-5.0-69.0-3.0","NaN","67183","","null","","","","null","","67","","","1","","","","","","0.1","19.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1430","1642632","0.0-5.0-70.0-0.0","NaN","67183","","null","","","","null","","68","","","1","","","","1","","0.1","19.200000000000003","","0","","","","1100","1","39","4","objects","outdoor_scenes","Stimuli/Experimental_stims/objects/charlesdeluvio-1-nx1QR5dTE-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/jarrett-kow-1ZOyYPOBn7I-unsplash.jpg","50","50","","","","","","NaN","NaN","NaN","NaN","","","","","","","","","","","unchosen","0","no_gain4","gain2","","","","","","","","","","","","","","",""
"","final_decisions_no_response","","html-keyboard-response","1431","1642747","0.0-5.0-70.0-2.0-0.0","NaN","67183","","null","","","","null","","68","","","1","","","","1","","0.1","19.300000000000004","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1432","1642862","0.0-5.0-70.0-3.0","NaN","67183","","null","","","","null","","68","","","1","","","","","","0.1","19.400000000000006","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1433","1642981","0.0-5.0-71.0-0.0","NaN","67183","","null","","","","null","","69","","","1","","","","1","","0.1","19.500000000000007","","0","","","","1300","1","11","38","outdoor_scenes","objects","Stimuli/Experimental_stims/outdoor_scenes/stephen-leonardi-gyIRjKPXupE-unsplash.jpg","Stimuli/Experimental_stims/objects/art-lasovsky-8XddFc6NkBY-unsplash.jpg","50","50","","","","","","NaN","NaN","NaN","NaN","","","","","","","","","","","chosen","1","gain4","no_gain3","","","","","","","","","","","","","","",""
"","final_decisions_no_response","","html-keyboard-response","1434","1643092","0.0-5.0-71.0-2.0-0.0","NaN","67183","","null","","","","null","","69","","","1","","","","1","","0.1","19.60000000000001","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1435","1643203","0.0-5.0-71.0-3.0","NaN","67183","","null","","","","null","","69","","","1","","","","","","0.1","19.70000000000001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1436","1643318","0.0-5.0-72.0-0.0","NaN","67183","","null","","","","null","","70","","","1","","","","1","","0.1","19.80000000000001","","0","","","","2600","1","24","13","body_parts","faces","Stimuli/Experimental_stims/body_parts/clay-banks-LjqARJaJotc-unsplash.jpg","Stimuli/Experimental_stims/faces/daniel-rigdon-dXmXKPP2L4E-unsplash.jpg","50","50","","","","","","NaN","NaN","NaN","NaN","","","","","","","","","","","chosen","1","gain6","no_gain1","","","","","","","","","","","","","","",""
"","final_decisions_no_response","","html-keyboard-response","1437","1643427","0.0-5.0-72.0-2.0-0.0","NaN","67183","","null","","","","null","","70","","","1","","","","1","","0.1","19.900000000000013","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1438","1643555","0.0-5.0-72.0-3.0","NaN","67183","","null","","","","null","","70","","","1","","","","","","0.1","20.000000000000014","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1439","1643668","0.0-5.0-73.0-0.0","NaN","67183","","null","","","","null","","71","","","1","","","","1","","0.1","20.100000000000016","","0","","","","1100","1","7","42","outdoor_scenes","objects","Stimuli/Experimental_stims/outdoor_scenes/petr-vysohlid-9fqwGqGLUxc-unsplash.jpg","Stimuli/Experimental_stims/objects/jess-bailey-nOeVi8DsN8U-unsplash.jpg","50","50","","","","","","NaN","NaN","NaN","NaN","","","","","","","","","","","chosen","0","no_gain5","gain5","","","","","","","","","","","","","","",""
"","final_decisions_no_response","","html-keyboard-response","1440","1643780","0.0-5.0-73.0-2.0-0.0","NaN","67183","","null","","","","null","","71","","","1","","","","1","","0.1","20.200000000000017","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1441","1643892","0.0-5.0-73.0-3.0","NaN","67183","","null","","","","null","","71","","","1","","","","","","0.1","20.30000000000002","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1442","1644004","0.0-5.0-74.0-0.0","NaN","67183","","null","","","","null","","72","","","1","","","","1","","0.1","20.40000000000002","","0","","","","2500","1","32","17","body_parts","faces","Stimuli/Experimental_stims/body_parts/towfiqu-barbhuiya-3AsiVDsZnHg-unsplash.jpg","Stimuli/Experimental_stims/faces/good-faces-xmSWVeGEnJw-unsplash.jpg","50","50","","","","","","NaN","NaN","NaN","NaN","","","","","","","","","","","unchosen","0","no_gain1","gain5","","","","","","","","","","","","","","",""
"","final_decisions_no_response","","html-keyboard-response","1443","1644116","0.0-5.0-74.0-2.0-0.0","NaN","67183","","null","","","","null","","72","","","1","","","","1","","0.1","20.50000000000002","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1444","1644224","0.0-5.0-74.0-3.0","NaN","67183","","null","","","","null","","72","","","1","","","","","","0.1","20.600000000000023","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1445","1644342","0.0-5.0-75.0-0.0","NaN","67183","","null","","","","null","","73","","","1","","","","1","","0.1","20.700000000000024","","0","","","","2600","1","11","14","outdoor_scenes","faces","Stimuli/Experimental_stims/outdoor_scenes/stephen-leonardi-gyIRjKPXupE-unsplash.jpg","Stimuli/Experimental_stims/faces/david-siglin-UuW4psOb388-unsplash.jpg","50","50","","","","","","NaN","NaN","NaN","NaN","","","","","","","","","","","chosen","1","gain4","no_gain4","","","","","","","","","","","","","","",""
"","final_decisions_no_response","","html-keyboard-response","1446","1644454","0.0-5.0-75.0-2.0-0.0","NaN","67183","","null","","","","null","","73","","","1","","","","1","","0.1","20.800000000000026","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1447","1644566","0.0-5.0-75.0-3.0","NaN","67183","","null","","","","null","","73","","","1","","","","","","0.1","20.900000000000027","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1448","1644683","0.0-5.0-76.0-0.0","NaN","67183","","null","","","","null","","74","","","1","","","","1","","0.1","21.00000000000003","","0","","","","1100","1","13","42","faces","objects","Stimuli/Experimental_stims/faces/daniel-rigdon-dXmXKPP2L4E-unsplash.jpg","Stimuli/Experimental_stims/objects/jess-bailey-nOeVi8DsN8U-unsplash.jpg","50","50","","","","","","NaN","NaN","NaN","NaN","","","","","","","","","","","chosen","0","no_gain1","gain5","","","","","","","","","","","","","","",""
"","final_decisions_no_response","","html-keyboard-response","1449","1644800","0.0-5.0-76.0-2.0-0.0","NaN","67183","","null","","","","null","","74","","","1","","","","1","","0.1","21.10000000000003","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1450","1644916","0.0-5.0-76.0-3.0","NaN","67183","","null","","","","null","","74","","","1","","","","","","0.1","21.20000000000003","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1451","1645030","0.0-5.0-77.0-0.0","NaN","67183","","null","","","","null","","75","","","1","","","","1","","0.1","21.300000000000033","","0","","","","4200","1","10","31","outdoor_scenes","body_parts","Stimuli/Experimental_stims/outdoor_scenes/shannon-kunkle-dM8INmkyDas-unsplash.jpg","Stimuli/Experimental_stims/body_parts/sincerely-media-VN6DbKajo5s-unsplash.jpg","50","50","","","","","","NaN","NaN","NaN","NaN","","","","","","","","","","","unchosen","1","gain3","no_gain5","","","","","","","","","","","","","","",""
"","final_decisions_no_response","","html-keyboard-response","1452","1645138","0.0-5.0-77.0-2.0-0.0","NaN","67183","","null","","","","null","","75","","","1","","","","1","","0.1","21.400000000000034","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1453","1645251","0.0-5.0-77.0-3.0","NaN","67183","","null","","","","null","","75","","","1","","","","","","0.1","21.500000000000036","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions_run_over","","html-keyboard-response","1454","1761318","0.0-5.0-77.0-5.0-0.0","NaN","67183","","116062","","","","68","","75","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","start_run","","html-keyboard-response","1455","1762257","0.0-5.0-77.0-5.0-1.0","NaN","67183","","933","","","","84","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1456","1762365","0.0-5.0-78.0-0.0","NaN","67183","","null","","","","null","","76","","","2","","","","1","","0.1","0","","0","","","","1200","2","19","45","faces","objects","Stimuli/Experimental_stims/faces/joel-mott-LaK153ghdig-unsplash.jpg","Stimuli/Experimental_stims/objects/leohoho-rngTKHXumy0-unsplash.jpg","50","50","","","","","","NaN","NaN","NaN","NaN","","","","","","","","","","","unchosen","1","gain4","no_gain6","","","","","","","","","","","","","","",""
"","final_decisions_no_response","","html-keyboard-response","1457","1762474","0.0-5.0-78.0-2.0-0.0","NaN","67183","","null","","","","null","","76","","","2","","","","1","","0.1","0.1","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1458","1762589","0.0-5.0-78.0-3.0","NaN","67183","","null","","","","null","","76","","","2","","","","","","0.1","0.2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1459","1762696","0.0-5.0-79.0-0.0","NaN","67183","","null","","","","null","","77","","","2","","","","1","","0.1","0.30000000000000004","","0","","","","1400","2","19","25","faces","body_parts","Stimuli/Experimental_stims/faces/joel-mott-LaK153ghdig-unsplash.jpg","Stimuli/Experimental_stims/body_parts/engin-akyurt-Q2rfH3GW39c-unsplash.jpg","50","50","","","","","","NaN","NaN","NaN","NaN","","","","","","","","","","","unchosen","1","gain4","no_gain3","","","","","","","","","","","","","","",""
"","final_decisions_no_response","","html-keyboard-response","1460","1762814","0.0-5.0-79.0-2.0-0.0","NaN","67183","","null","","","","null","","77","","","2","","","","1","","0.1","0.4","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1461","1762926","0.0-5.0-79.0-3.0","NaN","67183","","null","","","","null","","77","","","2","","","","","","0.1","0.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1462","1763044","0.0-5.0-80.0-0.0","NaN","67183","","null","","","","null","","78","","","2","","","","1","","0.1","0.6","","0","","","","2800","2","17","43","faces","objects","Stimuli/Experimental_stims/faces/good-faces-xmSWVeGEnJw-unsplash.jpg","Stimuli/Experimental_stims/objects/jonathan-greenaway-Y4hGgeiFn3s-unsplash.jpg","50","50","","","","","","NaN","NaN","NaN","NaN","","","","","","","","","","","unchosen","1","gain5","no_gain2","","","","","","","","","","","","","","",""
"","final_decisions_no_response","","html-keyboard-response","1463","1763158","0.0-5.0-80.0-2.0-0.0","NaN","67183","","null","","","","null","","78","","","2","","","","1","","0.1","0.7","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1464","1763274","0.0-5.0-80.0-3.0","NaN","67183","","null","","","","null","","78","","","2","","","","","","0.1","0.7999999999999999","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1465","1763389","0.0-5.0-81.0-0.0","NaN","67183","","null","","","","null","","79","","","2","","","","1","","0.1","0.8999999999999999","","0","","","","1700","2","38","26","objects","body_parts","Stimuli/Experimental_stims/objects/art-lasovsky-8XddFc6NkBY-unsplash.jpg","Stimuli/Experimental_stims/body_parts/engin-akyurt-x_3gyC42btc-unsplash.jpg","50","50","","","","","","NaN","NaN","NaN","NaN","","","","","","","","","","","chosen","0","no_gain3","gain1","","","","","","","","","","","","","","",""
"","final_decisions_no_response","","html-keyboard-response","1466","1763497","0.0-5.0-81.0-2.0-0.0","NaN","67183","","null","","","","null","","79","","","2","","","","1","","0.1","0.9999999999999999","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1467","1763609","0.0-5.0-81.0-3.0","NaN","67183","","null","","","","null","","79","","","2","","","","","","0.1","1.0999999999999999","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1468","1763724","0.0-5.0-82.0-0.0","NaN","67183","","null","","","","null","","80","","","2","","","","1","","0.1","1.2","","0","","","","3700","2","31","12","body_parts","faces","Stimuli/Experimental_stims/body_parts/sincerely-media-VN6DbKajo5s-unsplash.jpg","Stimuli/Experimental_stims/faces/aiony-haust-jmATI5Q_YgY-unsplash.jpg","50","50","","","","","","NaN","NaN","NaN","NaN","","","","","","","","","","","unchosen","0","no_gain5","gain6","","","","","","","","","","","","","","",""
"","final_decisions_no_response","","html-keyboard-response","1469","1763839","0.0-5.0-82.0-2.0-0.0","NaN","67183","","null","","","","null","","80","","","2","","","","1","","0.1","1.3","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1470","1763954","0.0-5.0-82.0-3.0","NaN","67183","","null","","","","null","","80","","","2","","","","","","0.1","1.4000000000000001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1471","1764071","0.0-5.0-83.0-0.0","NaN","67183","","null","","","","null","","81","","","2","","","","1","","0.1","1.5000000000000002","","0","","","","2300","2","6","39","outdoor_scenes","objects","Stimuli/Experimental_stims/outdoor_scenes/meng-ji-8BH_M-53CyA-unsplash.jpg","Stimuli/Experimental_stims/objects/charlesdeluvio-1-nx1QR5dTE-unsplash.jpg","50","50","","","","","","NaN","NaN","NaN","NaN","","","","","","","","","","","unchosen","1","gain1","no_gain4","","","","","","","","","","","","","","",""
"","final_decisions_no_response","","html-keyboard-response","1472","1764189","0.0-5.0-83.0-2.0-0.0","NaN","67183","","null","","","","null","","81","","","2","","","","1","","0.1","1.6000000000000003","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1473","1764302","0.0-5.0-83.0-3.0","NaN","67183","","null","","","","null","","81","","","2","","","","","","0.1","1.7000000000000004","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1474","1764423","0.0-5.0-84.0-0.0","NaN","67183","","null","","","","null","","82","","","2","","","","1","","0.1","1.8000000000000005","","0","","","","2900","2","13","26","faces","body_parts","Stimuli/Experimental_stims/faces/daniel-rigdon-dXmXKPP2L4E-unsplash.jpg","Stimuli/Experimental_stims/body_parts/engin-akyurt-x_3gyC42btc-unsplash.jpg","50","50","","","","","","NaN","NaN","NaN","NaN","","","","","","","","","","","chosen","0","no_gain1","gain1","","","","","","","","","","","","","","",""
"","final_decisions_no_response","","html-keyboard-response","1475","1764540","0.0-5.0-84.0-2.0-0.0","NaN","67183","","null","","","","null","","82","","","2","","","","1","","0.1","1.9000000000000006","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1476","1764649","0.0-5.0-84.0-3.0","NaN","67183","","null","","","","null","","82","","","2","","","","","","0.1","2.0000000000000004","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1477","1764763","0.0-5.0-85.0-0.0","NaN","67183","","null","","","","null","","83","","","2","","","","1","","0.1","2.1000000000000005","","0","","","","2300","2","25","17","body_parts","faces","Stimuli/Experimental_stims/body_parts/engin-akyurt-Q2rfH3GW39c-unsplash.jpg","Stimuli/Experimental_stims/faces/good-faces-xmSWVeGEnJw-unsplash.jpg","50","50","","","","","","NaN","NaN","NaN","NaN","","","","","","","","","","","unchosen","0","no_gain3","gain5","","","","","","","","","","","","","","",""
"","final_decisions_no_response","","html-keyboard-response","1478","1764874","0.0-5.0-85.0-2.0-0.0","NaN","67183","","null","","","","null","","83","","","2","","","","1","","0.1","2.2000000000000006","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1479","1764990","0.0-5.0-85.0-3.0","NaN","67183","","null","","","","null","","83","","","2","","","","","","0.1","2.3000000000000007","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1480","1765110","0.0-5.0-86.0-0.0","NaN","67183","","null","","","","null","","84","","","2","","","","1","","0.1","2.400000000000001","","0","","","","1200","2","1","26","outdoor_scenes","body_parts","Stimuli/Experimental_stims/outdoor_scenes/ashim-d-silva-S2Q5mdOrrVc-unsplash.jpg","Stimuli/Experimental_stims/body_parts/engin-akyurt-x_3gyC42btc-unsplash.jpg","50","50","","","","","","NaN","NaN","NaN","NaN","","","","","","","","","","","chosen","0","no_gain2","gain1","","","","","","","","","","","","","","",""
"","final_decisions_no_response","","html-keyboard-response","1481","1765231","0.0-5.0-86.0-2.0-0.0","NaN","67183","","null","","","","null","","84","","","2","","","","1","","0.1","2.500000000000001","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
