"success","ttype","start_time","trial_type","trial_index","time_elapsed","internal_node_id","age","PID","gender","rt","responses","view_history","repeat_instructions","key_press","response","index","stimulus_index","path","start_time_elapsed","run","task","isi","is_odd_ball","no_response","acc","duration","onset","duration_time_elapsed","onset_time_elapsed","trial_duration","left_chosen","chosen_stimulus","unchosen_stimulus","chosen_category","unchosen_category","chosen_rating","unchosen_rating","chosen_path","unchosen_path","pair_id","practice","scramble_screen_time","scramble_instructed_side","stim_type","iti","block","left_stimulus","right_stimulus","left_category","right_category","left_path","right_path","left_rating","right_rating","scramble_acc","warning","missed_checkup","stimulus_id","item_id","outcome","response_rt","deliberation_reward_tally","choice_type","gain_left","left_item_id","right_item_id","higher_outcome_chosen","chosen_left","old_pair","pair_type","old_response","pair_acc","reward_type","outcome_response","outcome_rt","outcome_acc","category","choice","deliberated_stim","old_rating","new_rating","total_reward_tally"
"","iti_localizer","","html-keyboard-response","509","559480","0.0-2.0-215.0-1.0","30","15837","female","null","","","","null","","213","","","559159","1","","","","","","300","282300","321","290897","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","510","559902","0.0-2.0-216.0-0.0","30","15837","female","NaN","","","","null","NaN","214","","Stimuli/Experimental_stims/localizer/outdoor_scenes/willian-justen-de-vasconcellos-T_Qe4QlMIvQ-unsplash.jpg","559480","1","outdoor_scenes","","0","1","0","400","282600","422","291218","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","511","560223","0.0-2.0-216.0-1.0","30","15837","female","null","","","","null","","214","","","559902","1","","","","","","300","283000","321","291640","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","512","560646","0.0-2.0-217.0-0.0","30","15837","female","16","","","","68","0","215","","Stimuli/Experimental_stims/localizer/outdoor_scenes/sebastian-unrau-v4e3JI7DDHI-unsplash.jpg","560223","1","outdoor_scenes","","0","0","1","400","283300","423","291961","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","513","560965","0.0-2.0-217.0-1.0","30","15837","female","null","","","","null","","215","","","560646","1","","","","","","300","283700","319","292384","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","514","561393","0.0-2.0-218.0-0.0","30","15837","female","72","","","","68","0","216","","Stimuli/Experimental_stims/localizer/outdoor_scenes/ken-cheung-KonWFWUaAuk-unsplash.jpg","560965","1","outdoor_scenes","","0","0","1","400","284000","428","292703","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","515","561711","0.0-2.0-218.0-1.0","30","15837","female","null","","","","null","","216","","","561393","1","","","","","","300","284400","318","293131","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","516","562133","0.0-2.0-219.0-0.0","30","15837","female","NaN","","","","null","NaN","217","","Stimuli/Experimental_stims/localizer/outdoor_scenes/dawid-zawila--G3rw6Y02D0-unsplash.jpg","561711","1","outdoor_scenes","","0","1","0","400","284700","422","293449","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","517","562453","0.0-2.0-219.0-1.0","30","15837","female","null","","","","null","","217","","","562133","1","","","","","","300","285100","320","293871","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","518","562876","0.0-2.0-220.0-0.0","30","15837","female","NaN","","","","null","NaN","218","","Stimuli/Experimental_stims/localizer/outdoor_scenes/damian-denis-D8R_txR_0PE-unsplash.jpg","562453","1","outdoor_scenes","","0","1","0","400","285400","423","294191","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","519","563198","0.0-2.0-220.0-1.0","30","15837","female","null","","","","null","","218","","","562876","1","","","","","","300","285800","322","294614","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","520","563618","0.0-2.0-221.0-0.0","30","15837","female","0","","","","68","0","219","","Stimuli/Experimental_stims/localizer/outdoor_scenes/ales-krivec-hsX9KpLLsIE-unsplash.jpg","563198","1","outdoor_scenes","","0","0","1","400","286100","420","294936","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","521","563938","0.0-2.0-221.0-1.0","30","15837","female","null","","","","null","","219","","","563618","1","","","","","","300","286500","320","295356","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","522","564360","0.0-2.0-222.0-0.0","30","15837","female","191","","","","68","0","220","","Stimuli/Experimental_stims/localizer/outdoor_scenes/sean-oulashin-KMn4VEeEPR8-unsplash.jpg","563938","1","outdoor_scenes","","0","0","1","400","286800","422","295676","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","523","564683","0.0-2.0-222.0-1.0","30","15837","female","null","","","","null","","220","","","564360","1","","","","","","300","287200","323","296098","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","524","565103","0.0-2.0-223.0-0.0","30","15837","female","261","","","","68","0","221","","Stimuli/Experimental_stims/localizer/outdoor_scenes/pascal-debrunner-1WQ5RZuH9xo-unsplash.jpg","564683","1","outdoor_scenes","","0","0","1","400","287500","420","296421","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","525","565425","0.0-2.0-223.0-1.0","30","15837","female","null","","","","null","","221","","","565103","1","","","","","","300","287900","322","296841","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","526","565846","0.0-2.0-224.0-0.0","30","15837","female","153","","","","68","0","222","","Stimuli/Experimental_stims/localizer/outdoor_scenes/cayetano-gil-rguHxZmOF5U-unsplash.jpg","565425","1","outdoor_scenes","","0","0","1","400","288200","421","297163","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","527","566167","0.0-2.0-224.0-1.0","30","15837","female","null","","","","null","","222","","","565846","1","","","","","","300","288600","321","297584","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","528","566589","0.0-2.0-225.0-0.0","30","15837","female","262","","","","68","0","223","","Stimuli/Experimental_stims/localizer/outdoor_scenes/adam-kool-ndN00KmbJ1c-unsplash.jpg","566167","1","outdoor_scenes","","0","0","1","400","288900","422","297905","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","529","566911","0.0-2.0-225.0-1.0","30","15837","female","null","","","","null","","223","","","566589","1","","","","","","300","289300","322","298327","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","530","567334","0.0-2.0-226.0-0.0","30","15837","female","244","","","","68","0","224","","Stimuli/Experimental_stims/localizer/outdoor_scenes/john-mark-arnold-XNIjmb6Ax04-unsplash.jpg","566911","1","outdoor_scenes","","0","0","1","400","289600","423","298649","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","531","567651","0.0-2.0-226.0-1.0","30","15837","female","null","","","","null","","224","","","567334","1","","","","","","300","290000","317","299072","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","532","568076","0.0-2.0-227.0-0.0","30","15837","female","0","","","","68","0","225","","Stimuli/Experimental_stims/localizer/outdoor_scenes/neom-THlO6Mkf5uI-unsplash.jpg","567651","1","outdoor_scenes","","1","0","0","400","290300","425","299389","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","533","582097","0.0-2.0-227.0-1.0","30","15837","female","null","","","","null","","225","","","568076","1","","","","","","14000","290700","14021","299814","14000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","534","582520","0.0-2.0-228.0-0.0","30","15837","female","NaN","","","","null","NaN","226","","Stimuli/Experimental_stims/localizer/objects/mockup-graphics-v_a3DWpOFc0-unsplash.jpg","582097","1","objects","","0","1","0","400","304700","423","313835","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","535","582838","0.0-2.0-228.0-1.0","30","15837","female","null","","","","null","","226","","","582520","1","","","","","","300","305100","318","314258","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","536","583261","0.0-2.0-229.0-0.0","30","15837","female","NaN","","","","null","NaN","227","","Stimuli/Experimental_stims/localizer/objects/ales-krivec-ZMZHcvIVgbg-unsplash.jpg","582838","1","objects","","0","1","0","400","305400","423","314576","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","537","583581","0.0-2.0-229.0-1.0","30","15837","female","null","","","","null","","227","","","583261","1","","","","","","300","305800","320","314999","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","538","584005","0.0-2.0-230.0-0.0","30","15837","female","NaN","","","","null","NaN","228","","Stimuli/Experimental_stims/localizer/objects/barrett-ward-0lMpQaXfOCg-unsplash.jpg","583581","1","objects","","0","1","0","400","306100","424","315319","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","539","584324","0.0-2.0-230.0-1.0","30","15837","female","null","","","","null","","228","","","584005","1","","","","","","300","306500","319","315743","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","540","584744","0.0-2.0-231.0-0.0","30","15837","female","394","","","","68","0","229","","Stimuli/Experimental_stims/localizer/objects/nicolas-hippert-SVgX47QIUlc-unsplash.jpg","584324","1","objects","","1","0","0","400","306800","420","316062","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","541","585064","0.0-2.0-231.0-1.0","30","15837","female","null","","","","null","","229","","","584744","1","","","","","","300","307200","320","316482","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","542","585497","0.0-2.0-232.0-0.0","30","15837","female","NaN","","","","null","NaN","230","","Stimuli/Experimental_stims/localizer/objects/girl-with-red-hat-Xxg-r574pLE-unsplash.jpg","585064","1","objects","","0","1","0","400","307500","433","316802","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","543","585818","0.0-2.0-232.0-1.0","30","15837","female","null","","","","null","","230","","","585497","1","","","","","","300","307900","321","317235","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","544","586241","0.0-2.0-233.0-0.0","30","15837","female","359","","","","68","0","231","","Stimuli/Experimental_stims/localizer/objects/maria-lupan-Rlakka_pZMU-unsplash.jpg","585818","1","objects","","0","0","1","400","308200","423","317556","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","545","586558","0.0-2.0-233.0-1.0","30","15837","female","null","","","","null","","231","","","586241","1","","","","","","300","308600","317","317979","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","546","586976","0.0-2.0-234.0-0.0","30","15837","female","NaN","","","","null","NaN","232","","Stimuli/Experimental_stims/localizer/objects/girl-with-red-hat-oJG9HOVKGMs-unsplash.jpg","586558","1","objects","","0","1","0","400","308900","418","318296","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","547","587827","0.0-2.0-234.0-1.0","30","15837","female","null","","","","null","","232","","","586976","1","","","","","","300","309300","851","318714","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","548","588248","0.0-2.0-235.0-0.0","30","15837","female","NaN","","","","null","NaN","233","","Stimuli/Experimental_stims/localizer/objects/sam-moghadam-khamseh-xej3GOtAQ-o-unsplash.jpg","587827","1","objects","","0","1","0","400","309600","421","319565","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","549","588569","0.0-2.0-235.0-1.0","30","15837","female","null","","","","null","","233","","","588248","1","","","","","","300","310000","321","319986","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","550","588991","0.0-2.0-236.0-0.0","30","15837","female","NaN","","","","null","NaN","234","","Stimuli/Experimental_stims/localizer/objects/chris-briggs-FobzAZJGM9M-unsplash.jpg","588569","1","objects","","0","1","0","400","310300","422","320307","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","551","589312","0.0-2.0-236.0-1.0","30","15837","female","null","","","","null","","234","","","588991","1","","","","","","300","310700","321","320729","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","552","589728","0.0-2.0-237.0-0.0","30","15837","female","NaN","","","","null","NaN","235","","Stimuli/Experimental_stims/localizer/objects/miti-MZPdB1DU4a4-unsplash.jpg","589312","1","objects","","0","1","0","400","311000","416","321050","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","553","590045","0.0-2.0-237.0-1.0","30","15837","female","null","","","","null","","235","","","589728","1","","","","","","300","311400","317","321466","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","554","590468","0.0-2.0-238.0-0.0","30","15837","female","NaN","","","","null","NaN","236","","Stimuli/Experimental_stims/localizer/objects/quino-al-8gWEAAXJjtI-unsplash.jpg","590045","1","objects","","0","1","0","400","311700","423","321783","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","555","590785","0.0-2.0-238.0-1.0","30","15837","female","null","","","","null","","236","","","590468","1","","","","","","300","312100","317","322206","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","556","591202","0.0-2.0-239.0-0.0","30","15837","female","79","","","","68","0","237","","Stimuli/Experimental_stims/localizer/objects/florian-klauer-mk7D-4UCfmg-unsplash.jpg","590785","1","objects","","0","0","1","400","312400","417","322523","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","557","591522","0.0-2.0-239.0-1.0","30","15837","female","null","","","","null","","237","","","591202","1","","","","","","300","312800","320","322940","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","558","591942","0.0-2.0-240.0-0.0","30","15837","female","253","","","","68","0","238","","Stimuli/Experimental_stims/localizer/objects/recha-oktaviani-t__61ap00Mc-unsplash.jpg","591522","1","objects","","0","0","1","400","313100","420","323260","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","559","592259","0.0-2.0-240.0-1.0","30","15837","female","null","","","","null","","238","","","591942","1","","","","","","300","313500","317","323680","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","560","592684","0.0-2.0-241.0-0.0","30","15837","female","NaN","","","","null","NaN","239","","Stimuli/Experimental_stims/localizer/objects/nordwood-themes-nDd3dIkkOLo-unsplash.jpg","592259","1","objects","","0","1","0","400","313800","425","323997","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","561","593005","0.0-2.0-241.0-1.0","30","15837","female","null","","","","null","","239","","","592684","1","","","","","","300","314200","321","324422","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","562","593426","0.0-2.0-242.0-0.0","30","15837","female","NaN","","","","null","NaN","240","","Stimuli/Experimental_stims/localizer/objects/ian-talmacs-ugqU0a4P18U-unsplash.jpg","593005","1","objects","","0","1","0","400","314500","421","324743","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","563","593743","0.0-2.0-242.0-1.0","30","15837","female","null","","","","null","","240","","","593426","1","","","","","","300","314900","317","325164","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","564","594163","0.0-2.0-243.0-0.0","30","15837","female","352","","","","68","0","241","","Stimuli/Experimental_stims/localizer/objects/dan-cristian-padure-ezoshbcxWrM-unsplash.jpg","593743","1","objects","","0","0","1","400","315200","420","325481","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","565","594483","0.0-2.0-243.0-1.0","30","15837","female","null","","","","null","","241","","","594163","1","","","","","","300","315600","320","325901","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","566","594908","0.0-2.0-244.0-0.0","30","15837","female","NaN","","","","null","NaN","242","","Stimuli/Experimental_stims/localizer/objects/markus-spiske-ANrVtttbNss-unsplash.jpg","594483","1","objects","","0","1","0","400","315900","425","326221","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","567","595230","0.0-2.0-244.0-1.0","30","15837","female","null","","","","null","","242","","","594908","1","","","","","","300","316300","322","326646","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","568","595656","0.0-2.0-245.0-0.0","30","15837","female","NaN","","","","null","NaN","243","","Stimuli/Experimental_stims/localizer/objects/carlos-felipe-ramirez-mesa-x9g65MOXsPY-unsplash.jpg","595230","1","objects","","0","1","0","400","316600","426","326968","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","569","595974","0.0-2.0-245.0-1.0","30","15837","female","null","","","","null","","243","","","595656","1","","","","","","300","317000","318","327394","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","570","596397","0.0-2.0-246.0-0.0","30","15837","female","NaN","","","","null","NaN","244","","Stimuli/Experimental_stims/localizer/objects/mockup-graphics-aUkYaG12Dgs-unsplash.jpg","595974","1","objects","","0","1","0","400","317300","423","327712","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","571","596715","0.0-2.0-246.0-1.0","30","15837","female","null","","","","null","","244","","","596397","1","","","","","","300","317700","318","328135","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","572","597137","0.0-2.0-247.0-0.0","30","15837","female","NaN","","","","null","NaN","245","","Stimuli/Experimental_stims/localizer/objects/charlesdeluvio-RDjZh9dqlP4-unsplash.jpg","596715","1","objects","","1","1","0","400","318000","422","328453","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","573","611156","0.0-2.0-247.0-1.0","30","15837","female","null","","","","null","","245","","","597137","1","","","","","","14000","318400","14019","328875","14000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","end_localizer_phase","","html-keyboard-response","574","613046","0.0-2.0-247.0-4.0-0.0","30","15837","female","1793","","","","68","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation_instructions","","instructions","575","684588","0.0-3.0-0.0-0.0","30","15837","female","71526","","[{""page_index"":0,""viewing_time"":12494},{""page_index"":1,""viewing_time"":8128},{""page_index"":2,""viewing_time"":9115},{""page_index"":3,""viewing_time"":4641},{""page_index"":4,""viewing_time"":9326},{""page_index"":5,""viewing_time"":13906},{""page_index"":6,""viewing_time"":13914}]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation_comprehension_check","","survey-multi-choice","576","703020","0.0-3.0-0.0-1.0","30","15837","female","18381","{""Q0"":""True"",""Q1"":""True"",""Q2"":""Wait until an arrow comes up and then select the image the arrow is pointing at"",""Q3"":""Consider carefully and take your time (up to 3 seconds)"",""Q4"":""D""}","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","html-keyboard-response","577","706194","0.0-3.0-1.0","30","15837","female","3144","","","","68","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","578","708101","0.0-3.0-2.0-0.0","30","15837","female","1884","","","","68","","0","","","706194","0","","","","0","","1884","332400","1907","342894","","1","","","","","","","Stimuli/Practice_stims/Deliberation/anthony-delanoix-Q0-fOL2nqZc-unsplash.jpg","Stimuli/Practice_stims/Deliberation/becca-tapert-sY5RjMB1KkE-unsplash.jpg","prac1","1","0","","original","1500","0","","","","","Stimuli/Practice_stims/Deliberation/anthony-delanoix-Q0-fOL2nqZc-unsplash.jpg","Stimuli/Practice_stims/Deliberation/becca-tapert-sY5RjMB1KkE-unsplash.jpg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation_confirmation","","html-keyboard-response","579","709241","0.0-3.0-2.0-2.0-0.0","30","15837","female","null","","","","null","","0","","","708101","","","","","","","1116","334284","1140","344801","1116","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","580","710764","0.0-3.0-2.0-4.0","30","15837","female","null","","","","null","","0","","","709241","","","","","","","1500","335400","1523","345941","1500","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","581","713289","0.0-3.0-4.0-0.0","30","15837","female","null","","","","null","","1","","","710764","0","","","","1","","2500","336900","2525","347464","","","","","","","","","","","prac2","1","2500","left","scramble","2500","0","","","","","Stimuli/Practice_stims/Deliberation/scramble/scrambled_clay-banks-1KPfcPdbWFM-unsplash.jpg","Stimuli/Practice_stims/Deliberation/scramble/scrambled_melissa-keizer-sV4Pd8wq5_o-unsplash.jpg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","scramble_prompt","","html-keyboard-response","582","713811","0.0-3.0-4.0-1.0-0.0","30","15837","female","498","","","","68","","1","","","713289","","","","","0","","498","339400","522","349989","500","1","","","","","","","Stimuli/Practice_stims/Deliberation/scramble/scrambled_clay-banks-1KPfcPdbWFM-unsplash.jpg","Stimuli/Practice_stims/Deliberation/scramble/scrambled_melissa-keizer-sV4Pd8wq5_o-unsplash.jpg","","","","","","","0","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation_confirmation","","html-keyboard-response","583","713838","0.0-3.0-4.0-2.0-0.0","30","15837","female","null","","","","null","","1","","","713811","","","","","","","2","339898","27","350511","2","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","584","716363","0.0-3.0-4.0-4.0","30","15837","female","null","","","","null","","1","","","713838","","","","","","","2500","339900","2525","350538","2500","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","585","717883","0.0-3.0-6.0-0.0","30","15837","female","null","","","","null","","2","","","716363","0","","","","1","","1500","342400","1520","353063","","","","","","","","","","","prac3","1","1500","right","scramble","3000","0","","","","","Stimuli/Practice_stims/Deliberation/scramble/scrambled_anthony-delanoix-Q0-fOL2nqZc-unsplash.jpg","Stimuli/Practice_stims/Deliberation/scramble/scrambled_becca-tapert-sY5RjMB1KkE-unsplash.jpg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","scramble_prompt","","html-keyboard-response","586","718452","0.0-3.0-6.0-1.0-0.0","30","15837","female","546","","","","75","","2","","","717883","","","","","0","","546","343900","569","354583","1500","0","","","","","","","Stimuli/Practice_stims/Deliberation/scramble/scrambled_becca-tapert-sY5RjMB1KkE-unsplash.jpg","Stimuli/Practice_stims/Deliberation/scramble/scrambled_anthony-delanoix-Q0-fOL2nqZc-unsplash.jpg","","","","","","","0","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation_confirmation","","html-keyboard-response","587","719428","0.0-3.0-6.0-2.0-0.0","30","15837","female","null","","","","null","","2","","","718452","","","","","","","954","344446","976","355152","954","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","588","722452","0.0-3.0-6.0-4.0","30","15837","female","null","","","","null","","2","","","719428","","","","","","","3000","345400","3024","356128","3000","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
