"success","ttype","start_time","trial_type","trial_index","time_elapsed","internal_node_id","age","PID","gender","rt","responses","view_history","repeat_instructions","key_press","response","index","stimulus_index","path","run","task","isi","is_odd_ball","no_response","acc","duration","onset","pair_id","practice","scramble_screen_time","scramble_instructed_side","stim_type","iti","block","left_stimulus","right_stimulus","left_category","right_category","left_path","right_path","left_rating","right_rating","warning","response_ends_trial","trial_duration","scramble_acc","scramble_no_response","left_chosen","chosen_stimulus","unchosen_stimulus","chosen_category","unchosen_category","chosen_rating","unchosen_rating","chosen_path","unchosen_path","stimulus_id","item_id","outcome","response_rt","deliberation_reward_tally","choice_type","gain_left","left_item_id","right_item_id","higher_outcome_chosen","chosen_left","old_pair","pair_type","old_response","pair_acc","reward_type","outcome_response","outcome_rt","outcome_acc","category","choice","deliberated_stim","old_rating","new_rating","total_reward_tally"
"","iti_final_decisions","","html-keyboard-response","1330","656649","0.0-5.0-36.0-3.0","NaN","19377","","null","","","","null","","34","","","1","","","","","","0.1","4.9259999999999975","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1331","656707","0.0-5.0-37.0-0.0","NaN","19377","","54","","","","68","","35","","","1","","","","0","","0.054","5.025999999999997","","0","","","","2800","1","6","31","outdoor_scenes","body_parts","Stimuli/Experimental_stims/outdoor_scenes/meng-ji-8BH_M-53CyA-unsplash.jpg","Stimuli/Experimental_stims/body_parts/sincerely-media-VN6DbKajo5s-unsplash.jpg","50","50","","","","","","1","6","body_parts","outdoor_scenes","","","","","","","","","","","unchosen","1","gain1","no_gain2","1","","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1332","656713","0.0-5.0-37.0-1.0-0.0","NaN","19377","","null","","","","null","","35","","","1","","","","","","0","5.079999999999997","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1333","656827","0.0-5.0-37.0-3.0","NaN","19377","","null","","","","null","","35","","","1","","","","","","0.1","5.079999999999997","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1334","656885","0.0-5.0-38.0-0.0","NaN","19377","","52","","","","68","","36","","","1","","","","0","","0.052","5.179999999999997","","0","","","","3100","1","44","9","objects","outdoor_scenes","Stimuli/Experimental_stims/objects/kuiye-chen-NuOGFo4PudE-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/sergey-pesterev-y-b_FOmJXdg-unsplash.jpg","50","50","","","","","","1","44","outdoor_scenes","objects","","","","","","","","","","","chosen","0","no_gain2","gain5","0","","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1335","656891","0.0-5.0-38.0-1.0-0.0","NaN","19377","","null","","","","null","","36","","","1","","","","","","0","5.231999999999997","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1336","657001","0.0-5.0-38.0-3.0","NaN","19377","","null","","","","null","","36","","","1","","","","","","0.1","5.231999999999997","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1337","657029","0.0-5.0-39.0-0.0","NaN","19377","","24","","","","68","","37","","","1","","","","0","","0.024","5.331999999999996","","0","","","","1100","1","37","13","objects","faces","Stimuli/Experimental_stims/objects/alexander-andrews-VLGWE_SumrA-unsplash.jpg","Stimuli/Experimental_stims/faces/daniel-rigdon-dXmXKPP2L4E-unsplash.jpg","50","50","","","","","","1","37","faces","objects","","","","","","","","","","","unchosen","0","no_gain4","gain2","0","","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1338","657035","0.0-5.0-39.0-1.0-0.0","NaN","19377","","null","","","","null","","37","","","1","","","","","","0","5.355999999999996","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1339","657144","0.0-5.0-39.0-3.0","NaN","19377","","null","","","","null","","37","","","1","","","","","","0.1","5.355999999999996","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1340","657195","0.0-5.0-40.0-0.0","NaN","19377","","46","","","","68","","38","","","1","","","","0","","0.046","5.455999999999996","","0","","","","1100","1","37","6","objects","outdoor_scenes","Stimuli/Experimental_stims/objects/alexander-andrews-VLGWE_SumrA-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/meng-ji-8BH_M-53CyA-unsplash.jpg","50","50","","","","","","1","37","outdoor_scenes","objects","","","","","","","","","","","unchosen","0","no_gain4","gain1","0","","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1341","657202","0.0-5.0-40.0-1.0-0.0","NaN","19377","","null","","","","null","","38","","","1","","","","","","0","5.501999999999996","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1342","657319","0.0-5.0-40.0-3.0","NaN","19377","","null","","","","null","","38","","","1","","","","","","0.1","5.501999999999996","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1343","657353","0.0-5.0-41.0-0.0","NaN","19377","","28","","","","68","","39","","","1","","","","0","","0.028","5.601999999999996","","0","","","","1100","1","41","16","objects","faces","Stimuli/Experimental_stims/objects/insung-yoon-w2JtIQQXoRU-unsplash.jpg","Stimuli/Experimental_stims/faces/freddy-kearney-o-ioeoATbIM-unsplash.jpg","50","50","","","","","","1","41","faces","objects","","","","","","","","","","","chosen","1","gain2","no_gain1","1","","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1344","657359","0.0-5.0-41.0-1.0-0.0","NaN","19377","","null","","","","null","","39","","","1","","","","","","0","5.6299999999999955","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1345","657474","0.0-5.0-41.0-3.0","NaN","19377","","null","","","","null","","39","","","1","","","","","","0.1","5.6299999999999955","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1346","657511","0.0-5.0-42.0-0.0","NaN","19377","","30","","","","68","","40","","","1","","","","0","","0.03","5.729999999999995","","0","","","","2300","1","13","35","faces","body_parts","Stimuli/Experimental_stims/faces/daniel-rigdon-dXmXKPP2L4E-unsplash.jpg","Stimuli/Experimental_stims/body_parts/wc-so-KH4AAPjb-tI-unsplash.jpg","50","50","","","","","","1","13","body_parts","faces","","","","","","","","","","","unchosen","1","gain2","no_gain5","1","","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1347","657519","0.0-5.0-42.0-1.0-0.0","NaN","19377","","null","","","","null","","40","","","1","","","","","","0","5.759999999999995","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1348","657630","0.0-5.0-42.0-3.0","NaN","19377","","null","","","","null","","40","","","1","","","","","","0.1","5.759999999999995","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1349","657689","0.0-5.0-43.0-0.0","NaN","19377","","54","","","","68","","41","","","1","","","","0","","0.054","5.859999999999995","","0","","","","3700","1","1","45","outdoor_scenes","objects","Stimuli/Experimental_stims/outdoor_scenes/ashim-d-silva-S2Q5mdOrrVc-unsplash.jpg","Stimuli/Experimental_stims/objects/leohoho-rngTKHXumy0-unsplash.jpg","50","50","","","","","","1","1","objects","outdoor_scenes","","","","","","","","","","","unchosen","1","gain6","no_gain3","1","","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1350","657696","0.0-5.0-43.0-1.0-0.0","NaN","19377","","null","","","","null","","41","","","1","","","","","","0","5.913999999999995","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1351","657810","0.0-5.0-43.0-3.0","NaN","19377","","null","","","","null","","41","","","1","","","","","","0.1","5.913999999999995","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1352","657849","0.0-5.0-44.0-0.0","NaN","19377","","34","","","","68","","42","","","1","","","","0","","0.034","6.013999999999995","","0","","","","2400","1","46","18","objects","faces","Stimuli/Experimental_stims/objects/mockup-graphics-PNsj6RiHAF4-unsplash.jpg","Stimuli/Experimental_stims/faces/jessica-radanavong-mrYkTuAesKE-unsplash.jpg","50","50","","","","","","1","46","faces","objects","","","","","","","","","","","unchosen","0","no_gain6","gain5","0","","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1353","657854","0.0-5.0-44.0-1.0-0.0","NaN","19377","","null","","","","null","","42","","","1","","","","","","0","6.047999999999995","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1354","657963","0.0-5.0-44.0-3.0","NaN","19377","","null","","","","null","","42","","","1","","","","","","0.1","6.047999999999995","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1355","658007","0.0-5.0-45.0-0.0","NaN","19377","","38","","","","68","","43","","","1","","","","0","","0.038","6.147999999999994","","0","","","","1400","1","3","34","outdoor_scenes","body_parts","Stimuli/Experimental_stims/outdoor_scenes/henry-be-NLF6hTe4PAg-unsplash.jpg","Stimuli/Experimental_stims/body_parts/wagner-santos-mBWMvIuVnso-unsplash.jpg","50","50","","","","","","1","3","body_parts","outdoor_scenes","","","","","","","","","","","chosen","0","no_gain5","gain6","0","","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1356","658014","0.0-5.0-45.0-1.0-0.0","NaN","19377","","null","","","","null","","43","","","1","","","","","","0","6.185999999999995","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1357","658127","0.0-5.0-45.0-3.0","NaN","19377","","null","","","","null","","43","","","1","","","","","","0.1","6.185999999999995","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1358","658188","0.0-5.0-46.0-0.0","NaN","19377","","54","","","","68","","44","","","1","","","","0","","0.054","6.285999999999994","","0","","","","2500","1","31","1","body_parts","outdoor_scenes","Stimuli/Experimental_stims/body_parts/sincerely-media-VN6DbKajo5s-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/ashim-d-silva-S2Q5mdOrrVc-unsplash.jpg","50","50","","","","","","1","31","outdoor_scenes","body_parts","","","","","","","","","","","unchosen","0","no_gain2","gain6","0","","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1359","658198","0.0-5.0-46.0-1.0-0.0","NaN","19377","","null","","","","null","","44","","","1","","","","","","0","6.3399999999999945","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1360","658310","0.0-5.0-46.0-3.0","NaN","19377","","null","","","","null","","44","","","1","","","","","","0.1","6.3399999999999945","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1361","658350","0.0-5.0-47.0-0.0","NaN","19377","","33","","","","68","","45","","","1","","","","0","","0.033","6.439999999999994","","0","","","","2600","1","34","16","body_parts","faces","Stimuli/Experimental_stims/body_parts/wagner-santos-mBWMvIuVnso-unsplash.jpg","Stimuli/Experimental_stims/faces/freddy-kearney-o-ioeoATbIM-unsplash.jpg","50","50","","","","","","1","34","faces","body_parts","","","","","","","","","","","chosen","1","gain6","no_gain1","1","","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1362","658357","0.0-5.0-47.0-1.0-0.0","NaN","19377","","null","","","","null","","45","","","1","","","","","","0","6.4729999999999945","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1363","658466","0.0-5.0-47.0-3.0","NaN","19377","","null","","","","null","","45","","","1","","","","","","0.1","6.4729999999999945","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1364","658513","0.0-5.0-48.0-0.0","NaN","19377","","42","","","","68","","46","","","1","","","","0","","0.042","6.572999999999994","","0","","","","1100","1","41","44","objects","objects","Stimuli/Experimental_stims/objects/insung-yoon-w2JtIQQXoRU-unsplash.jpg","Stimuli/Experimental_stims/objects/kuiye-chen-NuOGFo4PudE-unsplash.jpg","50","50","","","","","","1","41","objects","objects","","","","","","","","","","","chosen","1","gain2","no_gain2","1","","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1365","658518","0.0-5.0-48.0-1.0-0.0","NaN","19377","","null","","","","null","","46","","","1","","","","","","0","6.614999999999994","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1366","658626","0.0-5.0-48.0-3.0","NaN","19377","","null","","","","null","","46","","","1","","","","","","0.1","6.614999999999994","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1367","658700","0.0-5.0-49.0-0.0","NaN","19377","","69","","","","68","","47","","","1","","","","0","","0.069","6.714999999999994","","0","","","","4800","1","46","6","objects","outdoor_scenes","Stimuli/Experimental_stims/objects/mockup-graphics-PNsj6RiHAF4-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/meng-ji-8BH_M-53CyA-unsplash.jpg","50","50","","","","","","1","46","outdoor_scenes","objects","","","","","","","","","","","unchosen","0","no_gain6","gain1","0","","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1368","658707","0.0-5.0-49.0-1.0-0.0","NaN","19377","","null","","","","null","","47","","","1","","","","","","0","6.783999999999994","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1369","658818","0.0-5.0-49.0-3.0","NaN","19377","","null","","","","null","","47","","","1","","","","","","0.1","6.783999999999994","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1370","658870","0.0-5.0-50.0-0.0","NaN","19377","","46","","","","68","","48","","","1","","","","0","","0.046","6.883999999999993","","0","","","","1600","1","8","45","outdoor_scenes","objects","Stimuli/Experimental_stims/outdoor_scenes/samsommer-vddccTqwal8-unsplash.jpg","Stimuli/Experimental_stims/objects/leohoho-rngTKHXumy0-unsplash.jpg","50","50","","","","","","1","8","objects","outdoor_scenes","","","","","","","","","","","unchosen","1","gain4","no_gain3","1","","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1371","658878","0.0-5.0-50.0-1.0-0.0","NaN","19377","","null","","","","null","","48","","","1","","","","","","0","6.9299999999999935","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1372","658990","0.0-5.0-50.0-3.0","NaN","19377","","null","","","","null","","48","","","1","","","","","","0.1","6.9299999999999935","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1373","659035","0.0-5.0-51.0-0.0","NaN","19377","","41","","","","68","","49","","","1","","","","0","","0.041","7.029999999999993","","0","","","","2800","1","34","15","body_parts","faces","Stimuli/Experimental_stims/body_parts/wagner-santos-mBWMvIuVnso-unsplash.jpg","Stimuli/Experimental_stims/faces/erik-lucatero-d2MSDujJl2g-unsplash.jpg","50","50","","","","","","1","34","faces","body_parts","","","","","","","","","","","chosen","1","gain6","no_gain4","1","","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1374","659040","0.0-5.0-51.0-1.0-0.0","NaN","19377","","null","","","","null","","49","","","1","","","","","","0","7.0709999999999935","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1375","659156","0.0-5.0-51.0-3.0","NaN","19377","","null","","","","null","","49","","","1","","","","","","0.1","7.0709999999999935","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1376","659192","0.0-5.0-52.0-0.0","NaN","19377","","30","","","","68","","50","","","1","","","","0","","0.03","7.170999999999993","","0","","","","2300","1","6","45","outdoor_scenes","objects","Stimuli/Experimental_stims/outdoor_scenes/meng-ji-8BH_M-53CyA-unsplash.jpg","Stimuli/Experimental_stims/objects/leohoho-rngTKHXumy0-unsplash.jpg","50","50","","","","","","1","6","objects","outdoor_scenes","","","","","","","","","","","unchosen","1","gain1","no_gain3","1","","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1377","659196","0.0-5.0-52.0-1.0-0.0","NaN","19377","","null","","","","null","","50","","","1","","","","","","0","7.200999999999993","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1378","659307","0.0-5.0-52.0-3.0","NaN","19377","","null","","","","null","","50","","","1","","","","","","0.1","7.200999999999993","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1379","659356","0.0-5.0-53.0-0.0","NaN","19377","","43","","","","68","","51","","","1","","","","0","","0.043","7.300999999999993","","0","","","","2400","1","19","35","faces","body_parts","Stimuli/Experimental_stims/faces/joel-mott-LaK153ghdig-unsplash.jpg","Stimuli/Experimental_stims/body_parts/wc-so-KH4AAPjb-tI-unsplash.jpg","50","50","","","","","","1","19","body_parts","faces","","","","","","","","","","","unchosen","1","gain3","no_gain5","1","","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1380","659364","0.0-5.0-53.0-1.0-0.0","NaN","19377","","null","","","","null","","51","","","1","","","","","","0","7.343999999999993","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1381","659479","0.0-5.0-53.0-3.0","NaN","19377","","null","","","","null","","51","","","1","","","","","","0.1","7.343999999999993","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1382","659519","0.0-5.0-54.0-0.0","NaN","19377","","35","","","","68","","52","","","1","","","","0","","0.035","7.443999999999993","","0","","","","1800","1","8","37","outdoor_scenes","objects","Stimuli/Experimental_stims/outdoor_scenes/samsommer-vddccTqwal8-unsplash.jpg","Stimuli/Experimental_stims/objects/alexander-andrews-VLGWE_SumrA-unsplash.jpg","50","50","","","","","","1","8","objects","outdoor_scenes","","","","","","","","","","","unchosen","1","gain4","no_gain4","1","","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1383","659525","0.0-5.0-54.0-1.0-0.0","NaN","19377","","null","","","","null","","52","","","1","","","","","","0","7.478999999999993","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1384","659633","0.0-5.0-54.0-3.0","NaN","19377","","null","","","","null","","52","","","1","","","","","","0.1","7.478999999999993","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1385","659680","0.0-5.0-55.0-0.0","NaN","19377","","43","","","","68","","53","","","1","","","","0","","0.043","7.578999999999993","","0","","","","1500","1","5","12","outdoor_scenes","faces","Stimuli/Experimental_stims/outdoor_scenes/jeff-king-bJHWJeiHfHc-unsplash.jpg","Stimuli/Experimental_stims/faces/aiony-haust-jmATI5Q_YgY-unsplash.jpg","50","50","","","","","","1","5","faces","outdoor_scenes","","","","","","","","","","","chosen","0","no_gain6","gain1","0","","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1386","659684","0.0-5.0-55.0-1.0-0.0","NaN","19377","","null","","","","null","","53","","","1","","","","","","0","7.621999999999993","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1387","659797","0.0-5.0-55.0-3.0","NaN","19377","","null","","","","null","","53","","","1","","","","","","0.1","7.621999999999993","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1388","659850","0.0-5.0-56.0-0.0","NaN","19377","","48","","","","68","","54","","","1","","","","0","","0.048","7.721999999999992","","0","","","","1900","1","1","37","outdoor_scenes","objects","Stimuli/Experimental_stims/outdoor_scenes/ashim-d-silva-S2Q5mdOrrVc-unsplash.jpg","Stimuli/Experimental_stims/objects/alexander-andrews-VLGWE_SumrA-unsplash.jpg","50","50","","","","","","1","1","objects","outdoor_scenes","","","","","","","","","","","unchosen","1","gain6","no_gain4","1","","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1389","659858","0.0-5.0-56.0-1.0-0.0","NaN","19377","","null","","","","null","","54","","","1","","","","","","0","7.7699999999999925","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1390","659969","0.0-5.0-56.0-3.0","NaN","19377","","null","","","","null","","54","","","1","","","","","","0.1","7.7699999999999925","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1391","660007","0.0-5.0-57.0-0.0","NaN","19377","","32","","","","68","","55","","","1","","","","0","","0.032","7.869999999999992","","0","","","","1100","1","19","31","faces","body_parts","Stimuli/Experimental_stims/faces/joel-mott-LaK153ghdig-unsplash.jpg","Stimuli/Experimental_stims/body_parts/sincerely-media-VN6DbKajo5s-unsplash.jpg","50","50","","","","","","1","19","body_parts","faces","","","","","","","","","","","unchosen","1","gain3","no_gain2","1","","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1392","660012","0.0-5.0-57.0-1.0-0.0","NaN","19377","","null","","","","null","","55","","","1","","","","","","0","7.901999999999992","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1393","660126","0.0-5.0-57.0-3.0","NaN","19377","","null","","","","null","","55","","","1","","","","","","0.1","7.901999999999992","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1394","660156","0.0-5.0-58.0-0.0","NaN","19377","","25","","","","68","","56","","","1","","","","0","","0.025","8.001999999999992","","0","","","","1700","1","31","13","body_parts","faces","Stimuli/Experimental_stims/body_parts/sincerely-media-VN6DbKajo5s-unsplash.jpg","Stimuli/Experimental_stims/faces/daniel-rigdon-dXmXKPP2L4E-unsplash.jpg","50","50","","","","","","1","31","faces","body_parts","","","","","","","","","","","unchosen","0","no_gain2","gain2","0","","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1395","660163","0.0-5.0-58.0-1.0-0.0","NaN","19377","","null","","","","null","","56","","","1","","","","","","0","8.026999999999992","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1396","660277","0.0-5.0-58.0-3.0","NaN","19377","","null","","","","null","","56","","","1","","","","","","0.1","8.026999999999992","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1397","660330","0.0-5.0-59.0-0.0","NaN","19377","","48","","","","68","","57","","","1","","","","0","","0.048","8.126999999999992","","0","","","","1600","1","9","33","outdoor_scenes","body_parts","Stimuli/Experimental_stims/outdoor_scenes/sergey-pesterev-y-b_FOmJXdg-unsplash.jpg","Stimuli/Experimental_stims/body_parts/tucker-good-36skLT5jZcc-unsplash.jpg","50","50","","","","","","1","9","body_parts","outdoor_scenes","","","","","","","","","","","chosen","1","gain5","no_gain3","1","","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1398","660336","0.0-5.0-59.0-1.0-0.0","NaN","19377","","null","","","","null","","57","","","1","","","","","","0","8.174999999999992","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1399","660455","0.0-5.0-59.0-3.0","NaN","19377","","null","","","","null","","57","","","1","","","","","","0.1","8.174999999999992","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1400","660489","0.0-5.0-60.0-0.0","NaN","19377","","27","","","","68","","58","","","1","","","","0","","0.027","8.274999999999991","","0","","","","1700","1","1","29","outdoor_scenes","body_parts","Stimuli/Experimental_stims/outdoor_scenes/ashim-d-silva-S2Q5mdOrrVc-unsplash.jpg","Stimuli/Experimental_stims/body_parts/manuel-schinner-ZwjFuJ7ebpk-unsplash.jpg","50","50","","","","","","1","1","body_parts","outdoor_scenes","","","","","","","","","","","unchosen","1","gain6","no_gain1","1","","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1401","660497","0.0-5.0-60.0-1.0-0.0","NaN","19377","","null","","","","null","","58","","","1","","","","","","0","8.30199999999999","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1402","660614","0.0-5.0-60.0-3.0","NaN","19377","","null","","","","null","","58","","","1","","","","","","0.1","8.30199999999999","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1403","660647","0.0-5.0-61.0-0.0","NaN","19377","","27","","","","68","","59","","","1","","","","0","","0.027","8.40199999999999","","0","","","","3000","1","3","39","outdoor_scenes","objects","Stimuli/Experimental_stims/outdoor_scenes/henry-be-NLF6hTe4PAg-unsplash.jpg","Stimuli/Experimental_stims/objects/charlesdeluvio-1-nx1QR5dTE-unsplash.jpg","50","50","","","","","","1","3","objects","outdoor_scenes","","","","","","","","","","","chosen","0","no_gain5","gain4","0","","","","","","","","","","","","","","",""
