"success","ttype","start_time","trial_type","trial_index","time_elapsed","internal_node_id","age","PID","gender","rt","responses","view_history","repeat_instructions","key_press","response","index","stimulus_index","path","run","task","isi","is_odd_ball","no_response","acc","duration","onset","pair_id","practice","scramble_screen_time","scramble_instructed_side","stim_type","iti","block","left_stimulus","right_stimulus","left_category","right_category","left_path","right_path","left_rating","right_rating","warning","response_ends_trial","trial_duration","scramble_acc","scramble_no_response","left_chosen","chosen_stimulus","unchosen_stimulus","chosen_category","unchosen_category","chosen_rating","unchosen_rating","chosen_path","unchosen_path","stimulus_id","item_id","outcome","response_rt","deliberation_reward_tally","choice_type","gain_left","left_item_id","right_item_id","higher_outcome_chosen","chosen_left","old_pair","pair_type","old_response","pair_acc","reward_type","outcome_response","outcome_rt","outcome_acc","category","choice","deliberated_stim","old_rating","new_rating","total_reward_tally"
"","localizer","","html-keyboard-response","462","203482","0.0-2.0-204.0-0.0","NaN","19377","","NaN","","","","null","NaN","202","","Stimuli/Experimental_stims/localizer/faces/sean-kong--1B_y4wGs-s-unsplash.jpg","1","faces","","1","1","0","0.4","260.5000000000015","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","463","203792","0.0-2.0-204.0-1.0","NaN","19377","","null","","","","null","","202","","","1","","","","","","0.3","260.90000000000146","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","464","204203","0.0-2.0-205.0-0.0","NaN","19377","","NaN","","","","null","NaN","203","","Stimuli/Experimental_stims/localizer/faces/ethan-haddox-__ng3cRXmFE-unsplash.jpg","1","faces","","0","1","0","0.4","261.20000000000147","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","465","204513","0.0-2.0-205.0-1.0","NaN","19377","","null","","","","null","","203","","","1","","","","","","0.3","261.60000000000144","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","466","204924","0.0-2.0-206.0-0.0","NaN","19377","","NaN","","","","null","NaN","204","","Stimuli/Experimental_stims/localizer/faces/cdc-ddKBuWekZr0-unsplash.jpg","1","faces","","0","1","0","0.4","261.90000000000146","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","467","205231","0.0-2.0-206.0-1.0","NaN","19377","","null","","","","null","","204","","","1","","","","","","0.3","262.30000000000143","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","468","205642","0.0-2.0-207.0-0.0","NaN","19377","","NaN","","","","null","NaN","205","","Stimuli/Experimental_stims/localizer/faces/ben-scott-tWb7IsL9CnY-unsplash.jpg","1","faces","","0","1","0","0.4","262.60000000000144","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","469","205956","0.0-2.0-207.0-1.0","NaN","19377","","null","","","","null","","205","","","1","","","","","","14","263.0000000000014","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","470","206369","0.0-2.0-208.0-0.0","NaN","19377","","NaN","","","","null","NaN","206","","Stimuli/Experimental_stims/localizer/body_parts/deborah-diem-ieVxpPjl1e0-unsplash.jpg","1","body_parts","","0","1","0","0.4","277.0000000000014","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","471","206684","0.0-2.0-208.0-1.0","NaN","19377","","null","","","","null","","206","","","1","","","","","","0.3","277.4000000000014","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","472","207098","0.0-2.0-209.0-0.0","NaN","19377","","NaN","","","","null","NaN","207","","Stimuli/Experimental_stims/localizer/body_parts/nihal-karkala-LlOfbQD-IJ0-unsplash.jpg","1","body_parts","","0","1","0","0.4","277.7000000000014","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","473","207408","0.0-2.0-209.0-1.0","NaN","19377","","null","","","","null","","207","","","1","","","","","","0.3","278.1000000000014","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","474","207820","0.0-2.0-210.0-0.0","NaN","19377","","NaN","","","","null","NaN","208","","Stimuli/Experimental_stims/localizer/body_parts/sincerely-media-QyzlAZjm0r0-unsplash.jpg","1","body_parts","","0","1","0","0.4","278.4000000000014","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","475","208130","0.0-2.0-210.0-1.0","NaN","19377","","null","","","","null","","208","","","1","","","","","","0.3","278.8000000000014","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","476","208544","0.0-2.0-211.0-0.0","NaN","19377","","NaN","","","","null","NaN","209","","Stimuli/Experimental_stims/localizer/body_parts/nattalia-nunez-MB9sdDfZMSg-unsplash.jpg","1","body_parts","","0","1","0","0.4","279.1000000000014","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","477","208857","0.0-2.0-211.0-1.0","NaN","19377","","null","","","","null","","209","","","1","","","","","","0.3","279.50000000000136","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","478","209267","0.0-2.0-212.0-0.0","NaN","19377","","NaN","","","","null","NaN","210","","Stimuli/Experimental_stims/localizer/body_parts/sandra-seitamaa-YCc_YAAhY3I-unsplash.jpg","1","body_parts","","0","1","0","0.4","279.8000000000014","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","479","209576","0.0-2.0-212.0-1.0","NaN","19377","","null","","","","null","","210","","","1","","","","","","0.3","280.20000000000135","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","480","209990","0.0-2.0-213.0-0.0","NaN","19377","","NaN","","","","null","NaN","211","","Stimuli/Experimental_stims/localizer/body_parts/danie-franco-jyyNiSEcCl4-unsplash.jpg","1","body_parts","","0","1","0","0.4","280.50000000000136","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","481","210297","0.0-2.0-213.0-1.0","NaN","19377","","null","","","","null","","211","","","1","","","","","","0.3","280.90000000000134","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","482","210706","0.0-2.0-214.0-0.0","NaN","19377","","NaN","","","","null","NaN","212","","Stimuli/Experimental_stims/localizer/body_parts/lucaxx-freire-CacZwMexYdk-unsplash.jpg","1","body_parts","","0","1","0","0.4","281.20000000000135","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","483","211014","0.0-2.0-214.0-1.0","NaN","19377","","null","","","","null","","212","","","1","","","","","","0.3","281.60000000000133","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","484","211424","0.0-2.0-215.0-0.0","NaN","19377","","NaN","","","","null","NaN","213","","Stimuli/Experimental_stims/localizer/body_parts/sydney-herron-b2W04fGuS70-unsplash.jpg","1","body_parts","","0","1","0","0.4","281.90000000000134","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","485","211736","0.0-2.0-215.0-1.0","NaN","19377","","null","","","","null","","213","","","1","","","","","","0.3","282.3000000000013","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","486","212146","0.0-2.0-216.0-0.0","NaN","19377","","NaN","","","","null","NaN","214","","Stimuli/Experimental_stims/localizer/body_parts/boyd-christiansen-uVj7kewrZ-o-unsplash.jpg","1","body_parts","","0","1","0","0.4","282.60000000000133","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","487","212456","0.0-2.0-216.0-1.0","NaN","19377","","null","","","","null","","214","","","1","","","","","","0.3","283.0000000000013","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","488","212864","0.0-2.0-217.0-0.0","NaN","19377","","NaN","","","","null","NaN","215","","Stimuli/Experimental_stims/localizer/body_parts/manki-kim-ZtwwncrD4A0-unsplash.jpg","1","body_parts","","0","1","0","0.4","283.3000000000013","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","489","213178","0.0-2.0-217.0-1.0","NaN","19377","","null","","","","null","","215","","","1","","","","","","0.3","283.7000000000013","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","490","213588","0.0-2.0-218.0-0.0","NaN","19377","","NaN","","","","null","NaN","216","","Stimuli/Experimental_stims/localizer/body_parts/charles-etoroma-1fo0biloDOc-unsplash.jpg","1","body_parts","","0","1","0","0.4","284.0000000000013","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","491","213899","0.0-2.0-218.0-1.0","NaN","19377","","null","","","","null","","216","","","1","","","","","","0.3","284.4000000000013","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","492","214313","0.0-2.0-219.0-0.0","NaN","19377","","NaN","","","","null","NaN","217","","Stimuli/Experimental_stims/localizer/body_parts/pure-julia-E9Q4bqYHtIM-unsplash.jpg","1","body_parts","","0","1","0","0.4","284.7000000000013","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","493","214635","0.0-2.0-219.0-1.0","NaN","19377","","null","","","","null","","217","","","1","","","","","","0.3","285.1000000000013","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","494","215052","0.0-2.0-220.0-0.0","NaN","19377","","NaN","","","","null","NaN","218","","Stimuli/Experimental_stims/localizer/body_parts/david-fanuel-qnV8X7OViNY-unsplash.jpg","1","body_parts","","0","1","0","0.4","285.4000000000013","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","495","215365","0.0-2.0-220.0-1.0","NaN","19377","","null","","","","null","","218","","","1","","","","","","0.3","285.80000000000126","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","496","215776","0.0-2.0-221.0-0.0","NaN","19377","","NaN","","","","null","NaN","219","","Stimuli/Experimental_stims/localizer/body_parts/jeremy-bishop-mLd3hAaH2ns-unsplash.jpg","1","body_parts","","0","1","0","0.4","286.1000000000013","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","497","216111","0.0-2.0-221.0-1.0","NaN","19377","","null","","","","null","","219","","","1","","","","","","0.3","286.50000000000125","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","498","216523","0.0-2.0-222.0-0.0","NaN","19377","","NaN","","","","null","NaN","220","","Stimuli/Experimental_stims/localizer/body_parts/helen-ast-l2iY5Sh0mTg-unsplash.jpg","1","body_parts","","0","1","0","0.4","286.80000000000126","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","499","216834","0.0-2.0-222.0-1.0","NaN","19377","","null","","","","null","","220","","","1","","","","","","0.3","287.20000000000124","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","500","217241","0.0-2.0-223.0-0.0","NaN","19377","","NaN","","","","null","NaN","221","","Stimuli/Experimental_stims/localizer/body_parts/matheus-frade-eyzdb1C3JDM-unsplash.jpg","1","body_parts","","1","1","0","0.4","287.50000000000125","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","501","217558","0.0-2.0-223.0-1.0","NaN","19377","","null","","","","null","","221","","","1","","","","","","0.3","287.9000000000012","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","502","217972","0.0-2.0-224.0-0.0","NaN","19377","","NaN","","","","null","NaN","222","","Stimuli/Experimental_stims/localizer/body_parts/adrien-king-XzBluXxBoyQ-unsplash.jpg","1","body_parts","","1","1","0","0.4","288.20000000000124","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","503","218284","0.0-2.0-224.0-1.0","NaN","19377","","null","","","","null","","222","","","1","","","","","","0.3","288.6000000000012","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","504","218719","0.0-2.0-225.0-0.0","NaN","19377","","NaN","","","","null","NaN","223","","Stimuli/Experimental_stims/localizer/body_parts/sincerely-media-7TBFwUQA6Xk-unsplash.jpg","1","body_parts","","0","1","0","0.4","288.9000000000012","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","505","219039","0.0-2.0-225.0-1.0","NaN","19377","","null","","","","null","","223","","","1","","","","","","0.3","289.3000000000012","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","506","219451","0.0-2.0-226.0-0.0","NaN","19377","","NaN","","","","null","NaN","224","","Stimuli/Experimental_stims/localizer/body_parts/natalie-grainger-8uB5kFKWWkk-unsplash.jpg","1","body_parts","","0","1","0","0.4","289.6000000000012","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","507","219766","0.0-2.0-226.0-1.0","NaN","19377","","null","","","","null","","224","","","1","","","","","","0.3","290.0000000000012","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","508","220202","0.0-2.0-227.0-0.0","NaN","19377","","NaN","","","","null","NaN","225","","Stimuli/Experimental_stims/localizer/body_parts/davidcohen-qghuLqyh3nE-unsplash.jpg","1","body_parts","","0","1","0","0.4","290.3000000000012","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","509","220517","0.0-2.0-227.0-1.0","NaN","19377","","null","","","","null","","225","","","1","","","","","","14","290.7000000000012","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","510","220936","0.0-2.0-228.0-0.0","NaN","19377","","NaN","","","","null","NaN","226","","Stimuli/Experimental_stims/localizer/objects/muhammad-toqeer-NRJ9ipvz2iE-unsplash.jpg","1","objects","","0","1","0","0.4","304.7000000000012","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","511","221252","0.0-2.0-228.0-1.0","NaN","19377","","null","","","","null","","226","","","1","","","","","","0.3","305.10000000000116","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","512","221667","0.0-2.0-229.0-0.0","NaN","19377","","NaN","","","","null","NaN","227","","Stimuli/Experimental_stims/localizer/objects/mulyadi-tWp0VSlSdMI-unsplash.jpg","1","objects","","0","1","0","0.4","305.40000000000117","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","513","221975","0.0-2.0-229.0-1.0","NaN","19377","","null","","","","null","","227","","","1","","","","","","0.3","305.80000000000115","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","514","222386","0.0-2.0-230.0-0.0","NaN","19377","","NaN","","","","null","NaN","228","","Stimuli/Experimental_stims/localizer/objects/adriano-pucciarelli-Jl3S1yM8gi8-unsplash.jpg","1","objects","","0","1","0","0.4","306.10000000000116","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","515","222702","0.0-2.0-230.0-1.0","NaN","19377","","null","","","","null","","228","","","1","","","","","","0.3","306.50000000000114","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","516","223115","0.0-2.0-231.0-0.0","NaN","19377","","NaN","","","","null","NaN","229","","Stimuli/Experimental_stims/localizer/objects/ignat-dolomanov-kFBDVnmskPA-unsplash.jpg","1","objects","","0","1","0","0.4","306.80000000000115","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","517","223426","0.0-2.0-231.0-1.0","NaN","19377","","null","","","","null","","229","","","1","","","","","","0.3","307.2000000000011","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","518","223840","0.0-2.0-232.0-0.0","NaN","19377","","NaN","","","","null","NaN","230","","Stimuli/Experimental_stims/localizer/objects/nicolas-hippert-kfr_eSrR08M-unsplash.jpg","1","objects","","0","1","0","0.4","307.50000000000114","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","519","224151","0.0-2.0-232.0-1.0","NaN","19377","","null","","","","null","","230","","","1","","","","","","0.3","307.9000000000011","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","520","224567","0.0-2.0-233.0-0.0","NaN","19377","","NaN","","","","null","NaN","231","","Stimuli/Experimental_stims/localizer/objects/nordwood-themes-nDd3dIkkOLo-unsplash.jpg","1","objects","","0","1","0","0.4","308.2000000000011","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","521","224875","0.0-2.0-233.0-1.0","NaN","19377","","null","","","","null","","231","","","1","","","","","","0.3","308.6000000000011","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","522","225292","0.0-2.0-234.0-0.0","NaN","19377","","NaN","","","","null","NaN","232","","Stimuli/Experimental_stims/localizer/objects/girl-with-red-hat-Xxg-r574pLE-unsplash.jpg","1","objects","","0","1","0","0.4","308.9000000000011","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","523","225606","0.0-2.0-234.0-1.0","NaN","19377","","null","","","","null","","232","","","1","","","","","","0.3","309.3000000000011","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","524","226018","0.0-2.0-235.0-0.0","NaN","19377","","NaN","","","","null","NaN","233","","Stimuli/Experimental_stims/localizer/objects/raimond-klavins-ZdvDPXVvcKs-unsplash.jpg","1","objects","","0","1","0","0.4","309.6000000000011","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","525","226334","0.0-2.0-235.0-1.0","NaN","19377","","null","","","","null","","233","","","1","","","","","","0.3","310.0000000000011","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","526","226749","0.0-2.0-236.0-0.0","NaN","19377","","NaN","","","","null","NaN","234","","Stimuli/Experimental_stims/localizer/objects/quino-al-4SNUcHPiC8c-unsplash.jpg","1","objects","","0","1","0","0.4","310.3000000000011","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","527","227058","0.0-2.0-236.0-1.0","NaN","19377","","null","","","","null","","234","","","1","","","","","","0.3","310.70000000000107","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","528","227470","0.0-2.0-237.0-0.0","NaN","19377","","NaN","","","","null","NaN","235","","Stimuli/Experimental_stims/localizer/objects/collab-media-eddtBBbaw0Y-unsplash.jpg","1","objects","","0","1","0","0.4","311.0000000000011","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","529","227778","0.0-2.0-237.0-1.0","NaN","19377","","null","","","","null","","235","","","1","","","","","","0.3","311.40000000000106","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","530","228207","0.0-2.0-238.0-0.0","NaN","19377","","NaN","","","","null","NaN","236","","Stimuli/Experimental_stims/localizer/objects/annie-spratt-fbAnIjhrOL4-unsplash.jpg","1","objects","","0","1","0","0.4","311.70000000000107","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","531","228525","0.0-2.0-238.0-1.0","NaN","19377","","null","","","","null","","236","","","1","","","","","","0.3","312.10000000000105","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","532","228946","0.0-2.0-239.0-0.0","NaN","19377","","NaN","","","","null","NaN","237","","Stimuli/Experimental_stims/localizer/objects/carlos-felipe-ramirez-mesa-HW7bfB3ERSQ-unsplash.jpg","1","objects","","1","1","0","0.4","312.40000000000106","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","533","229257","0.0-2.0-239.0-1.0","NaN","19377","","null","","","","null","","237","","","1","","","","","","0.3","312.80000000000103","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","534","229689","0.0-2.0-240.0-0.0","NaN","19377","","NaN","","","","null","NaN","238","","Stimuli/Experimental_stims/localizer/objects/oriento-maVIpNNtmlQ-unsplash.jpg","1","objects","","0","1","0","0.4","313.10000000000105","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","535","230000","0.0-2.0-240.0-1.0","NaN","19377","","null","","","","null","","238","","","1","","","","","","0.3","313.500000000001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","536","230429","0.0-2.0-241.0-0.0","NaN","19377","","NaN","","","","null","NaN","239","","Stimuli/Experimental_stims/localizer/objects/carlos-felipe-ramirez-mesa-x9g65MOXsPY-unsplash.jpg","1","objects","","1","1","0","0.4","313.80000000000103","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","537","230741","0.0-2.0-241.0-1.0","NaN","19377","","null","","","","null","","239","","","1","","","","","","0.3","314.200000000001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","538","231163","0.0-2.0-242.0-0.0","NaN","19377","","NaN","","","","null","NaN","240","","Stimuli/Experimental_stims/localizer/objects/sam-moghadam-khamseh-xej3GOtAQ-o-unsplash.jpg","1","objects","","0","1","0","0.4","314.500000000001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","539","231473","0.0-2.0-242.0-1.0","NaN","19377","","null","","","","null","","240","","","1","","","","","","0.3","314.900000000001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","540","231881","0.0-2.0-243.0-0.0","NaN","19377","","NaN","","","","null","NaN","241","","Stimuli/Experimental_stims/localizer/objects/markus-spiske-ANrVtttbNss-unsplash.jpg","1","objects","","0","1","0","0.4","315.200000000001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","541","232196","0.0-2.0-243.0-1.0","NaN","19377","","null","","","","null","","241","","","1","","","","","","0.3","315.600000000001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","542","232610","0.0-2.0-244.0-0.0","NaN","19377","","NaN","","","","null","NaN","242","","Stimuli/Experimental_stims/localizer/objects/mae-mu-yl2d0CKW130-unsplash.jpg","1","objects","","0","1","0","0.4","315.900000000001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","543","232924","0.0-2.0-244.0-1.0","NaN","19377","","null","","","","null","","242","","","1","","","","","","0.3","316.300000000001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","544","233360","0.0-2.0-245.0-0.0","NaN","19377","","NaN","","","","null","NaN","243","","Stimuli/Experimental_stims/localizer/objects/adriano-pucciarelli-BE7yaZnZX6o-unsplash.jpg","1","objects","","0","1","0","0.4","316.600000000001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
