"success","ttype","start_time","trial_type","trial_index","time_elapsed","internal_node_id","age","PID","gender","rt","responses","view_history","repeat_instructions","key_press","response","index","stimulus_index","path","start_time_elapsed","run","task","isi","is_odd_ball","no_response","acc","duration","onset","duration_time_elapsed","onset_time_elapsed","trial_duration","left_chosen","chosen_stimulus","unchosen_stimulus","chosen_category","unchosen_category","chosen_rating","unchosen_rating","chosen_path","unchosen_path","pair_id","practice","scramble_screen_time","scramble_instructed_side","stim_type","iti","block","left_stimulus","right_stimulus","left_category","right_category","left_path","right_path","left_rating","right_rating","scramble_acc","warning","scramble_no_response","stimulus_id","item_id","outcome","response_rt","deliberation_reward_tally","choice_type","gain_left","left_item_id","right_item_id","higher_outcome_chosen","chosen_left","old_pair","pair_type","old_response","pair_acc","reward_type","outcome_response","outcome_rt","outcome_acc","category","choice","deliberated_stim","old_rating","new_rating","total_reward_tally"
"","localizer","","html-keyboard-response","82","354403","0.0-2.0-11.0-0.0","24","25736","female","NaN","","","","null","NaN","9","","Stimuli/Experimental_stims/localizer/faces/jurica-koletic-7YVZYZeITc8-unsplash.jpg","353983","1","faces","","1","1","0","400","2100","420","2290","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","83","354724","0.0-2.0-11.0-1.0","24","25736","female","null","","","","null","","9","","","354403","1","","","","","","300","2500","321","2710","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","84","355147","0.0-2.0-12.0-0.0","24","25736","female","NaN","","","","null","NaN","10","","Stimuli/Experimental_stims/localizer/faces/drew-hays-agGIKYs4mYs-unsplash.jpg","354724","1","faces","","0","1","0","400","2800","423","3031","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","85","355452","0.0-2.0-12.0-1.0","24","25736","female","null","","","","null","","10","","","355147","1","","","","","","300","3200","305","3454","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","86","355865","0.0-2.0-13.0-0.0","24","25736","female","242","","","","68","0","11","","Stimuli/Experimental_stims/localizer/faces/rui-silvestre-hAMJpesMeDE-unsplash.jpg","355452","1","faces","","0","0","1","400","3500","413","3759","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","87","356186","0.0-2.0-13.0-1.0","24","25736","female","null","","","","null","","11","","","355865","1","","","","","","300","3900","321","4172","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","88","356597","0.0-2.0-14.0-0.0","24","25736","female","283","","","","68","0","12","","Stimuli/Experimental_stims/localizer/faces/sean-kong--1B_y4wGs-s-unsplash.jpg","356186","1","faces","","0","0","1","400","4200","411","4493","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","89","356949","0.0-2.0-14.0-1.0","24","25736","female","null","","","","null","","12","","","356597","1","","","","","","300","4600","352","4904","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","90","357378","0.0-2.0-15.0-0.0","24","25736","female","323","","","","68","0","13","","Stimuli/Experimental_stims/localizer/faces/vince-fleming-j3lf-Jn6deo-unsplash.jpg","356949","1","faces","","0","0","1","400","4900","429","5256","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","91","357686","0.0-2.0-15.0-1.0","24","25736","female","null","","","","null","","13","","","357378","1","","","","","","300","5300","308","5685","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","92","358213","0.0-2.0-16.0-0.0","24","25736","female","348","","","","68","0","14","","Stimuli/Experimental_stims/localizer/faces/tyler-nix-ZGa9d1a_4tA-unsplash.jpg","357686","1","faces","","0","0","1","400","5600","527","5993","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","93","358547","0.0-2.0-16.0-1.0","24","25736","female","null","","","","null","","14","","","358213","1","","","","","","300","6000","334","6520","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","94","358956","0.0-2.0-17.0-0.0","24","25736","female","373","","","","68","0","15","","Stimuli/Experimental_stims/localizer/faces/abstral-official-cyOKLSgkgCE-unsplash.jpg","358547","1","faces","","0","0","1","400","6300","409","6854","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","95","359272","0.0-2.0-17.0-1.0","24","25736","female","null","","","","null","","15","","","358956","1","","","","","","300","6700","316","7263","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","96","359694","0.0-2.0-18.0-0.0","24","25736","female","NaN","","","","null","NaN","16","","Stimuli/Experimental_stims/localizer/faces/ethan-haddox-__ng3cRXmFE-unsplash.jpg","359272","1","faces","","0","1","0","400","7000","422","7579","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","97","360017","0.0-2.0-18.0-1.0","24","25736","female","null","","","","null","","16","","","359694","1","","","","","","300","7400","323","8001","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","98","360433","0.0-2.0-19.0-0.0","24","25736","female","299","","","","68","0","17","","Stimuli/Experimental_stims/localizer/faces/foto-sushi-6anudmpILw4-unsplash.jpg","360017","1","faces","","0","0","1","400","7700","416","8324","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","99","360790","0.0-2.0-19.0-1.0","24","25736","female","null","","","","null","","17","","","360433","1","","","","","","300","8100","357","8740","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","100","361208","0.0-2.0-20.0-0.0","24","25736","female","NaN","","","","null","NaN","18","","Stimuli/Experimental_stims/localizer/faces/christian-ferrer-8vT-DgHZDG4-unsplash.jpg","360790","1","faces","","0","1","0","400","8400","418","9097","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","101","361521","0.0-2.0-20.0-1.0","24","25736","female","null","","","","null","","18","","","361208","1","","","","","","300","8800","313","9515","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","102","361956","0.0-2.0-21.0-0.0","24","25736","female","NaN","","","","null","NaN","19","","Stimuli/Experimental_stims/localizer/faces/stephanie-nakagawa-ADSKIn0ScDg-unsplash.jpg","361521","1","faces","","0","1","0","400","9100","435","9828","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","103","362280","0.0-2.0-21.0-1.0","24","25736","female","null","","","","null","","19","","","361956","1","","","","","","300","9500","324","10263","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","104","362698","0.0-2.0-22.0-0.0","24","25736","female","2","","","","68","0","20","","Stimuli/Experimental_stims/localizer/faces/toa-heftiba-2O1EUSTRBrY-unsplash.jpg","362280","1","faces","","1","0","0","400","9800","418","10587","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","105","363017","0.0-2.0-22.0-1.0","24","25736","female","null","","","","null","","20","","","362698","1","","","","","","300","10200","319","11005","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","106","363524","0.0-2.0-23.0-0.0","24","25736","female","NaN","","","","null","NaN","21","","Stimuli/Experimental_stims/localizer/faces/darshan-patel-QJEVpydulGs-unsplash.jpg","363017","1","faces","","0","1","0","400","10500","507","11324","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","107","363842","0.0-2.0-23.0-1.0","24","25736","female","null","","","","null","","21","","","363524","1","","","","","","300","10900","318","11831","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","108","364262","0.0-2.0-24.0-0.0","24","25736","female","192","","","","68","0","22","","Stimuli/Experimental_stims/localizer/faces/mubariz-mehdizadeh-o-wlIFT4zE4-unsplash.jpg","363842","1","faces","","0","0","1","400","11200","420","12149","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","109","364579","0.0-2.0-24.0-1.0","24","25736","female","null","","","","null","","22","","","364262","1","","","","","","300","11600","317","12569","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","110","364993","0.0-2.0-25.0-0.0","24","25736","female","52","","","","68","0","23","","Stimuli/Experimental_stims/localizer/faces/midas-hofstra-tidSLv-UaNs-unsplash.jpg","364579","1","faces","","0","0","1","400","11900","414","12886","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","111","365316","0.0-2.0-25.0-1.0","24","25736","female","null","","","","null","","23","","","364993","1","","","","","","300","12300","323","13300","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","112","365754","0.0-2.0-26.0-0.0","24","25736","female","86","","","","68","0","24","","Stimuli/Experimental_stims/localizer/faces/toa-heftiba-O3ymvT7Wf9U-unsplash.jpg","365316","1","faces","","0","0","1","400","12600","438","13623","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
