"success","ttype","start_time","trial_type","trial_index","time_elapsed","internal_node_id","age","PID","gender","rt","responses","view_history","repeat_instructions","key_press","response","index","stimulus_index","path","run","task","isi","is_odd_ball","no_response","acc","duration","onset","left_chosen","chosen_stimulus","unchosen_stimulus","chosen_category","unchosen_category","chosen_rating","unchosen_rating","chosen_path","unchosen_path","pair_id","practice","scramble_screen_time","scramble_instructed_side","stim_type","iti","block","left_stimulus","right_stimulus","left_category","right_category","left_path","right_path","left_rating","right_rating","response_ends_trial","trial_duration","scramble_acc","scramble_no_response","warning","stimulus_id","item_id","outcome","response_rt","deliberation_reward_tally","choice_type","gain_left","left_item_id","right_item_id","chosen_left","old_pair","pair_type","old_response","pair_acc","reward_type","outcome_response","outcome_rt","outcome_acc","category","choice","deliberated_stim","old_rating","new_rating"
"","final_decisions_no_response","","html-keyboard-response","1374","567569","0.0-5.0-51.0-2.0-0.0","12","77890","11","null","","","","null","","49","","","1","","","","1","","0.1","13.599999999999968","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1375","567679","0.0-5.0-51.0-3.0","12","77890","11","null","","","","null","","49","","","1","","","","","","0.1","13.699999999999967","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1376","567789","0.0-5.0-52.0-0.0","12","77890","11","null","","","","null","","50","","","1","","","","1","","0.1","13.799999999999967","NaN","NaN","NaN","NaN","NaN","","","","","","0","","","","2400","1","22","42","faces","objects","Stimuli/Experimental_stims/faces/ravi-patel-VMGAbeeJTKo-unsplash.jpg","Stimuli/Experimental_stims/objects/jess-bailey-nOeVi8DsN8U-unsplash.jpg","50","50","","","","","","","","","","","chosen","1","gain3","no_gain5","","","","","","","","","","","","","",""
"","final_decisions_no_response","","html-keyboard-response","1377","567903","0.0-5.0-52.0-2.0-0.0","12","77890","11","null","","","","null","","50","","","1","","","","1","","0.1","13.899999999999967","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1378","568018","0.0-5.0-52.0-3.0","12","77890","11","null","","","","null","","50","","","1","","","","","","0.1","13.999999999999966","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1379","568135","0.0-5.0-53.0-0.0","12","77890","11","null","","","","null","","51","","","1","","","","1","","0.1","14.099999999999966","NaN","NaN","NaN","NaN","NaN","","","","","","0","","","","1100","1","28","13","body_parts","faces","Stimuli/Experimental_stims/body_parts/ira-vishnevskaya-8DQAvdCby1I-unsplash.jpg","Stimuli/Experimental_stims/faces/daniel-rigdon-dXmXKPP2L4E-unsplash.jpg","50","50","","","","","","","","","","","unchosen","0","no_gain4","gain2","","","","","","","","","","","","","",""
"","final_decisions_no_response","","html-keyboard-response","1380","568245","0.0-5.0-53.0-2.0-0.0","12","77890","11","null","","","","null","","51","","","1","","","","1","","0.1","14.199999999999966","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1381","568362","0.0-5.0-53.0-3.0","12","77890","11","null","","","","null","","51","","","1","","","","","","0.1","14.299999999999965","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1382","568479","0.0-5.0-54.0-0.0","12","77890","11","null","","","","null","","52","","","1","","","","1","","0.1","14.399999999999965","NaN","NaN","NaN","NaN","NaN","","","","","","0","","","","1100","1","17","47","faces","objects","Stimuli/Experimental_stims/faces/good-faces-xmSWVeGEnJw-unsplash.jpg","Stimuli/Experimental_stims/objects/ronaldo-arthur-vidal-Cdz_lvnl37k-unsplash.jpg","50","50","","","","","","","","","","","chosen","0","no_gain2","gain5","","","","","","","","","","","","","",""
"","final_decisions_no_response","","html-keyboard-response","1383","568589","0.0-5.0-54.0-2.0-0.0","12","77890","11","null","","","","null","","52","","","1","","","","1","","0.1","14.499999999999964","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1384","568702","0.0-5.0-54.0-3.0","12","77890","11","null","","","","null","","52","","","1","","","","","","0.1","14.599999999999964","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1385","568816","0.0-5.0-55.0-0.0","12","77890","11","null","","","","null","","53","","","1","","","","1","","0.1","14.699999999999964","NaN","NaN","NaN","NaN","NaN","","","","","","0","","","","1100","1","4","11","outdoor_scenes","outdoor_scenes","Stimuli/Experimental_stims/outdoor_scenes/jarrett-kow-1ZOyYPOBn7I-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/stephen-leonardi-gyIRjKPXupE-unsplash.jpg","50","50","","","","","","","","","","","unchosen","0","no_gain2","gain6","","","","","","","","","","","","","",""
"","final_decisions_no_response","","html-keyboard-response","1386","568923","0.0-5.0-55.0-2.0-0.0","12","77890","11","null","","","","null","","53","","","1","","","","1","","0.1","14.799999999999963","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1387","569039","0.0-5.0-55.0-3.0","12","77890","11","null","","","","null","","53","","","1","","","","","","0.1","14.899999999999963","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1388","569149","0.0-5.0-56.0-0.0","12","77890","11","null","","","","null","","54","","","1","","","","1","","0.1","14.999999999999963","NaN","NaN","NaN","NaN","NaN","","","","","","0","","","","3900","1","37","10","objects","outdoor_scenes","Stimuli/Experimental_stims/objects/alexander-andrews-VLGWE_SumrA-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/shannon-kunkle-dM8INmkyDas-unsplash.jpg","50","50","","","","","","","","","","","chosen","1","gain6","no_gain3","","","","","","","","","","","","","",""
"","final_decisions_no_response","","html-keyboard-response","1389","569264","0.0-5.0-56.0-2.0-0.0","12","77890","11","null","","","","null","","54","","","1","","","","1","","0.1","15.099999999999962","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1390","569372","0.0-5.0-56.0-3.0","12","77890","11","null","","","","null","","54","","","1","","","","","","0.1","15.199999999999962","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1391","569483","0.0-5.0-57.0-0.0","12","77890","11","null","","","","null","","55","","","1","","","","1","","0.1","15.299999999999962","NaN","NaN","NaN","NaN","NaN","","","","","","0","","","","2100","1","39","35","objects","body_parts","Stimuli/Experimental_stims/objects/charlesdeluvio-1-nx1QR5dTE-unsplash.jpg","Stimuli/Experimental_stims/body_parts/wc-so-KH4AAPjb-tI-unsplash.jpg","50","50","","","","","","","","","","","unchosen","0","no_gain1","gain5","","","","","","","","","","","","","",""
"","final_decisions_no_response","","html-keyboard-response","1392","569594","0.0-5.0-57.0-2.0-0.0","12","77890","11","null","","","","null","","55","","","1","","","","1","","0.1","15.399999999999961","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1393","569710","0.0-5.0-57.0-3.0","12","77890","11","null","","","","null","","55","","","1","","","","","","0.1","15.499999999999961","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1394","569821","0.0-5.0-58.0-0.0","12","77890","11","null","","","","null","","56","","","1","","","","1","","0.1","15.59999999999996","NaN","NaN","NaN","NaN","NaN","","","","","","0","","","","1000","1","35","28","body_parts","body_parts","Stimuli/Experimental_stims/body_parts/wc-so-KH4AAPjb-tI-unsplash.jpg","Stimuli/Experimental_stims/body_parts/ira-vishnevskaya-8DQAvdCby1I-unsplash.jpg","50","50","","","","","","","","","","","unchosen","1","gain5","no_gain4","","","","","","","","","","","","","",""
"","final_decisions_no_response","","html-keyboard-response","1395","569932","0.0-5.0-58.0-2.0-0.0","12","77890","11","null","","","","null","","56","","","1","","","","1","","0.1","15.69999999999996","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1396","570038","0.0-5.0-58.0-3.0","12","77890","11","null","","","","null","","56","","","1","","","","","","0.1","15.79999999999996","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1397","570149","0.0-5.0-59.0-0.0","12","77890","11","null","","","","null","","57","","","1","","","","1","","0.1","15.89999999999996","NaN","NaN","NaN","NaN","NaN","","","","","","0","","","","1200","1","39","2","objects","outdoor_scenes","Stimuli/Experimental_stims/objects/charlesdeluvio-1-nx1QR5dTE-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/bruno-van-der-kraan-qez8mNJ3ilU-unsplash.jpg","50","50","","","","","","","","","","","unchosen","0","no_gain1","gain4","","","","","","","","","","","","","",""
"","final_decisions_no_response","","html-keyboard-response","1398","570264","0.0-5.0-59.0-2.0-0.0","12","77890","11","null","","","","null","","57","","","1","","","","1","","0.1","15.99999999999996","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1399","570374","0.0-5.0-59.0-3.0","12","77890","11","null","","","","null","","57","","","1","","","","","","0.1","16.09999999999996","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1400","570484","0.0-5.0-60.0-0.0","12","77890","11","null","","","","null","","58","","","1","","","","1","","0.1","16.19999999999996","NaN","NaN","NaN","NaN","NaN","","","","","","0","","","","1300","1","22","8","faces","outdoor_scenes","Stimuli/Experimental_stims/faces/ravi-patel-VMGAbeeJTKo-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/samsommer-vddccTqwal8-unsplash.jpg","50","50","","","","","","","","","","","chosen","1","gain3","no_gain6","","","","","","","","","","","","","",""
"","final_decisions_no_response","","html-keyboard-response","1401","570604","0.0-5.0-60.0-2.0-0.0","12","77890","11","null","","","","null","","58","","","1","","","","1","","0.1","16.29999999999996","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1402","570720","0.0-5.0-60.0-3.0","12","77890","11","null","","","","null","","58","","","1","","","","","","0.1","16.399999999999963","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1403","570827","0.0-5.0-61.0-0.0","12","77890","11","null","","","","null","","59","","","1","","","","1","","0.1","16.499999999999964","NaN","NaN","NaN","NaN","NaN","","","","","","0","","","","1300","1","26","8","body_parts","outdoor_scenes","Stimuli/Experimental_stims/body_parts/engin-akyurt-x_3gyC42btc-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/samsommer-vddccTqwal8-unsplash.jpg","50","50","","","","","","","","","","","chosen","1","gain4","no_gain6","","","","","","","","","","","","","",""
"","final_decisions_no_response","","html-keyboard-response","1404","570938","0.0-5.0-61.0-2.0-0.0","12","77890","11","null","","","","null","","59","","","1","","","","1","","0.1","16.599999999999966","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1405","571045","0.0-5.0-61.0-3.0","12","77890","11","null","","","","null","","59","","","1","","","","","","0.1","16.699999999999967","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1406","571162","0.0-5.0-62.0-0.0","12","77890","11","null","","","","null","","60","","","1","","","","1","","0.1","16.79999999999997","NaN","NaN","NaN","NaN","NaN","","","","","","0","","","","3300","1","13","39","faces","objects","Stimuli/Experimental_stims/faces/daniel-rigdon-dXmXKPP2L4E-unsplash.jpg","Stimuli/Experimental_stims/objects/charlesdeluvio-1-nx1QR5dTE-unsplash.jpg","50","50","","","","","","","","","","","unchosen","1","gain2","no_gain1","","","","","","","","","","","","","",""
"","final_decisions_no_response","","html-keyboard-response","1407","571274","0.0-5.0-62.0-2.0-0.0","12","77890","11","null","","","","null","","60","","","1","","","","1","","0.1","16.89999999999997","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1408","571384","0.0-5.0-62.0-3.0","12","77890","11","null","","","","null","","60","","","1","","","","","","0.1","16.99999999999997","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1409","571496","0.0-5.0-63.0-0.0","12","77890","11","null","","","","null","","61","","","1","","","","1","","0.1","17.099999999999973","NaN","NaN","NaN","NaN","NaN","","","","","","0","","","","1100","1","13","25","faces","body_parts","Stimuli/Experimental_stims/faces/daniel-rigdon-dXmXKPP2L4E-unsplash.jpg","Stimuli/Experimental_stims/body_parts/engin-akyurt-Q2rfH3GW39c-unsplash.jpg","50","50","","","","","","","","","","","unchosen","1","gain2","no_gain3","","","","","","","","","","","","","",""
"","final_decisions_no_response","","html-keyboard-response","1410","571607","0.0-5.0-63.0-2.0-0.0","12","77890","11","null","","","","null","","61","","","1","","","","1","","0.1","17.199999999999974","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1411","571722","0.0-5.0-63.0-3.0","12","77890","11","null","","","","null","","61","","","1","","","","","","0.1","17.299999999999976","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1412","571842","0.0-5.0-64.0-0.0","12","77890","11","null","","","","null","","62","","","1","","","","1","","0.1","17.399999999999977","NaN","NaN","NaN","NaN","NaN","","","","","","0","","","","1400","1","42","37","objects","objects","Stimuli/Experimental_stims/objects/jess-bailey-nOeVi8DsN8U-unsplash.jpg","Stimuli/Experimental_stims/objects/alexander-andrews-VLGWE_SumrA-unsplash.jpg","50","50","","","","","","","","","","","chosen","0","no_gain5","gain6","","","","","","","","","","","","","",""
"","final_decisions_no_response","","html-keyboard-response","1413","571958","0.0-5.0-64.0-2.0-0.0","12","77890","11","null","","","","null","","62","","","1","","","","1","","0.1","17.49999999999998","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1414","572069","0.0-5.0-64.0-3.0","12","77890","11","null","","","","null","","62","","","1","","","","","","0.1","17.59999999999998","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1415","572185","0.0-5.0-65.0-0.0","12","77890","11","null","","","","null","","63","","","1","","","","1","","0.1","17.69999999999998","NaN","NaN","NaN","NaN","NaN","","","","","","0","","","","1400","1","17","26","faces","body_parts","Stimuli/Experimental_stims/faces/good-faces-xmSWVeGEnJw-unsplash.jpg","Stimuli/Experimental_stims/body_parts/engin-akyurt-x_3gyC42btc-unsplash.jpg","50","50","","","","","","","","","","","chosen","0","no_gain2","gain4","","","","","","","","","","","","","",""
"","final_decisions_no_response","","html-keyboard-response","1416","572295","0.0-5.0-65.0-2.0-0.0","12","77890","11","null","","","","null","","63","","","1","","","","1","","0.1","17.799999999999983","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1417","572406","0.0-5.0-65.0-3.0","12","77890","11","null","","","","null","","63","","","1","","","","","","0.1","17.899999999999984","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1418","572515","0.0-5.0-66.0-0.0","12","77890","11","null","","","","null","","64","","","1","","","","1","","0.1","17.999999999999986","NaN","NaN","NaN","NaN","NaN","","","","","","0","","","","2700","1","10","22","outdoor_scenes","faces","Stimuli/Experimental_stims/outdoor_scenes/shannon-kunkle-dM8INmkyDas-unsplash.jpg","Stimuli/Experimental_stims/faces/ravi-patel-VMGAbeeJTKo-unsplash.jpg","50","50","","","","","","","","","","","chosen","0","no_gain3","gain3","","","","","","","","","","","","","",""
"","final_decisions_no_response","","html-keyboard-response","1419","572629","0.0-5.0-66.0-2.0-0.0","12","77890","11","null","","","","null","","64","","","1","","","","1","","0.1","18.099999999999987","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1420","572745","0.0-5.0-66.0-3.0","12","77890","11","null","","","","null","","64","","","1","","","","","","0.1","18.19999999999999","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1421","572858","0.0-5.0-67.0-0.0","12","77890","11","null","","","","null","","65","","","1","","","","1","","0.1","18.29999999999999","NaN","NaN","NaN","NaN","NaN","","","","","","0","","","","1500","1","41","35","objects","body_parts","Stimuli/Experimental_stims/objects/insung-yoon-w2JtIQQXoRU-unsplash.jpg","Stimuli/Experimental_stims/body_parts/wc-so-KH4AAPjb-tI-unsplash.jpg","50","50","","","","","","","","","","","unchosen","0","no_gain6","gain5","","","","","","","","","","","","","",""
"","final_decisions_no_response","","html-keyboard-response","1422","572971","0.0-5.0-67.0-2.0-0.0","12","77890","11","null","","","","null","","65","","","1","","","","1","","0.1","18.39999999999999","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1423","573086","0.0-5.0-67.0-3.0","12","77890","11","null","","","","null","","65","","","1","","","","","","0.1","18.499999999999993","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1424","573199","0.0-5.0-68.0-0.0","12","77890","11","null","","","","null","","66","","","1","","","","1","","0.1","18.599999999999994","NaN","NaN","NaN","NaN","NaN","","","","","","0","","","","3700","1","46","20","objects","faces","Stimuli/Experimental_stims/objects/mockup-graphics-PNsj6RiHAF4-unsplash.jpg","Stimuli/Experimental_stims/faces/justin-chen-J7Cf1Gch49E-unsplash.jpg","50","50","","","","","","","","","","","unchosen","1","gain3","no_gain5","","","","","","","","","","","","","",""
"","final_decisions_no_response","","html-keyboard-response","1425","573311","0.0-5.0-68.0-2.0-0.0","12","77890","11","null","","","","null","","66","","","1","","","","1","","0.1","18.699999999999996","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1426","573425","0.0-5.0-68.0-3.0","12","77890","11","null","","","","null","","66","","","1","","","","","","0.1","18.799999999999997","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1427","573532","0.0-5.0-69.0-0.0","12","77890","11","null","","","","null","","67","","","1","","","","1","","0.1","18.9","NaN","NaN","NaN","NaN","NaN","","","","","","0","","","","2600","1","39","19","objects","faces","Stimuli/Experimental_stims/objects/charlesdeluvio-1-nx1QR5dTE-unsplash.jpg","Stimuli/Experimental_stims/faces/joel-mott-LaK153ghdig-unsplash.jpg","50","50","","","","","","","","","","","unchosen","0","no_gain1","gain1","","","","","","","","","","","","","",""
"","final_decisions_no_response","","html-keyboard-response","1428","573649","0.0-5.0-69.0-2.0-0.0","12","77890","11","null","","","","null","","67","","","1","","","","1","","0.1","19","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1429","573756","0.0-5.0-69.0-3.0","12","77890","11","null","","","","null","","67","","","1","","","","","","0.1","19.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1430","573864","0.0-5.0-70.0-0.0","12","77890","11","null","","","","null","","68","","","1","","","","1","","0.1","19.200000000000003","NaN","NaN","NaN","NaN","NaN","","","","","","0","","","","1600","1","26","10","body_parts","outdoor_scenes","Stimuli/Experimental_stims/body_parts/engin-akyurt-x_3gyC42btc-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/shannon-kunkle-dM8INmkyDas-unsplash.jpg","50","50","","","","","","","","","","","chosen","1","gain4","no_gain3","","","","","","","","","","","","","",""
"","final_decisions_no_response","","html-keyboard-response","1431","573975","0.0-5.0-70.0-2.0-0.0","12","77890","11","null","","","","null","","68","","","1","","","","1","","0.1","19.300000000000004","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1432","574086","0.0-5.0-70.0-3.0","12","77890","11","null","","","","null","","68","","","1","","","","","","0.1","19.400000000000006","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1433","574200","0.0-5.0-71.0-0.0","12","77890","11","null","","","","null","","69","","","1","","","","1","","0.1","19.500000000000007","NaN","NaN","NaN","NaN","NaN","","","","","","0","","","","1100","1","11","25","outdoor_scenes","body_parts","Stimuli/Experimental_stims/outdoor_scenes/stephen-leonardi-gyIRjKPXupE-unsplash.jpg","Stimuli/Experimental_stims/body_parts/engin-akyurt-Q2rfH3GW39c-unsplash.jpg","50","50","","","","","","","","","","","unchosen","1","gain6","no_gain3","","","","","","","","","","","","","",""
"","final_decisions_no_response","","html-keyboard-response","1434","574309","0.0-5.0-71.0-2.0-0.0","12","77890","11","null","","","","null","","69","","","1","","","","1","","0.1","19.60000000000001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1435","574421","0.0-5.0-71.0-3.0","12","77890","11","null","","","","null","","69","","","1","","","","","","0.1","19.70000000000001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1436","574536","0.0-5.0-72.0-0.0","12","77890","11","null","","","","null","","70","","","1","","","","1","","0.1","19.80000000000001","NaN","NaN","NaN","NaN","NaN","","","","","","0","","","","1600","1","8","3","outdoor_scenes","outdoor_scenes","Stimuli/Experimental_stims/outdoor_scenes/samsommer-vddccTqwal8-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/henry-be-NLF6hTe4PAg-unsplash.jpg","50","50","","","","","","","","","","","chosen","0","no_gain6","gain2","","","","","","","","","","","","","",""
"","final_decisions_no_response","","html-keyboard-response","1437","574648","0.0-5.0-72.0-2.0-0.0","12","77890","11","null","","","","null","","70","","","1","","","","1","","0.1","19.900000000000013","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1438","574769","0.0-5.0-72.0-3.0","12","77890","11","null","","","","null","","70","","","1","","","","","","0.1","20.000000000000014","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1439","574887","0.0-5.0-73.0-0.0","12","77890","11","null","","","","null","","71","","","1","","","","1","","0.1","20.100000000000016","NaN","NaN","NaN","NaN","NaN","","","","","","0","","","","4400","1","8","33","outdoor_scenes","body_parts","Stimuli/Experimental_stims/outdoor_scenes/samsommer-vddccTqwal8-unsplash.jpg","Stimuli/Experimental_stims/body_parts/tucker-good-36skLT5jZcc-unsplash.jpg","50","50","","","","","","","","","","","chosen","0","no_gain6","gain1","","","","","","","","","","","","","",""
"","final_decisions_no_response","","html-keyboard-response","1440","574999","0.0-5.0-73.0-2.0-0.0","12","77890","11","null","","","","null","","71","","","1","","","","1","","0.1","20.200000000000017","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1441","575113","0.0-5.0-73.0-3.0","12","77890","11","null","","","","null","","71","","","1","","","","","","0.1","20.30000000000002","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1442","575234","0.0-5.0-74.0-0.0","12","77890","11","null","","","","null","","72","","","1","","","","1","","0.1","20.40000000000002","NaN","NaN","NaN","NaN","NaN","","","","","","0","","","","1100","1","37","29","objects","body_parts","Stimuli/Experimental_stims/objects/alexander-andrews-VLGWE_SumrA-unsplash.jpg","Stimuli/Experimental_stims/body_parts/manuel-schinner-ZwjFuJ7ebpk-unsplash.jpg","50","50","","","","","","","","","","","chosen","1","gain6","no_gain1","","","","","","","","","","","","","",""
"","final_decisions_no_response","","html-keyboard-response","1443","575341","0.0-5.0-74.0-2.0-0.0","12","77890","11","null","","","","null","","72","","","1","","","","1","","0.1","20.50000000000002","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1444","575447","0.0-5.0-74.0-3.0","12","77890","11","null","","","","null","","72","","","1","","","","","","0.1","20.600000000000023","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1445","575558","0.0-5.0-75.0-0.0","12","77890","11","null","","","","null","","73","","","1","","","","1","","0.1","20.700000000000024","NaN","NaN","NaN","NaN","NaN","","","","","","0","","","","1700","1","20","11","faces","outdoor_scenes","Stimuli/Experimental_stims/faces/justin-chen-J7Cf1Gch49E-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/stephen-leonardi-gyIRjKPXupE-unsplash.jpg","50","50","","","","","","","","","","","unchosen","0","no_gain5","gain6","","","","","","","","","","","","","",""
"","final_decisions_no_response","","html-keyboard-response","1446","575671","0.0-5.0-75.0-2.0-0.0","12","77890","11","null","","","","null","","73","","","1","","","","1","","0.1","20.800000000000026","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1447","575782","0.0-5.0-75.0-3.0","12","77890","11","null","","","","null","","73","","","1","","","","","","0.1","20.900000000000027","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1448","575893","0.0-5.0-76.0-0.0","12","77890","11","null","","","","null","","74","","","1","","","","1","","0.1","21.00000000000003","NaN","NaN","NaN","NaN","NaN","","","","","","0","","","","2500","1","35","4","body_parts","outdoor_scenes","Stimuli/Experimental_stims/body_parts/wc-so-KH4AAPjb-tI-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/jarrett-kow-1ZOyYPOBn7I-unsplash.jpg","50","50","","","","","","","","","","","unchosen","1","gain5","no_gain2","","","","","","","","","","","","","",""
