"success","ttype","start_time","trial_type","trial_index","time_elapsed","internal_node_id","age","PID","gender","rt","responses","view_history","repeat_instructions","key_press","response","index","stimulus_index","path"
"true","full_screen","d06292023hr0034","fullscreen","0","3296","0.0-0.0-0.0","1","41481","","","","","","","","","",""
"","get_id","","survey-text","1","21393","0.0-0.0-1.0","1","41481","","18091","{""Q0"":""1"",""Q1"":""1""}","","","","","","",""
"","ratings_instructions","","instructions","2","33221","0.0-1.0-0.0-0.0","1","41481","","11225","","[{""page_index"":0,""viewing_time"":10195},{""page_index"":1,""viewing_time"":1029}]","","","","","",""
"","rating_comprehension_check","","survey-multi-choice","3","36482","0.0-1.0-0.0-1.0","1","41481","","3254","{""Q0"":""True"",""Q1"":""Mouse""}","","0","","","","",""
"","","","html-keyboard-response","4","37657","0.0-1.0-1.0","1","41481","","1169","","","","68","","","",""
"","rating","","html-slider-response","5","39287","0.0-1.0-2.0","1","41481","","1624","","","","","50","0","28","Stimuli/Experimental_stims/body_parts/ira-vishnevskaya-8DQAvdCby1I-unsplash.jpg"
"","rating","","html-slider-response","6","39482","0.0-1.0-3.0","1","41481","","189","","","","","50","1","4","Stimuli/Experimental_stims/outdoor_scenes/jarrett-kow-1ZOyYPOBn7I-unsplash.jpg"
"","rating","","html-slider-response","7","39652","0.0-1.0-4.0","1","41481","","165","","","","","50","2","35","Stimuli/Experimental_stims/body_parts/wc-so-KH4AAPjb-tI-unsplash.jpg"
"","rating","","html-slider-response","8","39927","0.0-1.0-5.0","1","41481","","270","","","","","50","3","47","Stimuli/Experimental_stims/objects/ronaldo-arthur-vidal-Cdz_lvnl37k-unsplash.jpg"
"","rating","","html-slider-response","9","40113","0.0-1.0-6.0","1","41481","","181","","","","","50","4","9","Stimuli/Experimental_stims/outdoor_scenes/sergey-pesterev-y-b_FOmJXdg-unsplash.jpg"
"","rating","","html-slider-response","10","40299","0.0-1.0-7.0","1","41481","","180","","","","","50","5","31","Stimuli/Experimental_stims/body_parts/sincerely-media-VN6DbKajo5s-unsplash.jpg"
"","rating","","html-slider-response","11","40469","0.0-1.0-8.0","1","41481","","165","","","","","50","6","5","Stimuli/Experimental_stims/outdoor_scenes/jeff-king-bJHWJeiHfHc-unsplash.jpg"
"","rating","","html-slider-response","12","40647","0.0-1.0-9.0","1","41481","","172","","","","","50","7","27","Stimuli/Experimental_stims/body_parts/heike-mintel-i_Gns0ELnLw-unsplash.jpg"
"","rating","","html-slider-response","13","40809","0.0-1.0-10.0","1","41481","","157","","","","","50","8","37","Stimuli/Experimental_stims/objects/alexander-andrews-VLGWE_SumrA-unsplash.jpg"
"","rating","","html-slider-response","14","40963","0.0-1.0-11.0","1","41481","","148","","","","","50","9","19","Stimuli/Experimental_stims/faces/joel-mott-LaK153ghdig-unsplash.jpg"
"","rating","","html-slider-response","15","41246","0.0-1.0-12.0","1","41481","","278","","","","","50","10","34","Stimuli/Experimental_stims/body_parts/wagner-santos-mBWMvIuVnso-unsplash.jpg"
"","rating","","html-slider-response","16","41416","0.0-1.0-13.0","1","41481","","165","","","","","50","11","22","Stimuli/Experimental_stims/faces/ravi-patel-VMGAbeeJTKo-unsplash.jpg"
"","rating","","html-slider-response","17","41586","0.0-1.0-14.0","1","41481","","165","","","","","50","12","1","Stimuli/Experimental_stims/outdoor_scenes/ashim-d-silva-S2Q5mdOrrVc-unsplash.jpg"
"","rating","","html-slider-response","18","41748","0.0-1.0-15.0","1","41481","","155","","","","","50","13","15","Stimuli/Experimental_stims/faces/erik-lucatero-d2MSDujJl2g-unsplash.jpg"
"","rating","","html-slider-response","19","41917","0.0-1.0-16.0","1","41481","","163","","","","","50","14","17","Stimuli/Experimental_stims/faces/good-faces-xmSWVeGEnJw-unsplash.jpg"
"","rating","","html-slider-response","20","42095","0.0-1.0-17.0","1","41481","","173","","","","","50","15","12","Stimuli/Experimental_stims/faces/aiony-haust-jmATI5Q_YgY-unsplash.jpg"
"","rating","","html-slider-response","21","42265","0.0-1.0-18.0","1","41481","","164","","","","","50","16","0","Stimuli/Experimental_stims/outdoor_scenes/aleksandra-boguslawska-MS7KD9Ti7FQ-unsplash.jpg"
"","rating","","html-slider-response","22","42445","0.0-1.0-19.0","1","41481","","177","","","","","50","17","41","Stimuli/Experimental_stims/objects/insung-yoon-w2JtIQQXoRU-unsplash.jpg"
"","rating","","html-slider-response","23","42638","0.0-1.0-20.0","1","41481","","187","","","","","50","18","18","Stimuli/Experimental_stims/faces/jessica-radanavong-mrYkTuAesKE-unsplash.jpg"
"","rating","","html-slider-response","24","42816","0.0-1.0-21.0","1","41481","","173","","","","","50","19","11","Stimuli/Experimental_stims/outdoor_scenes/stephen-leonardi-gyIRjKPXupE-unsplash.jpg"
"","rating","","html-slider-response","25","43001","0.0-1.0-22.0","1","41481","","180","","","","","50","20","20","Stimuli/Experimental_stims/faces/justin-chen-J7Cf1Gch49E-unsplash.jpg"
"","rating","","html-slider-response","26","43180","0.0-1.0-23.0","1","41481","","174","","","","","50","21","23","Stimuli/Experimental_stims/faces/rikonavt-HQjfrvdTfak-unsplash.jpg"
"","rating","","html-slider-response","27","43382","0.0-1.0-24.0","1","41481","","197","","","","","50","22","25","Stimuli/Experimental_stims/body_parts/engin-akyurt-Q2rfH3GW39c-unsplash.jpg"
"","rating","","html-slider-response","28","43568","0.0-1.0-25.0","1","41481","","180","","","","","50","23","33","Stimuli/Experimental_stims/body_parts/tucker-good-36skLT5jZcc-unsplash.jpg"
"","rating","","html-slider-response","29","43771","0.0-1.0-26.0","1","41481","","197","","","","","50","24","32","Stimuli/Experimental_stims/body_parts/towfiqu-barbhuiya-3AsiVDsZnHg-unsplash.jpg"
"","rating","","html-slider-response","30","43964","0.0-1.0-27.0","1","41481","","188","","","","","50","25","30","Stimuli/Experimental_stims/body_parts/mika-korhonen-Xodzxosar18-unsplash.jpg"
"","rating","","html-slider-response","31","44150","0.0-1.0-28.0","1","41481","","180","","","","","50","26","16","Stimuli/Experimental_stims/faces/freddy-kearney-o-ioeoATbIM-unsplash.jpg"
"","rating","","html-slider-response","32","44337","0.0-1.0-29.0","1","41481","","181","","","","","50","27","14","Stimuli/Experimental_stims/faces/david-siglin-UuW4psOb388-unsplash.jpg"
"","rating","","html-slider-response","33","44523","0.0-1.0-30.0","1","41481","","181","","","","","50","28","36","Stimuli/Experimental_stims/objects/alexander-andrews-JYGnB9gTCls-unsplash.jpg"
"","rating","","html-slider-response","34","44701","0.0-1.0-31.0","1","41481","","173","","","","","50","29","3","Stimuli/Experimental_stims/outdoor_scenes/henry-be-NLF6hTe4PAg-unsplash.jpg"
"","rating","","html-slider-response","35","44880","0.0-1.0-32.0","1","41481","","173","","","","","50","30","29","Stimuli/Experimental_stims/body_parts/manuel-schinner-ZwjFuJ7ebpk-unsplash.jpg"
"","rating","","html-slider-response","36","45065","0.0-1.0-33.0","1","41481","","180","","","","","50","31","43","Stimuli/Experimental_stims/objects/jonathan-greenaway-Y4hGgeiFn3s-unsplash.jpg"
"","rating","","html-slider-response","37","45259","0.0-1.0-34.0","1","41481","","189","","","","","50","32","40","Stimuli/Experimental_stims/objects/fabian-blank-pElSkGRA2NU-unsplash.jpg"
"","rating","","html-slider-response","38","45453","0.0-1.0-35.0","1","41481","","189","","","","","50","33","2","Stimuli/Experimental_stims/outdoor_scenes/bruno-van-der-kraan-qez8mNJ3ilU-unsplash.jpg"
"","rating","","html-slider-response","39","45640","0.0-1.0-36.0","1","41481","","180","","","","","50","34","26","Stimuli/Experimental_stims/body_parts/engin-akyurt-x_3gyC42btc-unsplash.jpg"
"","rating","","html-slider-response","40","45820","0.0-1.0-37.0","1","41481","","176","","","","","50","35","45","Stimuli/Experimental_stims/objects/leohoho-rngTKHXumy0-unsplash.jpg"
"","rating","","html-slider-response","41","45998","0.0-1.0-38.0","1","41481","","174","","","","","50","36","6","Stimuli/Experimental_stims/outdoor_scenes/meng-ji-8BH_M-53CyA-unsplash.jpg"
"","rating","","html-slider-response","42","46173","0.0-1.0-39.0","1","41481","","171","","","","","50","37","13","Stimuli/Experimental_stims/faces/daniel-rigdon-dXmXKPP2L4E-unsplash.jpg"
"","rating","","html-slider-response","43","46361","0.0-1.0-40.0","1","41481","","181","","","","","50","38","44","Stimuli/Experimental_stims/objects/kuiye-chen-NuOGFo4PudE-unsplash.jpg"
"","rating","","html-slider-response","44","46538","0.0-1.0-41.0","1","41481","","171","","","","","50","39","42","Stimuli/Experimental_stims/objects/jess-bailey-nOeVi8DsN8U-unsplash.jpg"
"","rating","","html-slider-response","45","46716","0.0-1.0-42.0","1","41481","","172","","","","","50","40","24","Stimuli/Experimental_stims/body_parts/clay-banks-LjqARJaJotc-unsplash.jpg"
