"success","ttype","start_time","trial_type","trial_index","time_elapsed","internal_node_id","age","PID","gender","not_enough_deliberation_choices","rt","responses","view_history","repeat_instructions","key_press","response","index","stimulus_index","path","start_time_elapsed","run","task","isi","is_odd_ball","no_response","acc","duration","onset","duration_time_elapsed","onset_time_elapsed","trial_duration","missed_checkup","left_chosen","chosen_stimulus","unchosen_stimulus","chosen_category","unchosen_category","chosen_rating","unchosen_rating","chosen_path","unchosen_path","pair_id","practice","scramble_screen_time","scramble_instructed_side","stim_type","iti","block","left_stimulus","right_stimulus","left_category","right_category","left_path","right_path","left_rating","right_rating","warning","scramble_acc","scramble_no_response"
"","iti_localizer","","html-keyboard-response","477","838604","0.0-2.0-200.0-1.0","25","22695","male","1","null","","","","null","","198","","","838299","1","","","","","","300","258100","305","259987","300","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","478","839009","0.0-2.0-201.0-0.0","25","22695","male","1","NaN","","","","null","NaN","199","","Stimuli/Experimental_stims/localizer/outdoor_scenes/john-lee-oMneOBYhJxY-unsplash.jpg","838604","1","outdoor_scenes","","0","1","0","400","258400","405","260292","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","479","839313","0.0-2.0-201.0-1.0","25","22695","male","1","null","","","","null","","199","","","839009","1","","","","","","300","258800","304","260697","300","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","480","839718","0.0-2.0-202.0-0.0","25","22695","male","1","NaN","","","","null","NaN","200","","Stimuli/Experimental_stims/localizer/outdoor_scenes/ryan-schroeder-Gg7uKdHFb_c-unsplash.jpg","839313","1","outdoor_scenes","","0","1","0","400","259100","405","261001","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","481","840023","0.0-2.0-202.0-1.0","25","22695","male","1","null","","","","null","","200","","","839718","1","","","","","","300","259500","305","261406","300","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","482","840427","0.0-2.0-203.0-0.0","25","22695","male","1","190","","","","68","0","201","","Stimuli/Experimental_stims/localizer/outdoor_scenes/quino-al-mBQIfKlvowM-unsplash.jpg","840023","1","outdoor_scenes","","0","0","1","400","259800","404","261711","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","483","840733","0.0-2.0-203.0-1.0","25","22695","male","1","null","","","","null","","201","","","840427","1","","","","","","300","260200","306","262115","300","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","484","841137","0.0-2.0-204.0-0.0","25","22695","male","1","246","","","","68","0","202","","Stimuli/Experimental_stims/localizer/outdoor_scenes/v2osk-1Z2niiBPg5A-unsplash.jpg","840733","1","outdoor_scenes","","0","0","1","400","260500","404","262421","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","485","841442","0.0-2.0-204.0-1.0","25","22695","male","1","null","","","","null","","202","","","841137","1","","","","","","300","260900","305","262825","300","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","486","841847","0.0-2.0-205.0-0.0","25","22695","male","1","NaN","","","","null","NaN","203","","Stimuli/Experimental_stims/localizer/outdoor_scenes/daniel-roe-lpjb_UMOyx8-unsplash.jpg","841442","1","outdoor_scenes","","1","1","0","400","261200","405","263130","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","487","842152","0.0-2.0-205.0-1.0","25","22695","male","1","null","","","","null","","203","","","841847","1","","","","","","300","261600","305","263535","300","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","488","842558","0.0-2.0-206.0-0.0","25","22695","male","1","NaN","","","","null","NaN","204","","Stimuli/Experimental_stims/localizer/outdoor_scenes/niko-photos-tGTVxeOr_Rs-unsplash.jpg","842152","1","outdoor_scenes","","0","1","0","400","261900","406","263840","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","489","842863","0.0-2.0-206.0-1.0","25","22695","male","1","null","","","","null","","204","","","842558","1","","","","","","300","262300","305","264246","300","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","490","843268","0.0-2.0-207.0-0.0","25","22695","male","1","NaN","","","","null","NaN","205","","Stimuli/Experimental_stims/localizer/outdoor_scenes/jack-millard-zjyP-UYI-ko-unsplash.jpg","842863","1","outdoor_scenes","","0","1","0","400","262600","405","264551","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","491","857271","0.0-2.0-207.0-1.0","25","22695","male","1","null","","","","null","","205","","","843268","1","","","","","","14000","263000","14003","264956","14000","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","492","857677","0.0-2.0-208.0-0.0","25","22695","male","1","NaN","","","","null","NaN","206","","Stimuli/Experimental_stims/localizer/objects/dario-mendez-hnJ2VNZzbns-unsplash.jpg","857271","1","objects","","0","1","0","400","277000","406","278959","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","493","857982","0.0-2.0-208.0-1.0","25","22695","male","1","null","","","","null","","206","","","857677","1","","","","","","300","277400","305","279365","300","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","494","858387","0.0-2.0-209.0-0.0","25","22695","male","1","NaN","","","","null","NaN","207","","Stimuli/Experimental_stims/localizer/objects/nicolas-hippert-SVgX47QIUlc-unsplash.jpg","857982","1","objects","","0","1","0","400","277700","405","279670","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","495","858692","0.0-2.0-209.0-1.0","25","22695","male","1","null","","","","null","","207","","","858387","1","","","","","","300","278100","305","280075","300","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","496","859097","0.0-2.0-210.0-0.0","25","22695","male","1","NaN","","","","null","NaN","208","","Stimuli/Experimental_stims/localizer/objects/ian-talmacs-ugqU0a4P18U-unsplash.jpg","858692","1","objects","","0","1","0","400","278400","405","280380","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","497","859401","0.0-2.0-210.0-1.0","25","22695","male","1","null","","","","null","","208","","","859097","1","","","","","","300","278800","304","280785","300","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","498","859806","0.0-2.0-211.0-0.0","25","22695","male","1","NaN","","","","null","NaN","209","","Stimuli/Experimental_stims/localizer/objects/designecologist-hvgd0ygXuQQ-unsplash.jpg","859401","1","objects","","0","1","0","400","279100","405","281089","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","499","860111","0.0-2.0-211.0-1.0","25","22695","male","1","null","","","","null","","209","","","859806","1","","","","","","300","279500","305","281494","300","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","500","860516","0.0-2.0-212.0-0.0","25","22695","male","1","NaN","","","","null","NaN","210","","Stimuli/Experimental_stims/localizer/objects/annie-spratt-fbAnIjhrOL4-unsplash.jpg","860111","1","objects","","0","1","0","400","279800","405","281799","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","501","860821","0.0-2.0-212.0-1.0","25","22695","male","1","null","","","","null","","210","","","860516","1","","","","","","300","280200","305","282204","300","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","502","861227","0.0-2.0-213.0-0.0","25","22695","male","1","NaN","","","","null","NaN","211","","Stimuli/Experimental_stims/localizer/objects/barrett-ward-0lMpQaXfOCg-unsplash.jpg","860821","1","objects","","1","1","0","400","280500","406","282509","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","503","861532","0.0-2.0-213.0-1.0","25","22695","male","1","null","","","","null","","211","","","861227","1","","","","","","300","280900","305","282915","300","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","504","861937","0.0-2.0-214.0-0.0","25","22695","male","1","NaN","","","","null","NaN","212","","Stimuli/Experimental_stims/localizer/objects/chris-briggs-FobzAZJGM9M-unsplash.jpg","861532","1","objects","","0","1","0","400","281200","405","283220","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","505","862241","0.0-2.0-214.0-1.0","25","22695","male","1","null","","","","null","","212","","","861937","1","","","","","","300","281600","304","283625","300","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","506","862646","0.0-2.0-215.0-0.0","25","22695","male","1","NaN","","","","null","NaN","213","","Stimuli/Experimental_stims/localizer/objects/carlos-felipe-ramirez-mesa-HW7bfB3ERSQ-unsplash.jpg","862241","1","objects","","0","1","0","400","281900","405","283929","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","507","862951","0.0-2.0-215.0-1.0","25","22695","male","1","null","","","","null","","213","","","862646","1","","","","","","300","282300","305","284334","300","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","508","863356","0.0-2.0-216.0-0.0","25","22695","male","1","NaN","","","","null","NaN","214","","Stimuli/Experimental_stims/localizer/objects/ryunosuke-kikuno-viEzuL1ouDs-unsplash.jpg","862951","1","objects","","0","1","0","400","282600","405","284639","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","509","863661","0.0-2.0-216.0-1.0","25","22695","male","1","null","","","","null","","214","","","863356","1","","","","","","300","283000","305","285044","300","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","510","864066","0.0-2.0-217.0-0.0","25","22695","male","1","NaN","","","","null","NaN","215","","Stimuli/Experimental_stims/localizer/objects/miti-MZPdB1DU4a4-unsplash.jpg","863661","1","objects","","0","1","0","400","283300","405","285349","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","511","864371","0.0-2.0-217.0-1.0","25","22695","male","1","null","","","","null","","215","","","864066","1","","","","","","300","283700","305","285754","300","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","512","864776","0.0-2.0-218.0-0.0","25","22695","male","1","NaN","","","","null","NaN","216","","Stimuli/Experimental_stims/localizer/objects/adriano-pucciarelli-Jl3S1yM8gi8-unsplash.jpg","864371","1","objects","","0","1","0","400","284000","405","286059","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","513","865081","0.0-2.0-218.0-1.0","25","22695","male","1","null","","","","null","","216","","","864776","1","","","","","","300","284400","305","286464","300","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","514","865485","0.0-2.0-219.0-0.0","25","22695","male","1","NaN","","","","null","NaN","217","","Stimuli/Experimental_stims/localizer/objects/jonny-caspari-wsvCC6UyKjs-unsplash.jpg","865081","1","objects","","0","1","0","400","284700","404","286769","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","515","865790","0.0-2.0-219.0-1.0","25","22695","male","1","null","","","","null","","217","","","865485","1","","","","","","300","285100","305","287173","300","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","516","866195","0.0-2.0-220.0-0.0","25","22695","male","1","NaN","","","","null","NaN","218","","Stimuli/Experimental_stims/localizer/objects/oriento-maVIpNNtmlQ-unsplash.jpg","865790","1","objects","","0","1","0","400","285400","405","287478","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","517","866500","0.0-2.0-220.0-1.0","25","22695","male","1","null","","","","null","","218","","","866195","1","","","","","","300","285800","305","287883","300","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","518","866905","0.0-2.0-221.0-0.0","25","22695","male","1","NaN","","","","null","NaN","219","","Stimuli/Experimental_stims/localizer/objects/ales-krivec-ZMZHcvIVgbg-unsplash.jpg","866500","1","objects","","0","1","0","400","286100","405","288188","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","519","867210","0.0-2.0-221.0-1.0","25","22695","male","1","null","","","","null","","219","","","866905","1","","","","","","300","286500","305","288593","300","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","520","867615","0.0-2.0-222.0-0.0","25","22695","male","1","NaN","","","","null","NaN","220","","Stimuli/Experimental_stims/localizer/objects/adriano-pucciarelli-BE7yaZnZX6o-unsplash.jpg","867210","1","objects","","0","1","0","400","286800","405","288898","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","521","867920","0.0-2.0-222.0-1.0","25","22695","male","1","null","","","","null","","220","","","867615","1","","","","","","300","287200","305","289303","300","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","522","868325","0.0-2.0-223.0-0.0","25","22695","male","1","NaN","","","","null","NaN","221","","Stimuli/Experimental_stims/localizer/objects/dario-mendez-WmF_XLF4-Rs-unsplash.jpg","867920","1","objects","","0","1","0","400","287500","405","289608","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","523","868629","0.0-2.0-223.0-1.0","25","22695","male","1","null","","","","null","","221","","","868325","1","","","","","","300","287900","304","290013","300","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","524","869034","0.0-2.0-224.0-0.0","25","22695","male","1","NaN","","","","null","NaN","222","","Stimuli/Experimental_stims/localizer/objects/jiangxulei1990-eIzzzwtkBjU-unsplash.jpg","868629","1","objects","","1","1","0","400","288200","405","290317","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","525","869340","0.0-2.0-224.0-1.0","25","22695","male","1","null","","","","null","","222","","","869034","1","","","","","","300","288600","306","290722","300","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","526","869745","0.0-2.0-225.0-0.0","25","22695","male","1","NaN","","","","null","NaN","223","","Stimuli/Experimental_stims/localizer/objects/yoann-siloine-_T4w3JDm6ug-unsplash.jpg","869340","1","objects","","0","1","0","400","288900","405","291028","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","527","870050","0.0-2.0-225.0-1.0","25","22695","male","1","null","","","","null","","223","","","869745","1","","","","","","300","289300","305","291433","300","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","528","870455","0.0-2.0-226.0-0.0","25","22695","male","1","NaN","","","","null","NaN","224","","Stimuli/Experimental_stims/localizer/objects/hipster-mum-XookgCxFw6Q-unsplash.jpg","870050","1","objects","","0","1","0","400","289600","405","291738","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","529","870760","0.0-2.0-226.0-1.0","25","22695","male","1","null","","","","null","","224","","","870455","1","","","","","","300","290000","305","292143","300","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","530","871165","0.0-2.0-227.0-0.0","25","22695","male","1","NaN","","","","null","NaN","225","","Stimuli/Experimental_stims/localizer/objects/mulyadi-tWp0VSlSdMI-unsplash.jpg","870760","1","objects","","0","1","0","400","290300","405","292448","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","531","885173","0.0-2.0-227.0-1.0","25","22695","male","1","null","","","","null","","225","","","871165","1","","","","","","14000","290700","14008","292853","14000","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","532","885578","0.0-2.0-228.0-0.0","25","22695","male","1","NaN","","","","null","NaN","226","","Stimuli/Experimental_stims/localizer/faces/nick-karvounis-JyO_szjGvUw-unsplash.jpg","885173","1","faces","","0","1","0","400","304700","405","306861","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","533","885883","0.0-2.0-228.0-1.0","25","22695","male","1","null","","","","null","","226","","","885578","1","","","","","","300","305100","305","307266","300","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","534","886288","0.0-2.0-229.0-0.0","25","22695","male","1","NaN","","","","null","NaN","227","","Stimuli/Experimental_stims/localizer/faces/sean-kong--1B_y4wGs-s-unsplash.jpg","885883","1","faces","","1","1","0","400","305400","405","307571","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","535","886593","0.0-2.0-229.0-1.0","25","22695","male","1","null","","","","null","","227","","","886288","1","","","","","","300","305800","305","307976","300","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","536","886999","0.0-2.0-230.0-0.0","25","22695","male","1","NaN","","","","null","NaN","228","","Stimuli/Experimental_stims/localizer/faces/janaya-dasiuk-_A2LZdUqHgA-unsplash.jpg","886593","1","faces","","0","1","0","400","306100","406","308281","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","537","887304","0.0-2.0-230.0-1.0","25","22695","male","1","null","","","","null","","228","","","886999","1","","","","","","300","306500","305","308687","300","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","538","887709","0.0-2.0-231.0-0.0","25","22695","male","1","NaN","","","","null","NaN","229","","Stimuli/Experimental_stims/localizer/faces/toa-heftiba-2O1EUSTRBrY-unsplash.jpg","887304","1","faces","","0","1","0","400","306800","405","308992","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","539","888014","0.0-2.0-231.0-1.0","25","22695","male","1","null","","","","null","","229","","","887709","1","","","","","","300","307200","305","309397","300","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","540","888420","0.0-2.0-232.0-0.0","25","22695","male","1","NaN","","","","null","NaN","230","","Stimuli/Experimental_stims/localizer/faces/ihor-saveliev-3POm-bxWIN8-unsplash.jpg","888014","1","faces","","0","1","0","400","307500","406","309702","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","541","888725","0.0-2.0-232.0-1.0","25","22695","male","1","null","","","","null","","230","","","888420","1","","","","","","300","307900","305","310108","300","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","542","889130","0.0-2.0-233.0-0.0","25","22695","male","1","NaN","","","","null","NaN","231","","Stimuli/Experimental_stims/localizer/faces/christian-buehner-DItYlc26zVI-unsplash.jpg","888725","1","faces","","0","1","0","400","308200","405","310413","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","543","889435","0.0-2.0-233.0-1.0","25","22695","male","1","null","","","","null","","231","","","889130","1","","","","","","300","308600","305","310818","300","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","544","889840","0.0-2.0-234.0-0.0","25","22695","male","1","NaN","","","","null","NaN","232","","Stimuli/Experimental_stims/localizer/faces/filipe-almeida-mnEWC72eWDM-unsplash.jpg","889435","1","faces","","0","1","0","400","308900","405","311123","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","545","890145","0.0-2.0-234.0-1.0","25","22695","male","1","null","","","","null","","232","","","889840","1","","","","","","300","309300","305","311528","300","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","546","890550","0.0-2.0-235.0-0.0","25","22695","male","1","NaN","","","","null","NaN","233","","Stimuli/Experimental_stims/localizer/faces/christian-ferrer-8vT-DgHZDG4-unsplash.jpg","890145","1","faces","","0","1","0","400","309600","405","311833","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","547","890855","0.0-2.0-235.0-1.0","25","22695","male","1","null","","","","null","","233","","","890550","1","","","","","","300","310000","305","312238","300","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","548","891260","0.0-2.0-236.0-0.0","25","22695","male","1","6","","","","68","0","234","","Stimuli/Experimental_stims/localizer/faces/prince-akachi-LWkFHEGpleE-unsplash.jpg","890855","1","faces","","0","0","1","400","310300","405","312543","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","549","891565","0.0-2.0-236.0-1.0","25","22695","male","1","null","","","","null","","234","","","891260","1","","","","","","300","310700","305","312948","300","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","550","891970","0.0-2.0-237.0-0.0","25","22695","male","1","74","","","","68","0","235","","Stimuli/Experimental_stims/localizer/faces/linkedin-sales-solutions-pAtA8xe_iVM-unsplash.jpg","891565","1","faces","","0","0","1","400","311000","405","313253","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","551","892275","0.0-2.0-237.0-1.0","25","22695","male","1","null","","","","null","","235","","","891970","1","","","","","","300","311400","305","313658","300","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","552","892681","0.0-2.0-238.0-0.0","25","22695","male","1","NaN","","","","null","NaN","236","","Stimuli/Experimental_stims/localizer/faces/juan-encalada-WC7KIHo13Fc-unsplash.jpg","892275","1","faces","","0","1","0","400","311700","406","313963","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","553","892985","0.0-2.0-238.0-1.0","25","22695","male","1","null","","","","null","","236","","","892681","1","","","","","","300","312100","304","314369","300","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","554","893390","0.0-2.0-239.0-0.0","25","22695","male","1","NaN","","","","null","NaN","237","","Stimuli/Experimental_stims/localizer/faces/christina-wocintechchat-com-0Zx1bDv5BNY-unsplash.jpg","892985","1","faces","","0","1","0","400","312400","405","314673","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","555","893694","0.0-2.0-239.0-1.0","25","22695","male","1","null","","","","null","","237","","","893390","1","","","","","","300","312800","304","315078","300","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","556","894100","0.0-2.0-240.0-0.0","25","22695","male","1","NaN","","","","null","NaN","238","","Stimuli/Experimental_stims/localizer/faces/ivan-dodig-R21SyyJDFgc-unsplash.jpg","893694","1","faces","","0","1","0","400","313100","406","315382","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","557","894405","0.0-2.0-240.0-1.0","25","22695","male","1","null","","","","null","","238","","","894100","1","","","","","","300","313500","305","315788","300","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","558","894810","0.0-2.0-241.0-0.0","25","22695","male","1","NaN","","","","null","NaN","239","","Stimuli/Experimental_stims/localizer/faces/etty-fidele-nF8eo2nX374-unsplash.jpg","894405","1","faces","","0","1","0","400","313800","405","316093","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","559","895115","0.0-2.0-241.0-1.0","25","22695","male","1","null","","","","null","","239","","","894810","1","","","","","","300","314200","305","316498","300","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","560","895520","0.0-2.0-242.0-0.0","25","22695","male","1","379","","","","68","0","240","","Stimuli/Experimental_stims/localizer/faces/binh-ly-k_4A59MzZTY-unsplash.jpg","895115","1","faces","","0","0","1","400","314500","405","316803","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","561","895825","0.0-2.0-242.0-1.0","25","22695","male","1","null","","","","null","","240","","","895520","1","","","","","","300","314900","305","317208","300","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","562","896230","0.0-2.0-243.0-0.0","25","22695","male","1","364","","","","68","0","241","","Stimuli/Experimental_stims/localizer/faces/ivana-cajina-_7LbC5J-jw4-unsplash.jpg","895825","1","faces","","0","0","1","400","315200","405","317513","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","563","896535","0.0-2.0-243.0-1.0","25","22695","male","1","null","","","","null","","241","","","896230","1","","","","","","300","315600","305","317918","300","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","564","896940","0.0-2.0-244.0-0.0","25","22695","male","1","NaN","","","","null","NaN","242","","Stimuli/Experimental_stims/localizer/faces/elijah-hiett-umfpFoKxIVg-unsplash.jpg","896535","1","faces","","0","1","0","400","315900","405","318223","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","565","897244","0.0-2.0-244.0-1.0","25","22695","male","1","null","","","","null","","242","","","896940","1","","","","","","300","316300","304","318628","300","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","566","897650","0.0-2.0-245.0-0.0","25","22695","male","1","369","","","","68","0","243","","Stimuli/Experimental_stims/localizer/faces/carlos-vaz-KP4bxnxAilU-unsplash.jpg","897244","1","faces","","0","0","1","400","316600","406","318932","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","567","897955","0.0-2.0-245.0-1.0","25","22695","male","1","null","","","","null","","243","","","897650","1","","","","","","300","317000","305","319338","300","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","568","898361","0.0-2.0-246.0-0.0","25","22695","male","1","NaN","","","","null","NaN","244","","Stimuli/Experimental_stims/localizer/faces/jimmy-fermin-bqe0J0b26RQ-unsplash.jpg","897955","1","faces","","1","1","0","400","317300","406","319643","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","569","898666","0.0-2.0-246.0-1.0","25","22695","male","1","null","","","","null","","244","","","898361","1","","","","","","300","317700","305","320049","300","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","570","899071","0.0-2.0-247.0-0.0","25","22695","male","1","193","","","","75","1","245","","Stimuli/Experimental_stims/localizer/faces/mubariz-mehdizadeh-Py8F6-hRn5o-unsplash.jpg","898666","1","faces","","0","0","0","400","318000","405","320354","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","571","913075","0.0-2.0-247.0-1.0","25","22695","male","1","null","","","","null","","245","","","899071","1","","","","","","14000","318400","14004","320759","14000","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","end_localizer_phase","","html-keyboard-response","572","917952","0.0-2.0-247.0-4.0-0.0","25","22695","male","1","4853","","","","68","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","deliberation_instructions","","instructions","573","1125742","0.0-3.0-0.0-0.0","25","22695","male","1","207787","","[{""page_index"":0,""viewing_time"":34946},{""page_index"":1,""viewing_time"":9580},{""page_index"":2,""viewing_time"":38629},{""page_index"":3,""viewing_time"":40922},{""page_index"":4,""viewing_time"":66905},{""page_index"":5,""viewing_time"":6520},{""page_index"":6,""viewing_time"":10285}]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
