"success","ttype","start_time","trial_type","trial_index","time_elapsed","internal_node_id","age","PID","gender","rt","responses","view_history","repeat_instructions","key_press","response","index","stimulus_index","path","start_time_elapsed","left_chosen","chosen_stimulus","unchosen_stimulus","chosen_category","unchosen_category","chosen_rating","unchosen_rating","chosen_path","unchosen_path","no_response","pair_id","practice","scramble_screen_time","scramble_instructed_side","stim_type","iti","block","run","left_stimulus","right_stimulus","left_category","right_category","left_path","right_path","left_rating","right_rating","duration","onset","duration_time_elapsed","onset_time_elapsed","trial_duration","scramble_acc","scramble_no_response","warning"
"","deliberation","","html-keyboard-response","93","60047","0.0-3.0-22.0-0.0","11","17399","11","534","","","","68","","10","","","59338","","","","","","","","","","0","L","0","700","left","scramble","3000","1","1","33","23","body_parts","faces","Stimuli/Experimental_stims/scramble/body_parts/scrambled_tucker-good-36skLT5jZcc-unsplash.jpg","Stimuli/Experimental_stims/scramble/faces/scrambled_rikonavt-HQjfrvdTfak-unsplash.jpg","NaN","NaN","700","7100","709","8894","","","",""
"","scramble_prompt","","html-keyboard-response","94","60205","0.0-3.0-22.0-1.0-0.0","11","17399","11","156","","","","68","","10","","","60047","1","33","23","body_parts","faces","","","Stimuli/Experimental_stims/scramble/body_parts/scrambled_tucker-good-36skLT5jZcc-unsplash.jpg","Stimuli/Experimental_stims/scramble/faces/scrambled_rikonavt-HQjfrvdTfak-unsplash.jpg","0","","","","","","","1","","","","","","","","","","156","7800","158","9603","300","1","",""
"","deliberation_confirmation","","html-keyboard-response","95","60361","0.0-3.0-22.0-2.0-0.0","11","17399","11","null","","","","null","","10","","","60205","","","","","","","","","","","","","","","","","1","","","","","","","","","","144","7956","156","9761","144","","",""
"","iti","","html-keyboard-response","96","60473","0.0-3.0-22.0-4.0","11","17399","11","null","","","","null","","10","","","60361","","","","","","","","","","","","","","","","","1","","","","","","","","","","100","8100","112","9917","100","","",""
"","deliberation","","html-keyboard-response","97","60653","0.0-3.0-24.0-0.0","11","17399","11","176","","","","68","","11","","","60473","1","2","27","outdoor_scenes","body_parts","50","50","Stimuli/Experimental_stims/outdoor_scenes/bruno-van-der-kraan-qez8mNJ3ilU-unsplash.jpg","Stimuli/Experimental_stims/body_parts/heike-mintel-i_Gns0ELnLw-unsplash.jpg","0","C","0","0","","original","1100","1","1","2","27","outdoor_scenes","body_parts","Stimuli/Experimental_stims/outdoor_scenes/bruno-van-der-kraan-qez8mNJ3ilU-unsplash.jpg","Stimuli/Experimental_stims/body_parts/heike-mintel-i_Gns0ELnLw-unsplash.jpg","50","50","176","8200","180","10029","","","",""
"","deliberation_confirmation","","html-keyboard-response","98","61488","0.0-3.0-24.0-2.0-0.0","11","17399","11","null","","","","null","","11","","","60653","","","","","","","","","","","","","","","","","1","","","","","","","","","","824","8376","835","10209","824","","",""
"","iti","","html-keyboard-response","99","61598","0.0-3.0-24.0-4.0","11","17399","11","null","","","","null","","11","","","61488","","","","","","","","","","","","","","","","","1","","","","","","","","","","100","9200","110","11044","100","","",""
"","deliberation","","html-keyboard-response","100","61847","0.0-3.0-26.0-0.0","11","17399","11","246","","","","68","","12","","","61598","1","14","35","faces","body_parts","50","50","Stimuli/Experimental_stims/faces/david-siglin-UuW4psOb388-unsplash.jpg","Stimuli/Experimental_stims/body_parts/wc-so-KH4AAPjb-tI-unsplash.jpg","0","F","0","0","","original","2300","1","1","14","35","faces","body_parts","Stimuli/Experimental_stims/faces/david-siglin-UuW4psOb388-unsplash.jpg","Stimuli/Experimental_stims/body_parts/wc-so-KH4AAPjb-tI-unsplash.jpg","50","50","246","9300","249","11154","","","",""
"","deliberation_confirmation","","html-keyboard-response","101","62612","0.0-3.0-26.0-2.0-0.0","11","17399","11","null","","","","null","","12","","","61847","","","","","","","","","","","","","","","","","1","","","","","","","","","","754","9546","765","11403","754","","",""
"","iti","","html-keyboard-response","102","62724","0.0-3.0-26.0-4.0","11","17399","11","null","","","","null","","12","","","62612","","","","","","","","","","","","","","","","","1","","","","","","","","","","100","10300","112","12168","100","","",""
"","deliberation","","html-keyboard-response","103","64336","0.0-3.0-28.0-0.0","11","17399","11","259","","","","68","","13","","","62724","","","","","","","","","","0","I","0","1600","left","scramble","1400","1","1","28","5","body_parts","outdoor_scenes","Stimuli/Experimental_stims/scramble/body_parts/scrambled_ira-vishnevskaya-8DQAvdCby1I-unsplash.jpg","Stimuli/Experimental_stims/scramble/outdoor_scenes/scrambled_jeff-king-bJHWJeiHfHc-unsplash.jpg","NaN","NaN","1600","10400","1612","12280","","","",""
"","scramble_prompt","","html-keyboard-response","104","64339","0.0-3.0-28.0-1.0-0.0","11","17399","11","null","","","","null","","13","","","64336","NaN","NaN","NaN","NaN","NaN","","","NaN","NaN","","","","","","","","1","","","","","","","","","","-600","12000","3","13892","-600","0","1",""
"","deliberation_no_response","","html-keyboard-response","105","64447","0.0-3.0-28.0-3.0-0.0","11","17399","11","null","","","","null","","13","","","64339","","","","","","","","","","1","","","","","","","1","","","","","","","","","","100","11400","108","13895","","","","1"
"","iti","","html-keyboard-response","106","64550","0.0-3.0-28.0-4.0","11","17399","11","null","","","","null","","13","","","64447","","","","","","","","","","","","","","","","","1","","","","","","","","","","100","11500","103","14003","100","","",""
"","deliberation","","html-keyboard-response","107","64753","0.0-3.0-30.0-0.0","11","17399","11","201","","","","68","","14","","","64550","1","12","4","faces","outdoor_scenes","50","50","Stimuli/Experimental_stims/faces/aiony-haust-jmATI5Q_YgY-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/jarrett-kow-1ZOyYPOBn7I-unsplash.jpg","0","H","0","0","","original","2600","1","1","12","4","faces","outdoor_scenes","Stimuli/Experimental_stims/faces/aiony-haust-jmATI5Q_YgY-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/jarrett-kow-1ZOyYPOBn7I-unsplash.jpg","50","50","201","11600","203","14106","","","",""
"","deliberation_confirmation","","html-keyboard-response","108","65560","0.0-3.0-30.0-2.0-0.0","11","17399","11","null","","","","null","","14","","","64753","","","","","","","","","","","","","","","","","1","","","","","","","","","","799","11801","807","14309","799","","",""
"","iti","","html-keyboard-response","109","65671","0.0-3.0-30.0-4.0","11","17399","11","null","","","","null","","14","","","65560","","","","","","","","","","","","","","","","","1","","","","","","","","","","100","12600","111","15116","100","","",""
"","deliberation","","html-keyboard-response","110","67188","0.0-3.0-32.0-0.0","11","17399","11","606","","","","68","","15","","","65671","","","","","","","","","","0","C","0","1500","right","scramble","4300","1","1","2","27","outdoor_scenes","body_parts","Stimuli/Experimental_stims/scramble/outdoor_scenes/scrambled_bruno-van-der-kraan-qez8mNJ3ilU-unsplash.jpg","Stimuli/Experimental_stims/scramble/body_parts/scrambled_heike-mintel-i_Gns0ELnLw-unsplash.jpg","NaN","NaN","1500","12700","1517","15227","","","",""
"","scramble_prompt","","html-keyboard-response","111","67194","0.0-3.0-32.0-1.0-0.0","11","17399","11","null","","","","null","","15","","","67188","NaN","NaN","NaN","NaN","NaN","","","NaN","NaN","","","","","","","","1","","","","","","","","","","-500","14200","6","16744","-500","0","1",""
"","deliberation_no_response","","html-keyboard-response","112","67305","0.0-3.0-32.0-3.0-0.0","11","17399","11","null","","","","null","","15","","","67194","","","","","","","","","","1","","","","","","","1","","","","","","","","","","100","13700","111","16750","","","","1"
"","iti","","html-keyboard-response","113","67420","0.0-3.0-32.0-4.0","11","17399","11","null","","","","null","","15","","","67305","","","","","","","","","","","","","","","","","1","","","","","","","","","","100","13800","115","16861","100","","",""
"","deliberation","","html-keyboard-response","114","67603","0.0-3.0-34.0-0.0","11","17399","11","179","","","","68","","16","","","67420","1","26","43","body_parts","objects","50","50","Stimuli/Experimental_stims/body_parts/engin-akyurt-x_3gyC42btc-unsplash.jpg","Stimuli/Experimental_stims/objects/jonathan-greenaway-Y4hGgeiFn3s-unsplash.jpg","0","K","0","0","","original","1900","1","1","26","43","body_parts","objects","Stimuli/Experimental_stims/body_parts/engin-akyurt-x_3gyC42btc-unsplash.jpg","Stimuli/Experimental_stims/objects/jonathan-greenaway-Y4hGgeiFn3s-unsplash.jpg","50","50","179","13900","183","16976","","","",""
"","deliberation_confirmation","","html-keyboard-response","115","68432","0.0-3.0-34.0-2.0-0.0","11","17399","11","null","","","","null","","16","","","67603","","","","","","","","","","","","","","","","","1","","","","","","","","","","821","14079","829","17159","821","","",""
"","iti","","html-keyboard-response","116","68543","0.0-3.0-34.0-4.0","11","17399","11","null","","","","null","","16","","","68432","","","","","","","","","","","","","","","","","1","","","","","","","","","","100","14900","111","17988","100","","",""
"","deliberation","","html-keyboard-response","117","69849","0.0-3.0-36.0-0.0","11","17399","11","348","","","","68","","17","","","68543","","","","","","","","","","0","J","0","1300","right","scramble","1100","1","1","15","36","faces","objects","Stimuli/Experimental_stims/scramble/faces/scrambled_erik-lucatero-d2MSDujJl2g-unsplash.jpg","Stimuli/Experimental_stims/scramble/objects/scrambled_alexander-andrews-JYGnB9gTCls-unsplash.jpg","NaN","NaN","1300","15000","1306","18099","","","",""
"","scramble_prompt","","html-keyboard-response","118","69854","0.0-3.0-36.0-1.0-0.0","11","17399","11","null","","","","null","","17","","","69849","NaN","NaN","NaN","NaN","NaN","","","NaN","NaN","","","","","","","","1","","","","","","","","","","-300","16300","5","19405","-300","0","1",""
"","deliberation_no_response","","html-keyboard-response","119","69962","0.0-3.0-36.0-3.0-0.0","11","17399","11","null","","","","null","","17","","","69854","","","","","","","","","","1","","","","","","","1","","","","","","","","","","100","16000","108","19410","","","","1"
"","iti","","html-keyboard-response","120","70076","0.0-3.0-36.0-4.0","11","17399","11","null","","","","null","","17","","","69962","","","","","","","","","","","","","","","","","1","","","","","","","","","","100","16100","114","19518","100","","",""
"","deliberation","","html-keyboard-response","121","70237","0.0-3.0-38.0-0.0","11","17399","11","158","","","","68","","18","","","70076","1","46","10","objects","outdoor_scenes","50","50","Stimuli/Experimental_stims/objects/mockup-graphics-PNsj6RiHAF4-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/shannon-kunkle-dM8INmkyDas-unsplash.jpg","0","G","0","0","","original","1500","1","1","46","10","objects","outdoor_scenes","Stimuli/Experimental_stims/objects/mockup-graphics-PNsj6RiHAF4-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/shannon-kunkle-dM8INmkyDas-unsplash.jpg","50","50","158","16200","161","19632","","","",""
"","deliberation_confirmation","","html-keyboard-response","122","71090","0.0-3.0-38.0-2.0-0.0","11","17399","11","null","","","","null","","18","","","70237","","","","","","","","","","","","","","","","","1","","","","","","","","","","842","16358","853","19793","842","","",""
"","iti","","html-keyboard-response","123","71205","0.0-3.0-38.0-4.0","11","17399","11","null","","","","null","","18","","","71090","","","","","","","","","","","","","","","","","1","","","","","","","","","","100","17200","115","20646","100","","",""
"","deliberation","","html-keyboard-response","124","73216","0.0-3.0-40.0-0.0","11","17399","11","191","","","","68","","19","","","71205","","","","","","","","","","0","H","0","2000","right","scramble","1300","1","1","12","4","faces","outdoor_scenes","Stimuli/Experimental_stims/scramble/faces/scrambled_aiony-haust-jmATI5Q_YgY-unsplash.jpg","Stimuli/Experimental_stims/scramble/outdoor_scenes/scrambled_jarrett-kow-1ZOyYPOBn7I-unsplash.jpg","NaN","NaN","2000","17300","2011","20761","","","",""
"","scramble_prompt","","html-keyboard-response","125","73221","0.0-3.0-40.0-1.0-0.0","11","17399","11","null","","","","null","","19","","","73216","NaN","NaN","NaN","NaN","NaN","","","NaN","NaN","","","","","","","","1","","","","","","","","","","-1000","19300","5","22772","-1000","0","1",""
"","deliberation_no_response","","html-keyboard-response","126","73328","0.0-3.0-40.0-3.0-0.0","11","17399","11","null","","","","null","","19","","","73221","","","","","","","","","","1","","","","","","","1","","","","","","","","","","100","18300","107","22777","","","","1"
"","iti","","html-keyboard-response","127","73442","0.0-3.0-40.0-4.0","11","17399","11","null","","","","null","","19","","","73328","","","","","","","","","","","","","","","","","1","","","","","","","","","","100","18400","114","22884","100","","",""
"","deliberation","","html-keyboard-response","128","75353","0.0-3.0-42.0-0.0","11","17399","11","73","","","","68","","20","","","73442","","","","","","","","","","0","A","0","1900","left","scramble","3500","1","1","1","37","outdoor_scenes","objects","Stimuli/Experimental_stims/scramble/outdoor_scenes/scrambled_ashim-d-silva-S2Q5mdOrrVc-unsplash.jpg","Stimuli/Experimental_stims/scramble/objects/scrambled_alexander-andrews-VLGWE_SumrA-unsplash.jpg","NaN","NaN","1900","18500","1911","22998","","","",""
"","scramble_prompt","","html-keyboard-response","129","75362","0.0-3.0-42.0-1.0-0.0","11","17399","11","null","","","","null","","20","","","75353","NaN","NaN","NaN","NaN","NaN","","","NaN","NaN","","","","","","","","1","","","","","","","","","","-900","20400","9","24909","-900","0","1",""
"","deliberation_no_response","","html-keyboard-response","130","75469","0.0-3.0-42.0-3.0-0.0","11","17399","11","null","","","","null","","20","","","75362","","","","","","","","","","1","","","","","","","1","","","","","","","","","","100","19500","107","24918","","","","1"
"","iti","","html-keyboard-response","131","75576","0.0-3.0-42.0-4.0","11","17399","11","null","","","","null","","20","","","75469","","","","","","","","","","","","","","","","","1","","","","","","","","","","100","19600","107","25025","100","","",""
"","deliberation","","html-keyboard-response","132","75719","0.0-3.0-44.0-0.0","11","17399","11","140","","","","68","","21","","","75576","1","33","23","body_parts","faces","50","50","Stimuli/Experimental_stims/body_parts/tucker-good-36skLT5jZcc-unsplash.jpg","Stimuli/Experimental_stims/faces/rikonavt-HQjfrvdTfak-unsplash.jpg","0","L","0","0","","original","1400","1","1","33","23","body_parts","faces","Stimuli/Experimental_stims/body_parts/tucker-good-36skLT5jZcc-unsplash.jpg","Stimuli/Experimental_stims/faces/rikonavt-HQjfrvdTfak-unsplash.jpg","50","50","140","19700","143","25132","","","",""
"","deliberation_confirmation","","html-keyboard-response","133","76592","0.0-3.0-44.0-2.0-0.0","11","17399","11","null","","","","null","","21","","","75719","","","","","","","","","","","","","","","","","1","","","","","","","","","","860","19840","873","25275","860","","",""
"","iti","","html-keyboard-response","134","76706","0.0-3.0-44.0-4.0","11","17399","11","null","","","","null","","21","","","76592","","","","","","","","","","","","","","","","","1","","","","","","","","","","100","20700","114","26148","100","","",""
"","deliberation","","html-keyboard-response","135","76862","0.0-3.0-46.0-0.0","11","17399","11","152","","","","68","","22","","","76706","1","28","5","body_parts","outdoor_scenes","50","50","Stimuli/Experimental_stims/body_parts/ira-vishnevskaya-8DQAvdCby1I-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/jeff-king-bJHWJeiHfHc-unsplash.jpg","0","I","0","0","","original","1300","1","1","28","5","body_parts","outdoor_scenes","Stimuli/Experimental_stims/body_parts/ira-vishnevskaya-8DQAvdCby1I-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/jeff-king-bJHWJeiHfHc-unsplash.jpg","50","50","152","20800","156","26262","","","",""
"","deliberation_confirmation","","html-keyboard-response","136","77722","0.0-3.0-46.0-2.0-0.0","11","17399","11","null","","","","null","","22","","","76862","","","","","","","","","","","","","","","","","1","","","","","","","","","","848","20952","860","26418","848","","",""
"","iti","","html-keyboard-response","137","77836","0.0-3.0-46.0-4.0","11","17399","11","null","","","","null","","22","","","77722","","","","","","","","","","","","","","","","","1","","","","","","","","","","100","21800","114","27278","100","","",""
"","deliberation","","html-keyboard-response","138","78848","0.0-3.0-48.0-0.0","11","17399","11","195","","","","68","","23","","","77836","","","","","","","","","","0","G","0","1000","left","scramble","1100","1","1","46","10","objects","outdoor_scenes","Stimuli/Experimental_stims/scramble/objects/scrambled_mockup-graphics-PNsj6RiHAF4-unsplash.jpg","Stimuli/Experimental_stims/scramble/outdoor_scenes/scrambled_shannon-kunkle-dM8INmkyDas-unsplash.jpg","NaN","NaN","1000","21900","1012","27392","","","",""
"","scramble_prompt","","html-keyboard-response","139","78852","0.0-3.0-48.0-1.0-0.0","11","17399","11","null","","","","null","","23","","","78848","NaN","NaN","NaN","NaN","NaN","","","NaN","NaN","","","","","","","","1","","","","","","","","","","0","22900","4","28404","0","0","1",""
"","deliberation_no_response","","html-keyboard-response","140","78961","0.0-3.0-48.0-3.0-0.0","11","17399","11","null","","","","null","","23","","","78852","","","","","","","","","","1","","","","","","","1","","","","","","","","","","100","22900","109","28408","","","","1"
"","iti","","html-keyboard-response","141","79075","0.0-3.0-48.0-4.0","11","17399","11","null","","","","null","","23","","","78961","","","","","","","","","","","","","","","","","1","","","","","","","","","","100","23000","114","28517","100","","",""
"","deliberation","","html-keyboard-response","142","79218","0.0-3.0-50.0-0.0","11","17399","11","139","","","","68","","24","","","79075","1","8","22","outdoor_scenes","faces","50","50","Stimuli/Experimental_stims/outdoor_scenes/samsommer-vddccTqwal8-unsplash.jpg","Stimuli/Experimental_stims/faces/ravi-patel-VMGAbeeJTKo-unsplash.jpg","0","B","0","0","","original","1200","1","1","8","22","outdoor_scenes","faces","Stimuli/Experimental_stims/outdoor_scenes/samsommer-vddccTqwal8-unsplash.jpg","Stimuli/Experimental_stims/faces/ravi-patel-VMGAbeeJTKo-unsplash.jpg","50","50","139","23100","143","28631","","","",""
"","deliberation_confirmation","","html-keyboard-response","143","80092","0.0-3.0-50.0-2.0-0.0","11","17399","11","null","","","","null","","24","","","79218","","","","","","","","","","","","","","","","","1","","","","","","","","","","861","23239","874","28774","861","","",""
"","iti","","html-keyboard-response","144","80202","0.0-3.0-50.0-4.0","11","17399","11","null","","","","null","","24","","","80092","","","","","","","","","","","","","","","","","1","","","","","","","","","","100","24100","110","29648","100","","",""
"","deliberation","","html-keyboard-response","145","81515","0.0-3.0-52.0-0.0","11","17399","11","61","","","","68","","25","","","80202","","","","","","","","","","0","E","0","1300","right","scramble","1100","1","1","41","24","objects","body_parts","Stimuli/Experimental_stims/scramble/objects/scrambled_insung-yoon-w2JtIQQXoRU-unsplash.jpg","Stimuli/Experimental_stims/scramble/body_parts/scrambled_clay-banks-LjqARJaJotc-unsplash.jpg","NaN","NaN","1300","24200","1313","29758","","","",""
"","scramble_prompt","","html-keyboard-response","146","81519","0.0-3.0-52.0-1.0-0.0","11","17399","11","null","","","","null","","25","","","81515","NaN","NaN","NaN","NaN","NaN","","","NaN","NaN","","","","","","","","1","","","","","","","","","","-300","25500","4","31071","-300","0","1",""
"","deliberation_no_response","","html-keyboard-response","147","81624","0.0-3.0-52.0-3.0-0.0","11","17399","11","null","","","","null","","25","","","81519","","","","","","","","","","1","","","","","","","1","","","","","","","","","","100","25200","105","31075","","","","1"
"","iti","","html-keyboard-response","148","81737","0.0-3.0-52.0-4.0","11","17399","11","null","","","","null","","25","","","81624","","","","","","","","","","","","","","","","","1","","","","","","","","","","100","25300","113","31180","100","","",""
"","deliberation","","html-keyboard-response","149","82013","0.0-3.0-54.0-0.0","11","17399","11","273","","","","68","","26","","","81737","1","42","21","objects","faces","50","50","Stimuli/Experimental_stims/objects/jess-bailey-nOeVi8DsN8U-unsplash.jpg","Stimuli/Experimental_stims/faces/leilani-angel-K84vnnzxmTQ-unsplash.jpg","0","D","0","0","","original","1700","1","1","42","21","objects","faces","Stimuli/Experimental_stims/objects/jess-bailey-nOeVi8DsN8U-unsplash.jpg","Stimuli/Experimental_stims/faces/leilani-angel-K84vnnzxmTQ-unsplash.jpg","50","50","273","25400","276","31293","","","",""
"","deliberation_confirmation","","html-keyboard-response","150","82755","0.0-3.0-54.0-2.0-0.0","11","17399","11","null","","","","null","","26","","","82013","","","","","","","","","","","","","","","","","1","","","","","","","","","","727","25673","742","31569","727","","",""
"","iti","","html-keyboard-response","151","82865","0.0-3.0-54.0-4.0","11","17399","11","null","","","","null","","26","","","82755","","","","","","","","","","","","","","","","","1","","","","","","","","","","100","26400","110","32311","100","","",""
"","deliberation","","html-keyboard-response","152","83979","0.0-3.0-56.0-0.0","11","17399","11","157","","","","68","","27","","","82865","","","","","","","","","","0","F","0","1100","left","scramble","2200","1","1","14","35","faces","body_parts","Stimuli/Experimental_stims/scramble/faces/scrambled_david-siglin-UuW4psOb388-unsplash.jpg","Stimuli/Experimental_stims/scramble/body_parts/scrambled_wc-so-KH4AAPjb-tI-unsplash.jpg","NaN","NaN","1100","26500","1114","32421","","","",""
"","scramble_prompt","","html-keyboard-response","153","83983","0.0-3.0-56.0-1.0-0.0","11","17399","11","null","","","","null","","27","","","83979","NaN","NaN","NaN","NaN","NaN","","","NaN","NaN","","","","","","","","1","","","","","","","","","","-100","27600","4","33535","-100","0","1",""
"","deliberation_no_response","","html-keyboard-response","154","84092","0.0-3.0-56.0-3.0-0.0","11","17399","11","null","","","","null","","27","","","83983","","","","","","","","","","1","","","","","","","1","","","","","","","","","","100","27500","109","33539","","","","1"
"","iti","","html-keyboard-response","155","84203","0.0-3.0-56.0-4.0","11","17399","11","null","","","","null","","27","","","84092","","","","","","","","","","","","","","","","","1","","","","","","","","","","100","27600","111","33648","100","","",""
"","deliberation","","html-keyboard-response","156","84404","0.0-3.0-58.0-0.0","11","17399","11","196","","","","68","","28","","","84203","1","26","43","body_parts","objects","50","50","Stimuli/Experimental_stims/body_parts/engin-akyurt-x_3gyC42btc-unsplash.jpg","Stimuli/Experimental_stims/objects/jonathan-greenaway-Y4hGgeiFn3s-unsplash.jpg","0","K","0","0","","original","3200","2","1","26","43","body_parts","objects","Stimuli/Experimental_stims/body_parts/engin-akyurt-x_3gyC42btc-unsplash.jpg","Stimuli/Experimental_stims/objects/jonathan-greenaway-Y4hGgeiFn3s-unsplash.jpg","50","50","196","27700","201","33759","","","",""
"","deliberation_confirmation","","html-keyboard-response","157","85219","0.0-3.0-58.0-2.0-0.0","11","17399","11","null","","","","null","","28","","","84404","","","","","","","","","","","","","","","","","2","","","","","","","","","","804","27896","815","33960","804","","",""
"","iti","","html-keyboard-response","158","85330","0.0-3.0-58.0-4.0","11","17399","11","null","","","","null","","28","","","85219","","","","","","","","","","","","","","","","","2","","","","","","","","","","100","28700","111","34775","100","","",""
"","deliberation","","html-keyboard-response","159","85350","0.0-3.0-60.0-0.0","11","17399","11","17","","","","68","","29","","","85330","1","28","5","body_parts","outdoor_scenes","50","50","Stimuli/Experimental_stims/body_parts/ira-vishnevskaya-8DQAvdCby1I-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/jeff-king-bJHWJeiHfHc-unsplash.jpg","0","I","0","0","","original","2900","2","1","28","5","body_parts","outdoor_scenes","Stimuli/Experimental_stims/body_parts/ira-vishnevskaya-8DQAvdCby1I-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/jeff-king-bJHWJeiHfHc-unsplash.jpg","50","50","17","28800","20","34886","","","",""
"","deliberation_confirmation","","html-keyboard-response","160","86343","0.0-3.0-60.0-2.0-0.0","11","17399","11","null","","","","null","","29","","","85350","","","","","","","","","","","","","","","","","2","","","","","","","","","","983","28817","993","34906","983","","",""
"","iti","","html-keyboard-response","161","86452","0.0-3.0-60.0-4.0","11","17399","11","null","","","","null","","29","","","86343","","","","","","","","","","","","","","","","","2","","","","","","","","","","100","29800","109","35899","100","","",""
"","deliberation","","html-keyboard-response","162","88067","0.0-3.0-62.0-0.0","11","17399","11","198","","","","68","","30","","","86452","","","","","","","","","","0","C","0","1600","right","scramble","1300","2","1","2","27","outdoor_scenes","body_parts","Stimuli/Experimental_stims/scramble/outdoor_scenes/scrambled_bruno-van-der-kraan-qez8mNJ3ilU-unsplash.jpg","Stimuli/Experimental_stims/scramble/body_parts/scrambled_heike-mintel-i_Gns0ELnLw-unsplash.jpg","NaN","NaN","1600","29900","1615","36008","","","",""
"","scramble_prompt","","html-keyboard-response","163","88072","0.0-3.0-62.0-1.0-0.0","11","17399","11","null","","","","null","","30","","","88067","NaN","NaN","NaN","NaN","NaN","","","NaN","NaN","","","","","","","","2","","","","","","","","","","-600","31500","5","37623","-600","0","1",""
"","deliberation_no_response","","html-keyboard-response","164","88174","0.0-3.0-62.0-3.0-0.0","11","17399","11","null","","","","null","","30","","","88072","","","","","","","","","","1","","","","","","","2","","","","","","","","","","100","30900","102","37628","","","","1"
"","iti","","html-keyboard-response","165","88282","0.0-3.0-62.0-4.0","11","17399","11","null","","","","null","","30","","","88174","","","","","","","","","","","","","","","","","2","","","","","","","","","","100","31000","108","37730","100","","",""
"","deliberation","","html-keyboard-response","166","88992","0.0-3.0-64.0-0.0","11","17399","11","168","","","","68","","31","","","88282","","","","","","","","","","0","H","0","700","left","scramble","1000","2","1","12","4","faces","outdoor_scenes","Stimuli/Experimental_stims/scramble/faces/scrambled_aiony-haust-jmATI5Q_YgY-unsplash.jpg","Stimuli/Experimental_stims/scramble/outdoor_scenes/scrambled_jarrett-kow-1ZOyYPOBn7I-unsplash.jpg","NaN","NaN","700","31100","710","37838","","","",""
"","scramble_prompt","","html-keyboard-response","167","89238","0.0-3.0-64.0-1.0-0.0","11","17399","11","242","","","","68","","31","","","88992","1","12","4","faces","outdoor_scenes","","","Stimuli/Experimental_stims/scramble/faces/scrambled_aiony-haust-jmATI5Q_YgY-unsplash.jpg","Stimuli/Experimental_stims/scramble/outdoor_scenes/scrambled_jarrett-kow-1ZOyYPOBn7I-unsplash.jpg","0","","","","","","","2","","","","","","","","","","242","31800","246","38548","300","1","",""
"","deliberation_confirmation","","html-keyboard-response","168","89307","0.0-3.0-64.0-2.0-0.0","11","17399","11","null","","","","null","","31","","","89238","","","","","","","","","","","","","","","","","2","","","","","","","","","","58","32042","69","38794","58","","",""
"","iti","","html-keyboard-response","169","89417","0.0-3.0-64.0-4.0","11","17399","11","null","","","","null","","31","","","89307","","","","","","","","","","","","","","","","","2","","","","","","","","","","100","32100","110","38863","100","","",""
"","deliberation","","html-keyboard-response","170","89593","0.0-3.0-66.0-0.0","11","17399","11","173","","","","68","","32","","","89417","1","41","24","objects","body_parts","50","50","Stimuli/Experimental_stims/objects/insung-yoon-w2JtIQQXoRU-unsplash.jpg","Stimuli/Experimental_stims/body_parts/clay-banks-LjqARJaJotc-unsplash.jpg","0","E","0","0","","original","1000","2","1","41","24","objects","body_parts","Stimuli/Experimental_stims/objects/insung-yoon-w2JtIQQXoRU-unsplash.jpg","Stimuli/Experimental_stims/body_parts/clay-banks-LjqARJaJotc-unsplash.jpg","50","50","173","32200","176","38973","","","",""
"","deliberation_confirmation","","html-keyboard-response","171","90429","0.0-3.0-66.0-2.0-0.0","11","17399","11","null","","","","null","","32","","","89593","","","","","","","","","","","","","","","","","2","","","","","","","","","","827","32373","836","39149","827","","",""
"","iti","","html-keyboard-response","172","90538","0.0-3.0-66.0-4.0","11","17399","11","null","","","","null","","32","","","90429","","","","","","","","","","","","","","","","","2","","","","","","","","","","100","33200","109","39985","100","","",""
"","deliberation","","html-keyboard-response","173","92347","0.0-3.0-68.0-0.0","11","17399","11","205","","","","68","","33","","","90538","","","","","","","","","","0","F","0","1800","right","scramble","1300","2","1","14","35","faces","body_parts","Stimuli/Experimental_stims/scramble/faces/scrambled_david-siglin-UuW4psOb388-unsplash.jpg","Stimuli/Experimental_stims/scramble/body_parts/scrambled_wc-so-KH4AAPjb-tI-unsplash.jpg","NaN","NaN","1800","33300","1809","40094","","","",""
"","scramble_prompt","","html-keyboard-response","174","92352","0.0-3.0-68.0-1.0-0.0","11","17399","11","null","","","","null","","33","","","92347","NaN","NaN","NaN","NaN","NaN","","","NaN","NaN","","","","","","","","2","","","","","","","","","","-800","35100","5","41903","-800","0","1",""
"","deliberation_no_response","","html-keyboard-response","175","92468","0.0-3.0-68.0-3.0-0.0","11","17399","11","null","","","","null","","33","","","92352","","","","","","","","","","1","","","","","","","2","","","","","","","","","","100","34300","116","41908","","","","1"
"","iti","","html-keyboard-response","176","92580","0.0-3.0-68.0-4.0","11","17399","11","null","","","","null","","33","","","92468","","","","","","","","","","","","","","","","","2","","","","","","","","","","100","34400","112","42024","100","","",""
