"success","ttype","start_time","trial_type","trial_index","time_elapsed","internal_node_id","age","PID","gender","rt","responses","view_history","repeat_instructions","key_press","response","index","stimulus_index","path","run","task","isi","is_odd_ball","no_response","acc","duration","onset","left_chosen","chosen_stimulus","unchosen_stimulus","chosen_category","unchosen_category","chosen_rating","unchosen_rating","chosen_path","unchosen_path","pair_id","practice","scramble_screen_time","scramble_instructed_side","stim_type","iti","block","left_stimulus","right_stimulus","left_category","right_category","left_path","right_path","left_rating","right_rating","response_ends_trial","trial_duration","scramble_acc","scramble_no_response","warning","stimulus_id","item_id","outcome","response_rt","deliberation_reward_tally","choice_type","gain_left","left_item_id","right_item_id","higher_outcome_chosen","chosen_left","old_pair","pair_type","old_response","pair_acc","reward_type","outcome_response","outcome_rt","outcome_acc","category","choice","deliberated_stim","old_rating","new_rating","total_reward_tally"
"","iti_localizer","","html-keyboard-response","339","218131","0.0-2.0-141.0-1.0","11","14054","1","null","","","","null","","139","","","1","","","","","","0.3","175.7000000000006","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","340","218546","0.0-2.0-142.0-0.0","11","14054","1","NaN","","","","null","NaN","140","","Stimuli/Experimental_stims/localizer/outdoor_scenes/derek-mack-CcRZ4k3c6gA-unsplash.jpg","1","outdoor_scenes","","0","1","0","0.4","176.00000000000063","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","341","218854","0.0-2.0-142.0-1.0","11","14054","1","null","","","","null","","140","","","1","","","","","","0.3","176.40000000000063","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","342","219264","0.0-2.0-143.0-0.0","11","14054","1","NaN","","","","null","NaN","141","","Stimuli/Experimental_stims/localizer/outdoor_scenes/marcelo-quinan-u0ZgqJD55pE-unsplash.jpg","1","outdoor_scenes","","0","1","0","0.4","176.70000000000064","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","343","219578","0.0-2.0-143.0-1.0","11","14054","1","null","","","","null","","141","","","1","","","","","","0.3","177.10000000000065","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","344","219993","0.0-2.0-144.0-0.0","11","14054","1","NaN","","","","null","NaN","142","","Stimuli/Experimental_stims/localizer/outdoor_scenes/john-mark-arnold-XNIjmb6Ax04-unsplash.jpg","1","outdoor_scenes","","1","1","0","0.4","177.40000000000066","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","345","220301","0.0-2.0-144.0-1.0","11","14054","1","null","","","","null","","142","","","1","","","","","","0.3","177.80000000000067","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","346","220710","0.0-2.0-145.0-0.0","11","14054","1","NaN","","","","null","NaN","143","","Stimuli/Experimental_stims/localizer/outdoor_scenes/bruno-van-der-kraan-qez8mNJ3ilU-unsplash.jpg","1","outdoor_scenes","","0","1","0","0.4","178.10000000000068","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","347","221027","0.0-2.0-145.0-1.0","11","14054","1","null","","","","null","","143","","","1","","","","","","0.3","178.50000000000068","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","348","221442","0.0-2.0-146.0-0.0","11","14054","1","NaN","","","","null","NaN","144","","Stimuli/Experimental_stims/localizer/outdoor_scenes/luca-micheli-ruWkmt3nU58-unsplash.jpg","1","outdoor_scenes","","0","1","0","0.4","178.8000000000007","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","349","221751","0.0-2.0-146.0-1.0","11","14054","1","null","","","","null","","144","","","1","","","","","","0.3","179.2000000000007","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","350","222162","0.0-2.0-147.0-0.0","11","14054","1","NaN","","","","null","NaN","145","","Stimuli/Experimental_stims/localizer/outdoor_scenes/damian-patkowski-T-LfvX-7IVg-unsplash.jpg","1","outdoor_scenes","","0","1","0","0.4","179.5000000000007","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","351","236179","0.0-2.0-147.0-1.0","11","14054","1","null","","","","null","","145","","","1","","","","","","14","179.90000000000072","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","352","236595","0.0-2.0-148.0-0.0","11","14054","1","NaN","","","","null","NaN","146","","Stimuli/Experimental_stims/localizer/faces/hassan-khan-EGVccebWodM-unsplash.jpg","1","faces","","0","1","0","0.4","193.90000000000072","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","353","236907","0.0-2.0-148.0-1.0","11","14054","1","null","","","","null","","146","","","1","","","","","","0.3","194.30000000000072","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","354","237323","0.0-2.0-149.0-0.0","11","14054","1","NaN","","","","null","NaN","147","","Stimuli/Experimental_stims/localizer/faces/jurica-koletic-7YVZYZeITc8-unsplash.jpg","1","faces","","0","1","0","0.4","194.60000000000073","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","355","237633","0.0-2.0-149.0-1.0","11","14054","1","null","","","","null","","147","","","1","","","","","","0.3","195.00000000000074","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","356","238051","0.0-2.0-150.0-0.0","11","14054","1","NaN","","","","null","NaN","148","","Stimuli/Experimental_stims/localizer/faces/joseph-gonzalez-iFgRcqHznqg-unsplash.jpg","1","faces","","1","1","0","0.4","195.30000000000075","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","357","238359","0.0-2.0-150.0-1.0","11","14054","1","null","","","","null","","148","","","1","","","","","","0.3","195.70000000000076","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","358","238767","0.0-2.0-151.0-0.0","11","14054","1","NaN","","","","null","NaN","149","","Stimuli/Experimental_stims/localizer/faces/cdc-ddKBuWekZr0-unsplash.jpg","1","faces","","0","1","0","0.4","196.00000000000077","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","359","239083","0.0-2.0-151.0-1.0","11","14054","1","null","","","","null","","149","","","1","","","","","","0.3","196.40000000000077","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","360","239497","0.0-2.0-152.0-0.0","11","14054","1","NaN","","","","null","NaN","150","","Stimuli/Experimental_stims/localizer/faces/toa-heftiba-2O1EUSTRBrY-unsplash.jpg","1","faces","","0","1","0","0.4","196.70000000000078","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","361","239811","0.0-2.0-152.0-1.0","11","14054","1","null","","","","null","","150","","","1","","","","","","0.3","197.1000000000008","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","362","240227","0.0-2.0-153.0-0.0","11","14054","1","NaN","","","","null","NaN","151","","Stimuli/Experimental_stims/localizer/faces/james-marty-h1BuNJZzpC8-unsplash.jpg","1","faces","","0","1","0","0.4","197.4000000000008","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","363","240539","0.0-2.0-153.0-1.0","11","14054","1","null","","","","null","","151","","","1","","","","","","0.3","197.8000000000008","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","364","240950","0.0-2.0-154.0-0.0","11","14054","1","NaN","","","","null","NaN","152","","Stimuli/Experimental_stims/localizer/faces/mubariz-mehdizadeh-Py8F6-hRn5o-unsplash.jpg","1","faces","","0","1","0","0.4","198.10000000000082","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","365","241266","0.0-2.0-154.0-1.0","11","14054","1","null","","","","null","","152","","","1","","","","","","0.3","198.50000000000082","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","366","241679","0.0-2.0-155.0-0.0","11","14054","1","NaN","","","","null","NaN","153","","Stimuli/Experimental_stims/localizer/faces/pavel-anoshin-d0peGya6R5Y-unsplash.jpg","1","faces","","0","1","0","0.4","198.80000000000084","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","367","241996","0.0-2.0-155.0-1.0","11","14054","1","null","","","","null","","153","","","1","","","","","","0.3","199.20000000000084","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","368","242409","0.0-2.0-156.0-0.0","11","14054","1","NaN","","","","null","NaN","154","","Stimuli/Experimental_stims/localizer/faces/binh-ly-k_4A59MzZTY-unsplash.jpg","1","faces","","0","1","0","0.4","199.50000000000085","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","369","242723","0.0-2.0-156.0-1.0","11","14054","1","null","","","","null","","154","","","1","","","","","","0.3","199.90000000000086","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","370","243136","0.0-2.0-157.0-0.0","11","14054","1","NaN","","","","null","NaN","155","","Stimuli/Experimental_stims/localizer/faces/christopher-campbell-rDEOVtE7vOs-unsplash.jpg","1","faces","","0","1","0","0.4","200.20000000000087","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","371","243449","0.0-2.0-157.0-1.0","11","14054","1","null","","","","null","","155","","","1","","","","","","0.3","200.60000000000088","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","372","243868","0.0-2.0-158.0-0.0","11","14054","1","NaN","","","","null","NaN","156","","Stimuli/Experimental_stims/localizer/faces/darshan-patel-QJEVpydulGs-unsplash.jpg","1","faces","","0","1","0","0.4","200.9000000000009","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","373","244179","0.0-2.0-158.0-1.0","11","14054","1","null","","","","null","","156","","","1","","","","","","0.3","201.3000000000009","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","374","244595","0.0-2.0-159.0-0.0","11","14054","1","NaN","","","","null","NaN","157","","Stimuli/Experimental_stims/localizer/faces/rui-silvestre-hAMJpesMeDE-unsplash.jpg","1","faces","","0","1","0","0.4","201.6000000000009","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","375","244908","0.0-2.0-159.0-1.0","11","14054","1","null","","","","null","","157","","","1","","","","","","0.3","202.0000000000009","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","376","245323","0.0-2.0-160.0-0.0","11","14054","1","NaN","","","","null","NaN","158","","Stimuli/Experimental_stims/localizer/faces/christian-ferrer-8vT-DgHZDG4-unsplash.jpg","1","faces","","0","1","0","0.4","202.30000000000092","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","377","245630","0.0-2.0-160.0-1.0","11","14054","1","null","","","","null","","158","","","1","","","","","","0.3","202.70000000000093","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","378","246044","0.0-2.0-161.0-0.0","11","14054","1","NaN","","","","null","NaN","159","","Stimuli/Experimental_stims/localizer/faces/mubariz-mehdizadeh-o-wlIFT4zE4-unsplash.jpg","1","faces","","0","1","0","0.4","203.00000000000094","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","379","246356","0.0-2.0-161.0-1.0","11","14054","1","null","","","","null","","159","","","1","","","","","","0.3","203.40000000000094","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","380","246766","0.0-2.0-162.0-0.0","11","14054","1","NaN","","","","null","NaN","160","","Stimuli/Experimental_stims/localizer/faces/alexis-chloe-TYDkKEgc0Fg-unsplash.jpg","1","faces","","1","1","0","0.4","203.70000000000095","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","381","247078","0.0-2.0-162.0-1.0","11","14054","1","null","","","","null","","160","","","1","","","","","","0.3","204.10000000000096","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","382","247486","0.0-2.0-163.0-0.0","11","14054","1","NaN","","","","null","NaN","161","","Stimuli/Experimental_stims/localizer/faces/prince-akachi-LWkFHEGpleE-unsplash.jpg","1","faces","","0","1","0","0.4","204.40000000000097","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","383","247799","0.0-2.0-163.0-1.0","11","14054","1","null","","","","null","","161","","","1","","","","","","0.3","204.80000000000098","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","384","248205","0.0-2.0-164.0-0.0","11","14054","1","NaN","","","","null","NaN","162","","Stimuli/Experimental_stims/localizer/faces/allef-vinicius-C_1jjFJioWg-unsplash.jpg","1","faces","","0","1","0","0.4","205.100000000001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","385","248519","0.0-2.0-164.0-1.0","11","14054","1","null","","","","null","","162","","","1","","","","","","0.3","205.500000000001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","386","248926","0.0-2.0-165.0-0.0","11","14054","1","NaN","","","","null","NaN","163","","Stimuli/Experimental_stims/localizer/faces/ivana-cajina-_7LbC5J-jw4-unsplash.jpg","1","faces","","0","1","0","0.4","205.800000000001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","387","249241","0.0-2.0-165.0-1.0","11","14054","1","null","","","","null","","163","","","1","","","","","","0.3","206.200000000001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","388","249655","0.0-2.0-166.0-0.0","11","14054","1","NaN","","","","null","NaN","164","","Stimuli/Experimental_stims/localizer/faces/christina-wocintechchat-com-0Zx1bDv5BNY-unsplash.jpg","1","faces","","0","1","0","0.4","206.50000000000102","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","389","249969","0.0-2.0-166.0-1.0","11","14054","1","null","","","","null","","164","","","1","","","","","","0.3","206.90000000000103","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","390","250386","0.0-2.0-167.0-0.0","11","14054","1","NaN","","","","null","NaN","165","","Stimuli/Experimental_stims/localizer/faces/ihor-saveliev-3POm-bxWIN8-unsplash.jpg","1","faces","","0","1","0","0.4","207.20000000000104","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","391","264399","0.0-2.0-167.0-1.0","11","14054","1","null","","","","null","","165","","","1","","","","","","14","207.60000000000105","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","392","264811","0.0-2.0-168.0-0.0","11","14054","1","NaN","","","","null","NaN","166","","Stimuli/Experimental_stims/localizer/outdoor_scenes/cayetano-gil-rguHxZmOF5U-unsplash.jpg","1","outdoor_scenes","","1","1","0","0.4","221.60000000000105","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","393","265118","0.0-2.0-168.0-1.0","11","14054","1","null","","","","null","","166","","","1","","","","","","0.3","222.00000000000105","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","394","265527","0.0-2.0-169.0-0.0","11","14054","1","NaN","","","","null","NaN","167","","Stimuli/Experimental_stims/localizer/outdoor_scenes/eberhard-grossgasteiger-y2azHvupCVo-unsplash.jpg","1","outdoor_scenes","","0","1","0","0.4","222.30000000000106","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","395","265842","0.0-2.0-169.0-1.0","11","14054","1","null","","","","null","","167","","","1","","","","","","0.3","222.70000000000107","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","396","266256","0.0-2.0-170.0-0.0","11","14054","1","NaN","","","","null","NaN","168","","Stimuli/Experimental_stims/localizer/outdoor_scenes/solotravelgoals-7kLufxYoqWk-unsplash.jpg","1","outdoor_scenes","","0","1","0","0.4","223.00000000000108","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","397","266568","0.0-2.0-170.0-1.0","11","14054","1","null","","","","null","","168","","","1","","","","","","0.3","223.40000000000109","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","398","266976","0.0-2.0-171.0-0.0","11","14054","1","NaN","","","","null","NaN","169","","Stimuli/Experimental_stims/localizer/outdoor_scenes/v2osk-1Z2niiBPg5A-unsplash.jpg","1","outdoor_scenes","","0","1","0","0.4","223.7000000000011","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","399","267287","0.0-2.0-171.0-1.0","11","14054","1","null","","","","null","","169","","","1","","","","","","0.3","224.1000000000011","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","400","267696","0.0-2.0-172.0-0.0","11","14054","1","NaN","","","","null","NaN","170","","Stimuli/Experimental_stims/localizer/outdoor_scenes/pascal-debrunner-1WQ5RZuH9xo-unsplash.jpg","1","outdoor_scenes","","0","1","0","0.4","224.4000000000011","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","401","268013","0.0-2.0-172.0-1.0","11","14054","1","null","","","","null","","170","","","1","","","","","","0.3","224.80000000000112","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","402","268421","0.0-2.0-173.0-0.0","11","14054","1","NaN","","","","null","NaN","171","","Stimuli/Experimental_stims/localizer/outdoor_scenes/keith-hardy-UVyavSwslOg-unsplash.jpg","1","outdoor_scenes","","0","1","0","0.4","225.10000000000113","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","403","268736","0.0-2.0-173.0-1.0","11","14054","1","null","","","","null","","171","","","1","","","","","","0.3","225.50000000000114","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","404","269144","0.0-2.0-174.0-0.0","11","14054","1","NaN","","","","null","NaN","172","","Stimuli/Experimental_stims/localizer/outdoor_scenes/mark-harpur-K2s_YE031CA-unsplash.jpg","1","outdoor_scenes","","0","1","0","0.4","225.80000000000115","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","405","269457","0.0-2.0-174.0-1.0","11","14054","1","null","","","","null","","172","","","1","","","","","","0.3","226.20000000000115","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","406","269862","0.0-2.0-175.0-0.0","11","14054","1","NaN","","","","null","NaN","173","","Stimuli/Experimental_stims/localizer/outdoor_scenes/chris-holgersson-zshyCr6HGw0-unsplash.jpg","1","outdoor_scenes","","0","1","0","0.4","226.50000000000117","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","407","270176","0.0-2.0-175.0-1.0","11","14054","1","null","","","","null","","173","","","1","","","","","","0.3","226.90000000000117","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","408","270586","0.0-2.0-176.0-0.0","11","14054","1","NaN","","","","null","NaN","174","","Stimuli/Experimental_stims/localizer/outdoor_scenes/jeremy-cai-ucYWe5mzTMU-unsplash.jpg","1","outdoor_scenes","","0","1","0","0.4","227.20000000000118","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","409","270895","0.0-2.0-176.0-1.0","11","14054","1","null","","","","null","","174","","","1","","","","","","0.3","227.6000000000012","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","410","271302","0.0-2.0-177.0-0.0","11","14054","1","NaN","","","","null","NaN","175","","Stimuli/Experimental_stims/localizer/outdoor_scenes/andres-sanz-uILhNE1VcwA-unsplash.jpg","1","outdoor_scenes","","0","1","0","0.4","227.9000000000012","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","411","271617","0.0-2.0-177.0-1.0","11","14054","1","null","","","","null","","175","","","1","","","","","","0.3","228.3000000000012","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","412","272031","0.0-2.0-178.0-0.0","11","14054","1","NaN","","","","null","NaN","176","","Stimuli/Experimental_stims/localizer/outdoor_scenes/alessio-furlan-Vw3a0HgE7AM-unsplash.jpg","1","outdoor_scenes","","0","1","0","0.4","228.60000000000122","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","413","272344","0.0-2.0-178.0-1.0","11","14054","1","null","","","","null","","176","","","1","","","","","","0.3","229.00000000000122","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","414","272754","0.0-2.0-179.0-0.0","11","14054","1","NaN","","","","null","NaN","177","","Stimuli/Experimental_stims/localizer/outdoor_scenes/nicolas-jehly-LzVB84KkZOE-unsplash.jpg","1","outdoor_scenes","","0","1","0","0.4","229.30000000000123","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","415","273067","0.0-2.0-179.0-1.0","11","14054","1","null","","","","null","","177","","","1","","","","","","0.3","229.70000000000124","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","416","273478","0.0-2.0-180.0-0.0","11","14054","1","NaN","","","","null","NaN","178","","Stimuli/Experimental_stims/localizer/outdoor_scenes/redd-f-Lm5rkxzgiFQ-unsplash.jpg","1","outdoor_scenes","","0","1","0","0.4","230.00000000000125","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","417","273790","0.0-2.0-180.0-1.0","11","14054","1","null","","","","null","","178","","","1","","","","","","0.3","230.40000000000126","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","418","274199","0.0-2.0-181.0-0.0","11","14054","1","NaN","","","","null","NaN","179","","Stimuli/Experimental_stims/localizer/outdoor_scenes/john-lee-oMneOBYhJxY-unsplash.jpg","1","outdoor_scenes","","0","1","0","0.4","230.70000000000127","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","419","274505","0.0-2.0-181.0-1.0","11","14054","1","null","","","","null","","179","","","1","","","","","","0.3","231.10000000000127","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","420","274911","0.0-2.0-182.0-0.0","11","14054","1","NaN","","","","null","NaN","180","","Stimuli/Experimental_stims/localizer/outdoor_scenes/fabian-quintero-UWQP2mh5YJI-unsplash.jpg","1","outdoor_scenes","","1","1","0","0.4","231.40000000000128","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","421","275222","0.0-2.0-182.0-1.0","11","14054","1","null","","","","null","","180","","","1","","","","","","0.3","231.8000000000013","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
