"success","ttype","start_time","trial_type","trial_index","time_elapsed","internal_node_id","age","PID","gender","rt","responses","view_history","repeat_instructions","key_press","response","index","stimulus_index","path","run","task","isi","is_odd_ball","no_response","acc","duration","onset","left_chosen","chosen_stimulus","unchosen_stimulus","chosen_category","unchosen_category","chosen_rating","unchosen_rating","chosen_path","unchosen_path","pair_id","practice","scramble_screen_time","scramble_instructed_side","stim_type","iti","block","left_stimulus","right_stimulus","left_category","right_category","left_path","right_path","left_rating","right_rating","response_ends_trial","trial_duration","scramble_acc","scramble_no_response","warning","stimulus_id","item_id","outcome","response_rt","deliberation_reward_tally","choice_type","gain_left","left_item_id","right_item_id","higher_outcome_chosen","chosen_left","old_pair","pair_type","old_response","pair_acc","reward_type","outcome_response","outcome_rt","outcome_acc","category","choice","deliberated_stim","old_rating","new_rating","total_reward_tally"
"","final_decisions","","html-keyboard-response","1537","3003260","0.0-5.0-102.0-0.0","11","14054","1","null","","","","null","","100","","","2","","","","1","","1.5","84.89999999999996","NaN","NaN","NaN","NaN","NaN","","","","","","0","","","","1500","2","32","9","body_parts","outdoor_scenes","Stimuli/Experimental_stims/body_parts/towfiqu-barbhuiya-3AsiVDsZnHg-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/sergey-pesterev-y-b_FOmJXdg-unsplash.jpg","50","50","","","","","","","","","","","chosen","0","no_gain6","gain4","","","","","","","","","","","","","","","",""
"","final_decisions_no_response","","html-keyboard-response","1538","3003574","0.0-5.0-102.0-2.0-0.0","11","14054","1","null","","","","null","","100","","","2","","","","1","","0.3","86.39999999999996","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1539","3004789","0.0-5.0-102.0-3.0","11","14054","1","null","","","","null","","100","","","2","","","","","","1.2","86.69999999999996","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1540","3006296","0.0-5.0-103.0-0.0","11","14054","1","null","","","","null","","101","","","2","","","","1","","1.5","87.89999999999996","NaN","NaN","NaN","NaN","NaN","","","","","","0","","","","1600","2","45","22","objects","faces","Stimuli/Experimental_stims/objects/leohoho-rngTKHXumy0-unsplash.jpg","Stimuli/Experimental_stims/faces/ravi-patel-VMGAbeeJTKo-unsplash.jpg","50","50","","","","","","","","","","","unchosen","0","no_gain5","gain2","","","","","","","","","","","","","","","",""
"","final_decisions_no_response","","html-keyboard-response","1541","3006614","0.0-5.0-103.0-2.0-0.0","11","14054","1","null","","","","null","","101","","","2","","","","1","","0.3","89.39999999999996","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1542","3007926","0.0-5.0-103.0-3.0","11","14054","1","null","","","","null","","101","","","2","","","","","","1.3","89.69999999999996","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1543","3009446","0.0-5.0-104.0-0.0","11","14054","1","null","","","","null","","102","","","2","","","","1","","1.5","90.99999999999996","NaN","NaN","NaN","NaN","NaN","","","","","","0","","","","1500","2","3","26","outdoor_scenes","body_parts","Stimuli/Experimental_stims/outdoor_scenes/henry-be-NLF6hTe4PAg-unsplash.jpg","Stimuli/Experimental_stims/body_parts/engin-akyurt-x_3gyC42btc-unsplash.jpg","50","50","","","","","","","","","","","chosen","0","no_gain5","gain6","","","","","","","","","","","","","","","",""
"","final_decisions_no_response","","html-keyboard-response","1544","3009759","0.0-5.0-104.0-2.0-0.0","11","14054","1","null","","","","null","","102","","","2","","","","1","","0.3","92.49999999999996","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1545","3010969","0.0-5.0-104.0-3.0","11","14054","1","null","","","","null","","102","","","2","","","","","","1.2","92.79999999999995","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1546","3012478","0.0-5.0-105.0-0.0","11","14054","1","null","","","","null","","103","","","2","","","","1","","1.5","93.99999999999996","NaN","NaN","NaN","NaN","NaN","","","","","","0","","","","2000","2","19","27","faces","body_parts","Stimuli/Experimental_stims/faces/joel-mott-LaK153ghdig-unsplash.jpg","Stimuli/Experimental_stims/body_parts/heike-mintel-i_Gns0ELnLw-unsplash.jpg","50","50","","","","","","","","","","","unchosen","1","gain4","no_gain3","","","","","","","","","","","","","","","",""
"","final_decisions_no_response","","html-keyboard-response","1547","3012787","0.0-5.0-105.0-2.0-0.0","11","14054","1","null","","","","null","","103","","","2","","","","1","","0.3","95.49999999999996","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1548","3014498","0.0-5.0-105.0-3.0","11","14054","1","null","","","","null","","103","","","2","","","","","","1.7","95.79999999999995","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1549","3016014","0.0-5.0-106.0-0.0","11","14054","1","null","","","","null","","104","","","2","","","","1","","1.5","97.49999999999996","NaN","NaN","NaN","NaN","NaN","","","","","","0","","","","2000","2","35","46","body_parts","objects","Stimuli/Experimental_stims/body_parts/wc-so-KH4AAPjb-tI-unsplash.jpg","Stimuli/Experimental_stims/objects/mockup-graphics-PNsj6RiHAF4-unsplash.jpg","50","50","","","","","","","","","","","chosen","1","gain2","no_gain4","","","","","","","","","","","","","","","",""
"","final_decisions_no_response","","html-keyboard-response","1550","3016333","0.0-5.0-106.0-2.0-0.0","11","14054","1","null","","","","null","","104","","","2","","","","1","","0.3","98.99999999999996","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1551","3018042","0.0-5.0-106.0-3.0","11","14054","1","null","","","","null","","104","","","2","","","","","","1.7","99.29999999999995","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1552","3019558","0.0-5.0-107.0-0.0","11","14054","1","null","","","","null","","105","","","2","","","","1","","1.5","100.99999999999996","NaN","NaN","NaN","NaN","NaN","","","","","","0","","","","3400","2","2","40","outdoor_scenes","objects","Stimuli/Experimental_stims/outdoor_scenes/bruno-van-der-kraan-qez8mNJ3ilU-unsplash.jpg","Stimuli/Experimental_stims/objects/fabian-blank-pElSkGRA2NU-unsplash.jpg","50","50","","","","","","","","","","","chosen","0","no_gain2","gain1","","","","","","","","","","","","","","","",""
"","final_decisions_no_response","","html-keyboard-response","1553","3019864","0.0-5.0-107.0-2.0-0.0","11","14054","1","null","","","","null","","105","","","2","","","","1","","0.3","102.49999999999996","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1554","3022983","0.0-5.0-107.0-3.0","11","14054","1","null","","","","null","","105","","","2","","","","","","3.1","102.79999999999995","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1555","3024503","0.0-5.0-108.0-0.0","11","14054","1","null","","","","null","","106","","","2","","","","1","","1.5","105.89999999999995","NaN","NaN","NaN","NaN","NaN","","","","","","0","","","","1600","2","23","43","faces","objects","Stimuli/Experimental_stims/faces/rikonavt-HQjfrvdTfak-unsplash.jpg","Stimuli/Experimental_stims/objects/jonathan-greenaway-Y4hGgeiFn3s-unsplash.jpg","50","50","","","","","","","","","","","unchosen","1","gain1","no_gain6","","","","","","","","","","","","","","","",""
"","final_decisions_no_response","","html-keyboard-response","1556","3024822","0.0-5.0-108.0-2.0-0.0","11","14054","1","null","","","","null","","106","","","2","","","","1","","0.3","107.39999999999995","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1557","3026140","0.0-5.0-108.0-3.0","11","14054","1","null","","","","null","","106","","","2","","","","","","1.3","107.69999999999995","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1558","3027653","0.0-5.0-109.0-0.0","11","14054","1","null","","","","null","","107","","","2","","","","1","","1.5","108.99999999999994","NaN","NaN","NaN","NaN","NaN","","","","","","0","","","","2400","2","37","5","objects","outdoor_scenes","Stimuli/Experimental_stims/objects/alexander-andrews-VLGWE_SumrA-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/jeff-king-bJHWJeiHfHc-unsplash.jpg","50","50","","","","","","","","","","","unchosen","0","no_gain1","gain3","","","","","","","","","","","","","","","",""
"","final_decisions_no_response","","html-keyboard-response","1559","3027962","0.0-5.0-109.0-2.0-0.0","11","14054","1","null","","","","null","","107","","","2","","","","1","","0.3","110.49999999999994","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1560","3030078","0.0-5.0-109.0-3.0","11","14054","1","null","","","","null","","107","","","2","","","","","","2.1","110.79999999999994","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1561","3031599","0.0-5.0-110.0-0.0","11","14054","1","null","","","","null","","108","","","2","","","","1","","1.5","112.89999999999993","NaN","NaN","NaN","NaN","NaN","","","","","","0","","","","2900","2","3","35","outdoor_scenes","body_parts","Stimuli/Experimental_stims/outdoor_scenes/henry-be-NLF6hTe4PAg-unsplash.jpg","Stimuli/Experimental_stims/body_parts/wc-so-KH4AAPjb-tI-unsplash.jpg","50","50","","","","","","","","","","","chosen","0","no_gain5","gain2","","","","","","","","","","","","","","","",""
"","final_decisions_no_response","","html-keyboard-response","1562","3031919","0.0-5.0-110.0-2.0-0.0","11","14054","1","null","","","","null","","108","","","2","","","","1","","0.3","114.39999999999993","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1563","3034534","0.0-5.0-110.0-3.0","11","14054","1","null","","","","null","","108","","","2","","","","","","2.6","114.69999999999993","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1564","3036050","0.0-5.0-111.0-0.0","11","14054","1","null","","","","null","","109","","","2","","","","1","","1.5","117.29999999999993","NaN","NaN","NaN","NaN","NaN","","","","","","0","","","","2100","2","35","2","body_parts","outdoor_scenes","Stimuli/Experimental_stims/body_parts/wc-so-KH4AAPjb-tI-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/bruno-van-der-kraan-qez8mNJ3ilU-unsplash.jpg","50","50","","","","","","","","","","","chosen","1","gain2","no_gain2","","","","","","","","","","","","","","","",""
"","final_decisions_no_response","","html-keyboard-response","1565","3036362","0.0-5.0-111.0-2.0-0.0","11","14054","1","null","","","","null","","109","","","2","","","","1","","0.3","118.79999999999993","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1566","3038174","0.0-5.0-111.0-3.0","11","14054","1","null","","","","null","","109","","","2","","","","","","1.8","119.09999999999992","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1567","3039686","0.0-5.0-112.0-0.0","11","14054","1","null","","","","null","","110","","","2","","","","1","","1.5","120.89999999999992","NaN","NaN","NaN","NaN","NaN","","","","","","0","","","","3600","2","7","43","outdoor_scenes","objects","Stimuli/Experimental_stims/outdoor_scenes/petr-vysohlid-9fqwGqGLUxc-unsplash.jpg","Stimuli/Experimental_stims/objects/jonathan-greenaway-Y4hGgeiFn3s-unsplash.jpg","50","50","","","","","","","","","","","unchosen","1","gain5","no_gain6","","","","","","","","","","","","","","","",""
"","final_decisions_no_response","","html-keyboard-response","1568","3039999","0.0-5.0-112.0-2.0-0.0","11","14054","1","null","","","","null","","110","","","2","","","","1","","0.3","122.39999999999992","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1569","3043313","0.0-5.0-112.0-3.0","11","14054","1","null","","","","null","","110","","","2","","","","","","3.3","122.69999999999992","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1570","3044825","0.0-5.0-113.0-0.0","11","14054","1","null","","","","null","","111","","","2","","","","1","","1.5","125.99999999999991","NaN","NaN","NaN","NaN","NaN","","","","","","0","","","","1900","2","26","46","body_parts","objects","Stimuli/Experimental_stims/body_parts/engin-akyurt-x_3gyC42btc-unsplash.jpg","Stimuli/Experimental_stims/objects/mockup-graphics-PNsj6RiHAF4-unsplash.jpg","50","50","","","","","","","","","","","chosen","1","gain6","no_gain4","","","","","","","","","","","","","","","",""
"","final_decisions_no_response","","html-keyboard-response","1571","3045139","0.0-5.0-113.0-2.0-0.0","11","14054","1","null","","","","null","","111","","","2","","","","1","","0.3","127.49999999999991","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1572","3046759","0.0-5.0-113.0-3.0","11","14054","1","null","","","","null","","111","","","2","","","","","","1.6","127.79999999999991","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1573","3048274","0.0-5.0-114.0-0.0","11","14054","1","null","","","","null","","112","","","2","","","","1","","1.5","129.39999999999992","NaN","NaN","NaN","NaN","NaN","","","","","","0","","","","1000","2","47","17","objects","faces","Stimuli/Experimental_stims/objects/ronaldo-arthur-vidal-Cdz_lvnl37k-unsplash.jpg","Stimuli/Experimental_stims/faces/good-faces-xmSWVeGEnJw-unsplash.jpg","50","50","","","","","","","","","","","chosen","1","gain3","no_gain1","","","","","","","","","","","","","","","",""
"","final_decisions_no_response","","html-keyboard-response","1574","3048586","0.0-5.0-114.0-2.0-0.0","11","14054","1","null","","","","null","","112","","","2","","","","1","","0.3","130.89999999999992","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1575","3049298","0.0-5.0-114.0-3.0","11","14054","1","null","","","","null","","112","","","2","","","","","","0.7","131.19999999999993","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1576","3050809","0.0-5.0-115.0-0.0","11","14054","1","null","","","","null","","113","","","2","","","","1","","1.5","131.89999999999992","NaN","NaN","NaN","NaN","NaN","","","","","","0","","","","1500","2","32","35","body_parts","body_parts","Stimuli/Experimental_stims/body_parts/towfiqu-barbhuiya-3AsiVDsZnHg-unsplash.jpg","Stimuli/Experimental_stims/body_parts/wc-so-KH4AAPjb-tI-unsplash.jpg","50","50","","","","","","","","","","","chosen","0","no_gain6","gain2","","","","","","","","","","","","","","","",""
"","final_decisions_no_response","","html-keyboard-response","1577","3051127","0.0-5.0-115.0-2.0-0.0","11","14054","1","null","","","","null","","113","","","2","","","","1","","0.3","133.39999999999992","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1578","3052337","0.0-5.0-115.0-3.0","11","14054","1","null","","","","null","","113","","","2","","","","","","1.2","133.69999999999993","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1579","3053852","0.0-5.0-116.0-0.0","11","14054","1","null","","","","null","","114","","","2","","","","1","","1.5","134.89999999999992","NaN","NaN","NaN","NaN","NaN","","","","","","0","","","","1600","2","23","27","faces","body_parts","Stimuli/Experimental_stims/faces/rikonavt-HQjfrvdTfak-unsplash.jpg","Stimuli/Experimental_stims/body_parts/heike-mintel-i_Gns0ELnLw-unsplash.jpg","50","50","","","","","","","","","","","unchosen","1","gain1","no_gain3","","","","","","","","","","","","","","","",""
"","final_decisions_no_response","","html-keyboard-response","1580","3054161","0.0-5.0-116.0-2.0-0.0","11","14054","1","null","","","","null","","114","","","2","","","","1","","0.3","136.39999999999992","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1581","3055479","0.0-5.0-116.0-3.0","11","14054","1","null","","","","null","","114","","","2","","","","","","1.3","136.69999999999993","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1582","3056997","0.0-5.0-117.0-0.0","11","14054","1","null","","","","null","","115","","","2","","","","1","","1.5","137.99999999999994","NaN","NaN","NaN","NaN","NaN","","","","","","0","","","","1100","2","37","23","objects","faces","Stimuli/Experimental_stims/objects/alexander-andrews-VLGWE_SumrA-unsplash.jpg","Stimuli/Experimental_stims/faces/rikonavt-HQjfrvdTfak-unsplash.jpg","50","50","","","","","","","","","","","unchosen","0","no_gain1","gain1","","","","","","","","","","","","","","","",""
"","final_decisions_no_response","","html-keyboard-response","1583","3057311","0.0-5.0-117.0-2.0-0.0","11","14054","1","null","","","","null","","115","","","2","","","","1","","0.3","139.49999999999994","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1584","3058121","0.0-5.0-117.0-3.0","11","14054","1","null","","","","null","","115","","","2","","","","","","0.8","139.79999999999995","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1585","3059638","0.0-5.0-118.0-0.0","11","14054","1","null","","","","null","","116","","","2","","","","1","","1.5","140.59999999999997","NaN","NaN","NaN","NaN","NaN","","","","","","0","","","","4400","2","26","17","body_parts","faces","Stimuli/Experimental_stims/body_parts/engin-akyurt-x_3gyC42btc-unsplash.jpg","Stimuli/Experimental_stims/faces/good-faces-xmSWVeGEnJw-unsplash.jpg","50","50","","","","","","","","","","","chosen","1","gain6","no_gain1","","","","","","","","","","","","","","","",""
"","final_decisions_no_response","","html-keyboard-response","1586","3059959","0.0-5.0-118.0-2.0-0.0","11","14054","1","null","","","","null","","116","","","2","","","","1","","0.3","142.09999999999997","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1587","3064079","0.0-5.0-118.0-3.0","11","14054","1","null","","","","null","","116","","","2","","","","","","4.1","142.39999999999998","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1588","3065599","0.0-5.0-119.0-0.0","11","14054","1","null","","","","null","","117","","","2","","","","1","","1.5","146.49999999999997","NaN","NaN","NaN","NaN","NaN","","","","","","0","","","","1100","2","47","32","objects","body_parts","Stimuli/Experimental_stims/objects/ronaldo-arthur-vidal-Cdz_lvnl37k-unsplash.jpg","Stimuli/Experimental_stims/body_parts/towfiqu-barbhuiya-3AsiVDsZnHg-unsplash.jpg","50","50","","","","","","","","","","","chosen","1","gain3","no_gain6","","","","","","","","","","","","","","","",""
"","final_decisions_no_response","","html-keyboard-response","1589","3065916","0.0-5.0-119.0-2.0-0.0","11","14054","1","null","","","","null","","117","","","2","","","","1","","0.3","147.99999999999997","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1590","3066734","0.0-5.0-119.0-3.0","11","14054","1","null","","","","null","","117","","","2","","","","","","0.8","148.29999999999998","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1591","3068249","0.0-5.0-120.0-0.0","11","14054","1","null","","","","null","","118","","","2","","","","1","","1.5","149.1","NaN","NaN","NaN","NaN","NaN","","","","","","0","","","","1200","2","5","28","outdoor_scenes","body_parts","Stimuli/Experimental_stims/outdoor_scenes/jeff-king-bJHWJeiHfHc-unsplash.jpg","Stimuli/Experimental_stims/body_parts/ira-vishnevskaya-8DQAvdCby1I-unsplash.jpg","50","50","","","","","","","","","","","unchosen","1","gain3","no_gain4","","","","","","","","","","","","","","","",""
"","final_decisions_no_response","","html-keyboard-response","1592","3068564","0.0-5.0-120.0-2.0-0.0","11","14054","1","null","","","","null","","118","","","2","","","","1","","0.3","150.6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1593","3069479","0.0-5.0-120.0-3.0","11","14054","1","null","","","","null","","118","","","2","","","","","","0.9","150.9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1594","3070997","0.0-5.0-121.0-0.0","11","14054","1","null","","","","null","","119","","","2","","","","1","","1.5","151.8","NaN","NaN","NaN","NaN","NaN","","","","","","0","","","","1000","2","46","40","objects","objects","Stimuli/Experimental_stims/objects/mockup-graphics-PNsj6RiHAF4-unsplash.jpg","Stimuli/Experimental_stims/objects/fabian-blank-pElSkGRA2NU-unsplash.jpg","50","50","","","","","","","","","","","chosen","0","no_gain4","gain1","","","","","","","","","","","","","","","",""
"","final_decisions_no_response","","html-keyboard-response","1595","3071311","0.0-5.0-121.0-2.0-0.0","11","14054","1","null","","","","null","","119","","","2","","","","1","","0.3","153.3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1596","3072031","0.0-5.0-121.0-3.0","11","14054","1","null","","","","null","","119","","","2","","","","","","0.7","153.60000000000002","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1597","3073551","0.0-5.0-122.0-0.0","11","14054","1","null","","","","null","","120","","","2","","","","1","","1.5","154.3","NaN","NaN","NaN","NaN","NaN","","","","","","0","","","","1500","2","27","7","body_parts","outdoor_scenes","Stimuli/Experimental_stims/body_parts/heike-mintel-i_Gns0ELnLw-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/petr-vysohlid-9fqwGqGLUxc-unsplash.jpg","50","50","","","","","","","","","","","unchosen","0","no_gain3","gain5","","","","","","","","","","","","","","","",""
"","final_decisions_no_response","","html-keyboard-response","1598","3073872","0.0-5.0-122.0-2.0-0.0","11","14054","1","null","","","","null","","120","","","2","","","","1","","0.3","155.8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1599","3075082","0.0-5.0-122.0-3.0","11","14054","1","null","","","","null","","120","","","2","","","","","","1.2","156.10000000000002","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1600","3076598","0.0-5.0-123.0-0.0","11","14054","1","null","","","","null","","121","","","2","","","","1","","1.5","157.3","NaN","NaN","NaN","NaN","NaN","","","","","","0","","","","2000","2","37","19","objects","faces","Stimuli/Experimental_stims/objects/alexander-andrews-VLGWE_SumrA-unsplash.jpg","Stimuli/Experimental_stims/faces/joel-mott-LaK153ghdig-unsplash.jpg","50","50","","","","","","","","","","","unchosen","0","no_gain1","gain4","","","","","","","","","","","","","","","",""
"","final_decisions_no_response","","html-keyboard-response","1601","3076911","0.0-5.0-123.0-2.0-0.0","11","14054","1","null","","","","null","","121","","","2","","","","1","","0.3","158.8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1602","3078619","0.0-5.0-123.0-3.0","11","14054","1","null","","","","null","","121","","","2","","","","","","1.7","159.10000000000002","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1603","3080130","0.0-5.0-124.0-0.0","11","14054","1","null","","","","null","","122","","","2","","","","1","","1.5","160.8","NaN","NaN","NaN","NaN","NaN","","","","","","0","","","","3700","2","46","47","objects","objects","Stimuli/Experimental_stims/objects/mockup-graphics-PNsj6RiHAF4-unsplash.jpg","Stimuli/Experimental_stims/objects/ronaldo-arthur-vidal-Cdz_lvnl37k-unsplash.jpg","50","50","","","","","","","","","","","chosen","0","no_gain4","gain3","","","","","","","","","","","","","","","",""
"","final_decisions_no_response","","html-keyboard-response","1604","3080448","0.0-5.0-124.0-2.0-0.0","11","14054","1","null","","","","null","","122","","","2","","","","1","","0.3","162.3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1605","3083859","0.0-5.0-124.0-3.0","11","14054","1","null","","","","null","","122","","","2","","","","","","3.4","162.60000000000002","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1606","3085376","0.0-5.0-125.0-0.0","11","14054","1","null","","","","null","","123","","","2","","","","1","","1.5","166.00000000000003","NaN","NaN","NaN","NaN","NaN","","","","","","0","","","","2100","2","37","22","objects","faces","Stimuli/Experimental_stims/objects/alexander-andrews-VLGWE_SumrA-unsplash.jpg","Stimuli/Experimental_stims/faces/ravi-patel-VMGAbeeJTKo-unsplash.jpg","50","50","","","","","","","","","","","unchosen","0","no_gain1","gain2","","","","","","","","","","","","","","","",""
"","final_decisions_no_response","","html-keyboard-response","1607","3085691","0.0-5.0-125.0-2.0-0.0","11","14054","1","null","","","","null","","123","","","2","","","","1","","0.3","167.50000000000003","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1608","3087498","0.0-5.0-125.0-3.0","11","14054","1","null","","","","null","","123","","","2","","","","","","1.8","167.80000000000004","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1609","3089010","0.0-5.0-126.0-0.0","11","14054","1","null","","","","null","","124","","","2","","","","1","","1.5","169.60000000000005","NaN","NaN","NaN","NaN","NaN","","","","","","0","","","","1100","2","7","37","outdoor_scenes","objects","Stimuli/Experimental_stims/outdoor_scenes/petr-vysohlid-9fqwGqGLUxc-unsplash.jpg","Stimuli/Experimental_stims/objects/alexander-andrews-VLGWE_SumrA-unsplash.jpg","50","50","","","","","","","","","","","unchosen","1","gain5","no_gain1","","","","","","","","","","","","","","","",""
