"success","ttype","start_time","trial_type","trial_index","time_elapsed","internal_node_id","age","PID","gender","rt","responses","view_history","repeat_instructions","key_press","response","index","stimulus_index","path","start_time_elapsed","run","task","isi","is_odd_ball","no_response","acc","duration","onset","duration_time_elapsed","onset_time_elapsed","trial_duration","left_chosen","chosen_stimulus","unchosen_stimulus","chosen_category","unchosen_category","chosen_rating","unchosen_rating","chosen_path","unchosen_path","pair_id","practice","scramble_screen_time","scramble_instructed_side","stim_type","iti","block","left_stimulus","right_stimulus","left_category","right_category","left_path","right_path","left_rating","right_rating","warning","scramble_acc","missed_checkup","stimulus_id","item_id","outcome","response_rt","deliberation_reward_tally"
"","localizer","","html-keyboard-response","186","254162","0.0-2.0-54.0-0.0","33","97001","female","NaN","","","","null","NaN","52","","Stimuli/Experimental_stims/localizer/faces/austin-wade-X6Uj51n5CE8-unsplash.jpg","253757","1","faces","","0","1","0","400","59600","405","60167","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","187","254472","0.0-2.0-54.0-1.0","33","97001","female","null","","","","null","","52","","","254162","1","","","","","","300","60000","310","60572","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","188","254879","0.0-2.0-55.0-0.0","33","97001","female","1","","","","68","0","53","","Stimuli/Experimental_stims/localizer/faces/linkedin-sales-solutions-pAtA8xe_iVM-unsplash.jpg","254472","1","faces","","0","0","1","400","60300","407","60882","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","189","255184","0.0-2.0-55.0-1.0","33","97001","female","null","","","","null","","53","","","254879","1","","","","","","300","60700","305","61289","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","190","255590","0.0-2.0-56.0-0.0","33","97001","female","281","","","","68","0","54","","Stimuli/Experimental_stims/localizer/faces/pavel-anoshin-d0peGya6R5Y-unsplash.jpg","255184","1","faces","","0","0","1","400","61000","406","61594","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","191","255895","0.0-2.0-56.0-1.0","33","97001","female","null","","","","null","","54","","","255590","1","","","","","","300","61400","305","62000","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","192","256301","0.0-2.0-57.0-0.0","33","97001","female","275","","","","68","0","55","","Stimuli/Experimental_stims/localizer/faces/jeffery-erhunse-vp9mRauo68c-unsplash.jpg","255895","1","faces","","0","0","1","400","61700","406","62305","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","193","256605","0.0-2.0-57.0-1.0","33","97001","female","null","","","","null","","55","","","256301","1","","","","","","300","62100","304","62711","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","194","257012","0.0-2.0-58.0-0.0","33","97001","female","364","","","","68","0","56","","Stimuli/Experimental_stims/localizer/faces/aatik-tasneem-7omHUGhhmZ0-unsplash.jpg","256605","1","faces","","0","0","1","400","62400","407","63015","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","195","257318","0.0-2.0-58.0-1.0","33","97001","female","null","","","","null","","56","","","257012","1","","","","","","300","62800","306","63422","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","196","257724","0.0-2.0-59.0-0.0","33","97001","female","291","","","","68","0","57","","Stimuli/Experimental_stims/localizer/faces/abstral-official-cyOKLSgkgCE-unsplash.jpg","257318","1","faces","","0","0","1","400","63100","406","63728","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","197","258029","0.0-2.0-59.0-1.0","33","97001","female","null","","","","null","","57","","","257724","1","","","","","","300","63500","305","64134","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","198","258434","0.0-2.0-60.0-0.0","33","97001","female","316","","","","68","0","58","","Stimuli/Experimental_stims/localizer/faces/brooke-cagle-Nm70URdtf3c-unsplash (1).jpg","258029","1","faces","","0","0","1","400","63800","405","64439","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","199","258740","0.0-2.0-60.0-1.0","33","97001","female","null","","","","null","","58","","","258434","1","","","","","","300","64200","306","64844","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","200","259145","0.0-2.0-61.0-0.0","33","97001","female","261","","","","68","0","59","","Stimuli/Experimental_stims/localizer/faces/icons8-team-6LZuSzSwso0-unsplash.jpg","258740","1","faces","","0","0","1","400","64500","405","65150","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","201","259451","0.0-2.0-61.0-1.0","33","97001","female","null","","","","null","","59","","","259145","1","","","","","","300","64900","306","65555","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","202","259858","0.0-2.0-62.0-0.0","33","97001","female","286","","","","68","0","60","","Stimuli/Experimental_stims/localizer/faces/christina-wocintechchat-com-0Zx1bDv5BNY-unsplash.jpg","259451","1","faces","","0","0","1","400","65200","407","65861","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","203","260165","0.0-2.0-62.0-1.0","33","97001","female","null","","","","null","","60","","","259858","1","","","","","","300","65600","307","66268","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","204","260570","0.0-2.0-63.0-0.0","33","97001","female","260","","","","68","0","61","","Stimuli/Experimental_stims/localizer/faces/juan-encalada-WC7KIHo13Fc-unsplash.jpg","260165","1","faces","","0","0","1","400","65900","405","66575","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","205","260877","0.0-2.0-63.0-1.0","33","97001","female","null","","","","null","","61","","","260570","1","","","","","","300","66300","307","66980","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","206","261282","0.0-2.0-64.0-0.0","33","97001","female","116","","","","68","0","62","","Stimuli/Experimental_stims/localizer/faces/nick-karvounis-JyO_szjGvUw-unsplash.jpg","260877","1","faces","","0","0","1","400","66600","405","67287","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","207","261587","0.0-2.0-64.0-1.0","33","97001","female","null","","","","null","","62","","","261282","1","","","","","","300","67000","305","67692","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","208","261991","0.0-2.0-65.0-0.0","33","97001","female","119","","","","68","0","63","","Stimuli/Experimental_stims/localizer/faces/carlos-vaz-KP4bxnxAilU-unsplash.jpg","261587","1","faces","","0","0","1","400","67300","404","67997","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","209","262296","0.0-2.0-65.0-1.0","33","97001","female","null","","","","null","","63","","","261991","1","","","","","","300","67700","305","68401","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","210","262701","0.0-2.0-66.0-0.0","33","97001","female","33","","","","68","0","64","","Stimuli/Experimental_stims/localizer/faces/tyler-nix-ZGa9d1a_4tA-unsplash.jpg","262296","1","faces","","1","0","0","400","68000","405","68706","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","211","263007","0.0-2.0-66.0-1.0","33","97001","female","null","","","","null","","64","","","262701","1","","","","","","300","68400","306","69111","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","212","263411","0.0-2.0-67.0-0.0","33","97001","female","371","","","","68","0","65","","Stimuli/Experimental_stims/localizer/faces/samuel-dixon--fQ5XNOcqFQ-unsplash.jpg","263007","1","faces","","0","0","1","400","68700","404","69417","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_localizer","","html-keyboard-response","213","277416","0.0-2.0-67.0-1.0","33","97001","female","null","","","","null","","65","","","263411","1","","","","","","14000","69100","14005","69821","14000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","localizer","","html-keyboard-response","214","277823","0.0-2.0-68.0-0.0","33","97001","female","NaN","","","","null","NaN","66","","Stimuli/Experimental_stims/localizer/body_parts/nihal-karkala-LlOfbQD-IJ0-unsplash.jpg","277416","1","body_parts","","1","1","0","400","83100","407","83826","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
