"success","ttype","start_time","trial_type","trial_index","time_elapsed","internal_node_id","age","PID","gender","rt","responses","view_history","repeat_instructions","key_press","response","index","stimulus_index","path","start_time_elapsed","run","task","isi","is_odd_ball","no_response","acc","duration","onset","duration_time_elapsed","onset_time_elapsed","trial_duration","left_chosen","chosen_stimulus","unchosen_stimulus","chosen_category","unchosen_category","chosen_rating","unchosen_rating","chosen_path","unchosen_path","pair_id","practice","scramble_screen_time","scramble_instructed_side","stim_type","iti","block","left_stimulus","right_stimulus","left_category","right_category","left_path","right_path","left_rating","right_rating","warning","scramble_acc","missed_checkup","stimulus_id","item_id","outcome","response_rt","deliberation_reward_tally"
"","deliberation","","html-keyboard-response","685","767384","0.0-3.0-60.0-0.0","33","97001","female","1094","","","","68","","29","","","766285","1","","","","0","","1094","122000","1099","122564","","1","46","32","objects","body_parts","44","0","Stimuli/Experimental_stims/objects/mockup-graphics-PNsj6RiHAF4-unsplash.jpg","Stimuli/Experimental_stims/body_parts/towfiqu-barbhuiya-3AsiVDsZnHg-unsplash.jpg","E","0","0","","original","2800","2","46","32","objects","body_parts","Stimuli/Experimental_stims/objects/mockup-graphics-PNsj6RiHAF4-unsplash.jpg","Stimuli/Experimental_stims/body_parts/towfiqu-barbhuiya-3AsiVDsZnHg-unsplash.jpg","44","0","","","","","","","",""
"","deliberation_confirmation","","html-keyboard-response","686","769296","0.0-3.0-60.0-2.0-0.0","33","97001","female","null","","","","null","","29","","","767384","","","","","","","1906","123094","1912","123663","1906","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","687","772103","0.0-3.0-60.0-4.0","33","97001","female","null","","","","null","","29","","","769296","","","","","","","2800","125000","2807","125575","2800","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","688","773309","0.0-3.0-62.0-0.0","33","97001","female","null","","","","null","","30","","","772103","1","","","","1","","1200","127800","1206","128382","","","","","","","","","","","A","0","1200","left","scramble","2100","2","9","36","outdoor_scenes","objects","Stimuli/Experimental_stims/scramble/outdoor_scenes/scrambled_sergey-pesterev-y-b_FOmJXdg-unsplash.jpg","Stimuli/Experimental_stims/scramble/objects/scrambled_alexander-andrews-JYGnB9gTCls-unsplash.jpg","NaN","NaN","","","","","","","",""
"","scramble_prompt","","html-keyboard-response","689","773810","0.0-3.0-62.0-1.0-0.0","33","97001","female","494","","","","68","","30","","","773309","","","","","0","","494","129000","501","129588","1800","1","9","36","outdoor_scenes","objects","","","Stimuli/Experimental_stims/scramble/outdoor_scenes/scrambled_sergey-pesterev-y-b_FOmJXdg-unsplash.jpg","Stimuli/Experimental_stims/scramble/objects/scrambled_alexander-andrews-JYGnB9gTCls-unsplash.jpg","","","","","","","2","","","","","","","","","","1","","","","","",""
"","deliberation_confirmation","","html-keyboard-response","690","775123","0.0-3.0-62.0-2.0-0.0","33","97001","female","null","","","","null","","30","","","773810","","","","","","","1306","129494","1313","130089","1306","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","691","777229","0.0-3.0-62.0-4.0","33","97001","female","null","","","","null","","30","","","775123","","","","","","","2100","130800","2106","131402","2100","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","692","778016","0.0-3.0-64.0-0.0","33","97001","female","781","","","","75","","31","","","777229","1","","","","0","","781","132900","787","133508","","0","5","24","outdoor_scenes","body_parts","79","30","Stimuli/Experimental_stims/outdoor_scenes/jeff-king-bJHWJeiHfHc-unsplash.jpg","Stimuli/Experimental_stims/body_parts/clay-banks-LjqARJaJotc-unsplash.jpg","I","0","0","","original","3100","2","24","5","body_parts","outdoor_scenes","Stimuli/Experimental_stims/body_parts/clay-banks-LjqARJaJotc-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/jeff-king-bJHWJeiHfHc-unsplash.jpg","30","79","","","","","","","",""
"","deliberation_confirmation","","html-keyboard-response","693","780246","0.0-3.0-64.0-2.0-0.0","33","97001","female","null","","","","null","","31","","","778016","","","","","","","2219","133681","2230","134295","2219","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","694","783351","0.0-3.0-64.0-4.0","33","97001","female","null","","","","null","","31","","","780246","","","","","","","3100","135900","3105","136525","3100","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","695","784658","0.0-3.0-66.0-0.0","33","97001","female","null","","","","null","","32","","","783351","1","","","","1","","1300","139000","1307","139630","","","","","","","","","","","L","0","1300","left","scramble","2300","2","30","22","body_parts","faces","Stimuli/Experimental_stims/scramble/body_parts/scrambled_mika-korhonen-Xodzxosar18-unsplash.jpg","Stimuli/Experimental_stims/scramble/faces/scrambled_ravi-patel-VMGAbeeJTKo-unsplash.jpg","NaN","NaN","","","","","","","",""
"","scramble_prompt","","html-keyboard-response","696","785160","0.0-3.0-66.0-1.0-0.0","33","97001","female","497","","","","68","","32","","","784658","","","","","0","","497","140300","502","140937","1700","1","30","22","body_parts","faces","","","Stimuli/Experimental_stims/scramble/body_parts/scrambled_mika-korhonen-Xodzxosar18-unsplash.jpg","Stimuli/Experimental_stims/scramble/faces/scrambled_ravi-patel-VMGAbeeJTKo-unsplash.jpg","","","","","","","2","","","","","","","","","","1","","","","","",""
"","deliberation_confirmation","","html-keyboard-response","697","786370","0.0-3.0-66.0-2.0-0.0","33","97001","female","null","","","","null","","32","","","785160","","","","","","","1203","140797","1210","141439","1203","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","698","788676","0.0-3.0-66.0-4.0","33","97001","female","null","","","","null","","32","","","786370","","","","","","","2300","142000","2306","142649","2300","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","699","789784","0.0-3.0-68.0-0.0","33","97001","female","1103","","","","75","","33","","","788676","1","","","","0","","1103","144300","1108","144955","","0","38","18","objects","faces","64","36","Stimuli/Experimental_stims/objects/art-lasovsky-8XddFc6NkBY-unsplash.jpg","Stimuli/Experimental_stims/faces/jessica-radanavong-mrYkTuAesKE-unsplash.jpg","J","0","0","","original","1900","2","18","38","faces","objects","Stimuli/Experimental_stims/faces/jessica-radanavong-mrYkTuAesKE-unsplash.jpg","Stimuli/Experimental_stims/objects/art-lasovsky-8XddFc6NkBY-unsplash.jpg","36","64","","","","","","","",""
"","deliberation_confirmation","","html-keyboard-response","700","791689","0.0-3.0-68.0-2.0-0.0","33","97001","female","null","","","","null","","33","","","789784","","","","","","","1897","145403","1905","146063","1897","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","701","793595","0.0-3.0-68.0-4.0","33","97001","female","null","","","","null","","33","","","791689","","","","","","","1900","147300","1906","147968","1900","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","702","795400","0.0-3.0-70.0-0.0","33","97001","female","null","","","","null","","34","","","793595","1","","","","1","","1800","149200","1805","149874","","","","","","","","","","","G","0","1800","right","scramble","2700","2","41","2","objects","outdoor_scenes","Stimuli/Experimental_stims/scramble/objects/scrambled_insung-yoon-w2JtIQQXoRU-unsplash.jpg","Stimuli/Experimental_stims/scramble/outdoor_scenes/scrambled_bruno-van-der-kraan-qez8mNJ3ilU-unsplash.jpg","NaN","NaN","","","","","","","",""
"","scramble_prompt","","html-keyboard-response","703","795969","0.0-3.0-70.0-1.0-0.0","33","97001","female","563","","","","75","","34","","","795400","","","","","0","","563","151000","569","151679","1200","0","2","41","outdoor_scenes","objects","","","Stimuli/Experimental_stims/scramble/outdoor_scenes/scrambled_bruno-van-der-kraan-qez8mNJ3ilU-unsplash.jpg","Stimuli/Experimental_stims/scramble/objects/scrambled_insung-yoon-w2JtIQQXoRU-unsplash.jpg","","","","","","","2","","","","","","","","","","1","","","","","",""
"","deliberation_confirmation","","html-keyboard-response","704","796611","0.0-3.0-70.0-2.0-0.0","33","97001","female","null","","","","null","","34","","","795969","","","","","","","637","151563","642","152248","637","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","705","799317","0.0-3.0-70.0-4.0","33","97001","female","null","","","","null","","34","","","796611","","","","","","","2700","152200","2706","152890","2700","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","706","800559","0.0-3.0-72.0-0.0","33","97001","female","1237","","","","68","","35","","","799317","1","","","","0","","1237","154900","1242","155596","","1","12","26","faces","body_parts","53","1","Stimuli/Experimental_stims/faces/aiony-haust-jmATI5Q_YgY-unsplash.jpg","Stimuli/Experimental_stims/body_parts/engin-akyurt-x_3gyC42btc-unsplash.jpg","F","0","0","","original","1000","2","12","26","faces","body_parts","Stimuli/Experimental_stims/faces/aiony-haust-jmATI5Q_YgY-unsplash.jpg","Stimuli/Experimental_stims/body_parts/engin-akyurt-x_3gyC42btc-unsplash.jpg","53","1","","","","","","","",""
"","deliberation_confirmation","","html-keyboard-response","707","802328","0.0-3.0-72.0-2.0-0.0","33","97001","female","null","","","","null","","35","","","800559","","","","","","","1763","156137","1769","156838","1763","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","708","803335","0.0-3.0-72.0-4.0","33","97001","female","null","","","","null","","35","","","802328","","","","","","","1000","157900","1007","158607","1000","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","709","804295","0.0-3.0-74.0-0.0","33","97001","female","955","","","","68","","36","","","803335","1","","","","0","","955","158900","960","159614","","1","7","27","outdoor_scenes","body_parts","89","28","Stimuli/Experimental_stims/outdoor_scenes/petr-vysohlid-9fqwGqGLUxc-unsplash.jpg","Stimuli/Experimental_stims/body_parts/heike-mintel-i_Gns0ELnLw-unsplash.jpg","C","0","0","","original","2400","2","7","27","outdoor_scenes","body_parts","Stimuli/Experimental_stims/outdoor_scenes/petr-vysohlid-9fqwGqGLUxc-unsplash.jpg","Stimuli/Experimental_stims/body_parts/heike-mintel-i_Gns0ELnLw-unsplash.jpg","89","28","","","","","","","",""
"","deliberation_confirmation","","html-keyboard-response","710","806346","0.0-3.0-74.0-2.0-0.0","33","97001","female","null","","","","null","","36","","","804295","","","","","","","2045","159855","2051","160574","2045","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","711","808752","0.0-3.0-74.0-4.0","33","97001","female","null","","","","null","","36","","","806346","","","","","","","2400","161900","2406","162625","2400","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","712","810060","0.0-3.0-76.0-0.0","33","97001","female","null","","","","null","","37","","","808752","1","","","","1","","1300","164300","1308","165031","","","","","","","","","","","I","0","1300","right","scramble","3400","2","24","5","body_parts","outdoor_scenes","Stimuli/Experimental_stims/scramble/body_parts/scrambled_clay-banks-LjqARJaJotc-unsplash.jpg","Stimuli/Experimental_stims/scramble/outdoor_scenes/scrambled_jeff-king-bJHWJeiHfHc-unsplash.jpg","NaN","NaN","","","","","","","",""
"","scramble_prompt","","html-keyboard-response","713","810464","0.0-3.0-76.0-1.0-0.0","33","97001","female","399","","","","75","","37","","","810060","","","","","0","","399","165600","404","166339","1700","0","5","24","outdoor_scenes","body_parts","","","Stimuli/Experimental_stims/scramble/outdoor_scenes/scrambled_jeff-king-bJHWJeiHfHc-unsplash.jpg","Stimuli/Experimental_stims/scramble/body_parts/scrambled_clay-banks-LjqARJaJotc-unsplash.jpg","","","","","","","2","","","","","","","","","","1","","","","","",""
"","deliberation_confirmation","","html-keyboard-response","714","811772","0.0-3.0-76.0-2.0-0.0","33","97001","female","null","","","","null","","37","","","810464","","","","","","","1301","165999","1308","166743","1301","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","715","815179","0.0-3.0-76.0-4.0","33","97001","female","null","","","","null","","37","","","811772","","","","","","","3400","167300","3407","168051","3400","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","716","816985","0.0-3.0-78.0-0.0","33","97001","female","null","","","","null","","38","","","815179","1","","","","1","","1800","170700","1806","171458","","","","","","","","","","","J","0","1800","left","scramble","1200","2","18","38","faces","objects","Stimuli/Experimental_stims/scramble/faces/scrambled_jessica-radanavong-mrYkTuAesKE-unsplash.jpg","Stimuli/Experimental_stims/scramble/objects/scrambled_art-lasovsky-8XddFc6NkBY-unsplash.jpg","NaN","NaN","","","","","","","",""
"","scramble_prompt","","html-keyboard-response","717","817422","0.0-3.0-78.0-1.0-0.0","33","97001","female","432","","","","68","","38","","","816985","","","","","0","","432","172500","437","173264","1200","1","18","38","faces","objects","","","Stimuli/Experimental_stims/scramble/faces/scrambled_jessica-radanavong-mrYkTuAesKE-unsplash.jpg","Stimuli/Experimental_stims/scramble/objects/scrambled_art-lasovsky-8XddFc6NkBY-unsplash.jpg","","","","","","","2","","","","","","","","","","1","","","","","",""
"","deliberation_confirmation","","html-keyboard-response","718","818197","0.0-3.0-78.0-2.0-0.0","33","97001","female","null","","","","null","","38","","","817422","","","","","","","768","172932","775","173701","768","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","719","819403","0.0-3.0-78.0-4.0","33","97001","female","null","","","","null","","38","","","818197","","","","","","","1200","173700","1206","174476","1200","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","720","820535","0.0-3.0-80.0-0.0","33","97001","female","1127","","","","75","","39","","","819403","1","","","","0","","1127","174900","1132","175682","","0","2","41","outdoor_scenes","objects","80","38","Stimuli/Experimental_stims/outdoor_scenes/bruno-van-der-kraan-qez8mNJ3ilU-unsplash.jpg","Stimuli/Experimental_stims/objects/insung-yoon-w2JtIQQXoRU-unsplash.jpg","G","0","0","","original","2000","2","41","2","objects","outdoor_scenes","Stimuli/Experimental_stims/objects/insung-yoon-w2JtIQQXoRU-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/bruno-van-der-kraan-qez8mNJ3ilU-unsplash.jpg","38","80","","","","","","","",""
"","deliberation_confirmation","","html-keyboard-response","721","822415","0.0-3.0-80.0-2.0-0.0","33","97001","female","null","","","","null","","39","","","820535","","","","","","","1873","176027","1880","176814","1873","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","722","824420","0.0-3.0-80.0-4.0","33","97001","female","null","","","","null","","39","","","822415","","","","","","","2000","177900","2005","178694","2000","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","723","825231","0.0-3.0-82.0-0.0","33","97001","female","805","","","","75","","40","","","824420","1","","","","0","","805","179900","811","180699","","0","22","30","faces","body_parts","69","0","Stimuli/Experimental_stims/faces/ravi-patel-VMGAbeeJTKo-unsplash.jpg","Stimuli/Experimental_stims/body_parts/mika-korhonen-Xodzxosar18-unsplash.jpg","L","0","0","","original","1600","2","30","22","body_parts","faces","Stimuli/Experimental_stims/body_parts/mika-korhonen-Xodzxosar18-unsplash.jpg","Stimuli/Experimental_stims/faces/ravi-patel-VMGAbeeJTKo-unsplash.jpg","0","69","","","","","","","",""
"","deliberation_confirmation","","html-keyboard-response","724","827432","0.0-3.0-82.0-2.0-0.0","33","97001","female","null","","","","null","","40","","","825231","","","","","","","2195","180705","2201","181510","2195","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","725","829038","0.0-3.0-82.0-4.0","33","97001","female","null","","","","null","","40","","","827432","","","","","","","1600","182900","1606","183711","1600","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","726","830947","0.0-3.0-84.0-0.0","33","97001","female","null","","","","null","","41","","","829038","1","","","","1","","1900","184500","1909","185317","","","","","","","","","","","D","0","1900","left","scramble","2800","2","37","16","objects","faces","Stimuli/Experimental_stims/scramble/objects/scrambled_alexander-andrews-VLGWE_SumrA-unsplash.jpg","Stimuli/Experimental_stims/scramble/faces/scrambled_freddy-kearney-o-ioeoATbIM-unsplash.jpg","NaN","NaN","","","","","","","",""
"","scramble_prompt","","html-keyboard-response","727","831359","0.0-3.0-84.0-1.0-0.0","33","97001","female","406","","","","68","","41","","","830947","","","","","0","","406","186400","412","187226","1100","1","37","16","objects","faces","","","Stimuli/Experimental_stims/scramble/objects/scrambled_alexander-andrews-VLGWE_SumrA-unsplash.jpg","Stimuli/Experimental_stims/scramble/faces/scrambled_freddy-kearney-o-ioeoATbIM-unsplash.jpg","","","","","","","2","","","","","","","","","","1","","","","","",""
"","deliberation_confirmation","","html-keyboard-response","728","832060","0.0-3.0-84.0-2.0-0.0","33","97001","female","null","","","","null","","41","","","831359","","","","","","","694","186806","701","187638","694","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","729","834880","0.0-3.0-84.0-4.0","33","97001","female","null","","","","null","","41","","","832060","","","","","","","2800","187500","2820","188339","2800","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","730","836288","0.0-3.0-86.0-0.0","33","97001","female","null","","","","null","","42","","","834880","1","","","","1","","1400","190300","1408","191159","","","","","","","","","","","K","0","1400","right","scramble","1600","2","29","43","body_parts","objects","Stimuli/Experimental_stims/scramble/body_parts/scrambled_manuel-schinner-ZwjFuJ7ebpk-unsplash.jpg","Stimuli/Experimental_stims/scramble/objects/scrambled_jonathan-greenaway-Y4hGgeiFn3s-unsplash.jpg","NaN","NaN","","","","","","","",""
"","scramble_prompt","","html-keyboard-response","731","836607","0.0-3.0-86.0-1.0-0.0","33","97001","female","313","","","","75","","42","","","836288","","","","","0","","313","191700","319","192567","1600","0","43","29","objects","body_parts","","","Stimuli/Experimental_stims/scramble/objects/scrambled_jonathan-greenaway-Y4hGgeiFn3s-unsplash.jpg","Stimuli/Experimental_stims/scramble/body_parts/scrambled_manuel-schinner-ZwjFuJ7ebpk-unsplash.jpg","","","","","","","2","","","","","","","","","","1","","","","","",""
"","deliberation_confirmation","","html-keyboard-response","732","837901","0.0-3.0-86.0-2.0-0.0","33","97001","female","null","","","","null","","42","","","836607","","","","","","","1287","192013","1294","192886","1287","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","733","839512","0.0-3.0-86.0-4.0","33","97001","female","null","","","","null","","42","","","837901","","","","","","","1600","193300","1611","194180","1600","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","734","840534","0.0-3.0-88.0-0.0","33","97001","female","1014","","","","75","","43","","","839512","1","","","","0","","1014","194900","1022","195791","","0","16","37","faces","objects","66","50","Stimuli/Experimental_stims/faces/freddy-kearney-o-ioeoATbIM-unsplash.jpg","Stimuli/Experimental_stims/objects/alexander-andrews-VLGWE_SumrA-unsplash.jpg","D","0","0","","original","1400","2","37","16","objects","faces","Stimuli/Experimental_stims/objects/alexander-andrews-VLGWE_SumrA-unsplash.jpg","Stimuli/Experimental_stims/faces/freddy-kearney-o-ioeoATbIM-unsplash.jpg","50","66","","","","","","","",""
"","deliberation_confirmation","","html-keyboard-response","735","842529","0.0-3.0-88.0-2.0-0.0","33","97001","female","null","","","","null","","43","","","840534","","","","","","","1986","195914","1995","196813","1986","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","736","843935","0.0-3.0-88.0-4.0","33","97001","female","null","","","","null","","43","","","842529","","","","","","","1400","197900","1406","198808","1400","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","737","844730","0.0-3.0-90.0-0.0","33","97001","female","786","","","","75","","44","","","843935","1","","","","0","","786","199300","795","200214","","0","43","29","objects","body_parts","57","1","Stimuli/Experimental_stims/objects/jonathan-greenaway-Y4hGgeiFn3s-unsplash.jpg","Stimuli/Experimental_stims/body_parts/manuel-schinner-ZwjFuJ7ebpk-unsplash.jpg","K","0","0","","original","1900","2","29","43","body_parts","objects","Stimuli/Experimental_stims/body_parts/manuel-schinner-ZwjFuJ7ebpk-unsplash.jpg","Stimuli/Experimental_stims/objects/jonathan-greenaway-Y4hGgeiFn3s-unsplash.jpg","1","57","","","","","","","",""
"","deliberation_confirmation","","html-keyboard-response","738","846951","0.0-3.0-90.0-2.0-0.0","33","97001","female","null","","","","null","","44","","","844730","","","","","","","2214","200086","2221","201009","2214","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","739","848858","0.0-3.0-90.0-4.0","33","97001","female","null","","","","null","","44","","","846951","","","","","","","1900","202300","1907","203230","1900","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","740","850564","0.0-3.0-92.0-0.0","33","97001","female","null","","","","null","","45","","","848858","1","","","","1","","1700","204200","1706","205137","","","","","","","","","","","B","0","1700","right","scramble","3000","2","4","13","outdoor_scenes","faces","Stimuli/Experimental_stims/scramble/outdoor_scenes/scrambled_jarrett-kow-1ZOyYPOBn7I-unsplash.jpg","Stimuli/Experimental_stims/scramble/faces/scrambled_daniel-rigdon-dXmXKPP2L4E-unsplash.jpg","NaN","NaN","","","","","","","",""
"","scramble_prompt","","html-keyboard-response","741","851047","0.0-3.0-92.0-1.0-0.0","33","97001","female","477","","","","75","","45","","","850564","","","","","0","","477","205900","483","206843","1300","0","13","4","faces","outdoor_scenes","","","Stimuli/Experimental_stims/scramble/faces/scrambled_daniel-rigdon-dXmXKPP2L4E-unsplash.jpg","Stimuli/Experimental_stims/scramble/outdoor_scenes/scrambled_jarrett-kow-1ZOyYPOBn7I-unsplash.jpg","","","","","","","2","","","","","","","","","","1","","","","","",""
"","deliberation_confirmation","","html-keyboard-response","742","851878","0.0-3.0-92.0-2.0-0.0","33","97001","female","null","","","","null","","45","","","851047","","","","","","","823","206377","831","207326","823","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","743","854885","0.0-3.0-92.0-4.0","33","97001","female","null","","","","null","","45","","","851878","","","","","","","3000","207200","3007","208157","3000","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","744","855950","0.0-3.0-94.0-0.0","33","97001","female","1061","","","","68","","46","","","854885","1","","","","0","","1061","210200","1065","211164","","1","4","13","outdoor_scenes","faces","71","30","Stimuli/Experimental_stims/outdoor_scenes/jarrett-kow-1ZOyYPOBn7I-unsplash.jpg","Stimuli/Experimental_stims/faces/daniel-rigdon-dXmXKPP2L4E-unsplash.jpg","B","0","0","","original","1100","2","4","13","outdoor_scenes","faces","Stimuli/Experimental_stims/outdoor_scenes/jarrett-kow-1ZOyYPOBn7I-unsplash.jpg","Stimuli/Experimental_stims/faces/daniel-rigdon-dXmXKPP2L4E-unsplash.jpg","71","30","","","","","","","",""
"","deliberation_confirmation","","html-keyboard-response","745","857898","0.0-3.0-94.0-2.0-0.0","33","97001","female","null","","","","null","","46","","","855950","","","","","","","1939","211261","1948","212229","1939","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","746","859003","0.0-3.0-94.0-4.0","33","97001","female","null","","","","null","","46","","","857898","","","","","","","1100","213200","1105","214177","1100","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","747","860009","0.0-3.0-96.0-0.0","33","97001","female","null","","","","null","","47","","","859003","1","","","","1","","1000","214300","1006","215282","","","","","","","","","","","E","0","1000","left","scramble","2000","2","46","32","objects","body_parts","Stimuli/Experimental_stims/scramble/objects/scrambled_mockup-graphics-PNsj6RiHAF4-unsplash.jpg","Stimuli/Experimental_stims/scramble/body_parts/scrambled_towfiqu-barbhuiya-3AsiVDsZnHg-unsplash.jpg","NaN","NaN","","","","","","","",""
"","scramble_prompt","","html-keyboard-response","748","861831","0.0-3.0-96.0-1.0-0.0","33","97001","female","1815","","","","68","","47","","","860009","","","","","0","","1815","215300","1822","216288","2000","1","46","32","objects","body_parts","","","Stimuli/Experimental_stims/scramble/objects/scrambled_mockup-graphics-PNsj6RiHAF4-unsplash.jpg","Stimuli/Experimental_stims/scramble/body_parts/scrambled_towfiqu-barbhuiya-3AsiVDsZnHg-unsplash.jpg","","","","","","","2","","","","","","","","","","1","","","","","",""
"","deliberation_confirmation","","html-keyboard-response","749","862022","0.0-3.0-96.0-2.0-0.0","33","97001","female","null","","","","null","","47","","","861831","","","","","","","185","217115","191","218110","185","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","750","864027","0.0-3.0-96.0-4.0","33","97001","female","null","","","","null","","47","","","862022","","","","","","","2000","217300","2005","218301","2000","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","751","864688","0.0-3.0-98.0-0.0","33","97001","female","654","","","","68","","48","","","864027","1","","","","0","","654","219300","661","220306","","1","9","36","outdoor_scenes","objects","72","21","Stimuli/Experimental_stims/outdoor_scenes/sergey-pesterev-y-b_FOmJXdg-unsplash.jpg","Stimuli/Experimental_stims/objects/alexander-andrews-JYGnB9gTCls-unsplash.jpg","A","0","0","","original","1100","2","9","36","outdoor_scenes","objects","Stimuli/Experimental_stims/outdoor_scenes/sergey-pesterev-y-b_FOmJXdg-unsplash.jpg","Stimuli/Experimental_stims/objects/alexander-andrews-JYGnB9gTCls-unsplash.jpg","72","21","","","","","","","",""
"","deliberation_confirmation","","html-keyboard-response","752","867040","0.0-3.0-98.0-2.0-0.0","33","97001","female","null","","","","null","","48","","","864688","","","","","","","2346","219954","2352","220967","2346","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","753","868147","0.0-3.0-98.0-4.0","33","97001","female","null","","","","null","","48","","","867040","","","","","","","1100","222300","1107","223319","1100","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","",""
"","deliberation","","html-keyboard-response","754","869953","0.0-3.0-100.0-0.0","33","97001","female","null","","","","null","","49","","","868147","1","","","","1","","1800","223400","1806","224426","","","","","","","","","","","F","0","1800","right","scramble","2400","2","12","26","faces","body_parts","Stimuli/Experimental_stims/scramble/faces/scrambled_aiony-haust-jmATI5Q_YgY-unsplash.jpg","Stimuli/Experimental_stims/scramble/body_parts/scrambled_engin-akyurt-x_3gyC42btc-unsplash.jpg","NaN","NaN","","","","","","","",""
"","scramble_prompt","","html-keyboard-response","755","870399","0.0-3.0-100.0-1.0-0.0","33","97001","female","439","","","","75","","49","","","869953","","","","","0","","439","225200","446","226232","1200","0","26","12","body_parts","faces","","","Stimuli/Experimental_stims/scramble/body_parts/scrambled_engin-akyurt-x_3gyC42btc-unsplash.jpg","Stimuli/Experimental_stims/scramble/faces/scrambled_aiony-haust-jmATI5Q_YgY-unsplash.jpg","","","","","","","2","","","","","","","","","","1","","","","","",""
"","deliberation_confirmation","","html-keyboard-response","756","871165","0.0-3.0-100.0-2.0-0.0","33","97001","female","null","","","","null","","49","","","870399","","","","","","","761","225639","766","226678","761","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","",""
"","iti","","html-keyboard-response","757","873572","0.0-3.0-100.0-4.0","33","97001","female","null","","","","null","","49","","","871165","","","","","","","2400","226400","2407","227444","2400","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","",""
