"success","ttype","start_time","trial_type","trial_index","time_elapsed","internal_node_id","age","PID","gender","rt","responses","view_history","repeat_instructions","key_press","response","index","stimulus_index","path"
"true","full_screen","d06282023hr1617","fullscreen","0","2092","0.0-0.0-0.0","1","43160","","","","","","","","","",""
"","get_id","","survey-text","1","5121","0.0-0.0-1.0","1","43160","","3023","{""Q0"":""1"",""Q1"":""1""}","","","","","","",""
"","ratings_instructions","","instructions","2","6315","0.0-1.0-0.0-0.0","1","43160","","1151","","[{""page_index"":0,""viewing_time"":972},{""page_index"":1,""viewing_time"":179}]","","","","","",""
"","rating_comprehension_check","","survey-multi-choice","3","8864","0.0-1.0-0.0-1.0","1","43160","","2543","{""Q0"":""True"",""Q1"":""Mouse""}","","0","","","","",""
"","","","html-keyboard-response","4","10168","0.0-1.0-1.0","1","43160","","1298","","","","68","","","",""
"","rating","","html-slider-response","5","11286","0.0-1.0-2.0","1","43160","","1112","","","","","50","0","38","Stimuli/Experimental_stims/objects/art-lasovsky-8XddFc6NkBY-unsplash.jpg"
"","rating","","html-slider-response","6","11720","0.0-1.0-3.0","1","43160","","429","","","","","50","1","24","Stimuli/Experimental_stims/body_parts/clay-banks-LjqARJaJotc-unsplash.jpg"
"","rating","","html-slider-response","7","11899","0.0-1.0-4.0","1","43160","","174","","","","","50","2","13","Stimuli/Experimental_stims/faces/daniel-rigdon-dXmXKPP2L4E-unsplash.jpg"
"","rating","","html-slider-response","8","12067","0.0-1.0-5.0","1","43160","","163","","","","","50","3","2","Stimuli/Experimental_stims/outdoor_scenes/bruno-van-der-kraan-qez8mNJ3ilU-unsplash.jpg"
"","rating","","html-slider-response","9","12245","0.0-1.0-6.0","1","43160","","173","","","","","50","4","36","Stimuli/Experimental_stims/objects/alexander-andrews-JYGnB9gTCls-unsplash.jpg"
"","rating","","html-slider-response","10","12425","0.0-1.0-7.0","1","43160","","175","","","","","50","5","7","Stimuli/Experimental_stims/outdoor_scenes/petr-vysohlid-9fqwGqGLUxc-unsplash.jpg"
"","rating","","html-slider-response","11","12581","0.0-1.0-8.0","1","43160","","151","","","","","50","6","28","Stimuli/Experimental_stims/body_parts/ira-vishnevskaya-8DQAvdCby1I-unsplash.jpg"
"","rating","","html-slider-response","12","12749","0.0-1.0-9.0","1","43160","","163","","","","","50","7","14","Stimuli/Experimental_stims/faces/david-siglin-UuW4psOb388-unsplash.jpg"
"","rating","","html-slider-response","13","12915","0.0-1.0-10.0","1","43160","","161","","","","","50","8","23","Stimuli/Experimental_stims/faces/rikonavt-HQjfrvdTfak-unsplash.jpg"
"","rating","","html-slider-response","14","13082","0.0-1.0-11.0","1","43160","","163","","","","","50","9","39","Stimuli/Experimental_stims/objects/charlesdeluvio-1-nx1QR5dTE-unsplash.jpg"
"","rating","","html-slider-response","15","13249","0.0-1.0-12.0","1","43160","","162","","","","","50","10","11","Stimuli/Experimental_stims/outdoor_scenes/stephen-leonardi-gyIRjKPXupE-unsplash.jpg"
"","rating","","html-slider-response","16","13428","0.0-1.0-13.0","1","43160","","174","","","","","50","11","16","Stimuli/Experimental_stims/faces/freddy-kearney-o-ioeoATbIM-unsplash.jpg"
"","rating","","html-slider-response","17","13597","0.0-1.0-14.0","1","43160","","164","","","","","50","12","46","Stimuli/Experimental_stims/objects/mockup-graphics-PNsj6RiHAF4-unsplash.jpg"
"","rating","","html-slider-response","18","13765","0.0-1.0-15.0","1","43160","","163","","","","","50","13","20","Stimuli/Experimental_stims/faces/justin-chen-J7Cf1Gch49E-unsplash.jpg"
"","rating","","html-slider-response","19","13931","0.0-1.0-16.0","1","43160","","161","","","","","50","14","18","Stimuli/Experimental_stims/faces/jessica-radanavong-mrYkTuAesKE-unsplash.jpg"
"","rating","","html-slider-response","20","14099","0.0-1.0-17.0","1","43160","","163","","","","","50","15","42","Stimuli/Experimental_stims/objects/jess-bailey-nOeVi8DsN8U-unsplash.jpg"
"","rating","","html-slider-response","21","14255","0.0-1.0-18.0","1","43160","","151","","","","","50","16","5","Stimuli/Experimental_stims/outdoor_scenes/jeff-king-bJHWJeiHfHc-unsplash.jpg"
"","rating","","html-slider-response","22","14423","0.0-1.0-19.0","1","43160","","163","","","","","50","17","25","Stimuli/Experimental_stims/body_parts/engin-akyurt-Q2rfH3GW39c-unsplash.jpg"
"","rating","","html-slider-response","23","14589","0.0-1.0-20.0","1","43160","","161","","","","","50","18","29","Stimuli/Experimental_stims/body_parts/manuel-schinner-ZwjFuJ7ebpk-unsplash.jpg"
"","rating","","html-slider-response","24","14755","0.0-1.0-21.0","1","43160","","162","","","","","50","19","47","Stimuli/Experimental_stims/objects/ronaldo-arthur-vidal-Cdz_lvnl37k-unsplash.jpg"
"","rating","","html-slider-response","25","14949","0.0-1.0-22.0","1","43160","","189","","","","","50","20","4","Stimuli/Experimental_stims/outdoor_scenes/jarrett-kow-1ZOyYPOBn7I-unsplash.jpg"
"","rating","","html-slider-response","26","15115","0.0-1.0-23.0","1","43160","","161","","","","","50","21","31","Stimuli/Experimental_stims/body_parts/sincerely-media-VN6DbKajo5s-unsplash.jpg"
"","rating","","html-slider-response","27","15292","0.0-1.0-24.0","1","43160","","172","","","","","50","22","44","Stimuli/Experimental_stims/objects/kuiye-chen-NuOGFo4PudE-unsplash.jpg"
"","rating","","html-slider-response","28","15461","0.0-1.0-25.0","1","43160","","164","","","","","50","23","37","Stimuli/Experimental_stims/objects/alexander-andrews-VLGWE_SumrA-unsplash.jpg"
"","rating","","html-slider-response","29","15629","0.0-1.0-26.0","1","43160","","163","","","","","50","24","10","Stimuli/Experimental_stims/outdoor_scenes/shannon-kunkle-dM8INmkyDas-unsplash.jpg"
"","rating","","html-slider-response","30","15831","0.0-1.0-27.0","1","43160","","197","","","","","50","25","40","Stimuli/Experimental_stims/objects/fabian-blank-pElSkGRA2NU-unsplash.jpg"
"","rating","","html-slider-response","31","15995","0.0-1.0-28.0","1","43160","","160","","","","","50","26","9","Stimuli/Experimental_stims/outdoor_scenes/sergey-pesterev-y-b_FOmJXdg-unsplash.jpg"
"","rating","","html-slider-response","32","16186","0.0-1.0-29.0","1","43160","","186","","","","","50","27","41","Stimuli/Experimental_stims/objects/insung-yoon-w2JtIQQXoRU-unsplash.jpg"
"","rating","","html-slider-response","33","16378","0.0-1.0-30.0","1","43160","","186","","","","","50","28","8","Stimuli/Experimental_stims/outdoor_scenes/samsommer-vddccTqwal8-unsplash.jpg"
"","rating","","html-slider-response","34","16567","0.0-1.0-31.0","1","43160","","184","","","","","50","29","3","Stimuli/Experimental_stims/outdoor_scenes/henry-be-NLF6hTe4PAg-unsplash.jpg"
"","rating","","html-slider-response","35","16745","0.0-1.0-32.0","1","43160","","173","","","","","50","30","27","Stimuli/Experimental_stims/body_parts/heike-mintel-i_Gns0ELnLw-unsplash.jpg"
"","rating","","html-slider-response","36","16925","0.0-1.0-33.0","1","43160","","175","","","","","50","31","19","Stimuli/Experimental_stims/faces/joel-mott-LaK153ghdig-unsplash.jpg"
"","rating","","html-slider-response","37","17101","0.0-1.0-34.0","1","43160","","172","","","","","50","32","45","Stimuli/Experimental_stims/objects/leohoho-rngTKHXumy0-unsplash.jpg"
"","rating","","html-slider-response","38","17270","0.0-1.0-35.0","1","43160","","165","","","","","50","33","30","Stimuli/Experimental_stims/body_parts/mika-korhonen-Xodzxosar18-unsplash.jpg"
"","rating","","html-slider-response","39","17437","0.0-1.0-36.0","1","43160","","163","","","","","50","34","21","Stimuli/Experimental_stims/faces/leilani-angel-K84vnnzxmTQ-unsplash.jpg"
"","rating","","html-slider-response","40","17617","0.0-1.0-37.0","1","43160","","175","","","","","50","35","34","Stimuli/Experimental_stims/body_parts/wagner-santos-mBWMvIuVnso-unsplash.jpg"
"","rating","","html-slider-response","41","17795","0.0-1.0-38.0","1","43160","","173","","","","","50","36","35","Stimuli/Experimental_stims/body_parts/wc-so-KH4AAPjb-tI-unsplash.jpg"
"","rating","","html-slider-response","42","17985","0.0-1.0-39.0","1","43160","","185","","","","","50","37","15","Stimuli/Experimental_stims/faces/erik-lucatero-d2MSDujJl2g-unsplash.jpg"
"","rating","","html-slider-response","43","18185","0.0-1.0-40.0","1","43160","","195","","","","","50","38","1","Stimuli/Experimental_stims/outdoor_scenes/ashim-d-silva-S2Q5mdOrrVc-unsplash.jpg"
"","rating","","html-slider-response","44","18365","0.0-1.0-41.0","1","43160","","175","","","","","50","39","22","Stimuli/Experimental_stims/faces/ravi-patel-VMGAbeeJTKo-unsplash.jpg"
"","rating","","html-slider-response","45","18542","0.0-1.0-42.0","1","43160","","173","","","","","50","40","26","Stimuli/Experimental_stims/body_parts/engin-akyurt-x_3gyC42btc-unsplash.jpg"
"","rating","","html-slider-response","46","18723","0.0-1.0-43.0","1","43160","","176","","","","","50","41","0","Stimuli/Experimental_stims/outdoor_scenes/aleksandra-boguslawska-MS7KD9Ti7FQ-unsplash.jpg"
"","rating","","html-slider-response","47","18891","0.0-1.0-44.0","1","43160","","163","","","","","50","42","43","Stimuli/Experimental_stims/objects/jonathan-greenaway-Y4hGgeiFn3s-unsplash.jpg"
"","rating","","html-slider-response","48","19066","0.0-1.0-45.0","1","43160","","171","","","","","50","43","32","Stimuli/Experimental_stims/body_parts/towfiqu-barbhuiya-3AsiVDsZnHg-unsplash.jpg"
"","rating","","html-slider-response","49","19247","0.0-1.0-46.0","1","43160","","176","","","","","50","44","17","Stimuli/Experimental_stims/faces/good-faces-xmSWVeGEnJw-unsplash.jpg"
"","rating","","html-slider-response","50","19424","0.0-1.0-47.0","1","43160","","172","","","","","50","45","6","Stimuli/Experimental_stims/outdoor_scenes/meng-ji-8BH_M-53CyA-unsplash.jpg"
"","rating","","html-slider-response","51","19615","0.0-1.0-48.0","1","43160","","186","","","","","50","46","33","Stimuli/Experimental_stims/body_parts/tucker-good-36skLT5jZcc-unsplash.jpg"
"","rating","","html-slider-response","52","19795","0.0-1.0-49.0","1","43160","","175","","","","","50","47","12","Stimuli/Experimental_stims/faces/aiony-haust-jmATI5Q_YgY-unsplash.jpg"
