"PID","trial","stimulus_index","rt","rating","category","stimulus","path"
NA,1,7,NA,NA,"outdoor_scenes","petr-vysohlid-9fqwGqGLUxc-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/petr-vysohlid-9fqwGqGLUxc-unsplash.jpg"
NA,2,2,NA,NA,"outdoor_scenes","bruno-van-der-kraan-qez8mNJ3ilU-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/bruno-van-der-kraan-qez8mNJ3ilU-unsplash.jpg"
NA,3,27,NA,NA,"body_parts","jonathan-borba-hTwH8QFkPMs-unsplash.jpg","Stimuli/Experimental_stims/body_parts/jonathan-borba-hTwH8QFkPMs-unsplash.jpg"
NA,4,35,NA,NA,"body_parts","tucker-good-36skLT5jZcc-unsplash.jpg","Stimuli/Experimental_stims/body_parts/tucker-good-36skLT5jZcc-unsplash.jpg"
NA,5,22,NA,NA,"faces","olena-sergienko-0TSd6uCKTKc-unsplash.jpg","Stimuli/Experimental_stims/faces/olena-sergienko-0TSd6uCKTKc-unsplash.jpg"
NA,6,21,NA,NA,"faces","leilani-angel-K84vnnzxmTQ-unsplash.jpg","Stimuli/Experimental_stims/faces/leilani-angel-K84vnnzxmTQ-unsplash.jpg"
NA,7,47,NA,NA,"objects","ronaldo-arthur-vidal-Cdz_lvnl37k-unsplash.jpg","Stimuli/Experimental_stims/objects/ronaldo-arthur-vidal-Cdz_lvnl37k-unsplash.jpg"
NA,8,17,NA,NA,"faces","freddy-kearney-o-ioeoATbIM-unsplash.jpg","Stimuli/Experimental_stims/faces/freddy-kearney-o-ioeoATbIM-unsplash.jpg"
NA,9,26,NA,NA,"body_parts","engin-akyurt-x_3gyC42btc-unsplash.jpg","Stimuli/Experimental_stims/body_parts/engin-akyurt-x_3gyC42btc-unsplash.jpg"
NA,10,1,NA,NA,"outdoor_scenes","ashim-d-silva-S2Q5mdOrrVc-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/ashim-d-silva-S2Q5mdOrrVc-unsplash.jpg"
NA,11,44,NA,NA,"objects","jonathan-greenaway-Y4hGgeiFn3s-unsplash.jpg","Stimuli/Experimental_stims/objects/jonathan-greenaway-Y4hGgeiFn3s-unsplash.jpg"
NA,12,43,NA,NA,"objects","jiangxulei1990-eIzzzwtkBjU-unsplash.jpg","Stimuli/Experimental_stims/objects/jiangxulei1990-eIzzzwtkBjU-unsplash.jpg"
NA,13,25,NA,NA,"body_parts","engin-akyurt-Q2rfH3GW39c-unsplash.jpg","Stimuli/Experimental_stims/body_parts/engin-akyurt-Q2rfH3GW39c-unsplash.jpg"
NA,14,12,NA,NA,"faces","abstral-official-cyOKLSgkgCE-unsplash.jpg","Stimuli/Experimental_stims/faces/abstral-official-cyOKLSgkgCE-unsplash.jpg"
NA,15,4,NA,NA,"outdoor_scenes","jarrett-kow-1ZOyYPOBn7I-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/jarrett-kow-1ZOyYPOBn7I-unsplash.jpg"
NA,16,42,NA,NA,"objects","jess-bailey-nOeVi8DsN8U-unsplash.jpg","Stimuli/Experimental_stims/objects/jess-bailey-nOeVi8DsN8U-unsplash.jpg"
NA,17,16,NA,NA,"faces","erik-lucatero-d2MSDujJl2g-unsplash.jpg","Stimuli/Experimental_stims/faces/erik-lucatero-d2MSDujJl2g-unsplash.jpg"
NA,18,24,NA,NA,"body_parts","callum-skelton-3KLMq7y46nA-unsplash.jpg","Stimuli/Experimental_stims/body_parts/callum-skelton-3KLMq7y46nA-unsplash.jpg"
NA,19,10,NA,NA,"outdoor_scenes","stephen-leonardi-gyIRjKPXupE-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/stephen-leonardi-gyIRjKPXupE-unsplash.jpg"
NA,20,9,NA,NA,"outdoor_scenes","sergey-pesterev-y-b_FOmJXdg-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/sergey-pesterev-y-b_FOmJXdg-unsplash.jpg"
NA,21,38,NA,NA,"objects","andrew-petrov-TVJqDat4MAw-unsplash.jpg","Stimuli/Experimental_stims/objects/andrew-petrov-TVJqDat4MAw-unsplash.jpg"
NA,22,19,NA,NA,"faces","jessica-radanavong-mrYkTuAesKE-unsplash.jpg","Stimuli/Experimental_stims/faces/jessica-radanavong-mrYkTuAesKE-unsplash.jpg"
NA,23,0,NA,NA,"outdoor_scenes","aleksandra-boguslawska-MS7KD9Ti7FQ-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/aleksandra-boguslawska-MS7KD9Ti7FQ-unsplash.jpg"
NA,24,37,NA,NA,"objects","alexander-andrews-VLGWE_SumrA-unsplash.jpg","Stimuli/Experimental_stims/objects/alexander-andrews-VLGWE_SumrA-unsplash.jpg"
NA,25,41,NA,NA,"objects","insung-yoon-w2JtIQQXoRU-unsplash.jpg","Stimuli/Experimental_stims/objects/insung-yoon-w2JtIQQXoRU-unsplash.jpg"
NA,26,36,NA,NA,"objects","alexander-andrews-JYGnB9gTCls-unsplash.jpg","Stimuli/Experimental_stims/objects/alexander-andrews-JYGnB9gTCls-unsplash.jpg"
NA,27,39,NA,NA,"objects","art-lasovsky-8XddFc6NkBY-unsplash.jpg","Stimuli/Experimental_stims/objects/art-lasovsky-8XddFc6NkBY-unsplash.jpg"
NA,28,28,NA,NA,"body_parts","klara-kulikova-TcUfF24fUMY-unsplash.jpg","Stimuli/Experimental_stims/body_parts/klara-kulikova-TcUfF24fUMY-unsplash.jpg"
NA,29,34,NA,NA,"body_parts","sincerely-media-VN6DbKajo5s-unsplash.jpg","Stimuli/Experimental_stims/body_parts/sincerely-media-VN6DbKajo5s-unsplash.jpg"
NA,30,20,NA,NA,"faces","justin-chen-J7Cf1Gch49E-unsplash.jpg","Stimuli/Experimental_stims/faces/justin-chen-J7Cf1Gch49E-unsplash.jpg"
NA,31,29,NA,NA,"body_parts","lucaxx-freire-CacZwMexYdk-unsplash.jpg","Stimuli/Experimental_stims/body_parts/lucaxx-freire-CacZwMexYdk-unsplash.jpg"
NA,32,32,NA,NA,"body_parts","pure-julia-9lVaya31sMk-unsplash.jpg","Stimuli/Experimental_stims/body_parts/pure-julia-9lVaya31sMk-unsplash.jpg"
NA,33,30,NA,NA,"body_parts","lucrezia-carnelos-kn6QrWtnAtY-unsplash.jpg","Stimuli/Experimental_stims/body_parts/lucrezia-carnelos-kn6QrWtnAtY-unsplash.jpg"
NA,34,5,NA,NA,"outdoor_scenes","jeff-king-bJHWJeiHfHc-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/jeff-king-bJHWJeiHfHc-unsplash.jpg"
NA,35,6,NA,NA,"outdoor_scenes","meng-ji-8BH_M-53CyA-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/meng-ji-8BH_M-53CyA-unsplash.jpg"
NA,36,3,NA,NA,"outdoor_scenes","henry-be-NLF6hTe4PAg-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/henry-be-NLF6hTe4PAg-unsplash.jpg"
NA,37,40,NA,NA,"objects","fabian-blank-pElSkGRA2NU-unsplash.jpg","Stimuli/Experimental_stims/objects/fabian-blank-pElSkGRA2NU-unsplash.jpg"
NA,38,31,NA,NA,"body_parts","megan-menegay-UojxG_BJxnI-unsplash.jpg","Stimuli/Experimental_stims/body_parts/megan-menegay-UojxG_BJxnI-unsplash.jpg"
NA,39,46,NA,NA,"objects","mockup-graphics-PNsj6RiHAF4-unsplash.jpg","Stimuli/Experimental_stims/objects/mockup-graphics-PNsj6RiHAF4-unsplash.jpg"
NA,40,13,NA,NA,"faces","aiony-haust-jmATI5Q_YgY-unsplash.jpg","Stimuli/Experimental_stims/faces/aiony-haust-jmATI5Q_YgY-unsplash.jpg"
NA,41,33,NA,NA,"body_parts","sincerely-media-7TBFwUQA6Xk-unsplash.jpg","Stimuli/Experimental_stims/body_parts/sincerely-media-7TBFwUQA6Xk-unsplash.jpg"
NA,42,8,NA,NA,"outdoor_scenes","samsommer-vddccTqwal8-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/samsommer-vddccTqwal8-unsplash.jpg"
NA,43,23,NA,NA,"faces","rikonavt-HQjfrvdTfak-unsplash.jpg","Stimuli/Experimental_stims/faces/rikonavt-HQjfrvdTfak-unsplash.jpg"
NA,44,18,NA,NA,"faces","good-faces-xmSWVeGEnJw-unsplash.jpg","Stimuli/Experimental_stims/faces/good-faces-xmSWVeGEnJw-unsplash.jpg"
NA,45,11,NA,NA,"outdoor_scenes","yuriy-bogdanov-W51VK3Obcj0-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/yuriy-bogdanov-W51VK3Obcj0-unsplash.jpg"
NA,46,15,NA,NA,"faces","daniel-rigdon-dXmXKPP2L4E-unsplash.jpg","Stimuli/Experimental_stims/faces/daniel-rigdon-dXmXKPP2L4E-unsplash.jpg"
NA,47,45,NA,NA,"objects","kuiye-chen-NuOGFo4PudE-unsplash.jpg","Stimuli/Experimental_stims/objects/kuiye-chen-NuOGFo4PudE-unsplash.jpg"
NA,48,14,NA,NA,"faces","art-hauntington-jzY0KRJopEI-unsplash.jpg","Stimuli/Experimental_stims/faces/art-hauntington-jzY0KRJopEI-unsplash.jpg"
