"event","trial","time","PID"
"fullscreenenter","0","23561","WIgBv"
"blur","54","381997","WIgBv"
"focus","54","384201","WIgBv"
"blur","186","1328636","WIgBv"
"focus","186","1330026","WIgBv"
"fullscreenexit","1413","3982861","WIgBv"
