"event","trial","time","PID"
"focus","0","0","ldc6S"
"focus","0","0","ldc6S"
"fullscreenenter","0","85648","ldc6S"
"blur","7","282775","ldc6S"
"focus","7","286476","ldc6S"
"blur","183","1177943","ldc6S"
"focus","183","1233695","ldc6S"
"blur","1340","2974607","ldc6S"
"focus","1340","2978562","ldc6S"
"blur","1341","2984682","ldc6S"
