"event","trial","time","PID"
"focus","0","0","uNe1z"
"fullscreenenter","0","32114","uNe1z"
"fullscreenexit","1339","3880611","uNe1z"
"blur","1339","3882958","uNe1z"
"focus","1339","3889481","uNe1z"
