"event","trial","time","PID"
"fullscreenenter","0","1260","8WXnd"
"fullscreenexit","1313","1760778","8WXnd"
"blur","1313","1762652","8WXnd"
"focus","1313","1764582","8WXnd"
"blur","1314","1767723","8WXnd"
