"event","trial","time","PID"
"focus","0","0","YJmUD"
"focus","0","0","YJmUD"
"blur","0","16604","YJmUD"
"focus","0","20424","YJmUD"
"blur","0","22277","YJmUD"
"focus","0","115575","YJmUD"
"fullscreenenter","0","117275","YJmUD"
"blur","61","1270639","YJmUD"
"focus","61","1273038","YJmUD"
