"event","trial","time","PID"
"focus","0","0","0TZUd"
"blur","0","0","0TZUd"
"focus","0","0","0TZUd"
"blur","0","0","0TZUd"
"focus","0","0","0TZUd"
"blur","0","0","0TZUd"
"focus","0","0","0TZUd"
"fullscreenenter","0","1166","0TZUd"
