"event","trial","time","PID"
"blur","0","0","bvEXR"
"focus","0","0","bvEXR"
"blur","0","12619","bvEXR"
"focus","0","30015","bvEXR"
"blur","0","39355","bvEXR"
"focus","0","54465","bvEXR"
"fullscreenenter","0","62431","bvEXR"
