"event","trial","time","PID"
"focus","0","0","oQjkh"
"focus","0","0","oQjkh"
"blur","0","13819","oQjkh"
"focus","0","1038249","oQjkh"
"blur","0","1050807","oQjkh"
"focus","0","1161440","oQjkh"
"fullscreenenter","0","1167498","oQjkh"
"fullscreenexit","1322","3441405","oQjkh"
"blur","1322","3442991","oQjkh"
"focus","1322","3474890","oQjkh"
