"event","trial","time","PID"
"focus","0","0","8Mzwz"
"focus","0","0","8Mzwz"
"fullscreenenter","0","27066","8Mzwz"
"fullscreenexit","6","66086","8Mzwz"
"blur","6","68009","8Mzwz"
"focus","6","69388","8Mzwz"
"blur","6","69406","8Mzwz"
"focus","6","71107","8Mzwz"
"blur","1319","4127190","8Mzwz"
"focus","1319","4137795","8Mzwz"
