"event","trial","time","PID"
"fullscreenenter","0","2085","7ZxYS"
"fullscreenexit","925","2488369","7ZxYS"
"blur","925","2491719","7ZxYS"
"focus","925","2493334","7ZxYS"
"blur","1382","3497355","7ZxYS"
"focus","1382","3524294","7ZxYS"
"blur","1410","3678343","7ZxYS"
"focus","1410","3686733","7ZxYS"
"blur","1411","3694105","7ZxYS"
