"event","trial","time","PID"
"focus","0","15039","vRFa3"
"blur","0","64837","vRFa3"
"focus","0","73678","vRFa3"
"blur","0","78891","vRFa3"
"focus","0","114396","vRFa3"
"fullscreenenter","0","115865","vRFa3"
"fullscreenexit","1321","2381375","vRFa3"
