"event","trial","time","PID"
"focus","0","0","nYHH2"
"focus","0","0","nYHH2"
"blur","0","306","nYHH2"
"focus","0","1680","nYHH2"
"blur","0","2095","nYHH2"
"focus","0","6143","nYHH2"
"fullscreenenter","0","25254","nYHH2"
