,PID,practice,trial,block,run,gain_left,left_item_id,right_item_id,left_pair_id,right_pair_id,left_stimulus,right_stimulus,left_category,left_rating,right_rating,right_category,left_path,right_path,no_response,left_chosen,rt,higher_outcome_chosen,choice_type,chosen_stimulus,unchosen_stimulus,chosen_category,unchosen_category,iti,long_iti,simulation,version
0,15837,1,1,0,0,0,,,,,,,,,,,Stimuli/Practice_stims/Final_decisions/debby-hudson-FmCSSSGge-0-unsplash.jpg,Stimuli/Practice_stims/Final_decisions/yassine-khalfalli-adsQ9d_Cx0c-unsplash.jpg,0,1,774,0,,,,,,3000,0,7,2
1,15837,1,2,0,0,0,,,,,,,,,,,Stimuli/Practice_stims/Final_decisions/florian-wehde-iVW7mZPwd4g-unsplash.jpg,Stimuli/Practice_stims/Final_decisions/patrick-perkins-3wylDrjxH-E-unsplash.jpg,0,1,1295,0,,,,,,1500,0,7,2
2,15837,1,3,0,0,0,,,,,,,,,,,Stimuli/Practice_stims/Final_decisions/debby-hudson-FmCSSSGge-0-unsplash.jpg,Stimuli/Practice_stims/Final_decisions/florian-wehde-iVW7mZPwd4g-unsplash.jpg,0,0,876,1,,,,,,2000,0,7,2
3,15837,1,4,0,0,0,,,,,,,,,,,Stimuli/Practice_stims/Final_decisions/yassine-khalfalli-adsQ9d_Cx0c-unsplash.jpg,Stimuli/Practice_stims/Final_decisions/debby-hudson-FmCSSSGge-0-unsplash.jpg,0,0,1434,1,,,,,,1000,0,7,2
4,15837,0,5,1,1,1,gain2,no_gain3,J,B,13,16,faces,85,76,faces,Stimuli/Experimental_stims/faces/daniel-rigdon-dXmXKPP2L4E-unsplash.jpg,Stimuli/Experimental_stims/faces/freddy-kearney-o-ioeoATbIM-unsplash.jpg,0,0,1432,0,unchosen,16,13,faces,faces,4100,1,7,2
5,15837,0,6,1,1,1,gain3,no_gain5,H,L,10,24,outdoor_scenes,75,78,body_parts,Stimuli/Experimental_stims/outdoor_scenes/shannon-kunkle-dM8INmkyDas-unsplash.jpg,Stimuli/Experimental_stims/body_parts/clay-banks-LjqARJaJotc-unsplash.jpg,1,NaN,,NaN,chosen,NaN,NaN,NaN,NaN,1200,0,7,2
6,15837,0,7,1,1,1,gain1,no_gain3,C,B,9,11,outdoor_scenes,68,76,outdoor_scenes,Stimuli/Experimental_stims/outdoor_scenes/sergey-pesterev-y-b_FOmJXdg-unsplash.jpg,Stimuli/Experimental_stims/outdoor_scenes/stephen-leonardi-gyIRjKPXupE-unsplash.jpg,1,NaN,,NaN,chosen,NaN,NaN,NaN,NaN,2600,0,7,2
7,15837,0,8,1,1,1,gain2,no_gain4,J,K,44,38,objects,68,75,objects,Stimuli/Experimental_stims/objects/kuiye-chen-NuOGFo4PudE-unsplash.jpg,Stimuli/Experimental_stims/objects/art-lasovsky-8XddFc6NkBY-unsplash.jpg,0,1,768,1,chosen,44,38,objects,objects,2000,0,7,2
8,15837,0,9,1,1,0,no_gain5,gain1,L,C,17,26,faces,78,79,body_parts,Stimuli/Experimental_stims/faces/good-faces-xmSWVeGEnJw-unsplash.jpg,Stimuli/Experimental_stims/body_parts/engin-akyurt-x_3gyC42btc-unsplash.jpg,0,0,757,1,unchosen,26,17,body_parts,faces,1200,0,7,2
9,15837,0,10,1,1,0,no_gain4,gain3,K,H,38,10,objects,75,75,outdoor_scenes,Stimuli/Experimental_stims/objects/art-lasovsky-8XddFc6NkBY-unsplash.jpg,Stimuli/Experimental_stims/outdoor_scenes/shannon-kunkle-dM8INmkyDas-unsplash.jpg,0,0,622,1,chosen,10,38,outdoor_scenes,objects,3200,1,7,2
10,15837,0,11,1,1,0,no_gain1,gain3,G,H,8,10,outdoor_scenes,77,75,outdoor_scenes,Stimuli/Experimental_stims/outdoor_scenes/samsommer-vddccTqwal8-unsplash.jpg,Stimuli/Experimental_stims/outdoor_scenes/shannon-kunkle-dM8INmkyDas-unsplash.jpg,0,0,743,1,chosen,10,8,outdoor_scenes,outdoor_scenes,1200,0,7,2
11,15837,0,12,1,1,0,no_gain2,gain1,I,C,6,9,outdoor_scenes,78,68,outdoor_scenes,Stimuli/Experimental_stims/outdoor_scenes/meng-ji-8BH_M-53CyA-unsplash.jpg,Stimuli/Experimental_stims/outdoor_scenes/sergey-pesterev-y-b_FOmJXdg-unsplash.jpg,0,0,815,1,chosen,9,6,outdoor_scenes,outdoor_scenes,1800,0,7,2
12,15837,0,13,1,1,1,gain2,no_gain1,J,G,13,41,faces,85,83,objects,Stimuli/Experimental_stims/faces/daniel-rigdon-dXmXKPP2L4E-unsplash.jpg,Stimuli/Experimental_stims/objects/insung-yoon-w2JtIQQXoRU-unsplash.jpg,0,0,733,0,unchosen,41,13,objects,faces,1600,0,7,2
13,15837,0,14,1,1,0,no_gain6,gain6,E,F,32,15,body_parts,77,78,faces,Stimuli/Experimental_stims/body_parts/towfiqu-barbhuiya-3AsiVDsZnHg-unsplash.jpg,Stimuli/Experimental_stims/faces/erik-lucatero-d2MSDujJl2g-unsplash.jpg,0,1,921,0,unchosen,32,15,body_parts,faces,1300,0,7,2
14,15837,0,15,1,1,0,no_gain1,gain5,G,A,41,39,objects,83,75,objects,Stimuli/Experimental_stims/objects/insung-yoon-w2JtIQQXoRU-unsplash.jpg,Stimuli/Experimental_stims/objects/charlesdeluvio-1-nx1QR5dTE-unsplash.jpg,0,0,701,1,unchosen,39,41,objects,objects,1900,0,7,2
15,15837,0,16,1,1,0,no_gain3,gain2,B,J,11,44,outdoor_scenes,76,68,objects,Stimuli/Experimental_stims/outdoor_scenes/stephen-leonardi-gyIRjKPXupE-unsplash.jpg,Stimuli/Experimental_stims/objects/kuiye-chen-NuOGFo4PudE-unsplash.jpg,0,0,735,1,chosen,44,11,objects,outdoor_scenes,4100,1,7,2
16,15837,0,17,1,1,1,gain4,no_gain2,D,I,22,31,faces,80,68,body_parts,Stimuli/Experimental_stims/faces/ravi-patel-VMGAbeeJTKo-unsplash.jpg,Stimuli/Experimental_stims/body_parts/sincerely-media-VN6DbKajo5s-unsplash.jpg,0,0,769,0,unchosen,31,22,body_parts,faces,1100,0,7,2
17,15837,0,18,1,1,1,gain6,no_gain2,F,I,25,6,body_parts,80,78,outdoor_scenes,Stimuli/Experimental_stims/body_parts/engin-akyurt-Q2rfH3GW39c-unsplash.jpg,Stimuli/Experimental_stims/outdoor_scenes/meng-ji-8BH_M-53CyA-unsplash.jpg,0,1,1002,1,chosen,25,6,body_parts,outdoor_scenes,1200,0,7,2
