,PID,practice,trial,block,run,gain_left,left_item_id,right_item_id,left_pair_id,right_pair_id,left_stimulus,right_stimulus,left_category,right_category,left_path,right_path,no_response,left_chosen,rt,higher_outcome_chosen,choice_type,iti,long_iti,simulation,version,chosen_stimulus,unchosen_stimulus,chosen_category
0,1,1,1,0,0,0,,,,,,,,,Stimuli/Practice_stims/Final_decisions/debby-hudson-FmCSSSGge-0-unsplash.jpg,Stimuli/Practice_stims/Final_decisions/yassine-khalfalli-adsQ9d_Cx0c-unsplash.jpg,0,1,873,0,,3000,0,7,2,,,
1,1,1,2,0,0,0,,,,,,,,,Stimuli/Practice_stims/Final_decisions/florian-wehde-iVW7mZPwd4g-unsplash.jpg,Stimuli/Practice_stims/Final_decisions/patrick-perkins-3wylDrjxH-E-unsplash.jpg,0,1,692,0,,1500,0,7,2,,,
2,1,1,3,0,0,0,,,,,,,,,Stimuli/Practice_stims/Final_decisions/debby-hudson-FmCSSSGge-0-unsplash.jpg,Stimuli/Practice_stims/Final_decisions/florian-wehde-iVW7mZPwd4g-unsplash.jpg,0,1,462,0,,2000,0,7,2,,,
3,1,1,4,0,0,0,,,,,,,,,Stimuli/Practice_stims/Final_decisions/yassine-khalfalli-adsQ9d_Cx0c-unsplash.jpg,Stimuli/Practice_stims/Final_decisions/debby-hudson-FmCSSSGge-0-unsplash.jpg,0,1,614,0,,1000,0,7,2,,,
4,1,0,5,1,1,1,gain2,no_gain3,I,D,5,18,outdoor_scenes,faces,Stimuli/Experimental_stims/outdoor_scenes/jeff-king-bJHWJeiHfHc-unsplash.jpg,Stimuli/Experimental_stims/faces/good-faces-xmSWVeGEnJw-unsplash.jpg,0,1,434,1,unchosen,4100,1,7,2,50,50,5,faces,outdoor_scenes
5,1,0,6,1,1,1,gain3,no_gain5,J,H,17,15,faces,faces,Stimuli/Experimental_stims/faces/freddy-kearney-o-ioeoATbIM-unsplash.jpg,Stimuli/Experimental_stims/faces/daniel-rigdon-dXmXKPP2L4E-unsplash.jpg,0,1,284,1,chosen,1200,0,7,2,50,50,17,faces,faces
6,1,0,7,1,1,1,gain1,no_gain3,F,D,13,37,faces,objects,Stimuli/Experimental_stims/faces/aiony-haust-jmATI5Q_YgY-unsplash.jpg,Stimuli/Experimental_stims/objects/alexander-andrews-VLGWE_SumrA-unsplash.jpg,1,NaN,,NaN,chosen,2600,0,7,2,50,50,NaN,NaN,NaN
7,1,0,8,1,1,1,gain2,no_gain4,I,A,27,3,body_parts,outdoor_scenes,Stimuli/Experimental_stims/body_parts/jonathan-borba-hTwH8QFkPMs-unsplash.jpg,Stimuli/Experimental_stims/outdoor_scenes/henry-be-NLF6hTe4PAg-unsplash.jpg,1,NaN,,NaN,chosen,2000,0,7,2,50,50,NaN,NaN,NaN
8,1,0,9,1,1,0,no_gain5,gain1,H,F,6,30,outdoor_scenes,body_parts,Stimuli/Experimental_stims/outdoor_scenes/meng-ji-8BH_M-53CyA-unsplash.jpg,Stimuli/Experimental_stims/body_parts/lucrezia-carnelos-kn6QrWtnAtY-unsplash.jpg,1,NaN,,NaN,unchosen,1200,0,7,2,50,50,NaN,NaN,NaN
9,1,0,10,1,1,0,no_gain4,gain3,A,J,3,17,outdoor_scenes,faces,Stimuli/Experimental_stims/outdoor_scenes/henry-be-NLF6hTe4PAg-unsplash.jpg,Stimuli/Experimental_stims/faces/freddy-kearney-o-ioeoATbIM-unsplash.jpg,1,NaN,,NaN,chosen,3200,1,7,2,50,50,NaN,NaN,NaN
10,1,0,11,1,1,0,no_gain1,gain3,L,J,29,17,body_parts,faces,Stimuli/Experimental_stims/body_parts/lucaxx-freire-CacZwMexYdk-unsplash.jpg,Stimuli/Experimental_stims/faces/freddy-kearney-o-ioeoATbIM-unsplash.jpg,1,NaN,,NaN,chosen,1200,0,7,2,50,50,NaN,NaN,NaN
11,1,0,12,1,1,0,no_gain2,gain1,C,F,0,13,outdoor_scenes,faces,Stimuli/Experimental_stims/outdoor_scenes/aleksandra-boguslawska-MS7KD9Ti7FQ-unsplash.jpg,Stimuli/Experimental_stims/faces/aiony-haust-jmATI5Q_YgY-unsplash.jpg,1,NaN,,NaN,chosen,1800,0,7,2,50,50,NaN,NaN,NaN
12,1,0,13,1,1,1,gain2,no_gain1,I,L,5,16,outdoor_scenes,faces,Stimuli/Experimental_stims/outdoor_scenes/jeff-king-bJHWJeiHfHc-unsplash.jpg,Stimuli/Experimental_stims/faces/erik-lucatero-d2MSDujJl2g-unsplash.jpg,1,NaN,,NaN,unchosen,1600,0,7,2,50,50,NaN,NaN,NaN
13,1,0,14,1,1,0,no_gain6,gain6,G,K,9,26,outdoor_scenes,body_parts,Stimuli/Experimental_stims/outdoor_scenes/sergey-pesterev-y-b_FOmJXdg-unsplash.jpg,Stimuli/Experimental_stims/body_parts/engin-akyurt-x_3gyC42btc-unsplash.jpg,1,NaN,,NaN,unchosen,1300,0,7,2,50,50,NaN,NaN,NaN
