,PID,practice,trial,block,run,gain_left,left_item_id,right_item_id,left_pair_id,right_pair_id,left_stimulus,right_stimulus,left_category,right_category,left_rating,right_rating,left_path,right_path,no_response,left_chosen,rt,higher_outcome_chosen,choice_type,chosen_stimulus,unchosen_stimulus,chosen_category,unchosen_category,iti,long_iti,simulation,version
0,17399,1,1,0,0,0,,,,,,,,,,,Stimuli/Practice_stims/Final_decisions/debby-hudson-FmCSSSGge-0-unsplash.jpg,Stimuli/Practice_stims/Final_decisions/yassine-khalfalli-adsQ9d_Cx0c-unsplash.jpg,0,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,3000,0,5,4
1,17399,1,2,0,0,0,,,,,,,,,,,Stimuli/Practice_stims/Final_decisions/florian-wehde-iVW7mZPwd4g-unsplash.jpg,Stimuli/Practice_stims/Final_decisions/patrick-perkins-3wylDrjxH-E-unsplash.jpg,0,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,1500,0,5,4
2,17399,1,3,0,0,0,,,,,,,,,,,Stimuli/Practice_stims/Final_decisions/debby-hudson-FmCSSSGge-0-unsplash.jpg,Stimuli/Practice_stims/Final_decisions/florian-wehde-iVW7mZPwd4g-unsplash.jpg,0,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,2000,0,5,4
3,17399,1,4,0,0,0,,,,,,,,,,,Stimuli/Practice_stims/Final_decisions/yassine-khalfalli-adsQ9d_Cx0c-unsplash.jpg,Stimuli/Practice_stims/Final_decisions/debby-hudson-FmCSSSGge-0-unsplash.jpg,0,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,1000,0,5,4
4,17399,0,5,1,1,0,no_gain2,gain4,C,L,2,33,outdoor_scenes,body_parts,50,50,Stimuli/Experimental_stims/outdoor_scenes/bruno-van-der-kraan-qez8mNJ3ilU-unsplash.jpg,Stimuli/Experimental_stims/body_parts/tucker-good-36skLT5jZcc-unsplash.jpg,0,NaN,NaN,NaN,chosen,NaN,NaN,NaN,NaN,5000,1,5,4
5,17399,0,6,1,1,0,no_gain1,gain4,F,L,35,23,body_parts,faces,50,50,Stimuli/Experimental_stims/body_parts/wc-so-KH4AAPjb-tI-unsplash.jpg,Stimuli/Experimental_stims/faces/rikonavt-HQjfrvdTfak-unsplash.jpg,0,NaN,NaN,NaN,unchosen,NaN,NaN,NaN,NaN,1700,0,5,4
6,17399,0,7,1,1,1,gain2,no_gain4,D,A,42,1,objects,outdoor_scenes,50,50,Stimuli/Experimental_stims/objects/jess-bailey-nOeVi8DsN8U-unsplash.jpg,Stimuli/Experimental_stims/outdoor_scenes/ashim-d-silva-S2Q5mdOrrVc-unsplash.jpg,0,NaN,NaN,NaN,chosen,NaN,NaN,NaN,NaN,1600,0,5,4
7,17399,0,8,1,1,1,gain1,no_gain2,H,C,4,27,outdoor_scenes,body_parts,50,50,Stimuli/Experimental_stims/outdoor_scenes/jarrett-kow-1ZOyYPOBn7I-unsplash.jpg,Stimuli/Experimental_stims/body_parts/heike-mintel-i_Gns0ELnLw-unsplash.jpg,0,NaN,NaN,NaN,unchosen,NaN,NaN,NaN,NaN,1800,0,5,4
8,17399,0,9,1,1,0,no_gain6,gain6,K,G,43,10,objects,outdoor_scenes,50,50,Stimuli/Experimental_stims/objects/jonathan-greenaway-Y4hGgeiFn3s-unsplash.jpg,Stimuli/Experimental_stims/outdoor_scenes/shannon-kunkle-dM8INmkyDas-unsplash.jpg,0,NaN,NaN,NaN,unchosen,NaN,NaN,NaN,NaN,1300,0,5,4
9,17399,0,10,1,1,1,gain6,no_gain1,G,F,10,35,outdoor_scenes,body_parts,50,50,Stimuli/Experimental_stims/outdoor_scenes/shannon-kunkle-dM8INmkyDas-unsplash.jpg,Stimuli/Experimental_stims/body_parts/wc-so-KH4AAPjb-tI-unsplash.jpg,0,NaN,NaN,NaN,unchosen,NaN,NaN,NaN,NaN,1200,0,5,4
